Utterance	condition	target	MAP	credHigh	credLow	EmpProportion	EmpYMin	EmpYMax	ModelType
basic	item12	bedsidetable	0.11061251620514	0.11061251620514	0.11061251620514	0.166666666666667	0	0.5	nondet-cost
basic	item12	blackbear	0.494769095769002	0.494769095769002	0.494769095769002	0.318181818181818	0.136363636363636	0.5	nondet-cost
basic	item12	catfish	0.147049292734862	0.147049292734862	0.147049292734862	0.2	0	0.4	nondet-cost
basic	item12	clownfish	0.547908422465726	0.547908422465726	0.547908422465726	0.5	0.166666666666667	0.833333333333333	nondet-cost
basic	item12	coffeetable	0.375298298622248	0.375298298622248	0.375298298622248	0.5	0.2	0.8	nondet-cost
basic	item12	convertible	0.185764676132688	0.185764676132688	0.185764676132688	0.428571428571429	0.142857142857143	0.714285714285714	nondet-cost
basic	item12	daisy	0.132245046202984	0.132245046202984	0.132245046202984	0	0	0	nondet-cost
basic	item12	dalmatian	0.195901505959008	0.195901505959008	0.195901505959008	0.125	0	0.375	nondet-cost
basic	item12	diningtable	0.639703083153457	0.639703083153457	0.639703083153457	1	1	1	nondet-cost
basic	item12	eagle	0.0519315018463152	0.0519315018463152	0.0519315018463152	0.0666666666666667	0	0.2	nondet-cost
basic	item12	germanshepherd	0.369444382463235	0.369444382463235	0.369444382463235	0.368421052631579	0.157894736842105	0.578947368421053	nondet-cost
basic	item12	goldfish	0.354638023905641	0.354638023905641	0.354638023905641	0.222222222222222	0.0555555555555556	0.444444444444444	nondet-cost
basic	item12	grizzlybear	0.49865582707867	0.49865582707867	0.49865582707867	0.85	0.7	1	nondet-cost
basic	item12	gummybears	0.115508672421534	0.115508672421534	0.115508672421534	0	0	0	nondet-cost
basic	item12	hawaiishirt	0.307565874991525	0.307565874991525	0.307565874991525	0.533333333333333	0.266666666666667	0.8	nondet-cost
basic	item12	hummingbird	0.231215752238939	0.231215752238939	0.231215752238939	0.142857142857143	0	0.357142857142857	nondet-cost
basic	item12	husky	0.120052984611783	0.120052984611783	0.120052984611783	0.15	0	0.301249999999999	nondet-cost
basic	item12	jellybeans	0.167659603791828	0.167659603791828	0.167659603791828	0.0833333333333333	0	0.25	nondet-cost
basic	item12	minivan	0.0566073018355262	0.0566073018355262	0.0566073018355262	0.25	0	0.5	nondet-cost
basic	item12	mnms	0.0860442185281358	0.0860442185281358	0.0860442185281358	0	0	0	nondet-cost
basic	item12	pandabear	0.159953569187192	0.159953569187192	0.159953569187192	0.0769230769230769	0	0.230769230769231	nondet-cost
basic	item12	parrot	0.0985089059917933	0.0985089059917933	0.0985089059917933	0.153846153846154	0	0.384615384615385	nondet-cost
basic	item12	picnictable	0.10905410162365	0.10905410162365	0.10905410162365	0	0	0	nondet-cost
basic	item12	pigeon	0.112535430663639	0.112535430663639	0.112535430663639	0.3	0	0.6	nondet-cost
basic	item12	polarbear	0.383108735854229	0.383108735854229	0.383108735854229	0.105263157894737	0	0.263157894736842	nondet-cost
basic	item12	poloshirt	0.426424339166262	0.426424339166262	0.426424339166262	0.466666666666667	0.2	0.733333333333333	nondet-cost
basic	item12	pug	0.0821888808049368	0.0821888808049368	0.0821888808049368	0.0909090909090909	0	0.272727272727273	nondet-cost
basic	item12	rose	0.0261595975736764	0.0261595975736764	0.0261595975736764	0	0	0	nondet-cost
basic	item12	skittles	0.0858611659593114	0.0858611659593114	0.0858611659593114	0	0	0	nondet-cost
basic	item12	sportscar	0.209963414065127	0.209963414065127	0.209963414065127	0.833333333333333	0.5	1	nondet-cost
basic	item12	sunflower	0.113043141774885	0.113043141774885	0.113043141774885	0.666666666666667	0.333333333333333	1	nondet-cost
basic	item12	suv	0.0567332112983361	0.0567332112983361	0.0567332112983361	0.333333333333333	0.111111111111111	0.666666666666667	nondet-cost
basic	item12	swordfish	0.154276421020895	0.154276421020895	0.154276421020895	0.125	0	0.3125	nondet-cost
basic	item12	tshirt	0.241924750344809	0.241924750344809	0.241924750344809	0.5	0.166666666666667	0.833333333333333	nondet-cost
basic	item12	tulip	0.150880598936594	0.150880598936594	0.150880598936594	0.4	0	0.8	nondet-cost
basic	item22	bedsidetable	0.317893811691595	0.317893811691595	0.317893811691595	0.125	0	0.375	nondet-cost
basic	item22	blackbear	0.760123994945414	0.760123994945414	0.760123994945414	0.642857142857143	0.428571428571429	0.857142857142857	nondet-cost
basic	item22	catfish	0.56329497210608	0.56329497210608	0.56329497210608	0.571428571428571	0.285714285714286	0.785714285714286	nondet-cost
basic	item22	clownfish	0.799643661460724	0.799643661460724	0.799643661460724	1	1	1	nondet-cost
basic	item22	coffeetable	0.687898328153347	0.687898328153347	0.687898328153347	0.75	0.496875	1	nondet-cost
basic	item22	convertible	0.707325322451776	0.707325322451776	0.707325322451776	0.666666666666667	0.416666666666667	0.916666666666667	nondet-cost
basic	item22	daisy	0.533628101125976	0.533628101125976	0.533628101125976	0.7	0.4	1	nondet-cost
basic	item22	dalmatian	0.739358977927421	0.739358977927421	0.739358977927421	0.461538461538462	0.230769230769231	0.692307692307692	nondet-cost
basic	item22	diningtable	0.894661698842824	0.894661698842824	0.894661698842824	1	1	1	nondet-cost
basic	item22	dressshirt	0.777563802961209	0.777563802961209	0.777563802961209	0.909090909090909	0.727272727272727	1	nondet-cost
basic	item22	eagle	0.44965749216084	0.44965749216084	0.44965749216084	0.0555555555555556	0	0.166666666666667	nondet-cost
basic	item22	germanshepherd	0.889836354833077	0.889836354833077	0.889836354833077	0.833333333333333	0.583333333333333	1	nondet-cost
basic	item22	goldfish	0.681258105441509	0.681258105441509	0.681258105441509	0.631578947368421	0.421052631578947	0.842105263157895	nondet-cost
basic	item22	grizzlybear	0.760681500783463	0.760681500783463	0.760681500783463	0.888888888888889	0.722222222222222	1	nondet-cost
basic	item22	gummybears	0.513368025555582	0.513368025555582	0.513368025555582	0	0	0	nondet-cost
basic	item22	hawaiishirt	0.76547998917952	0.76547998917952	0.76547998917952	0.6	0.3	0.9	nondet-cost
basic	item22	hummingbird	0.710296757307173	0.710296757307173	0.710296757307173	0.75	0.5	0.9375	nondet-cost
basic	item22	husky	0.552779265553742	0.552779265553742	0.552779265553742	0.705882352941177	0.470588235294118	0.882352941176471	nondet-cost
basic	item22	jellybeans	0.585608789441493	0.585608789441493	0.585608789441493	0.444444444444444	0.111111111111111	0.777777777777778	nondet-cost
basic	item22	minivan	0.449533294820768	0.449533294820768	0.449533294820768	0.2	0	0.6	nondet-cost
