"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"1283","3504-8",1449258630410,10,"subSuperTrial","distr33","sportsCar","target",4,4,"car","vehicle","rosemary","distrClass3",3,2,NA,"plant","iguana","distrClass3",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1449258628844","car","False","False","False","sportsCar",NA,NA,"","","","",""
"1284","3504-8",1449258644303,11,"subSuperTrial","distr12","tShirt","target",4,4,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",3,3,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"socks","distrClass2",2,2,NA,"clothing",1,1,0,"shirt w/o buttons","","1449258642314","shirt w/o buttons","False","False","False","tShirt",NA,NA,"","","","",""
"1287","3504-8",1449258664141,14,"subSuperTrial","distr23","husky","target",4,4,"dog","animal","crocodile","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"popcorn","distrClass3",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1449258662529","dog","False","False","False","husky",NA,NA,"","","","",""
"1288","3504-8",1449258670465,15,"subSuperTrial","distr22","pandaBear","target",2,2,"bear","animal","rabbit","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"squirrel","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"panda","","1449258669026","panda","False","False","False","pandaBear",NA,NA,"","","","",""
"1289","3504-8",1449258676928,16,"subSuperTrial","distr23","coffeeTable","target",2,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",4,2,NA,"furniture","popcorn","distrClass3",3,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1449258675401","table","False","False","False","coffeeTable",NA,NA,"","","","",""
"1295","3504-8",1449258723450,22,"subSuperTrial","distr33","dressShirt","target",2,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass3",4,2,NA,"plant","lobster","distrClass3",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1449258721940","shirt","False","False","False","dressShirt",NA,NA,"","","","",""
"1297","3504-8",1449258743521,24,"subSuperTrial","distr33","polarBear","target",3,4,"bear","animal","rosemary","distrClass3",4,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"cookies","distrClass3",2,3,NA,"snack",1,1,0,"polar bear","","1449258741601","polar bear","False","False","False","polarBear",NA,NA,"","","","",""
"1299","3504-8",1449258757242,26,"subSuperTrial","distr12","skittles","target",4,3,"candy","snack","cookies","distrClass2",3,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",2,2,"candy","snack",1,1,0,"skittles","","1449258755574","skittles","False","False","True","skittles",NA,NA,"","","","",""
"1300","3504-8",1449258763176,27,"subSuperTrial","distr22","daisy","target",2,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass2",4,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass2",3,3,NA,"plant",1,1,0,"flower","","1449258761832","flower","False","False","False","daisy",NA,NA,"","","","",""
"1302","3504-8",1449258773554,29,"subSuperTrial","distr22","hummingBird","target",4,2,"bird","animal","horse","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1449258772518","bird","False","False","False","hummingBird",NA,NA,"","","","",""
"1305","3504-8",1449258788342,32,"subSuperTrial","distr23","suv","target",2,4,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bison","distrClass3",3,2,NA,"animal","train","distrClass2",4,3,NA,"vehicle",1,1,0,"car","","1449258786720","car","False","False","False","suv",NA,NA,"","","","",""
"1309","3504-8",1449258815552,36,"subSuperTrial","distr22","jellyBeans","target",3,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",2,3,NA,"snack","chips","distrClass2",4,2,NA,"snack",1,1,0,"jelly beans","","1449258813810","jelly beans","False","False","False","jellyBeans",NA,NA,"","","","",""
"1310","3504-8",1449258821586,37,"subSuperTrial","distr33","blackBear","target",2,3,"bear","animal","bookcase","distrClass3",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass3",4,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1449258820144","bear","False","False","False","blackBear",NA,NA,"","","","",""
"1311","3504-8",1449258828203,38,"subSuperTrial","distr23","swordFish","target",3,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass3",4,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"lion","distrClass2",2,2,NA,"animal",1,1,0,"fish","","1449258826738","fish","False","False","False","swordFish",NA,NA,"","","","",""
"1316","3504-8",1449258865651,43,"subSuperTrial","distr22","catfish","target",2,2,"fish","animal","chick","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass2",3,4,NA,"animal",1,1,0,"fish","","1449258864292","fish","False","False","False","catfish",NA,NA,"","","","",""
"1319","3504-8",1449258883516,46,"subSuperTrial","distr23","parrot","target",3,3,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"ivy","distrClass3",4,4,NA,"plant","kitten","distrClass2",2,2,NA,"animal",1,1,0,"bird","","1449258882240","bird","False","False","False","parrot",NA,NA,"","","","",""
"1320","3504-8",1449258898834,47,"subSuperTrial","distr12","poloShirt","target",3,4,"shirt","clothing","campShirt","distrClass1",2,2,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"gloves","distrClass2",4,3,NA,"clothing",1,1,0,"less buttons shirt","","1449258896306","less buttons shirt","False","False","False","poloShirt",NA,NA,"","","","",""
"1321","3504-8",1449258907611,48,"subSuperTrial","distr23","mnMs","target",4,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"cookies","distrClass2",2,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass3",3,3,NA,"furniture",1,1,0,"candy","","1449258905935","candy","False","False","False","mnMs",NA,NA,"","","","",""
"1324","3504-8",1449258927632,51,"subSuperTrial","distr12","picnicTable","target",2,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"sideTable","distrClass1",4,3,"table","furniture","bookcase","distrClass2",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"picnic table","","1449258926245","picnic table","False","False","False","picnicTable",NA,NA,"","","","",""
"1327","3504-8",1449258945550,54,"subSuperTrial","distr22","grizzlyBear","target",2,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"squirrel","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"lion","distrClass2",3,2,NA,"animal",1,1,0,"bear","","1449258944584","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1328","3504-8",1449258954019,55,"subSuperTrial","distr12","dalmatian","target",2,2,"dog","animal","horse","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"greyhound","distrClass1",4,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"dalmation","","1449258952663","dalmation","False","False","False","dalmatian",NA,NA,"","","","",""
"1330","3504-8",1449258964927,57,"subSuperTrial","distr23","minivan","target",4,2,"car","vehicle","crocodile","distrClass3",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass2",3,3,NA,"vehicle",1,1,0,"car","","1449258963530","car","False","False","False","minivan",NA,NA,"","","","",""
"1331","3504-8",1449258969978,58,"subSuperTrial","distr33","diningTable","target",2,4,"table","furniture","firetruck","distrClass3",4,3,NA,"vehicle","rabbit","distrClass3",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1449258969095","table","False","False","False","diningTable",NA,NA,"","","","",""
"1334","3504-8",1449258999311,61,"subSuperTrial","distr12","clownFish","target",2,4,"fish","animal","squirrel","distrClass2",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"discusFish","distrClass1",3,3,"fish","animal",1,1,0,"fish with no green","","1449258997332","fish with no green","False","False","False","clownFish",NA,NA,"","","","",""
"1335","3504-8",1449259008375,62,"subSuperTrial","distr12","eagle","target",3,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",2,2,NA,"animal","sparrow","distrClass1",4,3,"bird","animal",1,1,0,"eagle","","1449259007081","eagle","False","False","True","eagle",NA,NA,"","","","",""
"1338","3504-8",1449259026754,65,"subSuperTrial","distr12","goldFish","target",4,4,"fish","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass2",2,3,NA,"animal","discusFish","distrClass1",3,2,"fish","animal",1,1,0,"smaller fish","","1449259025416","smaller fish","False","False","False","goldFish",NA,NA,"","","","",""
"1339","3504-8",1449259031815,66,"subSuperTrial","distr33","convertible","target",2,3,"car","vehicle","crocodile","distrClass3",3,2,NA,"animal","rosemary","distrClass3",4,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1449259030715","car","False","False","False","convertible",NA,NA,"","","","",""
"1341","3504-8",1449259043798,68,"subSuperTrial","distr22","pug","target",3,4,"dog","animal","pig","distrClass2",2,2,NA,"animal","rabbit","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1449259042166","dog","False","False","False","pug",NA,NA,"","","","",""
"1343","3504-8",1449259054870,70,"subSuperTrial","distr33","pigeon","target",3,4,"bird","animal","rosemary","distrClass3",4,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"socks","distrClass3",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1449259053693","bird","False","False","False","pigeon",NA,NA,"","","","",""
"1344","3504-8",1449259060407,71,"subSuperTrial","distr33","germanShepherd","target",3,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass3",4,4,NA,"vehicle","dress","distrClass3",2,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1449259059043","dog","False","False","False","germanShepherd",NA,NA,"","","","",""
"1345","3504-8",1449259070732,72,"subSuperTrial","distr12","hawaiiShirt","target",2,3,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",3,4,"shirt","clothing","dress","distrClass2",4,2,NA,"clothing",1,1,0,"shirt with pattern","","1449259069277","shirt with pattern","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1346","8286-0",1449256147001,1,"subSuperTrial","distr12","suv","target",3,3,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"firetruck","distrClass2",4,4,NA,"vehicle","sedan","distrClass1",2,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"silver car","","1449256144689","silver car","False","False","False","suv",NA,NA,"","","","",""
"1348","8286-0",1449256170167,3,"subSuperTrial","distr12","tulip","target",3,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,"lily","distrClass1",2,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass2",4,2,NA,"plant",1,1,0,"red one","","1449256168889","red one","False","False","False","tulip",NA,NA,"","","","",""
"1350","8286-0",1449256189021,5,"subSuperTrial","distr23","mnMs","target",3,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cookies","distrClass2",2,4,NA,"snack","lobster","distrClass3",4,3,NA,"animal",1,1,0,"m&m","","1449256187774","m&m","False","False","False","mnMs",NA,NA,"","","","",""
"1353","8286-0",1449256206836,8,"subSuperTrial","distr33","sportsCar","target",3,2,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"chips","distrClass3",4,3,NA,"snack","squirrel","distrClass3",2,4,NA,"animal",1,1,0,"car","","1449256205708","car","False","False","False","sportsCar",NA,NA,"","","","",""
"1355","8286-0",1449256221896,10,"subSuperTrial","distr22","eagle","target",4,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"sheep","distrClass2",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"elephant","distrClass2",3,4,NA,"animal",1,1,0,"eagle","","1449256218487","eagle","False","False","True","eagle",NA,NA,"","","","",""
"1356","8286-0",1449256228052,11,"subSuperTrial","distr12","poloShirt","target",3,3,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",2,4,"shirt","clothing","dress","distrClass2",4,2,NA,"clothing",1,1,0,"polo","","1449256227164","polo","False","False","False","poloShirt",NA,NA,"","","","",""
"1357","8286-0",1449256233904,12,"subSuperTrial","distr33","dressShirt","target",2,2,"shirt","clothing","rhino","distrClass3",4,3,NA,"animal","cookies","distrClass3",3,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1449256232790","shirt","False","False","False","dressShirt",NA,NA,"","","","",""
"1359","8286-0",1449256245902,14,"subSuperTrial","distr22","coffeeTable","target",2,2,"table","furniture","bookcase","distrClass2",4,3,NA,"furniture","bed","distrClass2",3,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1449256244570","table","False","False","False","coffeeTable",NA,NA,"","","","",""
"1361","8286-0",1449256256675,16,"subSuperTrial","distr22","jellyBeans","target",2,3,"candy","snack","popcorn","distrClass2",4,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cookies","distrClass2",3,2,NA,"snack",1,1,0,"beans","","1449256255354","beans","False","False","False","jellyBeans",NA,NA,"","","","",""
"1362","8286-0",1449256264534,17,"subSuperTrial","distr22","swordFish","target",2,4,"fish","animal","horse","distrClass2",3,2,NA,"animal","bison","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"shark","","1449256262108","shark","False","False","False","swordFish",NA,NA,"","","","",""
"1363","8286-0",1449256271476,18,"subSuperTrial","distr22","hummingBird","target",4,3,"bird","animal","snake","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"chick","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1449256270074","bird","False","False","False","hummingBird",NA,NA,"","","","",""
"1367","8286-0",1449256333298,22,"subSuperTrial","distr22","minivan","target",4,3,"car","vehicle","motorcycle","distrClass2",3,2,NA,"vehicle","ambulance","distrClass2",2,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1449256324523","car","False","False","False","minivan",NA,NA,"","","","",""
"1368","8286-0",1449256339540,23,"subSuperTrial","distr33","blackBear","target",2,2,"bear","animal","grasses","distrClass3",4,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass3",3,4,NA,"vehicle",1,1,0,"bear","","1449256337181","bear","False","False","False","blackBear",NA,NA,"","","","",""
"1369","8286-0",1449256346737,24,"subSuperTrial","distr33","grizzlyBear","target",2,4,"bear","animal","blackStimulus",NA,1,1,NA,NA,"train","distrClass3",4,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass3",3,2,NA,"plant",1,1,0,"bear","","1449256344632","bear","False","False","False","grizzlyBear",NA,NA,"","","","",""
"1370","8286-0",1449256353313,25,"subSuperTrial","distr33","goldFish","target",3,4,"fish","animal","grasses","distrClass3",4,3,NA,"plant","train","distrClass3",2,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1449256351609","fish","False","False","False","goldFish",NA,NA,"","","","",""
"1371","8286-0",1449256362773,26,"subSuperTrial","distr23","tShirt","target",4,4,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"grasses","distrClass3",3,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,"bathrobe","distrClass2",2,2,NA,"clothing",1,1,0,"shirt","","1449256357032","shirt","False","False","False","tShirt",NA,NA,"","","","",""
"1375","8286-0",1449256414558,30,"subSuperTrial","distr12","bedsideTable","target",4,4,"table","furniture","bookcase","distrClass2",3,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sideTable","distrClass1",2,2,"table","furniture",1,1,0,"drawer","","1449256405891","drawer","False","False","False","bedsideTable",NA,NA,"","","","",""
"1376","8286-0",1449256423512,31,"subSuperTrial","distr22","hawaiiShirt","target",2,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"dress","distrClass2",4,3,NA,"clothing","bathrobe","distrClass2",3,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"shirt","","1449256419785","shirt","False","False","False","hawaiiShirt",NA,NA,"","","","",""
"1377","8286-0",1449256431903,32,"subSuperTrial","distr12","skittles","target",4,2,"candy","snack","blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass2",3,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"candyCorn","distrClass1",2,3,"candy","snack",1,1,0,"skittle","","1449256428373","skittle","False","False","False","skittles",NA,NA,"","","","",""
"1383","8286-0",1449256483946,38,"subSuperTrial","distr33","catfish","target",2,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass3",3,2,NA,"furniture","cookies","distrClass3",4,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1449256482723","fish","False","False","False","catfish",NA,NA,"","","","",""
"1386","8286-0",1449256504251,41,"subSuperTrial","distr23","picnicTable","target",4,3,"table","furniture","ivy","distrClass3",2,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",3,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1449256503102","table","False","False","False","picnicTable",NA,NA,"","","","",""
"1388","8286-0",1449256517429,43,"subSuperTrial","distr33","pigeon","target",4,4,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass3",2,3,NA,"furniture","firetruck","distrClass3",3,2,NA,"vehicle",1,1,0,"bird","","1449256515653","bird","False","False","False","pigeon",NA,NA,"","","","",""
"1394","8286-0",1449256557952,49,"subSuperTrial","distr23","sunflower","target",3,4,"flower","plant","rosemary","distrClass2",4,3,NA,"plant","cookies","distrClass3",2,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"flower","","1449256555174","flower","False","False","False","sunflower",NA,NA,"","","","",""
"1397","8286-0",1449256587291,52,"subSuperTrial","distr12","polarBear","target",3,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"chick","distrClass2",4,3,NA,"animal","koalaBear","distrClass1",2,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,3,2,1,"bear___yeah","polar?","1449256574194___1449256578131___1449256585361","bear","False","False","False","polarBear",NA,NA,"","","","",""
"1398","8286-0",1449256595163,53,"subSuperTrial","distr33","diningTable","target",2,3,"table","furniture","iguana","distrClass3",3,4,NA,"animal","chips","distrClass3",4,2,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1449256594116","table","False","False","False","diningTable",NA,NA,"","","","",""
"1399","8286-0",1449256606598,54,"subSuperTrial","distr12","husky","target",4,3,"dog","animal","crocodile","distrClass2",3,2,NA,"animal","greyhound","distrClass1",2,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"husky","","1449256604871","husky","False","False","True","husky",NA,NA,"","","","",""
"1400","8286-0",1449256611011,55,"subSuperTrial","distr23","dalmatian","target",2,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"dress","distrClass3",3,2,NA,"clothing","chick","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1449256610210","dog","False","False","False","dalmatian",NA,NA,"","","","",""
