"","X.1","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","typeAttributeMentioned","noAttrOrLevelMentioned","noLevelMentioned","basiclevelAttributeMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"293",350,"5239-5",1.45e+12,7,"subSuperTrial","distr22","jellyBeans","target",4,2,"candy","snack","pretzels","distrClass2",3,4,NA,"snack","popcorn","distrClass2",2,3,NA,"snack",1,1,0,"jelly beans","","1450000000000","jelly beans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"jellyBeans",NA,NA,NA,NA,NA,""
"294",351,"9551-7",1.45e+12,42,"subSuperTrial","distr22","tulip","target",4,3,"flower","plant","grasses","distrClass2",2,4,NA,"plant","pottedPlant","distrClass2",3,2,NA,"plant",1,1,0,"red flower","","1450000000000","red flower",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tulip",NA,NA,NA,NA,NA,""
"295",352,"5512-7",1.45e+12,15,"subSuperTrial","distr22","daisy","target",2,4,"flower","plant","rosemary","distrClass2",3,2,NA,"plant","pottedPlant","distrClass2",4,3,NA,"plant",1,1,0,"daisy","","1450000000000","daisy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"296",354,"5239-5",1.45e+12,30,"subSuperTrial","distr22","sunflower","target",4,3,"flower","plant","ivy","distrClass2",2,2,NA,"plant","pottedPlant","distrClass2",3,4,NA,"plant",1,1,0,"sunflower","","1450000000000","sunflower",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"sunflower",NA,NA,NA,NA,NA,""
"297",355,"2195-2",1.45e+12,63,"subSuperTrial","distr22","skittles","target",2,2,"candy","snack","chips","distrClass2",3,4,NA,"snack","pretzels","distrClass2",4,3,NA,"snack",1,1,0,"SKITTLES","","1450000000000","SKITTLES",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"298",356,"3695-5",1.45e+12,10,"subSuperTrial","distr22","mnMs","target",3,3,"candy","snack","chips","distrClass2",2,2,NA,"snack","pretzels","distrClass2",4,4,NA,"snack",2,2,0,"or truck___m&ms","","1449265572721___1449265575376","or truck",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"mnMs",NA,NA,NA,NA,NA,""
"299",357,"4393-a",1.45e+12,2,"subSuperTrial","distr22","clownFish","target",4,4,"fish","animal","bison","distrClass2",2,3,NA,"animal","rabbit","distrClass2",3,2,NA,"animal",1,1,0,"Fish","","1450000000000","Fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"300",358,"3504-8",1.45e+12,29,"subSuperTrial","distr22","hummingBird","target",4,2,"bird","animal","horse","distrClass2",2,4,NA,"animal","rabbit","distrClass2",3,3,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"301",359,"2919-a",1.45e+12,32,"subSuperTrial","distr22","dalmatian","target",3,4,"dog","animal","bison","distrClass2",4,2,NA,"animal","rhino","distrClass2",2,3,NA,"animal",1,1,0,"dalmation","","1450000000000","dalmation",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"302",360,"4452-5",1.45e+12,62,"subSuperTrial","distr22","blackBear","target",4,2,"bear","animal","elephant","distrClass2",2,3,NA,"animal","sheep","distrClass2",3,4,NA,"animal",1,1,0,"black bear","","1450000000000","black bear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"303",361,"5628-2",1.45e+12,4,"subSuperTrial","distr22","blackBear","target",2,4,"bear","animal","iguana","distrClass2",3,3,NA,"animal","sheep","distrClass2",4,2,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"305",363,"9551-7",1.45e+12,24,"subSuperTrial","distr22","catfish","target",4,4,"fish","animal","kitten","distrClass2",2,3,NA,"animal","snake","distrClass2",3,2,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"307",365,"9807-5",1.45e+12,25,"subSuperTrial","distr22","tShirt","target",4,2,"shirt","clothing","dress","distrClass2",2,4,NA,"clothing","socks","distrClass2",3,3,NA,"clothing",1,1,0,"blue shirt","","1450000000000","blue shirt",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"308",367,"6456-4",1.45e+12,68,"subSuperTrial","distr22","blackBear","target",2,4,"bear","animal","kitten","distrClass2",3,2,NA,"animal","squirrel","distrClass2",4,3,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"309",368,"3504-8",1.45e+12,15,"subSuperTrial","distr22","pandaBear","target",2,2,"bear","animal","rabbit","distrClass2",4,3,NA,"animal","squirrel","distrClass2",3,4,NA,"animal",1,1,0,"panda","","1450000000000","panda",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"310",369,"3158-b",1.45e+12,27,"subSuperTrial","distr22","dalmatian","target",2,3,"dog","animal","sheep","distrClass2",4,2,NA,"animal","squirrel","distrClass2",3,4,NA,"animal",1,1,0,"doggie","","1450000000000","doggie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"311",370,"4393-a",1.45e+12,15,"subSuperTrial","distr22","catfish","target",4,2,"fish","animal","chick","distrClass2",3,3,NA,"animal","squirrel","distrClass2",2,4,NA,"animal",1,1,0,"Fish","","1450000000000","Fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"312",371,"4393-a",1.45e+12,6,"subSuperTrial","distr22","pigeon","target",3,4,"bird","animal","elephant","distrClass2",2,2,NA,"animal","squirrel","distrClass2",4,3,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"313",374,"8430-f",1.45e+12,51,"subSuperTrial","distr22","picnicTable","target",2,3,"table","furniture","bookcase","distrClass2",4,2,NA,"furniture","wardrobe","distrClass2",3,4,NA,"furniture",2,2,0,"good job so far!___picnic","","1449255359603___1449255360627","good job so far!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"314",376,"5076-0",1.45e+12,53,"subSuperTrial","distr22","diningTable","target",4,2,"table","furniture","lamp","distrClass2",3,4,NA,"furniture","wardrobe","distrClass2",2,3,NA,"furniture",1,1,0,"Desk","","1450000000000","Desk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"315",377,"3293-5",1.45e+12,53,"subSuperTrial","distr22","diningTable","target",4,2,"table","furniture","bed","distrClass2",3,3,NA,"furniture","bookcase","distrClass2",2,4,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"316",378,"2195-2",1.45e+12,32,"subSuperTrial","distr22","picnicTable","target",2,3,"table","furniture","bed","distrClass2",4,2,NA,"furniture","bookcase","distrClass2",3,4,NA,"furniture",1,1,0,"PICNIC TABLE","","1450000000000","PICNIC TABLE",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"317",379,"5934-3",1.45e+12,21,"subSuperTrial","distr22","diningTable","target",2,3,"table","furniture","lamp","distrClass2",4,4,NA,"furniture","bookcase","distrClass2",3,2,NA,"furniture",2,1,1,"table","ha! lol you should create an account!","1449261277640___1449261287041","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"318",380,"9807-5",1.45e+12,39,"subSuperTrial","distr22","coffeeTable","target",3,2,"table","furniture","wardrobe","distrClass2",2,4,NA,"furniture","bookcase","distrClass2",4,3,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"319",381,"2919-a",1.45e+12,34,"subSuperTrial","distr22","catfish","target",2,3,"fish","animal","bison","distrClass2",4,2,NA,"animal","chick","distrClass2",3,4,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"320",382,"3695-5",1.45e+12,19,"subSuperTrial","distr22","gummyBears","target",4,3,"candy","snack","cookies","distrClass2",2,4,NA,"snack","chips","distrClass2",3,2,NA,"snack",1,1,0,"gummy bears","","1450000000000","gummy bears",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"321",383,"3158-b",1.45e+12,69,"subSuperTrial","distr22","mnMs","target",3,2,"candy","snack","popcorn","distrClass2",2,4,NA,"snack","chips","distrClass2",4,3,NA,"snack",1,1,0,"candy","","1450000000000","candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"mnMs",NA,NA,NA,NA,NA,""
"323",385,"6456-4",1.45e+12,65,"subSuperTrial","distr22","jellyBeans","target",4,4,"candy","snack","popcorn","distrClass2",3,2,NA,"snack","chips","distrClass2",2,3,NA,"snack",1,1,0,"jelly beans","","1450000000000","jelly beans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"jellyBeans",NA,NA,NA,NA,NA,""
"325",387,"4517-f",1.45e+12,32,"subSuperTrial","distr22","gummyBears","target",3,3,"candy","snack","pretzels","distrClass2",4,4,NA,"snack","chips","distrClass2",2,2,NA,"snack",1,1,0,"gummis","","1450000000000","gummis",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"326",388,"3504-8",1.45e+12,36,"subSuperTrial","distr22","jellyBeans","target",3,4,"candy","snack","pretzels","distrClass2",2,3,NA,"snack","chips","distrClass2",4,2,NA,"snack",1,1,0,"jelly beans","","1450000000000","jelly beans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"jellyBeans",NA,NA,NA,NA,NA,""
"327",389,"8286-0",1.45e+12,16,"subSuperTrial","distr22","jellyBeans","target",2,3,"candy","snack","popcorn","distrClass2",4,4,NA,"snack","cookies","distrClass2",3,2,NA,"snack",1,1,0,"beans","","1450000000000","beans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"jellyBeans",NA,NA,NA,NA,NA,""
"328",390,"1223-7",1.45e+12,11,"subSuperTrial","distr22","skittles","target",3,4,"candy","snack","pretzels","distrClass2",2,2,NA,"snack","cookies","distrClass2",4,3,NA,"snack",1,1,0,"Skittles","","1450000000000","Skittles",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"329",391,"5239-5",1.45e+12,26,"subSuperTrial","distr22","gummyBears","target",4,2,"candy","snack","chips","distrClass2",2,4,NA,"snack","cookies","distrClass2",3,3,NA,"snack",1,1,0,"gummies","","1450000000000","gummies",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"330",392,"2195-2",1.45e+12,55,"subSuperTrial","distr22","parrot","target",4,3,"bird","animal","snake","distrClass2",2,2,NA,"animal","cow","distrClass2",3,4,NA,"animal",1,1,0,"PARROT","","1450000000000","PARROT",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"parrot",NA,NA,NA,NA,NA,""
"331",393,"8258-f",1.45e+12,2,"subSuperTrial","distr22","hummingBird","target",4,2,"bird","animal","bison","distrClass2",2,3,NA,"animal","crocodile","distrClass2",3,4,NA,"animal",1,1,0,"hummingbird","","1450000000000","hummingbird",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"332",394,"2919-a",1.45e+12,22,"subSuperTrial","distr22","hummingBird","target",3,3,"bird","animal","kitten","distrClass2",4,2,NA,"animal","crocodile","distrClass2",2,4,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"333",395,"5934-3",1.45e+12,70,"subSuperTrial","distr22","hummingBird","target",2,2,"bird","animal","rabbit","distrClass2",3,4,NA,"animal","crocodile","distrClass2",4,3,NA,"animal",2,1,1,"hummingbird","awesome","1449261984697___1449261985511","hummingbird",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"334",396,"4393-a",1.45e+12,21,"subSuperTrial","distr22","hummingBird","target",4,3,"bird","animal","chick","distrClass2",2,4,NA,"animal","crocodile","distrClass2",3,2,NA,"animal",1,1,0,"Bird","","1450000000000","Bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"335",398,"2195-2",1.45e+12,20,"subSuperTrial","distr22","poloShirt","target",4,4,"shirt","clothing","bathrobe","distrClass2",2,2,NA,"clothing","dress","distrClass2",3,3,NA,"clothing",1,1,0,"POLO SHIRT","","1450000000000","POLO SHIRT",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"336",399,"1223-7",1.45e+12,37,"subSuperTrial","distr22","grizzlyBear","target",3,3,"bear","animal","kitten","distrClass2",2,2,NA,"animal","elephant","distrClass2",4,4,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"337",400,"9807-5",1.45e+12,16,"subSuperTrial","distr22","swordFish","target",3,2,"fish","animal","lion","distrClass2",4,3,NA,"animal","elephant","distrClass2",2,4,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"338",401,"8286-0",1.45e+12,10,"subSuperTrial","distr22","eagle","target",4,2,"bird","animal","sheep","distrClass2",2,3,NA,"animal","elephant","distrClass2",3,4,NA,"animal",1,1,0,"eagle","","1450000000000","eagle",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
"339",402,"0198-d",1.45e+12,54,"subSuperTrial","distr22","dalmatian","target",4,4,"dog","animal","crocodile","distrClass2",3,3,NA,"animal","elephant","distrClass2",2,2,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"340",403,"1223-7",1.45e+12,6,"subSuperTrial","distr22","eagle","target",2,3,"bird","animal","snake","distrClass2",4,4,NA,"animal","elephant","distrClass2",3,2,NA,"animal",1,1,0,"The eagle","","1450000000000","The eagle",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,"eagle",NA,NA,NA,NA,NA,""
"341",404,"9551-7",1.45e+12,25,"subSuperTrial","distr22","hummingBird","target",2,4,"bird","animal","snake","distrClass2",3,2,NA,"animal","elephant","distrClass2",4,3,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"342",405,"3293-5",1.45e+12,68,"subSuperTrial","distr22","sportsCar","target",3,2,"car","vehicle","ambulance","distrClass2",2,4,NA,"vehicle","firetruck","distrClass2",4,3,NA,"vehicle",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sportsCar",NA,NA,NA,NA,NA,""
"343",406,"8430-f",1.45e+12,23,"subSuperTrial","distr22","suv","target",3,4,"car","vehicle","ambulance","distrClass2",2,2,NA,"vehicle","firetruck","distrClass2",4,3,NA,"vehicle",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"suv",NA,NA,NA,NA,NA,""
"345",408,"1223-7",1.45e+12,56,"subSuperTrial","distr22","minivan","target",3,3,"car","vehicle","train","distrClass2",2,2,NA,"vehicle","firetruck","distrClass2",4,4,NA,"vehicle",1,1,0,"white van","","1450000000000","white van",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"346",409,"5512-7",1.45e+12,50,"subSuperTrial","distr22","poloShirt","target",3,4,"shirt","clothing","bathrobe","distrClass2",4,2,NA,"clothing","gloves","distrClass2",2,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"347",410,"6456-4",1.45e+12,28,"subSuperTrial","distr22","tShirt","target",4,2,"shirt","clothing","bathrobe","distrClass2",3,4,NA,"clothing","gloves","distrClass2",2,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"349",412,"0198-d",1.45e+12,32,"subSuperTrial","distr22","tShirt","target",2,4,"shirt","clothing","dress","distrClass2",4,2,NA,"clothing","gloves","distrClass2",3,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"350",414,"1223-7",1.45e+12,42,"subSuperTrial","distr22","daisy","target",3,4,"flower","plant","ivy","distrClass2",4,2,NA,"plant","grasses","distrClass2",2,3,NA,"plant",1,1,0,"daisy","","1450000000000","daisy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"351",415,"8430-f",1.45e+12,13,"subSuperTrial","distr22","daisy","target",2,2,"flower","plant","rosemary","distrClass2",3,4,NA,"plant","grasses","distrClass2",4,3,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"352",416,"5239-5",1.45e+12,1,"subSuperTrial","distr22","daisy","target",2,4,"flower","plant","ivy","distrClass2",4,2,NA,"plant","grasses","distrClass2",3,3,NA,"plant",3,2,1,"hi___first one is flower","hello","1449257918150___1449257922061___1449257926628","hi",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"353",417,"3504-8",1.45e+12,43,"subSuperTrial","distr22","catfish","target",2,2,"fish","animal","chick","distrClass2",4,3,NA,"animal","horse","distrClass2",3,4,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"354",418,"3695-5",1.45e+12,66,"subSuperTrial","distr22","germanShepherd","target",2,2,"dog","animal","kitten","distrClass2",4,4,NA,"animal","iguana","distrClass2",3,3,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"germanShepherd",NA,NA,NA,NA,NA,""
"356",420,"3504-8",1.45e+12,27,"subSuperTrial","distr22","daisy","target",2,4,"flower","plant","grasses","distrClass2",4,2,NA,"plant","ivy","distrClass2",3,3,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"daisy",NA,NA,NA,NA,NA,""
"357",421,"3158-b",1.45e+12,24,"subSuperTrial","distr22","rose","target",3,4,"flower","plant","grasses","distrClass2",4,3,NA,"plant","ivy","distrClass2",2,2,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"rose",NA,NA,NA,NA,NA,""
"359",423,"4842-f",1.45e+12,8,"subSuperTrial","distr22","pandaBear","target",3,2,"bear","animal","rabbit","distrClass2",2,4,NA,"animal","kitten","distrClass2",4,3,NA,"animal",1,1,0,"no color in this animals fur","","1450000000000","no color in this animals fur",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"360",424,"8286-0",1.45e+12,56,"subSuperTrial","distr22","clownFish","target",3,4,"fish","animal","lobster","distrClass2",4,3,NA,"animal","kitten","distrClass2",2,2,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"361",425,"4393-a",1.45e+12,35,"subSuperTrial","distr22","diningTable","target",4,3,"table","furniture","bed","distrClass2",2,4,NA,"furniture","lamp","distrClass2",3,2,NA,"furniture",1,1,0,"Table","","1450000000000","Table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"362",428,"9807-5",1.45e+12,1,"subSuperTrial","distr22","picnicTable","target",2,4,"table","furniture","wardrobe","distrClass2",4,3,NA,"furniture","lamp","distrClass2",3,2,NA,"furniture",1,1,0,"the table!","","1450000000000","the table!",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,"picnicTable",NA,NA,NA,NA,NA,""
"363",429,"3695-5",1.45e+12,59,"subSuperTrial","distr22","pigeon","target",4,3,"bird","animal","iguana","distrClass2",2,4,NA,"animal","lion","distrClass2",3,2,NA,"animal",1,1,0,"pigeon","","1450000000000","pigeon",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"364",430,"3504-8",1.45e+12,54,"subSuperTrial","distr22","grizzlyBear","target",2,4,"bear","animal","squirrel","distrClass2",4,3,NA,"animal","lion","distrClass2",3,2,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"365",431,"3158-b",1.45e+12,70,"subSuperTrial","distr22","germanShepherd","target",2,2,"dog","animal","squirrel","distrClass2",3,4,NA,"animal","lobster","distrClass2",4,3,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"germanShepherd",NA,NA,NA,NA,NA,""
