gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
3962-7,1449256759426,1,subSuperTrial,distr12,sportsCar,target,3,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass2,2,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,sedan,distrClass1,4,3,car,vehicle
3962-7,1449256784652,2,colorSizeTrial,sizeOnly4Distr1Same,small_orange_coathanger,target,4,1,NA,NA,big_purple_coathanger,distractor,3,2,NA,NA,big_purple_coathanger,distractor,2,5,NA,NA,big_purple_coathanger,distractor,5,3,NA,NA,big_orange_coathanger,distractor,1,4,NA,NA
3962-7,1449256800659,3,subSuperTrial,distr33,parrot,target,4,4,bird,animal,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass3,2,3,NA,furniture,pottedPlant,distrClass3,3,2,NA,plant,blackStimulus,NA,5,5,NA,NA
3962-7,1449256824112,4,colorSizeTrial,sizeOnly4Distr3Same,small_purple_stapler,target,5,1,NA,NA,big_purple_stapler,distractor,2,5,NA,NA,big_red_stapler,distractor,3,2,NA,NA,big_purple_stapler,distractor,1,4,NA,NA,big_purple_stapler,distractor,4,3,NA,NA
3962-7,1449256839881,5,colorSizeTrial,sizeOnly3Distr2Same,big_orange_cap,target,4,1,NA,NA,small_orange_cap,distractor,2,4,NA,NA,small_orange_cap,distractor,3,3,NA,NA,small_blue_cap,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA
3962-7,1449256879730,6,subSuperTrial,distr22,bedsideTable,target,4,4,table,furniture,blackStimulus,NA,5,5,NA,NA,lamp,distrClass2,2,2,NA,furniture,bookcase,distrClass2,3,3,NA,furniture,blackStimulus,NA,1,1,NA,NA
3962-7,1449256889473,7,subSuperTrial,distr33,mnMs,target,2,4,candy,snack,lamp,distrClass3,3,3,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,train,distrClass3,4,2,NA,vehicle
3962-7,1449256898286,8,colorSizeTrial,colorOnly3Distr3Same,big_red_chair,target,2,2,NA,NA,big_green_chair,distractor,1,4,NA,NA,big_green_chair,distractor,3,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_chair,distractor,4,3,NA,NA
3962-7,1449256905985,9,subSuperTrial,distr22,daisy,target,2,4,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass2,3,2,NA,plant,grasses,distrClass2,4,3,NA,plant
3962-7,1449256921239,10,colorSizeTrial,sizeOnly3Distr1Same,small_pink_phone,target,3,3,NA,NA,big_pink_phone,distractor,1,2,NA,NA,big_white_phone,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_white_phone,distractor,4,4,NA,NA
3962-7,1449256935947,11,subSuperTrial,distr12,minivan,target,4,3,car,vehicle,train,distrClass2,3,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,sedan,distrClass1,2,4,car,vehicle
3962-7,1449256944997,12,subSuperTrial,distr23,catfish,target,4,4,fish,animal,rhino,distrClass2,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bathrobe,distrClass3,2,2,NA,clothing
3962-7,1449256956602,13,colorSizeTrial,sizeOnly3Distr1Same,big_green_pepper,target,1,1,NA,NA,small_red_pepper,distractor,4,2,NA,NA,small_green_pepper,distractor,2,3,NA,NA,small_red_pepper,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA
3962-7,1449256970373,14,subSuperTrial,distr23,pandaBear,target,2,3,bear,animal,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,4,4,NA,plant,pig,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA
3962-7,1449256981764,15,colorSizeTrial,sizeOnly4Distr1Same,big_pink_balloon,target,5,2,NA,NA,small_yellow_balloon,distractor,2,3,NA,NA,small_yellow_balloon,distractor,1,5,NA,NA,small_pink_balloon,distractor,3,4,NA,NA,small_yellow_balloon,distractor,4,1,NA,NA
