gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
5388-c,1448988859548,1,subSuperTrial,distr33,piano,target,4,2,instrument,object,rhino,distrClass3,2,4,NA,animal,horse,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
5388-c,1448988870534,2,colorSizeTrial,sizeOnly2Distr2Same,small_yellow_shoe,target,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_yellow_shoe,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_yellow_shoe,distractor,2,3,NA,NA
5388-c,1448988882285,3,subSuperTrial,distr33,pineapple,target,4,4,fruit,food,crosswalksign,distrClass3,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,garbagecan,distrClass3,2,3,NA,object
5388-c,1448988890883,4,subSuperTrial,distr12,grapefruit,target,3,2,fruit,food,blackStimulus,NA,5,5,NA,NA,orange,distrClass1,4,4,fruit,food,egg,distrClass2,2,3,NA,food,blackStimulus,NA,1,1,NA,NA
5388-c,1448988897584,5,subSuperTrial,distr23,daisy,target,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,postoffice,distrClass3,2,2,NA,place,blackStimulus,NA,5,5,NA,NA,chive,distrClass2,4,4,NA,plant
5388-c,1448988915369,6,colorSizeTrial,sizeOnly4Distr2Same,small_blue_binder,target,3,3,NA,NA,big_green_binder,distractor,2,2,NA,NA,big_blue_binder,distractor,4,5,NA,NA,big_blue_binder,distractor,5,4,NA,NA,big_green_binder,distractor,1,1,NA,NA
5388-c,1448988922701,7,subSuperTrial,distr12,saxophone,target,3,3,instrument,object,backpack,distrClass2,4,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,guitar2,distrClass1,2,4,instrument,object
5388-c,1448988932311,8,colorSizeTrial,sizeOnly4Distr3Same,small_black_turtle,target,4,2,NA,NA,big_black_turtle,distractor,5,4,NA,NA,big_black_turtle,distractor,2,3,NA,NA,big_brown_turtle,distractor,1,5,NA,NA,big_black_turtle,distractor,3,1,NA,NA
5388-c,1448988941748,9,colorSizeTrial,sizeOnly2Distr1Same,big_blue_guitar,target,3,3,NA,NA,small_green_guitar,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_guitar,distractor,2,2,NA,NA
5388-c,1448988949270,10,colorSizeTrial,colorOnly4Distr1Same,small_red_toothbrush,target,2,1,NA,NA,big_blue_toothbrush,distractor,3,3,NA,NA,big_blue_toothbrush,distractor,4,4,NA,NA,big_blue_toothbrush,distractor,5,5,NA,NA,small_blue_toothbrush,distractor,1,2,NA,NA
5388-c,1448988956303,11,colorSizeTrial,sizeOnly2Distr2Same,big_purple_stapler,target,2,4,NA,NA,small_purple_stapler,distractor,3,2,NA,NA,small_purple_stapler,distractor,4,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
5388-c,1448988962654,12,subSuperTrial,distr22,wardrobe,target,4,3,furniture,object,tennisball,distrClass2,3,2,NA,object,blackStimulus,NA,5,5,NA,NA,eraser,distrClass2,2,4,NA,object,blackStimulus,NA,1,1,NA,NA
5388-c,1448988967894,13,subSuperTrial,distr23,clarinet,target,4,3,instrument,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,walkietalkie,distrClass2,3,4,NA,object,hospital,distrClass3,2,2,NA,place
5388-c,1448988978644,14,colorSizeTrial,sizeOnly4Distr2Same,small_purple_flower,target,5,1,NA,NA,big_purple_flower,distractor,2,4,NA,NA,big_red_flower,distractor,4,3,NA,NA,big_red_flower,distractor,1,2,NA,NA,big_purple_flower,distractor,3,5,NA,NA
5388-c,1448988987849,15,colorSizeTrial,colorOnly2Distr2Same,small_black_avocado,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_green_avocado,distractor,4,2,NA,NA,small_green_avocado,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA
5388-c,1448988992764,16,colorSizeTrial,colorOnly4Distr4Same,big_red_yarn,target,2,2,NA,NA,big_purple_yarn,distractor,5,5,NA,NA,big_purple_yarn,distractor,1,1,NA,NA,big_purple_yarn,distractor,4,4,NA,NA,big_purple_yarn,distractor,3,3,NA,NA
5388-c,1448989006856,17,colorSizeTrial,sizeOnly4Distr3Same,small_yellow_balloon,target,3,5,NA,NA,big_yellow_balloon,distractor,4,4,NA,NA,big_pink_balloon,distractor,2,3,NA,NA,big_yellow_balloon,distractor,5,1,NA,NA,big_yellow_balloon,distractor,1,2,NA,NA
