gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
4590-7,1448894916638,1,colorSizeTrial,sizeOnly4Distr1Same,small_blue_rug,target,4,2,NA,NA,big_purple_rug,distractor,1,1,NA,NA,big_blue_rug,distractor,5,4,NA,NA,big_purple_rug,distractor,2,3,NA,NA,big_purple_rug,distractor,3,5,NA,NA
4590-7,1448894929670,2,colorSizeTrial,colorOnly4Distr1Same,big_purple_flower,target,2,2,NA,NA,small_red_flower,distractor,3,3,NA,NA,small_red_flower,distractor,1,4,NA,NA,small_red_flower,distractor,4,1,NA,NA,big_red_flower,distractor,5,5,NA,NA
4590-7,1448894938670,3,subSuperTrial,distr12,firetruck,target,4,2,vehicle,object,train,distrClass1,2,3,vehicle,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,record,distrClass2,3,4,NA,object
4590-7,1448894947816,4,subSuperTrial,distr33,boat,target,4,2,vehicle,object,airport,distrClass3,3,3,NA,place,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass3,2,4,NA,plant,blackStimulus,NA,1,1,NA,NA
4590-7,1448894956584,5,colorSizeTrial,sizeOnly4Distr4Same,big_purple_yarn,target,5,2,NA,NA,small_purple_yarn,distractor,2,3,NA,NA,small_purple_yarn,distractor,1,4,NA,NA,small_purple_yarn,distractor,3,1,NA,NA,small_purple_yarn,distractor,4,5,NA,NA
4590-7,1448894964552,6,colorSizeTrial,sizeOnly4Distr4Same,small_red_bike,target,5,1,NA,NA,big_red_bike,distractor,2,3,NA,NA,big_red_bike,distractor,1,2,NA,NA,big_red_bike,distractor,3,4,NA,NA,big_red_bike,distractor,4,5,NA,NA
4590-7,1448894971328,7,subSuperTrial,distr12,lamp,target,3,3,furniture,object,smokedetector,distrClass2,4,2,NA,object,chair2,distrClass1,2,4,furniture,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4590-7,1448894977950,8,colorSizeTrial,sizeOnly2Distr2Same,big_blue_candle,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_candle,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_candle,distractor,4,2,NA,NA
4590-7,1448894983038,9,subSuperTrial,distr22,bookcase,target,4,3,furniture,object,blackStimulus,NA,5,5,NA,NA,tv,distrClass2,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,moviecamera,distrClass2,2,4,NA,object
4590-7,1448894988184,10,subSuperTrial,distr12,tent,target,3,2,house,place,postoffice,distrClass2,4,3,NA,place,blackStimulus,NA,1,1,NA,NA,castle,distrClass1,2,4,house,place,blackStimulus,NA,5,5,NA,NA
4590-7,1448894994768,11,colorSizeTrial,colorOnly4Distr3Same,big_orange_billiardball,target,2,3,NA,NA,big_purple_billiardball,distractor,3,2,NA,NA,big_purple_billiardball,distractor,5,5,NA,NA,big_purple_billiardball,distractor,1,1,NA,NA,small_purple_billiardball,distractor,4,4,NA,NA
4590-7,1448895001019,12,colorSizeTrial,sizeOnly4Distr3Same,small_blue_golfball,target,3,3,NA,NA,big_blue_golfball,distractor,5,4,NA,NA,big_pink_golfball,distractor,2,2,NA,NA,big_blue_golfball,distractor,4,5,NA,NA,big_blue_golfball,distractor,1,1,NA,NA
4590-7,1448895006024,13,colorSizeTrial,sizeOnly4Distr2Same,big_green_avocado,target,5,2,NA,NA,small_green_avocado,distractor,1,1,NA,NA,small_black_avocado,distractor,4,4,NA,NA,small_black_avocado,distractor,2,5,NA,NA,small_green_avocado,distractor,3,3,NA,NA
4590-7,1448895010950,14,subSuperTrial,distr33,kiwi,target,3,4,fruit,food,blackStimulus,NA,5,5,NA,NA,trafficcone,distrClass3,2,2,NA,object,ivy,distrClass3,4,3,NA,plant,blackStimulus,NA,1,1,NA,NA
4590-7,1448895015870,15,subSuperTrial,distr22,bed,target,2,2,furniture,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,football,distrClass2,4,3,NA,object,binoculars,distrClass2,3,4,NA,object
4590-7,1448895021936,16,subSuperTrial,distr12,cottage,target,4,4,house,place,hospital,distrClass2,2,2,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rv,distrClass1,3,3,house,place
4590-7,1448895026336,17,subSuperTrial,distr22,bathrobe,target,3,3,clothing,object,firemanhat,distrClass2,2,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,crosswalksign,distrClass2,4,4,NA,object
4590-7,1448895030376,18,subSuperTrial,distr12,bike2,target,2,2,vehicle,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,car,distrClass1,3,3,vehicle,object,trafficcone,distrClass2,4,4,NA,object
4590-7,1448895034686,19,colorSizeTrial,colorOnly2Distr2Same,small_yellow_balloon,target,3,4,NA,NA,small_pink_balloon,distractor,4,2,NA,NA,small_pink_balloon,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4590-7,1448895041072,20,subSuperTrial,distr12,swimsuit,target,3,3,clothing,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,sideroadsign,distrClass2,2,2,NA,object,socks,distrClass1,4,4,clothing,object
4590-7,1448895045848,21,subSuperTrial,distr33,banjo,target,4,3,instrument,object,blackStimulus,NA,5,5,NA,NA,mosque,distrClass3,2,4,NA,place,blackStimulus,NA,1,1,NA,NA,cherryTree,distrClass3,3,2,NA,plant
4590-7,1448895049785,22,colorSizeTrial,colorOnly4Distr4Same,big_red_toothbrush,target,5,5,NA,NA,big_blue_toothbrush,distractor,2,4,NA,NA,big_blue_toothbrush,distractor,4,1,NA,NA,big_blue_toothbrush,distractor,3,3,NA,NA,big_blue_toothbrush,distractor,1,2,NA,NA
4590-7,1448895054224,23,subSuperTrial,distr23,pug,target,2,4,dog,animal,penguin,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,moviecamera,distrClass3,3,2,NA,object
4590-7,1448895059646,24,subSuperTrial,distr23,mushroom,target,2,2,vegetable,food,rosemary,distrClass3,3,4,NA,plant,pasta,distrClass2,4,3,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4590-7,1448895065480,25,colorSizeTrial,sizeOnly4Distr4Same,big_purple_coathanger,target,5,3,NA,NA,small_purple_coathanger,distractor,1,5,NA,NA,small_purple_coathanger,distractor,2,4,NA,NA,small_purple_coathanger,distractor,3,2,NA,NA,small_purple_coathanger,distractor,4,1,NA,NA
4590-7,1448895072576,26,subSuperTrial,distr22,wardrobe,target,2,2,furniture,object,toilet,distrClass2,3,4,NA,object,blackStimulus,NA,1,1,NA,NA,tennisball,distrClass2,4,3,NA,object,blackStimulus,NA,5,5,NA,NA
4590-7,1448895076986,27,colorSizeTrial,colorOnly4Distr3Same,big_purple_stapler,target,4,3,NA,NA,big_red_stapler,distractor,2,2,NA,NA,big_red_stapler,distractor,5,1,NA,NA,big_red_stapler,distractor,3,4,NA,NA,small_red_stapler,distractor,1,5,NA,NA
4590-7,1448895082070,28,subSuperTrial,distr22,piano,target,3,2,instrument,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,tooth,distrClass2,4,3,NA,object,eraser,distrClass2,2,4,NA,object
