noun	year	match_count	volume_count
poloshirts_NOUN	1919	2	1
poloshirts_NOUN	1920	1	1
poloshirts_NOUN	1921	1	1
poloshirts_NOUN	1922	1	1
poloshirts_NOUN	1923	1	1
poloshirts_NOUN	1925	1	1
poloshirts_NOUN	1926	3	3
poloshirts_NOUN	1927	8	8
poloshirts_NOUN	1928	4	4
poloshirts_NOUN	1930	1	1
poloshirts_NOUN	1931	3	2
poloshirts_NOUN	1932	3	3
poloshirts_NOUN	1933	2	2
poloshirts_NOUN	1934	1	1
poloshirts_NOUN	1935	6	5
poloshirts_NOUN	1936	6	5
poloshirts_NOUN	1937	12	12
poloshirts_NOUN	1938	12	12
poloshirts_NOUN	1939	14	14
poloshirts_NOUN	1940	18	16
poloshirts_NOUN	1941	17	12
poloshirts_NOUN	1942	12	11
poloshirts_NOUN	1943	14	14
poloshirts_NOUN	1944	8	5
poloshirts_NOUN	1945	14	14
poloshirts_NOUN	1946	12	11
poloshirts_NOUN	1947	11	10
poloshirts_NOUN	1948	29	16
poloshirts_NOUN	1949	31	13
poloshirts_NOUN	1950	12	10
poloshirts_NOUN	1951	14	14
poloshirts_NOUN	1952	9	7
poloshirts_NOUN	1953	22	16
poloshirts_NOUN	1954	41	32
poloshirts_NOUN	1955	20	17
poloshirts_NOUN	1956	13	13
poloshirts_NOUN	1957	15	11
poloshirts_NOUN	1958	29	20
poloshirts_NOUN	1959	9	9
poloshirts_NOUN	1960	13	13
poloshirts_NOUN	1961	11	10
poloshirts_NOUN	1962	11	9
poloshirts_NOUN	1963	24	14
poloshirts_NOUN	1964	11	8
poloshirts_NOUN	1965	31	22
poloshirts_NOUN	1966	49	20
poloshirts_NOUN	1967	55	41
poloshirts_NOUN	1968	30	21
poloshirts_NOUN	1969	32	24
poloshirts_NOUN	1970	48	37
poloshirts_NOUN	1971	32	29
poloshirts_NOUN	1972	33	29
poloshirts_NOUN	1973	34	21
poloshirts_NOUN	1974	25	20
poloshirts_NOUN	1975	44	35
poloshirts_NOUN	1976	28	28
poloshirts_NOUN	1977	24	22
poloshirts_NOUN	1978	58	47
poloshirts_NOUN	1979	42	34
poloshirts_NOUN	1980	64	47
poloshirts_NOUN	1981	47	36
poloshirts_NOUN	1982	66	53
poloshirts_NOUN	1983	90	68
poloshirts_NOUN	1984	79	57
poloshirts_NOUN	1985	81	77
poloshirts_NOUN	1986	119	95
poloshirts_NOUN	1987	103	84
poloshirts_NOUN	1988	112	98
poloshirts_NOUN	1989	155	126
poloshirts_NOUN	1990	186	151
poloshirts_NOUN	1991	225	179
poloshirts_NOUN	1992	234	199
poloshirts_NOUN	1993	231	211
poloshirts_NOUN	1994	235	186
poloshirts_NOUN	1995	250	209
poloshirts_NOUN	1996	293	251
poloshirts_NOUN	1997	257	220
poloshirts_NOUN	1998	346	299
poloshirts_NOUN	1999	498	348
poloshirts_NOUN	2000	515	426
poloshirts_NOUN	2001	434	378
poloshirts_NOUN	2002	638	532
poloshirts_NOUN	2003	705	583
poloshirts_NOUN	2004	870	659
poloshirts_NOUN	2005	870	693
poloshirts_NOUN	2006	798	671
poloshirts_NOUN	2007	973	760
poloshirts_NOUN	2008	1030	689
Poloshirt_NOUN	1889	1	1
Poloshirt_NOUN	1919	1	1
Poloshirt_NOUN	1939	1	1
Poloshirt_NOUN	1942	2	2
Poloshirt_NOUN	1949	1	1
Poloshirt_NOUN	1950	4	2
Poloshirt_NOUN	1951	8	2
Poloshirt_NOUN	1952	1	1
Poloshirt_NOUN	1954	1	1
Poloshirt_NOUN	1957	1	1
Poloshirt_NOUN	1958	1	1
Poloshirt_NOUN	1962	3	3
Poloshirt_NOUN	1963	5	5
Poloshirt_NOUN	1966	3	3
Poloshirt_NOUN	1967	2	2
Poloshirt_NOUN	1969	1	1
Poloshirt_NOUN	1972	1	1
Poloshirt_NOUN	1973	15	3
Poloshirt_NOUN	1974	2	2
Poloshirt_NOUN	1976	1	1
Poloshirt_NOUN	1977	3	2
Poloshirt_NOUN	1978	18	6
Poloshirt_NOUN	1979	1	1
Poloshirt_NOUN	1981	2	2
Poloshirt_NOUN	1982	6	4
Poloshirt_NOUN	1983	8	6
