condition,label,constantFreq,constantLength,t_t,t_t_label,t_d1,t_d1_label,t_d2,t_d2_label,p_s_sub,p_s_basic,p_s_super
item23,super,0.00000167,7.559444,0.957,HIGH,0.9392308,HIGH,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.005,LOW,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.005,LOW,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.005,LOW,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.04304787,MED,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.6188235,HIGH,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.04304787,MED,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.6188235,HIGH,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.04304787,MED,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.5246154,LOW,0.6188235,HIGH,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.005,LOW,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.005,LOW,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.005,LOW,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.04304787,MED,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.6188235,HIGH,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.04304787,MED,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.6188235,HIGH,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.04304787,MED,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.8244489,MED,0.6188235,HIGH,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.005,LOW,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.005,LOW,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.005,LOW,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.04304787,MED,0.04304787,MED,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.6188235,HIGH,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.04304787,MED,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.6188235,HIGH,0.005,LOW,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.04304787,MED,0.6188235,HIGH,,,
item33,super,0.00000167,7.559444,0.957,HIGH,0.6188235,HIGH,0.04304787,MED,,,
