parameter,value,MCMCprob
freqWeight,0.47671820502728224,0.012999999999999998
interactionWeight,0.23830479942262173,0.012999999999999998
typWeight,0.751680669374764,0.012999999999999998
alpha,4.9872520146891475,0.004000000000000003
lengthWeight,2.045874912291765,0.004000000000000003
freqWeight,0.761299692094326,0.004000000000000003
interactionWeight,0.23830479942262173,0.004000000000000003
typWeight,0.751680669374764,0.004000000000000003
alpha,4.9872520146891475,0.005000000000000001
lengthWeight,2.045874912291765,0.005000000000000001
freqWeight,0.761299692094326,0.005000000000000001
interactionWeight,0.23830479942262173,0.005000000000000001
typWeight,0.9433753662742674,0.005000000000000001
alpha,4.9872520146891475,0.07099999999999997
lengthWeight,2.045874912291765,0.07099999999999997
freqWeight,0.761299692094326,0.07099999999999997
interactionWeight,0.23830479942262173,0.07099999999999997
typWeight,0.920141359558329,0.07099999999999997
alpha,4.9872520146891475,0.0020000000000000013
lengthWeight,2.045874912291765,0.0020000000000000013
freqWeight,0.5547371134161949,0.0020000000000000013
interactionWeight,0.23830479942262173,0.0020000000000000013
typWeight,0.920141359558329,0.0020000000000000013
alpha,4.9872520146891475,0.021
lengthWeight,2.045874912291765,0.021
freqWeight,0.5547371134161949,0.021
interactionWeight,0.4938905406743288,0.021
typWeight,0.920141359558329,0.021
alpha,4.9872520146891475,0.0020000000000000013
lengthWeight,2.045874912291765,0.0020000000000000013
freqWeight,0.5547371134161949,0.0020000000000000013
interactionWeight,0.4938905406743288,0.0020000000000000013
typWeight,0.8518149768933654,0.0020000000000000013
alpha,4.9872520146891475,0.007999999999999997
lengthWeight,2.045874912291765,0.007999999999999997
freqWeight,0.5547371134161949,0.007999999999999997
interactionWeight,0.4938905406743288,0.007999999999999997
typWeight,0.998528084717691,0.007999999999999997
alpha,4.9872520146891475,0.021
lengthWeight,2.0850485237315297,0.021
freqWeight,0.5547371134161949,0.021
interactionWeight,0.4938905406743288,0.021
typWeight,0.998528084717691,0.021
alpha,4.9872520146891475,0.006999999999999998
lengthWeight,2.0850485237315297,0.006999999999999998
freqWeight,0.5020883958786726,0.006999999999999998
interactionWeight,0.4938905406743288,0.006999999999999998
typWeight,0.998528084717691,0.006999999999999998
alpha,4.9872520146891475,0.012999999999999998
lengthWeight,2.0850485237315297,0.012999999999999998
freqWeight,0.5020883958786726,0.012999999999999998
interactionWeight,0.4938905406743288,0.012999999999999998
typWeight,0.9903911743313074,0.012999999999999998
alpha,4.9872520146891475,0.012999999999999998
lengthWeight,2.0850485237315297,0.012999999999999998
freqWeight,0.5020883958786726,0.012999999999999998
interactionWeight,0.4938905406743288,0.012999999999999998
typWeight,0.8954703125637025,0.012999999999999998
alpha,4.9872520146891475,0.020000000000000004
lengthWeight,2.0850485237315297,0.020000000000000004
freqWeight,0.5020883958786726,0.020000000000000004
interactionWeight,0.4938905406743288,0.020000000000000004
typWeight,0.9422633817885071,0.020000000000000004
alpha,4.783383454196155,0.0009999999999999996
lengthWeight,2.0850485237315297,0.0009999999999999996
freqWeight,0.5020883958786726,0.0009999999999999996
interactionWeight,0.4938905406743288,0.0009999999999999996
typWeight,0.9422633817885071,0.0009999999999999996
alpha,4.783383454196155,0.007999999999999997
lengthWeight,2.0850485237315297,0.007999999999999997
freqWeight,0.5020883958786726,0.007999999999999997
interactionWeight,0.4938905406743288,0.007999999999999997
typWeight,0.7564637169707566,0.007999999999999997
alpha,4.783383454196155,0.017000000000000005
lengthWeight,1.5262251533567905,0.017000000000000005
freqWeight,0.5020883958786726,0.017000000000000005
interactionWeight,0.4938905406743288,0.017000000000000005
typWeight,0.7564637169707566,0.017000000000000005
alpha,4.783383454196155,0.023999999999999994
lengthWeight,1.5262251533567905,0.023999999999999994
freqWeight,0.5020883958786726,0.023999999999999994
interactionWeight,0.4938905406743288,0.023999999999999994
typWeight,0.9711490597110242,0.023999999999999994
alpha,4.783383454196155,0.006999999999999998
lengthWeight,1.5262251533567905,0.006999999999999998
freqWeight,0.5020883958786726,0.006999999999999998
interactionWeight,0.4938905406743288,0.006999999999999998
typWeight,0.9986086173448712,0.006999999999999998
alpha,4.783383454196155,0.005000000000000001
lengthWeight,1.5262251533567905,0.005000000000000001
freqWeight,0.5020883958786726,0.005000000000000001
interactionWeight,0.4938905406743288,0.005000000000000001
typWeight,0.9974229387007654,0.005000000000000001
alpha,4.783383454196155,0.032999999999999995
lengthWeight,1.5262251533567905,0.032999999999999995
freqWeight,0.6349892076104879,0.032999999999999995
interactionWeight,0.4938905406743288,0.032999999999999995
typWeight,0.9974229387007654,0.032999999999999995
alpha,4.783383454196155,0.011000000000000003
lengthWeight,1.9046657858416438,0.011000000000000003
freqWeight,0.6349892076104879,0.011000000000000003
interactionWeight,0.4938905406743288,0.011000000000000003
typWeight,0.9974229387007654,0.011000000000000003
alpha,4.717729897238314,0.005000000000000001
lengthWeight,1.9046657858416438,0.005000000000000001
freqWeight,0.6349892076104879,0.005000000000000001
interactionWeight,0.4938905406743288,0.005000000000000001
typWeight,0.9974229387007654,0.005000000000000001
alpha,4.717729897238314,0.015
lengthWeight,1.9046657858416438,0.015
freqWeight,0.5359982466325164,0.015
interactionWeight,0.4938905406743288,0.015
typWeight,0.9974229387007654,0.015
alpha,4.717729897238314,0.025
lengthWeight,1.9046657858416438,0.025
freqWeight,0.5359982466325164,0.025
interactionWeight,0.4938905406743288,0.025
typWeight,0.84842384676449,0.025
alpha,4.717729897238314,0.0020000000000000013
lengthWeight,1.9046657858416438,0.0020000000000000013
freqWeight,0.5359982466325164,0.0020000000000000013
interactionWeight,0.4938905406743288,0.0020000000000000013
typWeight,0.8648686038795859,0.0020000000000000013
alpha,4.717729897238314,0.027
lengthWeight,1.9046657858416438,0.027
freqWeight,0.5359982466325164,0.027
interactionWeight,0.4938905406743288,0.027
typWeight,0.9109380457084626,0.027
alpha,4.717729897238314,0.012999999999999998
lengthWeight,1.9046657858416438,0.012999999999999998
freqWeight,0.5359982466325164,0.012999999999999998
interactionWeight,0.4938905406743288,0.012999999999999998
typWeight,0.9840110335499048,0.012999999999999998
alpha,4.717729897238314,0.028999999999999998
lengthWeight,1.9046657858416438,0.028999999999999998
freqWeight,0.5359982466325164,0.028999999999999998
interactionWeight,0.4938905406743288,0.028999999999999998
typWeight,0.8513186085037887,0.028999999999999998
alpha,4.717729897238314,0.007999999999999997
lengthWeight,1.9046657858416438,0.007999999999999997
freqWeight,0.5359982466325164,0.007999999999999997
interactionWeight,0.4938905406743288,0.007999999999999997
typWeight,0.8996255167294294,0.007999999999999997
alpha,5.194168705493212,0.09099999999999997
lengthWeight,1.9046657858416438,0.09099999999999997
freqWeight,0.5359982466325164,0.09099999999999997
interactionWeight,0.4938905406743288,0.09099999999999997
typWeight,0.8996255167294294,0.09099999999999997
