gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
4946-2,1448995593572,1,colorSizeTrial,colorOnly4Distr3Same,small_purple_butterfly,target,4,3,NA,NA,small_blue_butterfly,distractor,1,5,NA,NA,big_blue_butterfly,distractor,5,1,NA,NA,small_blue_butterfly,distractor,2,2,NA,NA,small_blue_butterfly,distractor,3,4,NA,NA
4946-2,1448995600191,2,colorSizeTrial,colorOnly4Distr3Same,big_white_shoe,target,5,5,NA,NA,big_yellow_shoe,distractor,3,1,NA,NA,small_yellow_shoe,distractor,4,2,NA,NA,big_yellow_shoe,distractor,1,3,NA,NA,big_yellow_shoe,distractor,2,4,NA,NA
4946-2,1448995608289,3,colorSizeTrial,sizeOnly4Distr3Same,big_green_jacket,target,2,5,NA,NA,small_green_jacket,distractor,4,3,NA,NA,small_green_jacket,distractor,1,1,NA,NA,small_brown_jacket,distractor,3,4,NA,NA,small_green_jacket,distractor,5,2,NA,NA
4946-2,1448995613500,4,subSuperTrial,distr22,bed,target,4,4,furniture,object,blackStimulus,NA,5,5,NA,NA,baseball,distrClass2,2,3,NA,object,tennisball,distrClass2,3,2,NA,object,blackStimulus,NA,1,1,NA,NA
4946-2,1448995619330,5,subSuperTrial,distr33,ambulance,target,3,3,vehicle,object,bread,distrClass3,2,4,NA,food,blackStimulus,NA,5,5,NA,NA,firestation,distrClass3,4,2,NA,place,blackStimulus,NA,1,1,NA,NA
4946-2,1448995623590,6,subSuperTrial,distr12,bike2,target,4,2,vehicle,object,car,distrClass1,2,3,vehicle,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,baseballmitt,distrClass2,3,4,NA,object
4946-2,1448995627934,7,subSuperTrial,distr23,bathrobe,target,2,3,clothing,object,anvil,distrClass2,3,4,NA,object,blackStimulus,NA,5,5,NA,NA,flamingo,distrClass3,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA
4946-2,1448995632579,8,subSuperTrial,distr33,belt2,target,4,3,clothing,object,blackStimulus,NA,5,5,NA,NA,flamingo,distrClass3,2,4,NA,animal,muffin,distrClass3,3,2,NA,food,blackStimulus,NA,1,1,NA,NA
4946-2,1448995638548,9,subSuperTrial,distr22,swimsuit,target,4,4,clothing,object,blackStimulus,NA,1,1,NA,NA,football,distrClass2,3,3,NA,object,laptop,distrClass2,2,2,NA,object,blackStimulus,NA,5,5,NA,NA
4946-2,1448995650980,10,subSuperTrial,distr12,cottage,target,2,2,house,place,rv,distrClass1,4,3,house,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,church,distrClass2,3,4,NA,place
