gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
4092-d,1448904041762,1,colorSizeTrial,sizeOnly4Distr3Same,small_purple_hairdryer,target,3,3,NA,NA,big_purple_hairdryer,distractor,2,4,NA,NA,big_purple_hairdryer,distractor,1,1,NA,NA,big_purple_hairdryer,distractor,4,2,NA,NA,big_pink_hairdryer,distractor,5,5,NA,NA
4092-d,1448904048458,2,subSuperTrial,distr33,tent,target,3,4,house,place,laptop,distrClass3,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,cheese,distrClass3,4,2,NA,food,blackStimulus,NA,1,1,NA,NA
4092-d,1448904053704,3,subSuperTrial,distr33,boat,target,4,4,vehicle,object,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,2,2,NA,food,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,3,3,NA,plant
4092-d,1448904062615,4,subSuperTrial,distr33,grapefruit,target,3,2,fruit,food,blackStimulus,NA,1,1,NA,NA,basketball,distrClass3,4,4,NA,object,temple,distrClass3,2,3,NA,place,blackStimulus,NA,5,5,NA,NA
4092-d,1448904072762,5,colorSizeTrial,sizeOnly4Distr2Same,big_purple_yarn,target,1,2,NA,NA,small_red_yarn,distractor,2,1,NA,NA,small_purple_yarn,distractor,3,4,NA,NA,small_red_yarn,distractor,4,5,NA,NA,small_purple_yarn,distractor,5,3,NA,NA
4092-d,1448904077781,6,subSuperTrial,distr33,corn,target,4,3,vegetable,food,blackStimulus,NA,1,1,NA,NA,cherryTree,distrClass3,3,4,NA,plant,mosque,distrClass3,2,2,NA,place,blackStimulus,NA,5,5,NA,NA
4092-d,1448904086675,7,colorSizeTrial,sizeOnly4Distr4Same,small_green_pepper,target,4,4,NA,NA,big_green_pepper,distractor,5,3,NA,NA,big_green_pepper,distractor,1,2,NA,NA,big_green_pepper,distractor,2,1,NA,NA,big_green_pepper,distractor,3,5,NA,NA
4092-d,1448904092813,8,colorSizeTrial,colorOnly2Distr2Same,big_green_framee,target,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_pink_framee,distractor,2,4,NA,NA,big_pink_framee,distractor,4,2,NA,NA
4092-d,1448904098789,9,colorSizeTrial,sizeOnly4Distr1Same,small_brown_turtle,target,3,2,NA,NA,big_black_turtle,distractor,4,1,NA,NA,big_brown_turtle,distractor,1,4,NA,NA,big_black_turtle,distractor,5,3,NA,NA,big_black_turtle,distractor,2,5,NA,NA
4092-d,1448904104514,10,colorSizeTrial,sizeOnly4Distr3Same,small_red_flower,target,5,3,NA,NA,big_purple_flower,distractor,4,5,NA,NA,big_red_flower,distractor,1,4,NA,NA,big_red_flower,distractor,2,2,NA,NA,big_red_flower,distractor,3,1,NA,NA
4092-d,1448904109508,11,colorSizeTrial,colorOnly2Distr1Same,small_red_tack,target,2,3,NA,NA,small_blue_tack,distractor,4,2,NA,NA,big_blue_tack,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4092-d,1448904116974,12,subSuperTrial,distr12,eggplant,target,3,3,vegetable,food,blackStimulus,NA,5,5,NA,NA,cookies,distrClass2,2,4,NA,food,blackStimulus,NA,1,1,NA,NA,broccoli,distrClass1,4,2,vegetable,food
4092-d,1448904122104,13,colorSizeTrial,sizeOnly2Distr2Same,small_purple_ornament,target,3,4,NA,NA,big_purple_ornament,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_ornament,distractor,4,3,NA,NA
4092-d,1448904130043,14,subSuperTrial,distr22,pineapple,target,2,3,fruit,food,sushi,distrClass2,3,2,NA,food,blackStimulus,NA,5,5,NA,NA,bread,distrClass2,4,4,NA,food,blackStimulus,NA,1,1,NA,NA
4092-d,1448904136820,15,subSuperTrial,distr22,firetruck,target,3,4,vehicle,object,blackStimulus,NA,5,5,NA,NA,tooth,distrClass2,4,2,NA,object,anvil,distrClass2,2,3,NA,object,blackStimulus,NA,1,1,NA,NA
4092-d,1448904142222,16,subSuperTrial,distr23,bra,target,3,3,clothing,object,fir,distrClass3,4,2,NA,plant,blackStimulus,NA,5,5,NA,NA,washingmachine,distrClass2,2,4,NA,object,blackStimulus,NA,1,1,NA,NA
4092-d,1448904149235,17,colorSizeTrial,sizeOnly4Distr2Same,small_orange_cap,target,5,2,NA,NA,big_blue_cap,distractor,1,1,NA,NA,big_orange_cap,distractor,4,3,NA,NA,big_orange_cap,distractor,2,4,NA,NA,big_blue_cap,distractor,3,5,NA,NA
4092-d,1448904158342,18,subSuperTrial,distr33,bookcase,target,4,3,furniture,object,airport,distrClass3,2,4,NA,place,fries,distrClass3,3,2,NA,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4092-d,1448904163554,19,subSuperTrial,distr22,bike2,target,2,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,basketball,distrClass2,3,2,NA,object,binoculars,distrClass2,4,4,NA,object
4092-d,1448904170233,20,subSuperTrial,distr33,swimsuit,target,3,4,clothing,object,firestation,distrClass3,4,3,NA,place,church,distrClass3,2,2,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4092-d,1448904177451,21,colorSizeTrial,sizeOnly2Distr1Same,big_white_shoe,target,4,2,NA,NA,small_white_shoe,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_yellow_shoe,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA
4092-d,1448904183400,22,colorSizeTrial,colorOnly4Distr4Same,big_pink_phone,target,1,2,NA,NA,big_white_phone,distractor,3,1,NA,NA,big_white_phone,distractor,5,5,NA,NA,big_white_phone,distractor,4,4,NA,NA,big_white_phone,distractor,2,3,NA,NA
4092-d,1448904190085,23,subSuperTrial,distr22,ambulance,target,3,4,vehicle,object,tennisball,distrClass2,4,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,firemanhat,distrClass2,2,2,NA,object
4092-d,1448904195093,24,colorSizeTrial,sizeOnly2Distr1Same,small_blue_book,target,4,2,NA,NA,big_black_book,distractor,3,4,NA,NA,big_blue_book,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4092-d,1448904199719,25,colorSizeTrial,sizeOnly2Distr2Same,small_blue_toothbrush,target,4,4,NA,NA,big_blue_toothbrush,distractor,3,3,NA,NA,big_blue_toothbrush,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4092-d,1448904205278,26,colorSizeTrial,sizeOnly4Distr4Same,big_pink_teacup,target,3,3,NA,NA,small_pink_teacup,distractor,5,2,NA,NA,small_pink_teacup,distractor,2,1,NA,NA,small_pink_teacup,distractor,4,5,NA,NA,small_pink_teacup,distractor,1,4,NA,NA
4092-d,1448904210071,27,subSuperTrial,distr22,germanShepherd,target,2,2,dog,animal,penguin,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA
4092-d,1448904217271,28,colorSizeTrial,sizeOnly4Distr2Same,big_red_bike,target,2,1,NA,NA,small_purple_bike,distractor,5,4,NA,NA,small_red_bike,distractor,3,3,NA,NA,small_purple_bike,distractor,1,2,NA,NA,small_red_bike,distractor,4,5,NA,NA
4092-d,1448904222922,29,subSuperTrial,distr23,banjo,target,4,3,instrument,object,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,2,2,NA,plant,blackStimulus,NA,1,1,NA,NA,backpack,distrClass2,3,4,NA,object
4092-d,1448904227642,30,colorSizeTrial,sizeOnly4Distr4Same,big_purple_rock,target,3,4,NA,NA,small_purple_rock,distractor,2,3,NA,NA,small_purple_rock,distractor,4,2,NA,NA,small_purple_rock,distractor,5,5,NA,NA,small_purple_rock,distractor,1,1,NA,NA
