gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
4986-4,1448896788078,1,colorSizeTrial,colorOnly2Distr2Same,big_purple_ornament,target,4,4,NA,NA,big_blue_ornament,distractor,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_blue_ornament,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA
4986-4,1448896796109,2,colorSizeTrial,sizeOnly2Distr2Same,small_white_shoe,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_white_shoe,distractor,4,3,NA,NA,big_white_shoe,distractor,3,2,NA,NA
4986-4,1448896809764,3,colorSizeTrial,sizeOnly4Distr1Same,big_orange_billiardball,target,3,1,NA,NA,small_purple_billiardball,distractor,2,5,NA,NA,small_purple_billiardball,distractor,5,2,NA,NA,small_orange_billiardball,distractor,1,4,NA,NA,small_purple_billiardball,distractor,4,3,NA,NA
4986-4,1448896816160,4,colorSizeTrial,sizeOnly4Distr4Same,small_pink_bucket,target,4,2,NA,NA,big_pink_bucket,distractor,2,4,NA,NA,big_pink_bucket,distractor,1,5,NA,NA,big_pink_bucket,distractor,5,3,NA,NA,big_pink_bucket,distractor,3,1,NA,NA
4986-4,1448896822635,5,subSuperTrial,distr23,tulip,target,4,2,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,museum,distrClass3,3,4,NA,place,chive,distrClass2,2,3,NA,plant
4986-4,1448896830915,6,subSuperTrial,distr23,wardrobe,target,3,4,furniture,object,blackStimulus,NA,5,5,NA,NA,mailbox,distrClass2,4,3,NA,object,blackStimulus,NA,1,1,NA,NA,chocolate,distrClass3,2,2,NA,food
4986-4,1448896837929,7,subSuperTrial,distr22,pug,target,3,3,dog,animal,crocodile,distrClass2,2,4,NA,animal,lion,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4986-4,1448896844259,8,subSuperTrial,distr12,saxophone,target,4,2,instrument,object,walkietalkie,distrClass2,3,3,NA,object,drum,distrClass1,2,4,instrument,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4986-4,1448896850076,9,colorSizeTrial,colorOnly4Distr1Same,big_blue_butterfly,target,1,5,NA,NA,small_purple_butterfly,distractor,5,3,NA,NA,small_purple_butterfly,distractor,3,4,NA,NA,small_purple_butterfly,distractor,2,1,NA,NA,big_purple_butterfly,distractor,4,2,NA,NA
4986-4,1448896855186,10,colorSizeTrial,sizeOnly2Distr2Same,small_green_avocado,target,3,3,NA,NA,big_green_avocado,distractor,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_avocado,distractor,4,2,NA,NA
4986-4,1448896862633,11,subSuperTrial,distr23,mushroom,target,2,2,vegetable,food,blackStimulus,NA,5,5,NA,NA,mosque,distrClass3,4,4,NA,place,blackStimulus,NA,1,1,NA,NA,bread,distrClass2,3,3,NA,food
4986-4,1448896874152,12,subSuperTrial,distr23,clarinet,target,3,3,instrument,object,blackStimulus,NA,5,5,NA,NA,pasta,distrClass3,2,4,NA,food,smokedetector,distrClass2,4,2,NA,object,blackStimulus,NA,1,1,NA,NA
4986-4,1448896879500,13,colorSizeTrial,colorOnly2Distr1Same,small_blue_tack,target,2,3,NA,NA,big_red_tack,distractor,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_tack,distractor,3,4,NA,NA
4986-4,1448896885951,14,colorSizeTrial,sizeOnly2Distr1Same,big_pink_golfball,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_golfball,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_pink_golfball,distractor,4,2,NA,NA
