gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
8415-0,1448898681464,1,subSuperTrial,distr23,husky,target,4,2,dog,animal,blackStimulus,NA,1,1,NA,NA,record,distrClass3,2,4,NA,object,iguana,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA
8415-0,1448898691154,2,colorSizeTrial,sizeOnly4Distr1Same,big_blue_tack,target,5,5,NA,NA,small_blue_tack,distractor,1,4,NA,NA,small_red_tack,distractor,3,2,NA,NA,small_red_tack,distractor,2,1,NA,NA,small_red_tack,distractor,4,3,NA,NA
8415-0,1448898699510,3,subSuperTrial,distr33,bike2,target,3,2,vehicle,object,blackStimulus,NA,1,1,NA,NA,horse,distrClass3,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,egg,distrClass3,4,4,NA,food
8415-0,1448898706181,4,subSuperTrial,distr12,rose,target,2,3,flower,plant,fir,distrClass2,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,daffodil,distrClass1,4,4,flower,plant,blackStimulus,NA,5,5,NA,NA
8415-0,1448898719380,5,subSuperTrial,distr12,firetruck,target,4,4,vehicle,object,airplane,distrClass1,3,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,firemanhat,distrClass2,2,2,NA,object,blackStimulus,NA,5,5,NA,NA
8415-0,1448898726116,6,colorSizeTrial,colorOnly4Distr2Same,big_pink_balloon,target,5,2,NA,NA,small_yellow_balloon,distractor,1,3,NA,NA,big_yellow_balloon,distractor,2,4,NA,NA,big_yellow_balloon,distractor,4,5,NA,NA,small_yellow_balloon,distractor,3,1,NA,NA
8415-0,1448898732207,7,subSuperTrial,distr22,sunflower,target,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,4,4,NA,plant,bambus,distrClass2,2,2,NA,plant,blackStimulus,NA,5,5,NA,NA
8415-0,1448898741383,8,colorSizeTrial,sizeOnly2Distr1Same,big_red_chair,target,2,3,NA,NA,small_green_chair,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_chair,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA
8415-0,1448898749468,9,colorSizeTrial,sizeOnly2Distr1Same,small_blue_rug,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_rug,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_rug,distractor,4,3,NA,NA
8415-0,1448898757267,10,subSuperTrial,distr23,bra,target,2,4,clothing,object,pottedPlant,distrClass3,4,2,NA,plant,blackStimulus,NA,5,5,NA,NA,baseballmitt,distrClass2,3,3,NA,object,blackStimulus,NA,1,1,NA,NA
