gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
2990-f,1448419938259,1,subSuperTrial,distr23,mushroom,target,4,4,vegetable,food,egg,distrClass2,2,2,NA,food,blackStimulus,NA,5,5,NA,NA,rubberduck,distrClass3,3,3,NA,object,blackStimulus,NA,1,1,NA,NA
2990-f,1448419940980,2,colorSizeTrial,sizeOnly4Distr4Same,small_black_turtle,target,4,4,NA,NA,big_black_turtle,distractor,2,5,NA,NA,big_black_turtle,distractor,3,3,NA,NA,big_black_turtle,distractor,1,1,NA,NA,big_black_turtle,distractor,5,2,NA,NA
2990-f,1448419943634,3,subSuperTrial,distr23,anvil,distrClass2,4,4,NA,object,blackStimulus,NA,1,1,NA,NA,firetruck,target,3,2,vehicle,object,fries,distrClass3,2,3,NA,food,blackStimulus,NA,5,5,NA,NA
2990-f,1448419946388,4,subSuperTrial,distr22,hotdog,distrClass2,3,4,NA,food,blackStimulus,NA,1,1,NA,NA,lime,target,2,3,fruit,food,cheese,distrClass2,4,2,NA,food,blackStimulus,NA,5,5,NA,NA
2990-f,1448419949044,5,colorSizeTrial,sizeOnly2Distr2Same,big_orange_napkin,distractor,3,4,NA,NA,big_orange_napkin,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_orange_napkin,target,4,2,NA,NA
2990-f,1448419951798,6,subSuperTrial,distr12,hibiscus,distrClass1,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,3,2,NA,plant,tulip,target,4,3,flower,plant
2990-f,1448419954598,7,colorSizeTrial,sizeOnly4Distr2Same,small_purple_bracelet,distractor,5,4,NA,NA,big_green_bracelet,target,4,5,NA,NA,small_purple_bracelet,distractor,2,2,NA,NA,small_green_bracelet,distractor,3,3,NA,NA,small_green_bracelet,distractor,1,1,NA,NA
2990-f,1448419957334,8,colorSizeTrial,colorOnly2Distr1Same,big_purple_billiardball,target,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_orange_billiardball,distractor,3,2,NA,NA,big_orange_billiardball,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA
2990-f,1448419960142,9,subSuperTrial,distr12,clarinet,target,4,4,instrument,object,blackStimulus,NA,1,1,NA,NA,guitar2,distrClass1,3,2,instrument,object,blackStimulus,NA,5,5,NA,NA,firemanhat,distrClass2,2,3,NA,object
2990-f,1448419962895,10,colorSizeTrial,sizeOnly4Distr3Same,small_purple_rug,distractor,3,4,NA,NA,small_purple_rug,distractor,5,3,NA,NA,small_purple_rug,distractor,2,2,NA,NA,small_blue_rug,distractor,4,1,NA,NA,big_purple_rug,target,1,5,NA,NA
2990-f,1448419965704,11,colorSizeTrial,colorOnly4Distr2Same,small_black_belt,distractor,1,4,NA,NA,small_black_belt,distractor,4,3,NA,NA,big_black_belt,distractor,5,1,NA,NA,big_brown_belt,target,3,2,NA,NA,big_black_belt,distractor,2,5,NA,NA
2990-f,1448419969450,12,subSuperTrial,distr12,trailer,target,2,4,house,place,mosque,distrClass2,4,2,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rv,distrClass1,3,3,house,place
2990-f,1448419972236,13,subSuperTrial,distr23,sunflower,target,4,4,flower,plant,blackStimulus,NA,5,5,NA,NA,firehydrant,distrClass3,3,2,NA,object,blackStimulus,NA,1,1,NA,NA,bambus,distrClass2,2,3,NA,plant
2990-f,1448419975114,14,subSuperTrial,distr33,mosque,distrClass3,2,4,NA,place,blackStimulus,NA,5,5,NA,NA,iguana,distrClass3,4,3,NA,animal,boat,target,3,2,vehicle,object,blackStimulus,NA,1,1,NA,NA
2990-f,1448419977832,15,colorSizeTrial,sizeOnly2Distr1Same,big_black_avocado,distractor,3,4,NA,NA,small_black_avocado,target,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_avocado,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA
