gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
2592-b,1448898060325,1,subSuperTrial,distr12,bed,target,3,2,furniture,object,dresser,distrClass1,4,3,furniture,object,tv,distrClass2,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
2592-b,1448898094935,2,colorSizeTrial,sizeOnly4Distr2Same,big_green_rock,target,1,3,NA,NA,small_purple_rock,distractor,3,1,NA,NA,small_green_rock,distractor,4,5,NA,NA,small_green_rock,distractor,2,2,NA,NA,small_purple_rock,distractor,5,4,NA,NA
2592-b,1448898105515,3,colorSizeTrial,colorOnly2Distr1Same,small_purple_bracelet,target,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_bracelet,distractor,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_green_bracelet,distractor,4,2,NA,NA
2592-b,1448898112877,4,subSuperTrial,distr33,tulip,target,4,2,flower,plant,blackStimulus,NA,1,1,NA,NA,smokedetector,distrClass3,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,sandwich,distrClass3,3,3,NA,food
2592-b,1448898118783,5,subSuperTrial,distr12,bike2,target,3,3,vehicle,object,blackStimulus,NA,5,5,NA,NA,basketball,distrClass2,2,4,NA,object,airplane,distrClass1,4,2,vehicle,object,blackStimulus,NA,1,1,NA,NA
2592-b,1448898131145,6,subSuperTrial,distr23,ambulance,target,4,2,vehicle,object,blackStimulus,NA,1,1,NA,NA,museum,distrClass3,3,4,NA,place,trafficcone,distrClass2,2,3,NA,object,blackStimulus,NA,5,5,NA,NA
2592-b,1448898137900,7,colorSizeTrial,colorOnly4Distr1Same,big_white_weddingcake,target,5,5,NA,NA,big_pink_weddingcake,distractor,2,3,NA,NA,small_pink_weddingcake,distractor,3,1,NA,NA,small_pink_weddingcake,distractor,4,4,NA,NA,small_pink_weddingcake,distractor,1,2,NA,NA
2592-b,1448898148591,8,subSuperTrial,distr12,trailer,target,3,3,house,place,rv,distrClass1,2,4,house,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,firestation,distrClass2,4,2,NA,place
2592-b,1448898155351,9,subSuperTrial,distr23,pineapple,target,3,2,fruit,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,record,distrClass3,4,3,NA,object,cheese,distrClass2,2,4,NA,food
2592-b,1448898160476,10,colorSizeTrial,colorOnly4Distr4Same,big_green_guitar,target,4,1,NA,NA,big_blue_guitar,distractor,5,3,NA,NA,big_blue_guitar,distractor,2,4,NA,NA,big_blue_guitar,distractor,1,2,NA,NA,big_blue_guitar,distractor,3,5,NA,NA
2592-b,1448898169298,11,subSuperTrial,distr33,clarinet,target,2,3,instrument,object,hotdog,distrClass3,3,4,NA,food,blackStimulus,NA,1,1,NA,NA,lion,distrClass3,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA
2592-b,1448898176277,12,colorSizeTrial,sizeOnly4Distr3Same,big_blue_butterfly,target,3,5,NA,NA,small_blue_butterfly,distractor,1,3,NA,NA,small_purple_butterfly,distractor,4,2,NA,NA,small_blue_butterfly,distractor,5,1,NA,NA,small_blue_butterfly,distractor,2,4,NA,NA
2592-b,1448898181583,13,colorSizeTrial,sizeOnly4Distr1Same,big_blue_tack,target,4,1,NA,NA,small_red_tack,distractor,2,3,NA,NA,small_red_tack,distractor,5,2,NA,NA,small_red_tack,distractor,1,4,NA,NA,small_blue_tack,distractor,3,5,NA,NA
2592-b,1448898185539,14,colorSizeTrial,colorOnly4Distr4Same,small_green_chair,target,1,4,NA,NA,small_red_chair,distractor,5,2,NA,NA,small_red_chair,distractor,2,1,NA,NA,small_red_chair,distractor,3,5,NA,NA,small_red_chair,distractor,4,3,NA,NA
2592-b,1448898191438,15,subSuperTrial,distr23,banjo,target,4,3,instrument,object,postoffice,distrClass3,3,4,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,football,distrClass2,2,2,NA,object
2592-b,1448898198864,16,subSuperTrial,distr23,firetruck,target,4,2,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,garbagecan,distrClass2,3,4,NA,object,crocodile,distrClass3,2,3,NA,animal
2592-b,1448898205023,17,colorSizeTrial,sizeOnly2Distr1Same,big_pink_teacup,target,2,2,NA,NA,small_white_teacup,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_pink_teacup,distractor,3,3,NA,NA
2592-b,1448898211520,18,subSuperTrial,distr22,lime,target,2,3,fruit,food,blackStimulus,NA,5,5,NA,NA,ketchup,distrClass2,4,4,NA,food,blackStimulus,NA,1,1,NA,NA,muffin,distrClass2,3,2,NA,food
2592-b,1448898218197,19,colorSizeTrial,sizeOnly2Distr1Same,small_pink_golfball,target,4,3,NA,NA,big_blue_golfball,distractor,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,big_pink_golfball,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA
2592-b,1448898227252,20,colorSizeTrial,sizeOnly4Distr3Same,small_blue_comb,target,2,2,NA,NA,big_blue_comb,distractor,1,1,NA,NA,big_blue_comb,distractor,4,4,NA,NA,big_blue_comb,distractor,5,5,NA,NA,big_black_comb,distractor,3,3,NA,NA
2592-b,1448898233391,21,colorSizeTrial,colorOnly4Distr2Same,small_pink_hairdryer,target,5,5,NA,NA,small_purple_hairdryer,distractor,1,1,NA,NA,small_purple_hairdryer,distractor,4,2,NA,NA,big_purple_hairdryer,distractor,3,3,NA,NA,big_purple_hairdryer,distractor,2,4,NA,NA
2592-b,1448898238899,22,subSuperTrial,distr23,belt2,target,3,3,clothing,object,museum,distrClass3,4,4,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,sideroadsign,distrClass2,2,2,NA,object
2592-b,1448898243718,23,colorSizeTrial,colorOnly4Distr2Same,small_orange_cushion,target,5,5,NA,NA,small_blue_cushion,distractor,2,4,NA,NA,big_blue_cushion,distractor,1,2,NA,NA,small_blue_cushion,distractor,4,3,NA,NA,big_blue_cushion,distractor,3,1,NA,NA
2592-b,1448898250719,24,subSuperTrial,distr22,cottage,target,4,3,house,place,museum,distrClass2,2,2,NA,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,postoffice,distrClass2,3,4,NA,place
2592-b,1448898258613,25,subSuperTrial,distr12,rose,target,3,3,flower,plant,ivy,distrClass2,2,2,NA,plant,blackStimulus,NA,5,5,NA,NA,dandelion,distrClass1,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA
2592-b,1448898263251,26,colorSizeTrial,colorOnly4Distr3Same,big_pink_balloon,target,4,3,NA,NA,big_yellow_balloon,distractor,1,2,NA,NA,big_yellow_balloon,distractor,5,1,NA,NA,small_yellow_balloon,distractor,3,5,NA,NA,big_yellow_balloon,distractor,2,4,NA,NA
2592-b,1448898269478,27,subSuperTrial,distr12,husky,target,3,4,dog,animal,blackStimulus,NA,1,1,NA,NA,beagle,distrClass1,4,2,dog,animal,crocodile,distrClass2,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA
2592-b,1448898275917,28,colorSizeTrial,sizeOnly4Distr3Same,big_orange_cap,target,3,2,NA,NA,small_orange_cap,distractor,5,3,NA,NA,small_orange_cap,distractor,2,4,NA,NA,small_orange_cap,distractor,1,5,NA,NA,small_blue_cap,distractor,4,1,NA,NA
2592-b,1448898282046,29,subSuperTrial,distr23,dalmatian,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,trafficcone,distrClass3,2,3,NA,object,lion,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA
2592-b,1448898287717,30,subSuperTrial,distr22,sunflower,target,2,3,flower,plant,blackStimulus,NA,1,1,NA,NA,bambus,distrClass2,3,2,NA,plant,blackStimulus,NA,5,5,NA,NA,fir,distrClass2,4,4,NA,plant
2592-b,1448898293033,31,subSuperTrial,distr22,bra,target,3,3,clothing,object,blackStimulus,NA,1,1,NA,NA,record,distrClass2,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,washingmachine,distrClass2,4,2,NA,object
2592-b,1448898298036,32,subSuperTrial,distr12,tent,target,2,4,house,place,blackStimulus,NA,5,5,NA,NA,mosque,distrClass2,4,2,NA,place,castle,distrClass1,3,3,house,place,blackStimulus,NA,1,1,NA,NA
2592-b,1448898304276,33,colorSizeTrial,sizeOnly4Distr4Same,big_red_candle,target,2,2,NA,NA,small_red_candle,distractor,3,4,NA,NA,small_red_candle,distractor,5,1,NA,NA,small_red_candle,distractor,1,3,NA,NA,small_red_candle,distractor,4,5,NA,NA
2592-b,1448898312066,34,subSuperTrial,distr33,saxophone,target,4,4,instrument,object,blackStimulus,NA,1,1,NA,NA,church,distrClass3,3,2,NA,place,blackStimulus,NA,5,5,NA,NA,bear,distrClass3,2,3,NA,animal
2592-b,1448898318352,35,colorSizeTrial,sizeOnly2Distr1Same,big_red_stapler,target,4,3,NA,NA,small_purple_stapler,distractor,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_stapler,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA
2592-b,1448898323221,36,subSuperTrial,distr22,igloo,target,2,2,house,place,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,hospital,distrClass2,4,3,NA,place,temple,distrClass2,3,4,NA,place
2592-b,1448898330516,37,subSuperTrial,distr22,daisy,target,2,4,flower,plant,cherryTree,distrClass2,3,2,NA,plant,pottedPlant,distrClass2,4,3,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
2592-b,1448898336387,38,colorSizeTrial,sizeOnly2Distr2Same,small_green_framee,target,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_framee,distractor,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,big_green_framee,distractor,3,3,NA,NA
2592-b,1448898341213,39,subSuperTrial,distr23,boat,target,2,4,vehicle,object,flamingo,distrClass3,3,2,NA,animal,backpack,distrClass2,4,3,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
2592-b,1448898345145,40,colorSizeTrial,sizeOnly2Distr2Same,small_purple_rug,target,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_rug,distractor,3,3,NA,NA,big_purple_rug,distractor,4,4,NA,NA
2592-b,1448898351376,41,colorSizeTrial,sizeOnly4Distr2Same,small_purple_billiardball,target,2,3,NA,NA,big_orange_billiardball,distractor,4,1,NA,NA,big_orange_billiardball,distractor,3,2,NA,NA,big_purple_billiardball,distractor,1,5,NA,NA,big_purple_billiardball,distractor,5,4,NA,NA
2592-b,1448898356534,42,colorSizeTrial,colorOnly4Distr1Same,small_purple_coathanger,target,1,3,NA,NA,big_orange_coathanger,distractor,3,5,NA,NA,big_orange_coathanger,distractor,5,2,NA,NA,big_orange_coathanger,distractor,4,1,NA,NA,small_orange_coathanger,distractor,2,4,NA,NA
2592-b,1448898360714,43,colorSizeTrial,colorOnly2Distr2Same,small_red_yarn,target,3,3,NA,NA,small_purple_yarn,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_yarn,distractor,4,4,NA,NA
2592-b,1448898365907,44,subSuperTrial,distr33,lamp,target,4,4,furniture,object,blackStimulus,NA,5,5,NA,NA,pasta,distrClass3,2,3,NA,food,hospital,distrClass3,3,2,NA,place,blackStimulus,NA,1,1,NA,NA
2592-b,1448898371051,45,subSuperTrial,distr23,corn,target,4,2,vegetable,food,sushi,distrClass2,3,4,NA,food,blackStimulus,NA,5,5,NA,NA,walkietalkie,distrClass3,2,3,NA,object,blackStimulus,NA,1,1,NA,NA
2592-b,1448898375739,46,subSuperTrial,distr23,pug,target,4,4,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,iguana,distrClass2,2,2,NA,animal,ketchup,distrClass3,3,3,NA,food
2592-b,1448898381828,47,colorSizeTrial,colorOnly2Distr2Same,big_yellow_napkin,target,2,4,NA,NA,big_orange_napkin,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_orange_napkin,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA
2592-b,1448898388675,48,colorSizeTrial,sizeOnly2Distr1Same,big_purple_flower,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_flower,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_flower,distractor,4,4,NA,NA
2592-b,1448898397413,49,subSuperTrial,distr33,wardrobe,target,3,4,furniture,object,blackStimulus,NA,5,5,NA,NA,chocolate,distrClass3,2,2,NA,food,blackStimulus,NA,1,1,NA,NA,bambus,distrClass3,4,3,NA,plant
2592-b,1448898404282,50,colorSizeTrial,sizeOnly4Distr4Same,small_red_pepper,target,5,4,NA,NA,big_red_pepper,distractor,1,3,NA,NA,big_red_pepper,distractor,4,1,NA,NA,big_red_pepper,distractor,3,2,NA,NA,big_red_pepper,distractor,2,5,NA,NA
2592-b,1448898410232,51,subSuperTrial,distr33,bathrobe,target,2,3,clothing,object,pasta,distrClass3,4,4,NA,food,blackStimulus,NA,5,5,NA,NA,bear,distrClass3,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA
2592-b,1448898420257,52,colorSizeTrial,colorOnly4Distr3Same,small_brown_turtle,target,3,5,NA,NA,small_black_turtle,distractor,1,1,NA,NA,big_black_turtle,distractor,4,4,NA,NA,small_black_turtle,distractor,2,2,NA,NA,small_black_turtle,distractor,5,3,NA,NA
2592-b,1448898429779,53,colorSizeTrial,sizeOnly4Distr2Same,big_pink_bucket,target,4,1,NA,NA,small_red_bucket,distractor,3,5,NA,NA,small_red_bucket,distractor,1,3,NA,NA,small_pink_bucket,distractor,2,2,NA,NA,small_pink_bucket,distractor,5,4,NA,NA
2592-b,1448898436467,54,subSuperTrial,distr22,bookcase,target,3,3,furniture,object,firemanhat,distrClass2,2,4,NA,object,cigar,distrClass2,4,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
2592-b,1448898441724,55,colorSizeTrial,sizeOnly2Distr2Same,small_brown_belt,target,2,3,NA,NA,big_brown_belt,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_brown_belt,distractor,3,2,NA,NA
2592-b,1448898446955,56,colorSizeTrial,sizeOnly4Distr1Same,small_black_book,target,2,3,NA,NA,big_blue_book,distractor,3,1,NA,NA,big_blue_book,distractor,1,4,NA,NA,big_blue_book,distractor,5,5,NA,NA,big_black_book,distractor,4,2,NA,NA
2592-b,1448898452207,57,subSuperTrial,distr12,carrot,target,3,3,vegetable,food,blackStimulus,NA,1,1,NA,NA,hotdog,distrClass2,4,4,NA,food,blackStimulus,NA,5,5,NA,NA,broccoli,distrClass1,2,2,vegetable,food
2592-b,1448898464253,58,colorSizeTrial,sizeOnly4Distr2Same,big_purple_bike,target,4,5,NA,NA,small_purple_bike,distractor,1,3,NA,NA,small_red_bike,distractor,3,2,NA,NA,small_purple_bike,distractor,2,1,NA,NA,small_red_bike,distractor,5,4,NA,NA
2592-b,1448898475243,59,subSuperTrial,distr12,germanShepherd,target,2,2,dog,animal,penguin,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,collie,distrClass1,4,3,dog,animal,blackStimulus,NA,1,1,NA,NA
2592-b,1448898480036,60,colorSizeTrial,sizeOnly2Distr2Same,small_white_shoe,target,4,4,NA,NA,big_white_shoe,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_white_shoe,distractor,2,3,NA,NA
2592-b,1448898488019,61,subSuperTrial,distr33,swimsuit,target,2,2,clothing,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,chocolate,distrClass3,3,4,NA,food,rosemary,distrClass3,4,3,NA,plant
2592-b,1448898493675,62,colorSizeTrial,sizeOnly4Distr3Same,big_green_avocado,target,1,4,NA,NA,small_green_avocado,distractor,5,1,NA,NA,small_green_avocado,distractor,2,2,NA,NA,small_green_avocado,distractor,4,3,NA,NA,small_black_avocado,distractor,3,5,NA,NA
2592-b,1448898499356,63,subSuperTrial,distr12,eggplant,target,2,4,vegetable,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bread,distrClass2,3,2,NA,food,pumpkin,distrClass1,4,3,vegetable,food
2592-b,1448898505833,64,colorSizeTrial,sizeOnly4Distr1Same,big_pink_phone,target,5,3,NA,NA,small_white_phone,distractor,1,1,NA,NA,small_white_phone,distractor,3,5,NA,NA,small_pink_phone,distractor,4,4,NA,NA,small_white_phone,distractor,2,2,NA,NA
2592-b,1448898511409,65,subSuperTrial,distr33,mushroom,target,3,2,vegetable,food,blackStimulus,NA,5,5,NA,NA,penguin,distrClass3,4,4,NA,animal,flamingo,distrClass3,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA
2592-b,1448898518120,66,colorSizeTrial,colorOnly2Distr1Same,small_green_jacket,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_brown_jacket,distractor,4,2,NA,NA,small_brown_jacket,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA
2592-b,1448898536342,67,subSuperTrial,distr33,grapefruit,target,3,3,fruit,food,blackStimulus,NA,1,1,NA,NA,mosque,distrClass3,2,2,NA,place,blackStimulus,NA,5,5,NA,NA,teddybear,distrClass3,4,4,NA,object
2592-b,1448898546994,68,colorSizeTrial,sizeOnly4Distr1Same,small_blue_binder,target,4,2,NA,NA,big_green_binder,distractor,3,3,NA,NA,big_green_binder,distractor,5,1,NA,NA,big_green_binder,distractor,1,4,NA,NA,big_blue_binder,distractor,2,5,NA,NA
2592-b,1448898553028,69,subSuperTrial,distr22,kiwi,target,2,3,fruit,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pasta,distrClass2,4,4,NA,food,sandwich,distrClass2,3,2,NA,food
2592-b,1448898563097,70,colorSizeTrial,sizeOnly4Distr4Same,big_red_toothbrush,target,5,1,NA,NA,small_red_toothbrush,distractor,2,2,NA,NA,small_red_toothbrush,distractor,3,3,NA,NA,small_red_toothbrush,distractor,1,5,NA,NA,small_red_toothbrush,distractor,4,4,NA,NA
2592-b,1448898570961,71,subSuperTrial,distr22,piano,target,2,4,instrument,object,smokedetector,distrClass2,3,3,NA,object,tennisball,distrClass2,4,2,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
2592-b,1448898576346,72,colorSizeTrial,sizeOnly4Distr4Same,big_blue_ornament,target,3,1,NA,NA,small_blue_ornament,distractor,5,4,NA,NA,small_blue_ornament,distractor,1,5,NA,NA,small_blue_ornament,distractor,2,2,NA,NA,small_blue_ornament,distractor,4,3,NA,NA
