"","gameid","time","roundNum","trialType","context","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","colorMentioned","typeMentioned","clickedType","clickedColor","NormedTypicality","binaryTypicality","ColorMentioned","CleanedResponse","ItemMentioned","CatMentioned","UtteranceType","Color","ColorAndType","Type","ColorAndCat","Cat","Other","Item","Half"
"58","6314-6",1479397729130,58,"avocado","informative","avocado_black","target",3,2,"avocado_red","distractor",2,4,"tomato_red","distractor",4,3,1,1,0,"black","","1479397727928","black","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",2
"59","6314-6",1479397735323,59,"pear","informative","pear_green","target",4,4,"pear_orange","distractor",3,2,"avocado_red","distractor",2,3,1,1,0,"green","","1479397734058","green","True","False","pear","green",0.869583333333333,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",2
"60","6314-6",1479397739761,60,"apple","informative","apple_blue","target",4,4,"apple_green","distractor",2,2,"avocado_red","distractor",3,3,1,1,0,"blue","","1479397738504","blue","True","False","apple","blue",0.0285185185185185,"atypical",TRUE,"blue",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2
"61","6314-6",1479397744594,61,"avocado","informative","avocado_red","target",2,4,"apple_blue","distractor",4,2,"avocado_black","distractor",3,3,1,1,0,"red","","1479397743176","red","True","False","avocado","red",0.33037037037037,"atypical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",2
"62","6314-6",1479397750697,62,"pepper","overinformative-cc","pepper_orange","target",4,2,"cup_orange","distractor",3,4,"pear_yellow","distractor",2,3,1,1,0,"pepper","","1479397748293","pepper","False","True","pepper","orange",0.514074074074074,"typical",FALSE,"pepper",TRUE,FALSE,"type",0,0,1,0,0,0,"pepper",2
"63","6314-6",1479397755922,63,"pear","overinformative","pear_green","target",2,3,"apple_red","distractor",3,4,"banana_yellow","distractor",4,2,1,1,0,"green","","1479397754440","green","True","False","pear","green",0.869583333333333,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",2
"64","4041-d",1479399978757,1,"pear","overinformative-cc","pear_yellow","target",4,2,"cup_yellow","distractor",3,3,"avocado_red","distractor",2,4,1,1,0,"pear","","1479399977142","pear","False","True","pear","yellow",0.766923076923077,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1
"65","4041-d",1479399986577,2,"tomato","informative","tomato_green","target",2,4,"tomato_pink","distractor",4,2,"carrot_orange","distractor",3,3,1,1,0,"green tomato","","1479399984882","green tomato","True","True","tomato","green",0.513571428571429,"typical",TRUE,"green tomato",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"tomato",1
"66","4041-d",1479399994623,3,"carrot","overinformative","carrot_purple","target",2,3,"avocado_black","distractor",3,4,"apple_red","distractor",4,2,1,1,0,"purple carrot","","1479399992918","purple carrot","True","True","carrot","purple",0.08,"atypical",TRUE,"purple carrot",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",1
"67","4041-d",1479400002104,4,"banana","informative","banana_brown","target",2,4,"banana_yellow","distractor",3,3,"avocado_black","distractor",4,2,1,1,0,"brown banana","","1479400000747","brown banana","True","True","banana","brown",0.2796,"atypical",TRUE,"brown bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",1
"68","4041-d",1479400015809,5,"avocado","informative","avocado_green","target",2,2,"apple_blue","distractor",3,3,"avocado_black","distractor",4,4,2,2,0,"avacado___green","","1479400010257___1479400013792","avacado","False","False","avocado","green",0.863076923076923,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",1
"69","4041-d",1479400025617,6,"tomato","overinformative","tomato_red","target",2,3,"apple_blue","distractor",4,2,"pear_orange","distractor",3,4,1,1,0,"tomato","","1479400022433","tomato","False","True","tomato","red",0.92962962962963,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",1
"70","4041-d",1479400030985,7,"carrot","overinformative-cc","carrot_orange","target",3,2,"pear_yellow","distractor",2,4,"cup_orange","distractor",4,3,1,1,0,"carrot","","1479400029626","carrot","False","True","carrot","orange",0.952173913043478,"typical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",1
"71","4041-d",1479400037793,8,"avocado","overinformative-cc","avocado_green","target",3,3,"cup_green","distractor",4,2,"apple_red","distractor",2,4,1,1,0,"avacado","","1479400036416","avacado","False","False","avocado","green",0.863076923076923,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",1
