object,speaker-opt,context,cost-param,prior-exp,tomato,blue,pepper,red_tomato,apple,yellow_apple,yellow,blue_pepper,red
red_tomato,1,typical,1,1,0.43648740841913064,0,0,0.5635125915808694,0,0,0,0,0
red_tomato,1,typical,1,2,0.48755459277675245,0,0,0.5124454072232475,0,0,0,0,0
red_tomato,1,typical,1,3,0.4782897190156618,0,0,0.5217102809843382,0,0,0,0,0
red_tomato,1,typical,1,5,0.5064596797169639,0,0,0.4935403202830361,0,0,0,0,0
red_tomato,1,typical,1,7,0.5198594078319791,0,0,0.48014059216802085,0,0,0,0,0
red_tomato,1,typical,1,9,0.5224433753875958,0,0,0.4775566246124042,0,0,0,0,0
red_tomato,1,typical,2,1,0.4612205023019955,0,0,0.5387794976980045,0,0,0,0,0
red_tomato,1,typical,2,2,0.5125493854747737,0,0,0.4874506145252263,0,0,0,0,0
red_tomato,1,typical,2,3,0.503276012889627,0,0,0.496723987110373,0,0,0,0,0
red_tomato,1,typical,2,5,0.5314185886898337,0,0,0.4685814113101663,0,0,0,0,0
red_tomato,1,typical,2,7,0.5447497988450779,0,0,0.4552502011549222,0,0,0,0,0
red_tomato,1,typical,2,9,0.5473164571721818,0,0,0.45268354282781825,0,0,0,0,0
red_tomato,1,typical,3,1,0.4861460094275582,0,0,0.5138539905724419,0,0,0,0,0
red_tomato,1,typical,3,2,0.5374815750387805,0,0,0.46251842496121953,0,0,0,0,0
red_tomato,1,typical,3,3,0.5282459546608846,0,0,0.4717540453391154,0,0,0,0,0
red_tomato,1,typical,3,5,0.5562212838817829,0,0,0.4437787161182171,0,0,0,0,0
red_tomato,1,typical,3,7,0.5694185981076232,0,0,0.4305814018923768,0,0,0,0,0
red_tomato,1,typical,3,9,0.5719554603450347,0,0,0.4280445396549652,0,0,0,0,0
red_tomato,1,typical,5,1,0.5360796442464707,0,0,0.46392035575352936,0,0,0,0,0
red_tomato,1,typical,5,2,0.5866680384427542,0,0,0.41333196155724583,0,0,0,0,0
red_tomato,1,typical,5,3,0.5776427892707263,0,0,0.42235721072927374,0,0,0,0,0
red_tomato,1,typical,5,5,0.6048798999958838,0,0,0.3951201000041163,0,0,0,0,0
red_tomato,1,typical,5,7,0.6176249455417391,0,0,0.3823750544582609,0,0,0,0,0
red_tomato,1,typical,5,9,0.6200672948815947,0,0,0.3799327051184053,0,0,0,0,0
red_tomato,1,typical,7,1,0.5853001651952944,0,0,0.4146998348047057,0,0,0,0,0
red_tomato,1,typical,7,2,0.6341838673224568,0,0,0.3658161326775432,0,0,0,0,0
red_tomato,1,typical,7,3,0.6255338981642125,0,0,0.3744661018357876,0,0,0,0,0
red_tomato,1,typical,7,5,0.6515456329889974,0,0,0.34845436701100274,0,0,0,0,0
red_tomato,1,typical,7,7,0.6636225048199218,0,0,0.33637749518007815,0,0,0,0,0
red_tomato,1,typical,7,9,0.665929968627937,0,0,0.33407003137206315,0,0,0,0,0
red_tomato,5,typical,1,1,0.21803561895478127,0,0,0.7819643810452188,0,0,0,0,0
red_tomato,5,typical,1,2,0.43807960156206915,0,0,0.5619203984379307,0,0,0,0,0
red_tomato,5,typical,1,3,0.3930573430712377,0,0,0.6069426569287624,0,0,0,0,0
red_tomato,5,typical,1,5,0.5322553387764143,0,0,0.4677446612235857,0,0,0,0,0
red_tomato,5,typical,1,7,0.598062154053153,0,0,0.4019378459468471,0,0,0,0,0
red_tomato,5,typical,1,9,0.6104417178050215,0,0,0.38955828219497857,0,0,0,0,0
red_tomato,5,typical,2,1,0.31493428891031305,0,0,0.685065711089687,0,0,0,0,0
red_tomato,5,typical,2,2,0.5624325702010451,0,0,0.4375674297989548,0,0,0,0,0
