condition,target,priorWeight,label,prob
item12,gummyBears,0.1,type,0.2841
item12,gummyBears,0.1,basicLevel,0.4357
item12,gummyBears,0.1,superDomain,0.2802
item12,jellyBeans,0.1,type,0.3393
item12,jellyBeans,0.1,basicLevel,0.4021
item12,jellyBeans,0.1,superDomain,0.2586
item12,skittles,0.1,type,0.3711
item12,skittles,0.1,basicLevel,0.3827
item12,skittles,0.1,superDomain,0.2462
item12,mnMs,0.1,type,0.3180
item12,mnMs,0.1,basicLevel,0.4150
item12,mnMs,0.1,superDomain,0.2669
item22,gummyBears,0.1,type,0.1979
item22,gummyBears,0.1,basicLevel,0.6069
item22,gummyBears,0.1,superDomain,0.1952
item22,jellyBeans,0.1,type,0.2420
item22,jellyBeans,0.1,basicLevel,0.5736
item22,jellyBeans,0.1,superDomain,0.1845
item22,skittles,0.1,type,0.2684
item22,skittles,0.1,basicLevel,0.5536
item22,skittles,0.1,superDomain,0.1780
item22,mnMs,0.1,type,0.2248
item22,mnMs,0.1,basicLevel,0.5866
item22,mnMs,0.1,superDomain,0.1886
item23,gummyBears,0.1,type,0.1803
item23,gummyBears,0.1,basicLevel,0.5529
item23,gummyBears,0.1,superDomain,0.2667
item23,jellyBeans,0.1,type,0.2215
item23,jellyBeans,0.1,basicLevel,0.5251
item23,jellyBeans,0.1,superDomain,0.2533
item23,skittles,0.1,type,0.2465
item23,skittles,0.1,basicLevel,0.5083
item23,skittles,0.1,superDomain,0.2452
item23,mnMs,0.1,type,0.2054
item23,mnMs,0.1,basicLevel,0.5360
item23,mnMs,0.1,superDomain,0.2586
item33,gummyBears,0.1,type,0.1424
item33,gummyBears,0.1,basicLevel,0.4365
item33,gummyBears,0.1,superDomain,0.4211
item33,jellyBeans,0.1,type,0.1768
item33,jellyBeans,0.1,basicLevel,0.4190
item33,jellyBeans,0.1,superDomain,0.4042
item33,skittles,0.1,type,0.1979
item33,skittles,0.1,basicLevel,0.4082
item33,skittles,0.1,superDomain,0.3939
item33,mnMs,0.1,type,0.1632
item33,mnMs,0.1,basicLevel,0.4259
item33,mnMs,0.1,superDomain,0.4109
