condition,target,priorWeight,label,prob
item12,coffeeTable,0.1,type,0.3177
item12,coffeeTable,0.1,basicLevel,0.5106
item12,coffeeTable,0.1,superDomain,0.1717
item12,diningTable,0.1,type,0.3032
item12,diningTable,0.1,basicLevel,0.5214
item12,diningTable,0.1,superDomain,0.1753
item12,picnicTable,0.1,type,0.3024
item12,picnicTable,0.1,basicLevel,0.5221
item12,picnicTable,0.1,superDomain,0.1755
item12,bedsideTable,0.1,type,0.2775
item12,bedsideTable,0.1,basicLevel,0.5407
item12,bedsideTable,0.1,superDomain,0.1818
item22,coffeeTable,0.1,type,0.2103
item22,coffeeTable,0.1,basicLevel,0.6761
item22,coffeeTable,0.1,superDomain,0.1136
item22,diningTable,0.1,type,0.1993
item22,diningTable,0.1,basicLevel,0.6855
item22,diningTable,0.1,superDomain,0.1152
item22,picnicTable,0.1,type,0.1987
item22,picnicTable,0.1,basicLevel,0.6860
item22,picnicTable,0.1,superDomain,0.1153
item22,bedsideTable,0.1,type,0.1801
item22,bedsideTable,0.1,basicLevel,0.7019
item22,bedsideTable,0.1,superDomain,0.1180
item23,coffeeTable,0.1,type,0.1990
item23,coffeeTable,0.1,basicLevel,0.6397
item23,coffeeTable,0.1,superDomain,0.1613
item23,diningTable,0.1,type,0.1885
item23,diningTable,0.1,basicLevel,0.6481
item23,diningTable,0.1,superDomain,0.1634
item23,picnicTable,0.1,type,0.1879
item23,picnicTable,0.1,basicLevel,0.6486
item23,picnicTable,0.1,superDomain,0.1636
item23,bedsideTable,0.1,type,0.1701
item23,bedsideTable,0.1,basicLevel,0.6628
item23,bedsideTable,0.1,superDomain,0.1671
item33,coffeeTable,0.1,type,0.1713
item33,coffeeTable,0.1,basicLevel,0.5508
item33,coffeeTable,0.1,superDomain,0.2778
item33,diningTable,0.1,type,0.1620
item33,diningTable,0.1,basicLevel,0.5571
item33,diningTable,0.1,superDomain,0.2809
item33,picnicTable,0.1,type,0.1614
item33,picnicTable,0.1,basicLevel,0.5574
item33,picnicTable,0.1,superDomain,0.2811
item33,bedsideTable,0.1,type,0.1457
item33,bedsideTable,0.1,basicLevel,0.5679
item33,bedsideTable,0.1,superDomain,0.2864
