condition,target,priorWeight,label,prob
item12,blackBear,0.1,type,0.3401
item12,blackBear,0.1,basicLevel,0.3987
item12,blackBear,0.1,superDomain,0.2612
item12,polarBear,0.1,type,0.3444
item12,polarBear,0.1,basicLevel,0.3961
item12,polarBear,0.1,superDomain,0.2595
item12,pandaBear,0.1,type,0.2683
item12,pandaBear,0.1,basicLevel,0.4421
item12,pandaBear,0.1,superDomain,0.2896
item12,grizzlyBear,0.1,type,0.2942
item12,grizzlyBear,0.1,basicLevel,0.4265
item12,grizzlyBear,0.1,superDomain,0.2793
item22,blackBear,0.1,type,0.2431
item22,blackBear,0.1,basicLevel,0.5701
item22,blackBear,0.1,superDomain,0.1867
item22,polarBear,0.1,type,0.2467
item22,polarBear,0.1,basicLevel,0.5675
item22,polarBear,0.1,superDomain,0.1858
item22,pandaBear,0.1,type,0.1861
item22,pandaBear,0.1,basicLevel,0.6131
item22,pandaBear,0.1,superDomain,0.2008
item22,grizzlyBear,0.1,type,0.2063
item22,grizzlyBear,0.1,basicLevel,0.5979
item22,grizzlyBear,0.1,superDomain,0.1958
item23,blackBear,0.1,type,0.2224
item23,blackBear,0.1,basicLevel,0.5215
item23,blackBear,0.1,superDomain,0.2562
item23,polarBear,0.1,type,0.2257
item23,polarBear,0.1,basicLevel,0.5192
item23,polarBear,0.1,superDomain,0.2551
item23,pandaBear,0.1,type,0.1691
item23,pandaBear,0.1,basicLevel,0.5572
item23,pandaBear,0.1,superDomain,0.2737
item23,grizzlyBear,0.1,type,0.1879
item23,grizzlyBear,0.1,basicLevel,0.5446
item23,grizzlyBear,0.1,superDomain,0.2675
item33,blackBear,0.1,type,0.1770
item33,blackBear,0.1,basicLevel,0.4151
item33,blackBear,0.1,superDomain,0.4078
item33,polarBear,0.1,type,0.1799
item33,polarBear,0.1,basicLevel,0.4137
item33,polarBear,0.1,superDomain,0.4065
item33,pandaBear,0.1,type,0.1328
item33,pandaBear,0.1,basicLevel,0.4374
item33,pandaBear,0.1,superDomain,0.4298
item33,grizzlyBear,0.1,type,0.1482
item33,grizzlyBear,0.1,basicLevel,0.4297
item33,grizzlyBear,0.1,superDomain,0.4221
