condition,target,priorWeight,label,prob
item12,rose,0.1,type,0.5560
item12,rose,0.1,basicLevel,0.2429
item12,rose,0.1,superDomain,0.2011
item12,tulip,0.1,type,0.4538
item12,tulip,0.1,basicLevel,0.2988
item12,tulip,0.1,superDomain,0.2473
item12,daisy,0.1,type,0.4808
item12,daisy,0.1,basicLevel,0.2841
item12,daisy,0.1,superDomain,0.2351
item12,sunflower,0.1,type,0.3672
item12,sunflower,0.1,basicLevel,0.3462
item12,sunflower,0.1,superDomain,0.2866
item22,rose,0.1,type,0.4473
item22,rose,0.1,basicLevel,0.3909
item22,rose,0.1,superDomain,0.1618
item22,tulip,0.1,type,0.3494
item22,tulip,0.1,basicLevel,0.4601
item22,tulip,0.1,superDomain,0.1904
item22,daisy,0.1,type,0.3744
item22,daisy,0.1,basicLevel,0.4424
item22,daisy,0.1,superDomain,0.1831
item22,sunflower,0.1,type,0.2728
item22,sunflower,0.1,basicLevel,0.5143
item22,sunflower,0.1,superDomain,0.2129
item23,rose,0.1,type,0.4138
item23,rose,0.1,basicLevel,0.3617
item23,rose,0.1,superDomain,0.2245
item23,tulip,0.1,type,0.3190
item23,tulip,0.1,basicLevel,0.4201
item23,tulip,0.1,superDomain,0.2608
item23,daisy,0.1,type,0.3430
item23,daisy,0.1,basicLevel,0.4053
item23,daisy,0.1,superDomain,0.2516
item23,sunflower,0.1,type,0.2466
item23,sunflower,0.1,basicLevel,0.4649
item23,sunflower,0.1,superDomain,0.2886
item33,rose,0.1,type,0.3379
item33,rose,0.1,basicLevel,0.2954
item33,rose,0.1,superDomain,0.3667
item33,tulip,0.1,type,0.2530
item33,tulip,0.1,basicLevel,0.3332
item33,tulip,0.1,superDomain,0.4137
item33,daisy,0.1,type,0.2741
item33,daisy,0.1,basicLevel,0.3238
item33,daisy,0.1,superDomain,0.4021
item33,sunflower,0.1,type,0.1913
item33,sunflower,0.1,basicLevel,0.3608
item33,sunflower,0.1,superDomain,0.4479
