condition,target,priorWeight,label,prob
item12,dalmatian,0.1,type,0.2815
item12,dalmatian,0.1,basicLevel,0.4713
item12,dalmatian,0.1,superDomain,0.2473
item12,pug,0.1,type,0.4383
item12,pug,0.1,basicLevel,0.3684
item12,pug,0.1,superDomain,0.1933
item12,germanShepherd,0.1,type,0.2027
item12,germanShepherd,0.1,basicLevel,0.5229
item12,germanShepherd,0.1,superDomain,0.2744
item12,husky,0.1,type,0.3790
item12,husky,0.1,basicLevel,0.4073
item12,husky,0.1,superDomain,0.2137
item22,dalmatian,0.1,type,0.1913
item22,dalmatian,0.1,basicLevel,0.6406
item22,dalmatian,0.1,superDomain,0.1681
item22,pug,0.1,type,0.3203
item22,pug,0.1,basicLevel,0.5384
item22,pug,0.1,superDomain,0.1413
item22,germanShepherd,0.1,type,0.1331
item22,germanShepherd,0.1,basicLevel,0.6867
item22,germanShepherd,0.1,superDomain,0.1802
item22,husky,0.1,type,0.2694
item22,husky,0.1,basicLevel,0.5788
item22,husky,0.1,superDomain,0.1519
item23,dalmatian,0.1,type,0.1765
item23,dalmatian,0.1,basicLevel,0.5910
item23,dalmatian,0.1,superDomain,0.2326
item23,pug,0.1,type,0.2992
item23,pug,0.1,basicLevel,0.5029
item23,pug,0.1,superDomain,0.1979
item23,germanShepherd,0.1,type,0.1221
item23,germanShepherd,0.1,basicLevel,0.6300
item23,germanShepherd,0.1,superDomain,0.2479
item23,husky,0.1,type,0.2503
item23,husky,0.1,basicLevel,0.5379
item23,husky,0.1,superDomain,0.2117
item33,dalmatian,0.1,type,0.1432
item33,dalmatian,0.1,basicLevel,0.4795
item33,dalmatian,0.1,superDomain,0.3774
item33,pug,0.1,type,0.2498
item33,pug,0.1,basicLevel,0.4198
item33,pug,0.1,superDomain,0.3304
item33,germanShepherd,0.1,type,0.0979
item33,germanShepherd,0.1,basicLevel,0.5048
item33,germanShepherd,0.1,superDomain,0.3973
item33,husky,0.1,type,0.2066
item33,husky,0.1,basicLevel,0.4440
item33,husky,0.1,superDomain,0.3494
