condition,target,priorWeight,label,prob
item12,poloShirt,0.1,type,0.3544
item12,poloShirt,0.1,basicLevel,0.4309
item12,poloShirt,0.1,superDomain,0.2146
item12,dressShirt,0.1,type,0.3322
item12,dressShirt,0.1,basicLevel,0.4458
item12,dressShirt,0.1,superDomain,0.2220
item12,hawaiiShirt,0.1,type,0.1930
item12,hawaiiShirt,0.1,basicLevel,0.5387
item12,hawaiiShirt,0.1,superDomain,0.2683
item12,tShirt,0.1,type,0.4149
item12,tShirt,0.1,basicLevel,0.3906
item12,tShirt,0.1,superDomain,0.1945
item22,poloShirt,0.1,type,0.2477
item22,poloShirt,0.1,basicLevel,0.6023
item22,poloShirt,0.1,superDomain,0.1500
item22,dressShirt,0.1,type,0.2297
item22,dressShirt,0.1,basicLevel,0.6167
item22,dressShirt,0.1,superDomain,0.1536
item22,hawaiiShirt,0.1,type,0.1254
item22,hawaiiShirt,0.1,basicLevel,0.7002
item22,hawaiiShirt,0.1,superDomain,0.1744
item22,tShirt,0.1,type,0.2984
item22,tShirt,0.1,basicLevel,0.5617
item22,tShirt,0.1,superDomain,0.1399
item23,poloShirt,0.1,type,0.2304
item23,poloShirt,0.1,basicLevel,0.5603
item23,poloShirt,0.1,superDomain,0.2093
item23,dressShirt,0.1,type,0.2134
item23,dressShirt,0.1,basicLevel,0.5727
item23,dressShirt,0.1,superDomain,0.2139
item23,hawaiiShirt,0.1,type,0.1154
item23,hawaiiShirt,0.1,basicLevel,0.6440
item23,hawaiiShirt,0.1,superDomain,0.2406
item23,tShirt,0.1,type,0.2789
item23,tShirt,0.1,basicLevel,0.5250
item23,tShirt,0.1,superDomain,0.1961
item33,poloShirt,0.1,type,0.1905
item33,poloShirt,0.1,basicLevel,0.4633
item33,poloShirt,0.1,superDomain,0.3461
item33,dressShirt,0.1,type,0.1758
item33,dressShirt,0.1,basicLevel,0.4718
item33,dressShirt,0.1,superDomain,0.3525
item33,hawaiiShirt,0.1,type,0.0930
item33,hawaiiShirt,0.1,basicLevel,0.5191
item33,hawaiiShirt,0.1,superDomain,0.3878
item33,tShirt,0.1,type,0.2332
item33,tShirt,0.1,basicLevel,0.4389
item33,tShirt,0.1,superDomain,0.3279
