condition,target,priorWeight,label,prob
item12,eagle,0.1,type,0.4897
item12,eagle,0.1,basicLevel,0.3223
item12,eagle,0.1,superDomain,0.1881
item12,parrot,0.1,type,0.4307
item12,parrot,0.1,basicLevel,0.3595
item12,parrot,0.1,superDomain,0.2098
item12,pigeon,0.1,type,0.4464
item12,pigeon,0.1,basicLevel,0.3496
item12,pigeon,0.1,superDomain,0.2040
item12,hummingBird,0.1,type,0.2904
item12,hummingBird,0.1,basicLevel,0.4481
item12,hummingBird,0.1,superDomain,0.2615
item22,eagle,0.1,type,0.3703
item22,eagle,0.1,basicLevel,0.4874
item22,eagle,0.1,superDomain,0.1422
item22,parrot,0.1,type,0.3168
item22,parrot,0.1,basicLevel,0.5289
item22,parrot,0.1,superDomain,0.1543
item22,pigeon,0.1,type,0.3308
item22,pigeon,0.1,basicLevel,0.5181
item22,pigeon,0.1,superDomain,0.1512
item22,hummingBird,0.1,type,0.2005
item22,hummingBird,0.1,basicLevel,0.6189
item22,hummingBird,0.1,superDomain,0.1806
item23,eagle,0.1,type,0.3457
item23,eagle,0.1,basicLevel,0.4551
item23,eagle,0.1,superDomain,0.1992
item23,parrot,0.1,type,0.2941
item23,parrot,0.1,basicLevel,0.4910
item23,parrot,0.1,superDomain,0.2149
item23,pigeon,0.1,type,0.3075
item23,pigeon,0.1,basicLevel,0.4817
item23,pigeon,0.1,superDomain,0.2108
item23,hummingBird,0.1,type,0.1839
item23,hummingBird,0.1,basicLevel,0.5676
item23,hummingBird,0.1,superDomain,0.2484
item33,eagle,0.1,type,0.2883
item33,eagle,0.1,basicLevel,0.3795
item33,eagle,0.1,superDomain,0.3322
item33,parrot,0.1,type,0.2421
item33,parrot,0.1,basicLevel,0.4041
item33,parrot,0.1,superDomain,0.3538
item33,pigeon,0.1,type,0.2540
item33,pigeon,0.1,basicLevel,0.3978
item33,pigeon,0.1,superDomain,0.3482
item33,hummingBird,0.1,type,0.1473
item33,hummingBird,0.1,basicLevel,0.4547
item33,hummingBird,0.1,superDomain,0.3980
