"","gameid","time","roundNum","trialType","context","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","colorMentioned","typeMentioned","clickedType","clickedColor","NormedTypicality","binaryTypicality","ColorMentioned","CleanedResponse","ItemMentioned","CatMentioned","UtteranceType","Color","ColorAndType","Type","ColorAndCat","Cat","Other","Item","Half","firstTrial1","firstTrial2","firstTrial3","firstTrial4"
"74","3436-e",1479311313041,20,"apple","informative","apple_red","target",2,3,"apple_green","distractor",3,4,"avocado_black","distractor",4,2,1,1,0,"red","","1479311310500","red","True","False","apple","red",0.919259259259259,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",1,FALSE,TRUE,FALSE,FALSE
"75","3436-e",1479311318043,21,"carrot","overinformative","carrot_orange","target",4,2,"pear_green","distractor",3,3,"avocado_red","distractor",2,4,1,1,0,"orange","","1479311316001","orange","True","False","carrot","orange",0.952173913043478,"typical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"76","3436-e",1479311322914,22,"avocado","overinformative","avocado_red","target",3,4,"apple_blue","distractor",2,3,"banana_blue","distractor",4,2,1,1,0,"red","","1479311320927","red","True","False","avocado","red",0.33037037037037,"atypical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",1,FALSE,FALSE,FALSE,FALSE
"77","3436-e",1479311327277,23,"apple","overinformative","apple_red","target",4,3,"banana_blue","distractor",2,2,"pear_yellow","distractor",3,4,1,1,0,"red","","1479311325457","red","True","False","apple","red",0.919259259259259,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",1,FALSE,TRUE,FALSE,FALSE
"78","3436-e",1479311333197,24,"tomato","informative","tomato_pink","target",4,4,"tomato_green","distractor",3,2,"banana_brown","distractor",2,3,1,1,0,"purple","","1479311330687","purple","False","False","tomato","pink",0.0408,"atypical",TRUE,"purple",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"79","3436-e",1479311338077,25,"tomato","overinformative","tomato_red","target",4,3,"avocado_black","distractor",3,4,"carrot_pink","distractor",2,2,1,1,0,"red","","1479311335805","red","True","False","tomato","red",0.92962962962963,"typical",TRUE,"red",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"80","3436-e",1479311345882,26,"avocado","overinformative-cc","avocado_green","target",4,3,"apple_blue","distractor",2,4,"cup_green","distractor",3,2,2,2,0,"green ___veggie","","1479311342221___1479311343716","green ","True","False","avocado","green",0.863076923076923,"typical",TRUE,"green ",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",1,FALSE,FALSE,FALSE,FALSE
"81","3436-e",1479311351563,27,"banana","informative","banana_brown","target",3,2,"banana_blue","distractor",2,3,"apple_blue","distractor",4,4,1,1,0,"brown","","1479311349613","brown","True","False","banana","brown",0.2796,"atypical",TRUE,"brown",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"82","3436-e",1479311359198,28,"pear","overinformative","pear_green","target",3,3,"avocado_black","distractor",4,2,"banana_brown","distractor",2,4,1,1,0,"green fruit","","1479311356917","green fruit","True","False","pear","green",0.869583333333333,"typical",TRUE,"green fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"83","3436-e",1479311363879,29,"banana","overinformative","banana_blue","target",3,3,"avocado_black","distractor",2,4,"pear_green","distractor",4,2,1,1,0,"blue","","1479311362062","blue","True","False","banana","blue",0.0219230769230769,"atypical",TRUE,"blue",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"84","3436-e",1479311371281,30,"pear","overinformative-cc","pear_yellow","target",4,3,"avocado_black","distractor",3,4,"cup_yellow","distractor",2,2,1,1,0,"yellow fruit","","1479311369433","yellow fruit","True","False","pear","yellow",0.766923076923077,"typical",TRUE,"yellow fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"85","3436-e",1479311377516,31,"apple","informative","apple_blue","target",3,4,"apple_red","distractor",2,2,"carrot_orange","distractor",4,3,1,1,0,"blue","","1479311375373","blue","True","False","apple","blue",0.0285185185185185,"atypical",TRUE,"blue",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2,FALSE,TRUE,FALSE,FALSE
"86","3436-e",1479311382763,32,"carrot","informative","carrot_orange","target",4,4,"banana_yellow","distractor",2,3,"carrot_purple","distractor",3,2,1,1,0,"orange","","1479311380513","orange","True","False","carrot","orange",0.952173913043478,"typical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"87","3436-e",1479311388963,33,"apple","overinformative-cc","apple_red","target",4,4,"pear_orange","distractor",2,3,"cup_red","distractor",3,2,1,1,0,"red fruit","","1479311387257","red fruit","True","False","apple","red",0.919259259259259,"typical",TRUE,"red fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"apple",2,FALSE,TRUE,FALSE,FALSE
"88","3436-e",1479311396520,34,"avocado","informative","avocado_black","target",4,3,"carrot_orange","distractor",3,4,"avocado_red","distractor",2,2,1,1,0,"black ","","1479311394534","black ","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black ",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",2,FALSE,FALSE,FALSE,FALSE
"89","3436-e",1479311403406,35,"pear","overinformative-cc","pear_orange","target",4,4,"cup_orange","distractor",2,2,"carrot_pink","distractor",3,3,2,2,0,"orange ___frut","","1479311401087___1479311403672","orange ","True","False","pear","orange",0.193103448275862,"atypical",TRUE,"orange ",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"90","3436-e",1479311408443,36,"banana","informative","banana_blue","target",4,2,"apple_red","distractor",3,3,"banana_brown","distractor",2,4,1,1,0,"blue","","1479311406218","blue","True","False","banana","blue",0.0219230769230769,"atypical",TRUE,"blue",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"91","3436-e",1479311414242,37,"carrot","overinformative","carrot_pink","target",3,4,"avocado_green","distractor",4,2,"banana_blue","distractor",2,3,1,1,0,"purple","","1479311412014","purple","False","False","carrot","pink",0.0828571428571429,"atypical",TRUE,"purple",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"92","3436-e",1479311420719,38,"apple","overinformative-cc","apple_green","target",3,4,"carrot_purple","distractor",2,3,"cup_green","distractor",4,2,1,1,0,"green fruit","","1479311418705","green fruit","True","False","apple","green",0.8672,"typical",TRUE,"green fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"apple",2,FALSE,TRUE,FALSE,FALSE
"93","3436-e",1479311427037,39,"apple","overinformative","apple_green","target",2,4,"tomato_red","distractor",4,3,"carrot_orange","distractor",3,2,1,1,0,"green fruit","","1479311424822","green fruit","True","False","apple","green",0.8672,"typical",TRUE,"green fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"apple",2,FALSE,TRUE,FALSE,FALSE
"94","3436-e",1479311434122,40,"tomato","overinformative-cc","tomato_pink","target",3,2,"cup_pink","distractor",2,3,"carrot_orange","distractor",4,4,1,1,0,"purple veggie","","1479311431774","purple veggie","False","False","tomato","pink",0.0408,"atypical",TRUE,"purple veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"tomato",2,FALSE,FALSE,FALSE,FALSE
"95","3436-e",1479311439921,41,"apple","informative","apple_green","target",2,3,"apple_red","distractor",3,2,"carrot_orange","distractor",4,4,1,1,0,"green","","1479311437534","green","True","False","apple","green",0.8672,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",2,FALSE,TRUE,FALSE,FALSE
"96","3436-e",1479311448275,42,"banana","overinformative-cc","banana_blue","target",2,4,"carrot_pink","distractor",4,2,"cup_blue","distractor",3,3,1,1,0,"blue fruit","","1479311446058","blue fruit","True","False","banana","blue",0.0219230769230769,"atypical",TRUE,"blue fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"97","3436-e",1479311459483,43,"banana","overinformative","banana_yellow","target",2,4,"apple_red","distractor",3,2,"apple_green","distractor",4,3,1,1,0,"yellow fruit","","1479311457198","yellow fruit","True","False","banana","yellow",0.961481481481481,"typical",TRUE,"yellow fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"98","3436-e",1479311465442,44,"avocado","overinformative","avocado_black","target",4,4,"carrot_purple","distractor",2,3,"banana_yellow","distractor",3,2,1,1,0,"black ","","1479311462983","black ","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black ",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",2,FALSE,FALSE,FALSE,FALSE
"99","3436-e",1479311472676,45,"carrot","overinformative-cc","carrot_pink","target",2,2,"banana_blue","distractor",3,4,"cup_pink","distractor",4,3,1,1,0,"purple veggie","","1479311470510","purple veggie","False","False","carrot","pink",0.0828571428571429,"atypical",TRUE,"purple veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"100","3436-e",1479311478515,46,"carrot","overinformative","carrot_purple","target",3,3,"avocado_green","distractor",4,4,"apple_blue","distractor",2,2,1,1,0,"purple","","1479311476510","purple","True","False","carrot","purple",0.08,"atypical",TRUE,"purple",FALSE,FALSE,"color",1,0,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"101","3436-e",1479311486362,47,"apple","overinformative-cc","apple_blue","target",2,2,"carrot_purple","distractor",3,3,"cup_blue","distractor",4,4,1,1,0,"fruit","","1479311483395","fruit","False","False","apple","blue",0.0285185185185185,"atypical",FALSE,"fruit",FALSE,TRUE,"cat",0,0,0,0,1,0,"apple",2,FALSE,TRUE,FALSE,FALSE
"102","3436-e",1479311492037,48,"pear","overinformative","pear_orange","target",3,4,"carrot_pink","distractor",2,3,"banana_brown","distractor",4,2,1,1,0,"orange","","1479311490127","orange","True","False","pear","orange",0.193103448275862,"atypical",TRUE,"orange",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"103","3436-e",1479311498277,49,"tomato","overinformative","tomato_green","target",2,4,"banana_brown","distractor",4,3,"avocado_black","distractor",3,2,1,1,0,"green","","1479311495966","green","True","False","tomato","green",0.513571428571429,"typical",TRUE,"green",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",2,FALSE,FALSE,FALSE,FALSE
"104","3436-e",1479311505882,50,"pear","overinformative","pear_yellow","target",2,3,"tomato_green","distractor",4,4,"apple_green","distractor",3,2,1,1,0,"yellow fruit","","1479311503578","yellow fruit","True","False","pear","yellow",0.766923076923077,"typical",TRUE,"yellow fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"105","3436-e",1479311518558,51,"tomato","overinformative","tomato_pink","target",2,3,"carrot_purple","distractor",4,2,"apple_red","distractor",3,4,1,1,0,"light purple","","1479311515603","light purple","False","False","tomato","pink",0.0408,"atypical",TRUE,"light purple",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",2,FALSE,FALSE,FALSE,FALSE
"106","3436-e",1479311538480,52,"avocado","overinformative-cc","avocado_red","target",4,3,"pear_orange","distractor",3,4,"cup_red","distractor",2,2,1,1,0,"reddish veggie","","1479311535527","reddish veggie","False","False","avocado","red",0.33037037037037,"atypical",TRUE,"reddish veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"avocado",2,FALSE,FALSE,FALSE,FALSE
"107","3436-e",1479311543241,53,"banana","informative","banana_yellow","target",2,3,"banana_blue","distractor",4,4,"apple_red","distractor",3,2,1,1,0,"yellow","","1479311541563","yellow","True","False","banana","yellow",0.961481481481481,"typical",TRUE,"yellow",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"108","3436-e",1479311550319,54,"avocado","overinformative-cc","avocado_black","target",3,4,"tomato_red","distractor",4,3,"cup_black","distractor",2,2,1,1,0,"black veggie","","1479311548368","black veggie","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"avocado",2,FALSE,FALSE,FALSE,FALSE
"109","7473-8",1479311659913,1,"avocado","informative","avocado_green","target",2,3,"banana_brown","distractor",4,2,"avocado_red","distractor",3,4,1,1,0,"select the green avacado","","1479311579632","select the green avacado","True","False","avocado","green",0.863076923076923,"typical",TRUE,"select the green avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",1,FALSE,FALSE,TRUE,FALSE
"110","7473-8",1479311674368,2,"pear","overinformative-cc","pear_yellow","target",4,3,"apple_red","distractor",3,4,"cup_yellow","distractor",2,2,1,1,0,"the yellow pear","","1479311671662","the yellow pear","True","True","pear","yellow",0.766923076923077,"typical",TRUE,"the yellow pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"111","7473-8",1479311680337,3,"avocado","overinformative","avocado_green","target",2,4,"carrot_purple","distractor",3,3,"carrot_orange","distractor",4,2,1,1,0,"avacado","","1479311678758","avacado","False","False","avocado","green",0.863076923076923,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",1,FALSE,FALSE,TRUE,FALSE
"112","7473-8",1479311686008,4,"carrot","overinformative","carrot_pink","target",3,3,"pear_orange","distractor",2,4,"apple_green","distractor",4,2,1,1,0,"carrot","","1479311684472","carrot","False","True","carrot","pink",0.0828571428571429,"atypical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"113","7473-8",1479311691775,5,"avocado","overinformative","avocado_red","target",3,3,"carrot_orange","distractor",2,2,"apple_green","distractor",4,4,1,1,0,"avacado","","1479311689749","avacado","False","False","avocado","red",0.33037037037037,"atypical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",1,FALSE,FALSE,TRUE,FALSE
"114","7473-8",1479311696682,6,"carrot","overinformative-cc","carrot_orange","target",3,2,"cup_orange","distractor",2,4,"apple_red","distractor",4,3,1,1,0,"carrot","","1479311695401","carrot","False","True","carrot","orange",0.952173913043478,"typical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"115","7473-8",1479311701679,7,"banana","overinformative","banana_blue","target",4,2,"avocado_green","distractor",2,4,"carrot_purple","distractor",3,3,1,1,0,"banana","","1479311700559","banana","False","True","banana","blue",0.0219230769230769,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"116","7473-8",1479311707216,8,"apple","informative","apple_green","target",2,3,"pear_orange","distractor",4,4,"apple_blue","distractor",3,2,1,1,0,"green apple","","1479311705739","green apple","True","True","apple","green",0.8672,"typical",TRUE,"green apple",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",1,FALSE,FALSE,FALSE,FALSE
"117","7473-8",1479311714861,9,"tomato","informative","tomato_red","target",3,4,"apple_green","distractor",2,3,"tomato_green","distractor",4,2,1,1,0,"red tomato","","1479311713139","red tomato","True","True","tomato","red",0.92962962962963,"typical",TRUE,"red tomato",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"118","7473-8",1479311719459,10,"banana","overinformative","banana_yellow","target",2,3,"tomato_pink","distractor",3,2,"apple_blue","distractor",4,4,1,1,0,"banana","","1479311718462","banana","False","True","banana","yellow",0.961481481481481,"typical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"119","7473-8",1479311724912,11,"banana","informative","banana_yellow","target",4,3,"tomato_red","distractor",3,4,"banana_blue","distractor",2,2,1,1,0,"yellow banana","","1479311723898","yellow banana","True","True","banana","yellow",0.961481481481481,"typical",TRUE,"yellow bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"120","7473-8",1479311729945,12,"pear","overinformative","pear_green","target",3,2,"apple_blue","distractor",4,4,"banana_brown","distractor",2,3,1,1,0,"pear","","1479311728380","pear","False","True","pear","green",0.869583333333333,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"121","7473-8",1479311734303,13,"banana","overinformative-cc","banana_yellow","target",4,4,"carrot_pink","distractor",3,2,"cup_yellow","distractor",2,3,1,1,0,"banana","","1479311733081","banana","False","True","banana","yellow",0.961481481481481,"typical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"122","7473-8",1479311739326,14,"apple","overinformative","apple_blue","target",4,2,"avocado_green","distractor",2,3,"pear_orange","distractor",3,4,1,1,0,"apple","","1479311737273","apple","False","True","apple","blue",0.0285185185185185,"atypical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",1,FALSE,FALSE,FALSE,FALSE
"123","7473-8",1479311743955,15,"apple","overinformative-cc","apple_green","target",2,2,"tomato_pink","distractor",4,4,"cup_green","distractor",3,3,1,1,0,"apple","","1479311742918","apple","False","True","apple","green",0.8672,"typical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",1,FALSE,FALSE,FALSE,FALSE
"124","7473-8",1479311747777,16,"carrot","overinformative","carrot_purple","target",2,2,"avocado_red","distractor",4,4,"apple_blue","distractor",3,3,1,1,0,"carrot","","1479311746662","carrot","False","True","carrot","purple",0.08,"atypical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"125","7473-8",1479311752790,17,"avocado","overinformative-cc","avocado_red","target",4,4,"pear_orange","distractor",3,2,"cup_red","distractor",2,3,1,1,0,"avacado","","1479311751330","avacado","False","False","avocado","red",0.33037037037037,"atypical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",1,FALSE,FALSE,TRUE,FALSE
"126","7473-8",1479311760172,18,"pear","informative","pear_yellow","target",2,3,"pear_green","distractor",4,2,"avocado_green","distractor",3,4,1,1,0,"yellow pear","","1479311758059","yellow pear","True","True","pear","yellow",0.766923076923077,"typical",TRUE,"yellow pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"127","7473-8",1479311764897,19,"carrot","informative","carrot_purple","target",2,3,"pear_yellow","distractor",4,2,"carrot_orange","distractor",3,4,1,1,0,"purple carrot","","1479311763837","purple carrot","True","True","carrot","purple",0.08,"atypical",TRUE,"purple carrot",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"128","7473-8",1479311768987,20,"tomato","overinformative","tomato_red","target",3,3,"banana_blue","distractor",4,2,"carrot_orange","distractor",2,4,1,1,0,"tomato","","1479311767865","tomato","False","True","tomato","red",0.92962962962963,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"129","7473-8",1479311774260,21,"tomato","overinformative-cc","tomato_pink","target",2,2,"banana_yellow","distractor",4,3,"cup_pink","distractor",3,4,1,1,0,"toato","","1479311772135","toato","False","False","tomato","pink",0.0408,"atypical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"130","7473-8",1479311779062,22,"banana","overinformative-cc","banana_blue","target",2,4,"avocado_red","distractor",3,3,"cup_blue","distractor",4,2,1,1,0,"banana","","1479311777679","banana","False","True","banana","blue",0.0219230769230769,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"131","7473-8",1479311782901,23,"pear","overinformative-cc","pear_green","target",3,2,"tomato_pink","distractor",4,4,"cup_green","distractor",2,3,1,1,0,"pear","","1479311781768","pear","False","True","pear","green",0.869583333333333,"typical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"132","7473-8",1479311786915,24,"pear","overinformative-cc","pear_orange","target",4,4,"avocado_red","distractor",3,3,"cup_orange","distractor",2,2,1,1,0,"pear","","1479311785469","pear","False","True","pear","orange",0.193103448275862,"atypical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"133","7473-8",1479311793813,25,"pear","informative","pear_green","target",2,3,"pear_orange","distractor",3,4,"tomato_pink","distractor",4,2,1,1,0,"green pear","","1479311792327","green pear","True","True","pear","green",0.869583333333333,"typical",TRUE,"green pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"134","7473-8",1479311798353,26,"apple","overinformative-cc","apple_red","target",3,4,"cup_red","distractor",4,2,"pear_orange","distractor",2,3,1,1,0,"apple","","1479311796840","apple","False","True","apple","red",0.919259259259259,"typical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",1,FALSE,FALSE,FALSE,FALSE
"135","7473-8",1479311803247,27,"tomato","overinformative-cc","tomato_green","target",3,2,"carrot_pink","distractor",2,3,"cup_green","distractor",4,4,1,1,0,"tomato","","1479311801771","tomato","False","True","tomato","green",0.513571428571429,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"136","7473-8",1479311808314,28,"tomato","informative","tomato_pink","target",3,2,"banana_blue","distractor",2,4,"tomato_red","distractor",4,3,1,1,0,"purple tomato","","1479311807070","purple tomato","False","True","tomato","pink",0.0408,"atypical",TRUE,"purple tomato",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"tomato",2,FALSE,FALSE,FALSE,FALSE
"137","7473-8",1479311815119,29,"avocado","informative","avocado_red","target",3,2,"avocado_green","distractor",2,4,"banana_blue","distractor",4,3,1,1,0,"red avacado","","1479311813653","red avacado","True","False","avocado","red",0.33037037037037,"atypical",TRUE,"red avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",2,FALSE,FALSE,TRUE,FALSE
"138","7473-8",1479311819816,30,"avocado","overinformative-cc","avocado_green","target",3,3,"cup_green","distractor",4,4,"apple_blue","distractor",2,2,1,1,0,"avacado","","1479311818459","avacado","False","False","avocado","green",0.863076923076923,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",2,FALSE,FALSE,TRUE,FALSE
"139","7473-8",1479311825276,31,"banana","informative","banana_blue","target",4,2,"banana_yellow","distractor",2,3,"tomato_green","distractor",3,4,1,1,0,"blue banana","","1479311824093","blue banana","True","True","banana","blue",0.0219230769230769,"atypical",TRUE,"blue bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"140","7473-8",1479311831678,32,"avocado","overinformative","avocado_black","target",3,3,"apple_red","distractor",4,2,"carrot_pink","distractor",2,4,1,1,0,"avacado","","1479311830192","avacado","False","False","avocado","black",0.556666666666667,"typical",FALSE,"avocado",TRUE,FALSE,"type",0,0,1,0,0,0,"avocado",2,FALSE,FALSE,TRUE,FALSE
"141","7473-8",1479311838506,33,"avocado","informative","avocado_black","target",4,4,"avocado_green","distractor",2,3,"tomato_red","distractor",3,2,1,1,0,"black avacado","","1479311837281","black avacado","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",2,FALSE,FALSE,TRUE,FALSE
"142","7473-8",1479311844136,34,"carrot","overinformative-cc","carrot_pink","target",2,3,"cup_pink","distractor",4,2,"banana_brown","distractor",3,4,1,1,0,"carrot","","1479311843043","carrot","False","True","carrot","pink",0.0828571428571429,"atypical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"143","7473-8",1479311848819,35,"tomato","overinformative","tomato_green","target",4,4,"avocado_black","distractor",2,2,"avocado_red","distractor",3,3,1,1,0,"tomato","","1479311847427","tomato","False","True","tomato","green",0.513571428571429,"typical",FALSE,"tomato",TRUE,FALSE,"type",0,0,1,0,0,0,"tomato",2,FALSE,FALSE,FALSE,FALSE
"144","7473-8",1479311852919,36,"banana","overinformative-cc","banana_brown","target",4,4,"apple_blue","distractor",2,2,"cup_brown","distractor",3,3,1,1,0,"banana","","1479311851710","banana","False","True","banana","brown",0.2796,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"145","7473-8",1479311858782,37,"apple","informative","apple_blue","target",2,3,"banana_brown","distractor",4,2,"apple_green","distractor",3,4,1,1,0,"blue apple","","1479311857689","blue apple","True","True","apple","blue",0.0285185185185185,"atypical",TRUE,"blue apple",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",2,FALSE,FALSE,FALSE,FALSE
"146","7473-8",1479311862614,38,"carrot","overinformative","carrot_orange","target",2,3,"banana_brown","distractor",4,4,"avocado_red","distractor",3,2,1,1,0,"carrot","","1479311861645","carrot","False","True","carrot","orange",0.952173913043478,"typical",FALSE,"carrot",TRUE,FALSE,"type",0,0,1,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"147","7473-8",1479311866561,39,"pear","overinformative","pear_orange","target",4,4,"carrot_pink","distractor",2,2,"banana_yellow","distractor",3,3,1,1,0,"pear","","1479311865286","pear","False","True","pear","orange",0.193103448275862,"atypical",FALSE,"pear",TRUE,FALSE,"type",0,0,1,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"148","7473-8",1479311873471,40,"pear","informative","pear_orange","target",4,4,"pear_yellow","distractor",3,3,"tomato_pink","distractor",2,2,1,1,0,"orange pear","","1479311872173","orange pear","True","True","pear","orange",0.193103448275862,"atypical",TRUE,"orange pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"149","7473-8",1479311877885,41,"banana","overinformative","banana_brown","target",2,4,"pear_orange","distractor",3,3,"avocado_green","distractor",4,2,1,1,0,"banana","","1479311876628","banana","False","True","banana","brown",0.2796,"atypical",FALSE,"bananaa",TRUE,FALSE,"type",0,0,1,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"150","7473-8",1479311881628,42,"apple","overinformative-cc","apple_blue","target",2,3,"avocado_red","distractor",3,4,"cup_blue","distractor",4,2,1,1,0,"apple","","1479311880513","apple","False","True","apple","blue",0.0285185185185185,"atypical",FALSE,"apple",TRUE,FALSE,"type",0,0,1,0,0,0,"apple",2,FALSE,FALSE,FALSE,FALSE
