"","gameid","time","roundNum","trialType","context","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","colorMentioned","typeMentioned","clickedType","clickedColor","NormedTypicality","binaryTypicality","ColorMentioned","CleanedResponse","ItemMentioned","CatMentioned","UtteranceType","Color","ColorAndType","Type","ColorAndCat","Cat","Other","Item","Half","firstTrial1","firstTrial2","firstTrial3","firstTrial4"
"27","1267-7",1479309688510,27,"apple","overinformative-cc","apple_red","target",2,2,"cup_red","distractor",4,3,"carrot_pink","distractor",3,4,1,1,0,"red apple","","1479309687657","red apple","True","True","apple","red",0.919259259259259,"typical",TRUE,"red apple",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",1,FALSE,FALSE,FALSE,FALSE
"28","1267-7",1479309694671,28,"avocado","overinformative","avocado_black","target",2,2,"pear_green","distractor",3,4,"apple_blue","distractor",4,3,1,1,0,"black avacado","","1479309693602","black avacado","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",2,FALSE,FALSE,FALSE,FALSE
"29","1267-7",1479309700983,29,"carrot","overinformative-cc","carrot_pink","target",2,3,"banana_brown","distractor",4,2,"cup_pink","distractor",3,4,1,1,0,"purple carrot","","1479309698416","purple carrot","False","True","carrot","pink",0.0828571428571429,"atypical",TRUE,"purple carrot",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"30","1267-7",1479309705925,30,"banana","overinformative-cc","banana_blue","target",3,2,"carrot_orange","distractor",4,4,"cup_blue","distractor",2,3,1,1,0,"blue banana","","1479309704971","blue banana","True","True","banana","blue",0.0219230769230769,"atypical",TRUE,"blue bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"31","1267-7",1479309710052,31,"apple","overinformative","apple_red","target",2,2,"tomato_pink","distractor",4,4,"banana_brown","distractor",3,3,1,1,0,"red apple","","1479309708933","red apple","True","True","apple","red",0.919259259259259,"typical",TRUE,"red apple",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",2,FALSE,FALSE,FALSE,FALSE
"32","1267-7",1479309714807,32,"pear","informative","pear_orange","target",3,4,"banana_blue","distractor",2,2,"pear_yellow","distractor",4,3,1,1,0,"orange pear","","1479309713641","orange pear","True","True","pear","orange",0.193103448275862,"atypical",TRUE,"orange pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"33","1267-7",1479309720748,33,"tomato","overinformative-cc","tomato_pink","target",3,4,"cup_pink","distractor",2,2,"banana_yellow","distractor",4,3,1,1,0,"purple tomato","","1479309719097","purple tomato","False","True","tomato","pink",0.0408,"atypical",TRUE,"purple tomato",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"tomato",2,TRUE,FALSE,FALSE,FALSE
"34","1267-7",1479309726037,34,"pear","informative","pear_green","target",4,2,"pear_orange","distractor",2,3,"avocado_black","distractor",3,4,1,1,0,"green pear","","1479309725019","green pear","True","True","pear","green",0.869583333333333,"typical",TRUE,"green pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"35","1267-7",1479309731301,35,"pear","overinformative-cc","pear_green","target",4,3,"apple_red","distractor",3,4,"cup_green","distractor",2,2,1,1,0,"green pear","","1479309730163","green pear","True","True","pear","green",0.869583333333333,"typical",TRUE,"green pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"36","1267-7",1479309736965,36,"pear","informative","pear_yellow","target",4,4,"tomato_pink","distractor",3,3,"pear_green","distractor",2,2,1,1,0,"yellow pear","","1479309735818","yellow pear","True","True","pear","yellow",0.766923076923077,"typical",TRUE,"yellow pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"37","1267-7",1479309741676,37,"carrot","overinformative-cc","carrot_orange","target",4,3,"cup_orange","distractor",3,2,"banana_brown","distractor",2,4,1,1,0,"orange carrot","","1479309740809","orange carrot","True","True","carrot","orange",0.952173913043478,"typical",TRUE,"orange carrot",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"38","1267-7",1479309746718,38,"carrot","informative","carrot_pink","target",3,4,"banana_yellow","distractor",4,2,"carrot_orange","distractor",2,3,1,1,0,"purple carrot","","1479309745583","purple carrot","False","True","carrot","pink",0.0828571428571429,"atypical",TRUE,"purple carrot",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"39","1267-7",1479309751372,39,"banana","informative","banana_blue","target",3,2,"avocado_green","distractor",2,4,"banana_brown","distractor",4,3,1,1,0,"blue banana","","1479309750035","blue banana","True","True","banana","blue",0.0219230769230769,"atypical",TRUE,"blue bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"40","1267-7",1479309756980,40,"banana","overinformative-cc","banana_brown","target",2,4,"tomato_green","distractor",4,3,"cup_brown","distractor",3,2,1,1,0,"brown banana","","1479309755684","brown banana","True","True","banana","brown",0.2796,"atypical",TRUE,"brown bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"41","1267-7",1479309761902,41,"banana","overinformative-cc","banana_yellow","target",2,4,"tomato_green","distractor",4,3,"cup_yellow","distractor",3,2,1,1,0,"yellow banana","","1479309760989","yellow banana","True","True","banana","yellow",0.961481481481481,"typical",TRUE,"yellow bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"42","1267-7",1479309766715,42,"carrot","informative","carrot_orange","target",4,2,"carrot_purple","distractor",2,4,"avocado_black","distractor",3,3,1,1,0,"orange carrot","","1479309765447","orange carrot","True","True","carrot","orange",0.952173913043478,"typical",TRUE,"orange carrot",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"43","1267-7",1479309771924,43,"avocado","informative","avocado_black","target",3,2,"avocado_green","distractor",2,3,"apple_green","distractor",4,4,1,1,0,"black avacado","","1479309771085","black avacado","True","False","avocado","black",0.556666666666667,"typical",TRUE,"black avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",2,FALSE,FALSE,FALSE,FALSE
"44","1267-7",1479309777836,44,"pear","overinformative","pear_yellow","target",4,3,"tomato_red","distractor",2,4,"carrot_purple","distractor",3,2,1,1,0,"yellow pear","","1479309776781","yellow pear","True","True","pear","yellow",0.766923076923077,"typical",TRUE,"yellow pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"45","1267-7",1479309783178,45,"tomato","overinformative","tomato_pink","target",2,4,"apple_red","distractor",4,2,"banana_blue","distractor",3,3,1,1,0,"purple tomato","","1479309781725","purple tomato","False","True","tomato","pink",0.0408,"atypical",TRUE,"purple tomato",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"tomato",2,TRUE,FALSE,FALSE,FALSE
"46","1267-7",1479309788081,46,"banana","informative","banana_yellow","target",4,2,"avocado_red","distractor",2,4,"banana_brown","distractor",3,3,1,1,0,"yellow banana","","1479309787257","yellow banana","True","True","banana","yellow",0.961481481481481,"typical",TRUE,"yellow bananaa",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"banana",2,FALSE,FALSE,FALSE,FALSE
"47","1267-7",1479309792882,47,"tomato","informative","tomato_pink","target",2,4,"banana_brown","distractor",4,3,"tomato_green","distractor",3,2,1,1,0,"purple tomato","","1479309791823","purple tomato","False","True","tomato","pink",0.0408,"atypical",TRUE,"purple tomato",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"tomato",2,TRUE,FALSE,FALSE,FALSE
"48","1267-7",1479309797471,48,"apple","informative","apple_red","target",4,2,"apple_green","distractor",3,4,"pear_yellow","distractor",2,3,1,1,0,"red apple","","1479309796288","red apple","True","True","apple","red",0.919259259259259,"typical",TRUE,"red apple",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",2,FALSE,FALSE,FALSE,FALSE
"49","1267-7",1479309802937,49,"avocado","informative","avocado_red","target",3,3,"tomato_green","distractor",4,4,"avocado_black","distractor",2,2,1,1,0,"red avacadfo","","1479309801895","red avacadfo","True","False","avocado","red",0.33037037037037,"atypical",TRUE,"red avocado",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"avocado",2,FALSE,FALSE,FALSE,FALSE
"50","1267-7",1479309808352,50,"apple","overinformative-cc","apple_green","target",3,2,"cup_green","distractor",2,4,"carrot_pink","distractor",4,3,1,1,0,"green apple","","1479309807238","green apple","True","True","apple","green",0.8672,"typical",TRUE,"green apple",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",2,FALSE,FALSE,FALSE,FALSE
"51","1267-7",1479309812921,51,"apple","informative","apple_green","target",2,4,"apple_blue","distractor",4,3,"carrot_orange","distractor",3,2,1,1,0,"green apple","","1479309811863","green apple","True","True","apple","green",0.8672,"typical",TRUE,"green apple",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"apple",2,FALSE,FALSE,FALSE,FALSE
"52","1267-7",1479309818003,52,"pear","overinformative-cc","pear_orange","target",4,3,"banana_brown","distractor",2,4,"cup_orange","distractor",3,2,1,1,0,"orange pear","","1479309816806","orange pear","True","True","pear","orange",0.193103448275862,"atypical",TRUE,"orange pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"53","1267-7",1479309822888,53,"pear","overinformative","pear_green","target",2,4,"carrot_pink","distractor",3,2,"avocado_black","distractor",4,3,1,1,0,"green pear","","1479309821969","green pear","True","True","pear","green",0.869583333333333,"typical",TRUE,"green pear",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"pear",2,FALSE,FALSE,FALSE,FALSE
"54","1267-7",1479309828349,54,"carrot","overinformative","carrot_orange","target",4,4,"tomato_pink","distractor",2,3,"tomato_green","distractor",3,2,1,1,0,"orange carrot","","1479309827296","orange carrot","True","True","carrot","orange",0.952173913043478,"typical",TRUE,"orange carrot",TRUE,FALSE,"color_and_type",0,1,0,0,0,0,"carrot",2,FALSE,FALSE,FALSE,FALSE
"55","3436-e",1479311129719,1,"apple","overinformative","apple_blue","target",3,2,"banana_yellow","distractor",4,4,"avocado_black","distractor",2,3,1,1,0,"It is blue","","1479311126970","It is blue","True","False","apple","blue",0.0285185185185185,"atypical",TRUE,"It is blue",FALSE,FALSE,"color",1,0,0,0,0,0,"apple",1,FALSE,TRUE,FALSE,FALSE
"56","3436-e",1479311140357,2,"tomato","informative","tomato_green","target",3,4,"tomato_red","distractor",2,3,"banana_brown","distractor",4,2,1,1,0,"It is green","","1479311138154","It is green","True","False","tomato","green",0.513571428571429,"typical",TRUE,"It is green",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"57","3436-e",1479311146715,3,"tomato","informative","tomato_red","target",4,4,"pear_green","distractor",3,2,"tomato_pink","distractor",2,3,1,1,0,"It is red","","1479311144799","It is red","True","False","tomato","red",0.92962962962963,"typical",TRUE,"It is red",FALSE,FALSE,"color",1,0,0,0,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"58","3436-e",1479311155200,4,"tomato","overinformative-cc","tomato_green","target",3,4,"cup_green","distractor",4,3,"avocado_black","distractor",2,2,1,1,0,"green fruit","","1479311152320","green fruit","True","False","tomato","green",0.513571428571429,"typical",TRUE,"green fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"59","3436-e",1479311162755,5,"pear","overinformative-cc","pear_green","target",4,4,"cup_green","distractor",3,3,"tomato_pink","distractor",2,2,1,1,0,"green fruit","","1479311160092","green fruit","True","False","pear","green",0.869583333333333,"typical",TRUE,"green fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"60","3436-e",1479311171719,6,"carrot","overinformative-cc","carrot_orange","target",2,2,"cup_orange","distractor",4,3,"apple_blue","distractor",3,4,1,1,0,"orange veggie","","1479311169365","orange veggie","True","False","carrot","orange",0.952173913043478,"typical",TRUE,"orange veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"61","3436-e",1479311183437,7,"carrot","informative","carrot_pink","target",4,3,"banana_brown","distractor",2,4,"carrot_purple","distractor",3,2,1,1,0,"light purple veggie","","1479311180467","light purple veggie","False","False","carrot","pink",0.0828571428571429,"atypical",TRUE,"light purple veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"62","3436-e",1479311194560,8,"carrot","informative","carrot_purple","target",2,2,"carrot_orange","distractor",4,3,"tomato_green","distractor",3,4,1,1,0,"purple veggie","","1479311192605","purple veggie","True","False","carrot","purple",0.08,"atypical",TRUE,"purple veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"63","3436-e",1479311202599,9,"avocado","informative","avocado_red","target",3,4,"avocado_black","distractor",2,3,"pear_green","distractor",4,2,1,1,0,"red ","","1479311199949","red ","True","False","avocado","red",0.33037037037037,"atypical",TRUE,"red ",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",1,FALSE,FALSE,FALSE,FALSE
"64","3436-e",1479311210240,10,"carrot","overinformative-cc","carrot_purple","target",2,4,"cup_purple","distractor",4,3,"pear_green","distractor",3,2,1,1,0,"purple veggie","","1479311208227","purple veggie","True","False","carrot","purple",0.08,"atypical",TRUE,"purple veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"carrot",1,FALSE,FALSE,FALSE,FALSE
"65","3436-e",1479311216957,11,"avocado","informative","avocado_green","target",4,2,"avocado_red","distractor",2,4,"pear_yellow","distractor",3,3,1,1,0,"green ","","1479311214336","green ","True","False","avocado","green",0.863076923076923,"typical",TRUE,"green ",FALSE,FALSE,"color",1,0,0,0,0,0,"avocado",1,FALSE,FALSE,FALSE,FALSE
"66","3436-e",1479311226317,12,"banana","overinformative-cc","banana_yellow","target",3,3,"cup_yellow","distractor",4,2,"carrot_orange","distractor",2,4,1,1,0,"yellow fruit","","1479311224117","yellow fruit","True","False","banana","yellow",0.961481481481481,"typical",TRUE,"yellow fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"67","3436-e",1479311239721,13,"pear","informative","pear_yellow","target",3,2,"pear_green","distractor",4,4,"tomato_pink","distractor",2,3,1,1,0,"yellow NOT GREEN fruit","","1479311236421","yellow NOT GREEN fruit","True","False","pear","yellow",0.766923076923077,"typical",TRUE,"yellow NOT GREEN fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"68","3436-e",1479311246802,14,"avocado","overinformative","avocado_green","target",4,2,"carrot_orange","distractor",2,4,"banana_brown","distractor",3,3,1,1,0,"green veggie","","1479311244360","green veggie","True","False","avocado","green",0.863076923076923,"typical",TRUE,"green veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"avocado",1,FALSE,FALSE,FALSE,FALSE
"69","3436-e",1479311253722,15,"pear","informative","pear_green","target",4,3,"tomato_red","distractor",3,2,"pear_orange","distractor",2,4,1,1,0,"green ","","1479311251809","green ","True","False","pear","green",0.869583333333333,"typical",TRUE,"green ",FALSE,FALSE,"color",1,0,0,0,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"70","3436-e",1479311262755,16,"tomato","overinformative-cc","tomato_red","target",2,2,"cup_red","distractor",4,3,"carrot_pink","distractor",3,4,1,1,0,"red veggie","","1479311260996","red veggie","True","False","tomato","red",0.92962962962963,"typical",TRUE,"red veggie",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"tomato",1,FALSE,FALSE,FALSE,FALSE
"71","3436-e",1479311269919,17,"banana","overinformative-cc","banana_brown","target",3,4,"cup_brown","distractor",4,2,"tomato_pink","distractor",2,3,1,1,0,"brown fruit","","1479311267887","brown fruit","True","False","banana","brown",0.2796,"atypical",TRUE,"brown fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
"72","3436-e",1479311281843,18,"pear","informative","pear_orange","target",4,3,"tomato_pink","distractor",3,2,"pear_green","distractor",2,4,1,1,0,"reddish orange fruit","","1479311279228","reddish orange fruit","True","False","pear","orange",0.193103448275862,"atypical",TRUE,"reddish orange fruit",FALSE,TRUE,"color_and_cat",0,0,0,1,0,0,"pear",1,FALSE,FALSE,FALSE,FALSE
"73","3436-e",1479311307640,19,"banana","overinformative","banana_brown","target",2,4,"carrot_purple","distractor",3,2,"pear_orange","distractor",4,3,1,1,0,"brown","","1479311305511","brown","True","False","banana","brown",0.2796,"atypical",TRUE,"brown",FALSE,FALSE,"color",1,0,0,0,0,0,"banana",1,FALSE,FALSE,FALSE,FALSE
