gameid, time, roundNum, condition, nameClickedObj, targetStatusClickedObj,correct, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs ,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superclassMentioned,utteranceContracted,oneOrThingOrObjectMentioned,TheMentioned,clickedType,clickedSize,clickedColor,colorPrenominal,sizePrenominal,notes
3075-1,1.44769E+12,12,filler,lobster,target,1,1,1,carrot,distractor,3,3,pumpkin,distractor,2,2,1,1,0,seafood,,1.44769E+12,seafood,FALSE,FALSE,FALSE,,TRUE,,,,lobster,NA,NA,,,
3075-1,1.44769E+12,13,filler,sheep,target,1,2,3,tennisball,distractor,3,1,football,distractor,1,2,1,1,0,mammal,,1.44769E+12,mammal,FALSE,FALSE,FALSE,,TRUE,,,,sheep,NA,NA,,,
3075-1,1.44769E+12,14,colorOnly,small_brown_jacket,target,1,1,2,small_green_jacket,distractor,2,1,big_green_jacket,distractor,3,3,1,1,0,brown,,1.44769E+12,brown,FALSE,TRUE,FALSE,,,,,,jacket,small,brown,,,
3075-1,1.44769E+12,15,filler,grapefruit,target,1,1,2,cherries,distractor,2,3,violin,distractor,3,1,1,1,0,red with orange border,,1.44769E+12,red with orange border,FALSE,TRUE,FALSE,,,,,,grapefruit,NA,NA,,,
3075-1,1.44769E+12,16,sizeOnly,big_green_pepper,target,1,3,2,small_red_pepper,distractor,2,1,small_green_pepper,distractor,1,3,1,1,0,big green,,1.44769E+12,big green,TRUE,TRUE,FALSE,,,,,,pepper,big,green,,,
3075-1,1.44769E+12,17,filler,teddybear,target,1,1,1,crocodile,distractor,3,2,garbagecan,distractor,2,3,1,1,0,stuffed or cotton,,1.44769E+12,stuffed or cotton,FALSE,FALSE,FALSE,TRUE,,,,,teddybear,NA,NA,,,
3075-1,1.44769E+12,18,filler,cactus,target,1,3,2,toilet,distractor,1,1,garbagecan,distractor,2,3,1,1,0,prickly,,1.44769E+12,prickly,FALSE,FALSE,FALSE,TRUE,,,,,cactus,NA,NA,,,
3075-1,1.44769E+12,19,filler,television,target,1,3,2,carrot,distractor,2,1,football,distractor,1,3,2,2,0,something you watch___technology,,1447690438355___1447690443146,something you watch,FALSE,FALSE,FALSE,TRUE,,,,,television,NA,NA,,,
3075-1,1.44769E+12,20,filler,carrot,target,1,3,1,clarinet,distractor,1,3,hotdog,distractor,2,2,1,1,0,vegetable,,1.44769E+12,vegetable,FALSE,FALSE,FALSE,,TRUE,,,,carrot,NA,NA,,,
3075-1,1.44769E+12,21,colorOnly,small_red_bucket,target,1,1,2,small_pink_bucket,distractor,3,1,big_pink_bucket,distractor,2,3,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,bucket,small,red,,,
3075-1,1.44769E+12,22,filler,snowflake,target,1,1,2,dresser,distractor,2,1,horse,distractor,3,3,2,2,0,drawing___cold,,1447690463969___1447690468791,drawing,FALSE,FALSE,FALSE,TRUE,,,,,snowflake,NA,NA,,,
3075-1,1.44769E+12,23,filler,tooth,target,1,1,2,camera,distractor,2,3,fox,distractor,3,1,1,1,0,dentist,,1.44769E+12,dentist,FALSE,FALSE,FALSE,TRUE,,,,,tooth,NA,NA,,,
3075-1,1.44769E+12,24,filler,sheep,target,1,3,2,smokedetector,distractor,1,3,flamingo,distractor,2,1,2,2,0,wool___farm animal,,1447690491065___1447690501006,wool,FALSE,FALSE,FALSE,TRUE,TRUE,,,,sheep,NA,NA,,,
3075-1,1.44769E+12,25,filler,raspberry,target,1,3,2,strawberry,distractor,2,3,banana,distractor,1,1,1,1,0,red fruit with an opening,,1.44769E+12,red fruit with an opening,FALSE,TRUE,FALSE,TRUE,TRUE,,,,raspberry,NA,NA,,,
3075-1,1.44769E+12,26,filler,broccoli,target,1,1,2,tophat,distractor,2,1,football,distractor,3,3,2,2,0,vegetable___green,,1447690530714___1447690539545,vegetable,FALSE,TRUE,FALSE,,TRUE,,,,broccoli,NA,NA,,,
3075-1,1.44769E+12,27,filler,piano,target,1,1,1,bear,distractor,2,2,tophat,distractor,3,3,1,1,0,music,,1.44769E+12,music,FALSE,FALSE,FALSE,TRUE,,,,,piano,NA,NA,,,
3075-1,1.44769E+12,28,filler,raspberry,target,1,1,3,garlic,distractor,2,2,mailbox,distractor,3,1,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,raspberry,NA,NA,,,
3075-1,1.44769E+12,29,filler,garlic,target,1,1,2,santahat,distractor,3,3,toilet,distractor,2,1,1,1,0,vegetable,,1.44769E+12,vegetable,FALSE,FALSE,FALSE,,TRUE,,,,garlic,NA,NA,,,
3075-1,1.44769E+12,30,filler,fireextinguisher,target,1,1,3,kitten,distractor,2,2,television,distractor,3,1,1,1,0,fire safety,,1.44769E+12,fire safety,FALSE,FALSE,FALSE,,TRUE,,,,fireextinguisher,NA,NA,,,
3075-1,1.44769E+12,31,colorOnly,small_blue_rug,target,1,3,2,small_purple_rug,distractor,1,3,big_purple_rug,distractor,2,1,1,1,0,blue,,1.44769E+12,blue,FALSE,TRUE,FALSE,,,,,,rug,small,blue,,,
3075-1,1.44769E+12,32,colorAndSize,small_green_avocado,target,1,1,1,big_black_avocado,distractor,3,3,big_black_avocado,distractor,2,2,1,1,0,green,,1.44769E+12,green,FALSE,TRUE,FALSE,,,,,,avocado,small,green,,,
3075-1,1.44769E+12,33,filler,lobster,target,1,2,1,smokedetector,distractor,3,2,iguana,distractor,1,3,1,1,0,seafood,,1.44769E+12,seafood,FALSE,FALSE,FALSE,,TRUE,,,,lobster,NA,NA,,,
3075-1,1.44769E+12,34,filler,snowflake,target,1,1,2,rhinoceros,distractor,2,1,kiwi,distractor,3,3,1,1,0,cold,,,,,,,TRUE,,,,,,,,,,
3075-1,1.44769E+12,35,colorAndSize,small_white_weddingcake,target,1,1,3,big_pink_weddingcake,distractor,2,1,big_pink_weddingcake,distractor,3,2,1,1,0,white icing,,1.44769E+12,white icing,FALSE,TRUE,FALSE,TRUE,,,,,weddingcake,small,white,,,
3075-1,1.44769E+12,36,colorAndSize,big_black_comb,target,1,1,2,small_blue_comb,distractor,2,3,small_blue_comb,distractor,3,1,1,1,0,black(whole thing),,1.44769E+12,black(whole thing),FALSE,TRUE,FALSE,,,,,,comb,big,black,,,
3075-1,1.44769E+12,37,colorOnly,big_pink_teacup,target,1,3,1,big_white_teacup,distractor,1,3,small_white_teacup,distractor,2,2,1,1,0,pink,,1.44769E+12,pink,FALSE,TRUE,FALSE,,,,,,teacup,big,pink,,,
3075-1,1.44769E+12,38,sizeOnly,small_black_belt,target,1,2,3,big_black_belt,distractor,1,2,big_brown_belt,distractor,3,1,1,1,0,smallest black,,1.44769E+12,smallest black,TRUE,TRUE,FALSE,,,,,,belt,small,black,,,
3075-1,1.44769E+12,39,filler,coconut,target,1,3,1,clarinet,distractor,2,3,ketchup,distractor,1,2,1,1,0,brown,,1.44769E+12,brown,FALSE,TRUE,FALSE,,,,,,coconut,NA,NA,,,
3075-1,1.44769E+12,40,filler,bison,target,1,1,3,lion,distractor,3,2,horse,distractor,2,1,1,1,0,heaviest,,1.44769E+12,heaviest,FALSE,FALSE,FALSE,TRUE,,,,,bison,NA,NA,,,
3075-1,1.44769E+12,41,filler,watermelon,target,1,1,3,pumpkin,distractor,3,1,elephant,distractor,2,2,1,1,0,fruit,,,,,,,,TRUE,,,,,,,,,
3075-1,1.44769E+12,42,filler,horse,target,1,3,3,strawberry,distractor,1,2,grapefruit,distractor,2,1,1,1,0,mammal,,1.44769E+12,mammal,FALSE,FALSE,FALSE,,TRUE,,,,horse,NA,NA,,,
3075-1,1.44769E+12,43,sizeOnly,small_purple_stapler,target,1,1,3,big_purple_stapler,distractor,3,1,big_red_stapler,distractor,2,2,1,1,0,small purple,,1.44769E+12,small purple,TRUE,TRUE,FALSE,,,,,,stapler,small,purple,,,
3075-1,1.44769E+12,44,filler,kiwi,target,1,3,3,piano,distractor,1,1,flamingo,distractor,2,2,1,1,0,fruit,,1.44769E+12,fruit,FALSE,FALSE,FALSE,,TRUE,,,,kiwi,NA,NA,,,
3075-1,1.44769E+12,45,filler,firetruck,target,1,3,2,pumpkin,distractor,2,1,grapefruit,distractor,1,3,1,1,0,fire transportation,,1.44769E+12,fire transportation,FALSE,FALSE,FALSE,,TRUE,,,,firetruck,NA,NA,,,
3075-1,1.44769E+12,46,sizeOnly,big_blue_candle,target,1,3,2,small_blue_candle,distractor,2,3,small_red_candle,distractor,1,1,1,1,0,big purple,,1.44769E+12,big purple,TRUE,TRUE,FALSE,,,,,,candle,big,blue,,,
3075-1,1.44769E+12,47,sizeOnly,small_pink_golfball,target,1,2,2,big_pink_golfball,distractor,1,3,big_blue_golfball,distractor,3,1,1,1,0,small pink,,1.44769E+12,small pink,TRUE,TRUE,FALSE,,,,,,golfball,small,pink,,,
3075-1,1.44769E+12,48,colorOnly,big_purple_coathanger,target,1,3,1,small_orange_coathanger,distractor,2,2,big_orange_coathanger,distractor,1,3,1,1,0,purpl,,1.44769E+12,purpl,FALSE,TRUE,FALSE,,,,,,coathanger,big,purple,,,
3075-1,1.44769E+12,49,filler,tomato,target,1,1,3,teddybear,distractor,3,1,cherries,distractor,2,2,1,1,0,vegetable,,1.44769E+12,vegetable,FALSE,FALSE,FALSE,,TRUE,,,,tomato,NA,NA,,,
3075-1,1.44769E+12,50,filler,clarinet,target,1,2,2,basketball,distractor,3,1,bison,distractor,1,3,2,2,0,music___music instrument,,1447690734250___1447690749574,music,FALSE,FALSE,FALSE,TRUE,TRUE,,,,clarinet,NA,NA,,,
3075-1,1.44769E+12,51,filler,camera,target,1,3,2,ketchup,distractor,1,1,iguana,distractor,2,3,1,1,0,picture,,1.44769E+12,picture,FALSE,FALSE,FALSE,TRUE,,,,,camera,NA,NA,,,
3075-1,1.44769E+12,52,filler,gloves,target,1,2,1,cactus,distractor,3,3,binoculars,distractor,1,2,1,1,0,purple,,1.44769E+12,purple,FALSE,TRUE,FALSE,,,,,,gloves,NA,NA,,,
3075-1,1.44769E+12,53,colorAndSize,small_red_tack,target,1,3,1,big_blue_tack,distractor,2,3,big_blue_tack,distractor,1,2,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,tack,small,red,,,
3075-1,1.44769E+12,54,filler,broccoli,target,1,2,2,tennisball,distractor,1,3,cherries,distractor,3,1,2,2,0,vegetable___green,,1447690791138___1447690798029,vegetable,FALSE,TRUE,FALSE,,TRUE,,,,broccoli,NA,NA,,,
3075-1,1.44769E+12,55,filler,chick,target,1,1,1,broccoli,distractor,3,2,ketchup,distractor,2,3,1,1,0,bird,,1.44769E+12,bird,FALSE,FALSE,FALSE,,TRUE,,,,chick,NA,NA,,,
3075-1,1.44769E+12,56,filler,tooth,target,1,2,3,football,distractor,3,1,crocodile,distractor,1,2,1,1,0,dentist,,1.44769E+12,dentist,FALSE,FALSE,FALSE,TRUE,,,,,tooth,NA,NA,,,
3075-1,1.44769E+12,57,filler,tooth,target,1,1,1,rhinoceros,distractor,2,2,rubberduck,distractor,3,3,1,1,0,dentist,,1.44769E+12,dentist,FALSE,FALSE,FALSE,TRUE,,,,,tooth,NA,NA,,,
3075-1,1.44769E+12,58,colorOnly,big_orange_cap,target,1,1,3,big_blue_cap,distractor,3,1,small_blue_cap,distractor,2,2,1,1,0,yellow,,1.44769E+12,yellow,FALSE,TRUE,FALSE,,,,,,cap,big,orange,,,
3075-1,1.44769E+12,59,filler,firehydrant,target,1,1,3,mailbox,distractor,2,2,basketball,distractor,3,1,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,firehydrant,NA,NA,,,
3075-1,1.44769E+12,60,colorOnly,small_orange_billiardball,target,1,1,1,big_purple_billiardball,distractor,2,3,small_purple_billiardball,distractor,3,2,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,billiardball,small,orange,,,
3075-1,1.44769E+12,61,filler,baseball,target,1,1,1,raspberry,distractor,3,2,crocodile,distractor,2,3,1,1,0,sports,,1.44769E+12,sports,FALSE,FALSE,FALSE,,TRUE,,,,baseball,NA,NA,,,
3075-1,1.44769E+12,62,sizeOnly,big_blue_guitar,target,1,3,2,small_blue_guitar,distractor,1,3,small_green_guitar,distractor,2,1,1,1,0,big blue,,1.44769E+12,big blue,TRUE,TRUE,FALSE,,,,,,guitar,big,blue,,,
3075-1,1.44769E+12,63,filler,kitten,target,1,1,2,carrot,distractor,2,3,binoculars,distractor,3,1,1,1,0,pet,,1.44769E+12,pet,FALSE,FALSE,FALSE,TRUE,,,,,kitten,NA,NA,,,
3075-1,1.44769E+12,64,colorAndSize,small_pink_framee,target,1,2,3,big_green_framee,distractor,1,1,big_green_framee,distractor,3,2,1,1,0,pink,,1.44769E+12,pink,FALSE,TRUE,FALSE,,,,,,framee,small,pink,,,
3075-1,1.44769E+12,65,colorAndSize,big_red_flower,target,1,3,3,small_purple_flower,distractor,1,2,small_purple_flower,distractor,2,1,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,flower,big,red,,,
3075-1,1.44769E+12,66,sizeOnly,big_pink_balloon,target,1,3,3,small_pink_balloon,distractor,2,2,small_yellow_balloon,distractor,1,1,1,1,0,big purple,,1.44769E+12,big purple,TRUE,TRUE,FALSE,,,,,,balloon,big,pink,,,
3075-1,1.44769E+12,67,filler,tophat,target,1,2,1,egg,distractor,1,2,toilet,distractor,3,3,1,1,0,black,,1.44769E+12,black,FALSE,TRUE,FALSE,,,,,,tophat,NA,NA,,,
3075-1,1.44769E+12,68,colorOnly,small_pink_hairdryer,target,1,2,2,small_purple_hairdryer,distractor,1,1,big_purple_hairdryer,distractor,3,3,1,1,0,pink,,1.44769E+12,pink,FALSE,TRUE,FALSE,,,,,,hairdryer,small,pink,,,
3075-1,1.44769E+12,69,colorOnly,small_red_bike,target,1,3,2,big_purple_bike,distractor,1,3,small_purple_bike,distractor,2,1,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,bike,small,red,,,
3075-1,1.44769E+12,70,sizeOnly,small_green_folder,target,1,1,3,big_blue_folder,distractor,3,2,big_green_folder,distractor,2,1,1,1,0,small green,,1.44769E+12,small green,TRUE,TRUE,FALSE,,,,,,folder,small,green,,,
3075-1,1.44769E+12,71,colorAndSize,big_blue_ornament,target,1,3,3,small_purple_ornament,distractor,1,2,small_purple_ornament,distractor,2,1,1,1,0,blue,,1.44769E+12,blue,FALSE,TRUE,FALSE,,,,,,ornament,big,blue,,,color and superclass stragtegy (changing strategies during experiment)
3075-1,1.44769E+12,72,colorOnly,big_yellow_shoe,target,1,2,2,big_white_shoe,distractor,1,1,small_white_shoe,distractor,3,3,1,1,0,yellow,,1.44769E+12,yellow,FALSE,TRUE,FALSE,,,,,,shoe,big,yellow,,,
3075-1,1.44769E+12,73,colorAndSize,small_white_phone,target,1,3,1,big_pink_phone,distractor,2,2,big_pink_phone,distractor,1,3,1,1,0,white,,1.44769E+12,white,FALSE,TRUE,FALSE,,,,,,phone,small,white,,,
3075-1,1.44769E+12,74,filler,zucchini,target,1,1,1,garlic,distractor,3,2,car,distractor,2,3,1,1,0,green,,1.44769E+12,green,FALSE,TRUE,FALSE,,,,,,zucchini,NA,NA,,,
3075-1,1.44769E+12,75,filler,santahat,target,1,3,1,chick,distractor,2,2,fireextinguisher,distractor,1,3,1,1,0,red,,,,FALSE,TRUE,FALSE,,,,,,,,,,,
3075-1,1.44769E+12,76,filler,orange,target,1,1,3,polarbear,distractor,3,1,violin,distractor,2,2,1,1,0,orange,,1.44769E+12,orange,FALSE,FALSE,TRUE,,,,,,orange,NA,NA,,,
3075-1,1.44769E+12,77,sizeOnly,small_red_toothbrush,target,1,3,2,big_blue_toothbrush,distractor,2,3,big_red_toothbrush,distractor,1,1,1,1,0,small red,,1.44769E+12,small red,TRUE,TRUE,FALSE,,,,,,toothbrush,small,red,,,
3075-1,1.44769E+12,78,filler,trumpet,target,1,1,3,television,distractor,2,1,lion,distractor,3,2,1,1,0,instrument,,1.44769E+12,instrument,FALSE,FALSE,FALSE,,TRUE,,,,trumpet,NA,NA,,,
3075-1,1.44769E+12,79,filler,firehydrant,target,1,1,2,flamingo,distractor,2,1,garlic,distractor,3,3,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,firehydrant,NA,NA,,,
3075-1,1.44769E+12,80,filler,fox,target,1,1,2,sheep,distractor,3,3,car,distractor,2,1,1,1,0,small mammal,,1.44769E+12,small mammal,TRUE,FALSE,FALSE,,TRUE,,,,fox,NA,NA,,,
3075-1,1.44769E+12,81,filler,watermelon,target,1,1,2,rubberduck,distractor,2,3,artichoke,distractor,3,1,1,1,0,fruit,,1.44769E+12,fruit,FALSE,FALSE,FALSE,,TRUE,,,,watermelon,NA,NA,,,
3075-1,1.44769E+12,82,filler,kiwi,target,1,2,1,broccoli,distractor,3,2,grapefruit,distractor,1,3,1,1,0,green fruit,,1.44769E+12,green fruit,FALSE,TRUE,FALSE,,TRUE,,,,kiwi,NA,NA,,,
3075-1,1.44769E+12,83,filler,garbagecan,target,1,3,1,lime,distractor,2,2,elephant,distractor,1,3,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,garbagecan,NA,NA,,,
3075-1,1.44769E+12,84,filler,watermelon,target,1,2,3,ketchup,distractor,1,1,penguin,distractor,3,2,1,1,0,fruit,,1.44769E+12,fruit,FALSE,FALSE,FALSE,,TRUE,,,,watermelon,NA,NA,,,
3075-1,1.44769E+12,85,filler,firetruck,target,1,3,2,snowflake,distractor,2,3,coconut,distractor,1,1,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,firetruck,NA,NA,,,
3075-1,1.44769E+12,86,filler,broccoli,target,1,3,1,grapefruit,distractor,2,2,watermelon,distractor,1,3,1,1,0,green,,1.44769E+12,green,FALSE,TRUE,FALSE,,,,,,broccoli,NA,NA,,,
3075-1,1.44769E+12,87,filler,fox,target,1,3,3,firetruck,distractor,2,1,artichoke,distractor,1,2,1,1,0,mammal,,1.44769E+12,mammal,FALSE,FALSE,FALSE,,TRUE,,,,fox,NA,NA,,,
3075-1,1.44769E+12,88,colorOnly,small_purple_bracelet,target,1,3,1,big_green_bracelet,distractor,1,2,small_green_bracelet,distractor,2,3,1,1,0,purple,,1.44769E+12,purple,FALSE,TRUE,FALSE,,,,,,bracelet,small,purple,,,
3075-1,1.44769E+12,89,filler,raspberry,target,1,1,1,bulldozer,distractor,3,3,television,distractor,2,2,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,raspberry,NA,NA,,,
3075-1,1.44769E+12,90,filler,carrot,target,1,3,3,television,distractor,2,1,ketchup,distractor,1,2,1,1,0,orange,,1.44769E+12,orange,FALSE,TRUE,FALSE,,,,,,carrot,NA,NA,,,
3075-1,1.44769E+12,91,filler,piano,target,1,3,3,coconut,distractor,1,1,tomato,distractor,2,2,1,1,0,music,,1.44769E+12,music,FALSE,FALSE,FALSE,TRUE,,,,,piano,NA,NA,,,
3075-1,1.44769E+12,92,sizeOnly,big_purple_butterfly,target,1,3,1,small_blue_butterfly,distractor,2,2,small_purple_butterfly,distractor,1,3,1,1,0,big pink,,1.44769E+12,big pink,TRUE,TRUE,FALSE,,,,,,butterfly,big,purple,,,
3075-1,1.44769E+12,93,filler,flamingo,target,1,2,2,kitten,distractor,3,1,snake,distractor,1,3,1,1,0,pink,,1.44769E+12,pink,FALSE,TRUE,FALSE,,,,,,flamingo,NA,NA,,,
3075-1,1.44769E+12,94,filler,flamingo,target,1,2,3,football,distractor,1,1,gloves,distractor,3,2,1,1,0,pink,,1.44769E+12,pink,FALSE,TRUE,FALSE,,,,,,flamingo,NA,NA,,,
3075-1,1.44769E+12,95,filler,motorcycle,target,1,1,1,teddybear,distractor,3,2,rubberduck,distractor,2,3,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,motorcycle,NA,NA,,,
3075-1,1.44769E+12,96,filler,kiwi,target,1,2,1,tomato,distractor,3,3,dresser,distractor,1,2,1,1,0,green,,1.44769E+12,green,FALSE,TRUE,FALSE,,,,,,kiwi,NA,NA,,,
3075-1,1.44769E+12,97,filler,baseball,target,1,1,3,strawberry,distractor,2,1,kitten,distractor,3,2,1,1,0,sports,,1.44769E+12,sports,FALSE,FALSE,FALSE,,TRUE,,,,baseball,NA,NA,,,
3075-1,1.44769E+12,98,filler,banana,target,1,1,1,tooth,distractor,3,3,strawberry,distractor,2,2,1,1,0,yellow,,1.44769E+12,yellow,FALSE,TRUE,FALSE,,,,,,banana,NA,NA,,,
3075-1,1.44769E+12,99,filler,dresser,target,1,3,3,raspberry,distractor,1,2,camera,distractor,2,1,1,1,0,storage,,1.44769E+12,storage,FALSE,FALSE,FALSE,,TRUE,,,,dresser,NA,NA,,,
3075-1,1.44769E+12,100,sizeOnly,big_orange_cushion,target,1,2,2,small_blue_cushion,distractor,3,3,small_orange_cushion,distractor,1,1,1,1,0,big orange,,1.44769E+12,big orange,TRUE,TRUE,FALSE,,,,,,cushion,big,orange,,,
3075-1,1.44769E+12,101,colorOnly,small_green_rock,target,1,3,2,big_purple_rock,distractor,1,1,small_purple_rock,distractor,2,3,1,1,0,green,,1.44769E+12,green,FALSE,TRUE,FALSE,,,,,,rock,small,green,,,
3075-1,1.44769E+12,102,filler,snowflake,target,1,3,3,rubberduck,distractor,2,2,coconut,distractor,1,1,1,1,0,cold drawing,,1.44769E+12,cold drawing,FALSE,FALSE,FALSE,TRUE,,,,,snowflake,NA,NA,,,
3075-1,1.44769E+12,103,filler,firetruck,target,1,2,3,iguana,distractor,3,2,penguin,distractor,1,1,1,1,0,red,,1.44769E+12,red,FALSE,TRUE,FALSE,,,,,,firetruck,NA,NA,,,
3075-1,1.44769E+12,104,filler,smokedetector,target,1,1,2,trumpet,distractor,3,1,tomato,distractor,2,3,1,1,0,white,,1.44769E+12,white,FALSE,TRUE,FALSE,,,,,,smokedetector,NA,NA,,,
3075-1,1.44769E+12,105,filler,zucchini,target,1,2,3,violin,distractor,1,2,car,distractor,3,1,1,1,0,green,,1.44769E+12,green,FALSE,TRUE,FALSE,,,,,,zucchini,NA,NA,,,
3075-1,1.44769E+12,106,filler,kitten,target,1,1,1,basketball,distractor,3,2,fireextinguisher,distractor,2,3,1,1,0,pet,,1.44769E+12,pet,FALSE,FALSE,FALSE,TRUE,,,,,kitten,NA,NA,,,
3075-1,1.44769E+12,107,colorAndSize,small_green_chair,target,1,2,3,big_red_chair,distractor,1,2,big_red_chair,distractor,3,1,1,1,0,green,,1.44769E+12,green,FALSE,TRUE,FALSE,,,,,,chair,small,green,,,
3075-1,1.44769E+12,108,filler,orange,target,1,2,3,schoolbus,distractor,3,1,binoculars,distractor,1,2,1,1,0,orange,,1.44769E+12,orange,FALSE,FALSE,TRUE,,,,,,orange,NA,NA,,,
2809-4,1.44769E+12,1,filler,strawberry,target,1,3,3,chick,distractor,2,1,lobster,distractor,1,2,1,1,0,the sweet thing you eat,,1.44769E+12,the sweet thing you eat,FALSE,FALSE,FALSE,TRUE,,,TRUE,TRUE,strawberry,NA,NA,,,
2809-4,1.44769E+12,2,filler,football,target,1,1,3,firetruck,distractor,2,2,basketball,distractor,3,1,1,1,0,the thing you kick,,1.44769E+12,the thing you kick,FALSE,FALSE,FALSE,TRUE,,,TRUE,TRUE,football,NA,NA,,,
2809-4,1.44769E+12,3,colorAndSize,small_yellow_shoe,target,1,1,3,big_white_shoe,distractor,2,2,big_white_shoe,distractor,3,1,1,1,0,the yellow one,,1.44769E+12,the yellow one,FALSE,TRUE,FALSE,,,,TRUE,TRUE,shoe,small,yellow,,,
2809-4,1.44769E+12,4,colorOnly,small_orange_coathanger,target,1,1,2,big_purple_coathanger,distractor,2,3,small_purple_coathanger,distractor,3,1,1,1,0,the orange one,,1.44769E+12,the orange one,FALSE,TRUE,FALSE,,,,TRUE,TRUE,coathanger,small,orange,,,
2809-4,1.44769E+12,5,filler,rhinoceros,target,1,1,2,tomato,distractor,3,3,penguin,distractor,2,1,1,1,0,the large animal,,1.44769E+12,the large animal,TRUE,FALSE,FALSE,,TRUE,,,TRUE,rhinoceros,NA,NA,,,
2809-4,1.44769E+12,6,filler,tooth,target,1,2,3,gloves,distractor,1,1,carrot,distractor,3,2,1,1,0,the thing you chew with,,1.44769E+12,the thing you chew with,FALSE,FALSE,FALSE,TRUE,,,TRUE,TRUE,tooth,NA,NA,,,
