gameid, time, roundNum, condition, nameClickedObj, targetStatusClickedObj,correct, spLocsClickedObj, lisLocsClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs ,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superClassMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
9311-a,1.44743E+12,31,colorAndSize,big_black_avocado,target,1,1,2,small_green_avocado,distractor,3,3,small_green_avocado,distractor,2,1,1,1,0,black,,1.44743E+12,black,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,avocado,big,black,,,,
9311-a,1.44743E+12,32,filler,artichoke,target,1,1,2,camera,distractor,3,3,polarbear,distractor,2,1,1,1,0,green,,1.44743E+12,green,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,artichoke, , ,,,,
9311-a,1.44743E+12,33,sizeOnly,big_purple_ornament,target,1,3,3,small_purple_ornament,distractor,1,1,small_blue_ornament,distractor,2,2,1,1,0,big purple,,1.44743E+12,big purple,TRUE,TRUE,FALSE,FALSE,,, FALSE, FALSE,ornament,big,purple,,,,
9311-a,1.44743E+12,34,colorOnly,big_orange_cushion,target,1,1,3,small_blue_cushion,distractor,3,2,big_blue_cushion,distractor,2,1,1,1,0,orange,,1.44743E+12,orange,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,cushion,big,orange,,,,
9311-a,1.44743E+12,35,filler,kiwi,target,1,3,2,chick,distractor,2,3,firetruck,distractor,1,1,1,1,0,kiwi,,1.44743E+12,kiwi,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,kiwi, , ,,,,
9311-a,1.44743E+12,36,filler,flamingo,target,1,3,3,lime,distractor,1,2,pumpkin,distractor,2,1,1,1,0,flamingo,,1.44743E+12,flamingo,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,flamingo, , ,,,,
9311-a,1.44743E+12,37,colorOnly,small_red_stapler,target,1,3,1,big_purple_stapler,distractor,1,3,small_purple_stapler,distractor,2,2,1,1,0,red,,1.44743E+12,red,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,stapler,small,red,,,,
9311-a,1.44743E+12,38,filler,orange,target,1,3,3,pumpkin,distractor,2,1,cherries,distractor,1,2,3,2,1,orange___the orange,as in the orange fruit.~~~~~~~~~got it ,1447429893691___1447429898823___1447429908099,orange,FALSE,TRUE,TRUE,FALSE,,, FALSE,TRUE,orange, , ,,,,
9311-a,1.44743E+12,39,filler,tooth,target,1,1,3,toilet,distractor,2,2,kitten,distractor,3,1,1,1,0,tooth,,1.44743E+12,tooth,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,tooth, , ,,,,
9311-a,1.44743E+12,40,filler,clarinet,target,1,3,3,bulldozer,distractor,1,1,horse,distractor,2,2,1,1,0,instrument,,1.44743E+12,instrument,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE, FALSE,clarinet, , ,,,,
9311-a,1.44743E+12,41,filler,lion,target,1,3,2,toilet,distractor,2,1,fox,distractor,1,3,1,1,0,lion,,1.44743E+12,lion,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,lion, , ,,,,
9311-a,1.44743E+12,42,sizeOnly,big_white_shoe,target,1,1,2,small_yellow_shoe,distractor,3,3,small_white_shoe,distractor,2,1,1,1,0,big white one,,1.44743E+12,big white one,TRUE,TRUE,FALSE,FALSE,,,TRUE, FALSE,shoe,big,white,,,,
9311-a,1.44743E+12,43,colorOnly,big_orange_billiardball,target,1,1,3,big_purple_billiardball,distractor,2,2,small_purple_billiardball,distractor,3,1,1,1,0,orange,,1.44743E+12,orange,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,billiardball,big,orange,,,,
9311-a,1.44743E+12,44,colorAndSize,small_blue_tack,target,1,3,3,big_red_tack,distractor,1,2,big_red_tack,distractor,2,1,1,1,0,blue,,1.44743E+12,blue,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,tack,small,blue,,,,
9311-a,1.44743E+12,45,filler,penguin,target,1,3,1,elephant,distractor,2,2,violin,distractor,1,3,1,1,0,penguin,,1.44743E+12,penguin,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,penguin, , ,,,,
9311-a,1.44743E+12,46,filler,garlic,target,1,2,2,lion,distractor,3,1,sheep,distractor,1,3,1,1,0,garlic,,1.44743E+12,garlic,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,garlic, , ,,,,
9311-a,1.44743E+12,47,filler,tennisball,target,1,2,3,orange,distractor,3,1,sheep,distractor,1,2,1,1,0,ball,,1.44743E+12,ball,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE, FALSE, FALSE,tennisball, , ,,,,
9311-a,1.44743E+12,48,filler,lime,target,1,2,3,baseball,distractor,1,2,schoolbus,distractor,3,1,1,1,0,lime,,1.44743E+12,lime,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,lime, , ,,,,
9311-a,1.44743E+12,49,filler,santahat,target,1,1,1,smokedetector,distractor,3,2,bear,distractor,2,3,1,1,0,hat,,1.44743E+12,hat,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE, FALSE, FALSE,santahat, , ,,,,
9311-a,1.44743E+12,50,filler,bison,target,1,1,3,tooth,distractor,3,2,rhinoceros,distractor,2,1,1,1,0,bison,,1.44743E+12,bison,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,bison, , ,,,,
9311-a,1.44743E+12,51,sizeOnly,big_blue_rug,target,1,2,3,small_blue_rug,distractor,1,2,small_purple_rug,distractor,3,1,1,1,0,big blue one,,1.44743E+12,big blue one,TRUE,TRUE,FALSE,FALSE,,,TRUE, FALSE,rug,big,blue,,,,
9311-a,1.44743E+12,52,filler,teddybear,target,1,1,3,chick,distractor,2,2,dresser,distractor,3,1,1,1,0,bear,,1.44743E+12,bear,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE, FALSE, FALSE,teddybear, , ,,,,
9311-a,1.44743E+12,53,filler,toilet,target,1,3,1,horse,distractor,1,2,bulldozer,distractor,2,3,1,1,0,toilet,,1.44743E+12,toilet,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,toilet, , ,,,,
9311-a,1.44743E+12,54,colorAndSize,small_blue_book,target,1,1,3,big_black_book,distractor,2,1,big_black_book,distractor,3,2,1,1,0,blue,,1.44743E+12,blue,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,book,small,blue,,,,
9311-a,1.44743E+12,55,filler,zucchini,target,1,3,2,cactus,distractor,2,1,clarinet,distractor,1,3,1,1,0,cucumber,,1.44743E+12,cucumber,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,zucchini, , ,,,,
9311-a,1.44743E+12,56,filler,toilet,target,1,3,3,egg,distractor,2,1,santahat,distractor,1,2,1,1,0,toilet,,1.44743E+12,toilet,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,toilet, , ,,,,
9311-a,1.44743E+12,57,sizeOnly,small_blue_toothbrush,target,1,3,1,big_blue_toothbrush,distractor,2,2,big_red_toothbrush,distractor,1,3,1,1,0,little blue one,,1.44743E+12,little blue one,TRUE,TRUE,FALSE,FALSE,,,TRUE, FALSE,toothbrush,small,blue,,,,
9311-a,1.44743E+12,58,sizeOnly,big_pink_phone,target,1,2,1,small_pink_phone,distractor,3,3,small_white_phone,distractor,1,2,1,1,0,big pink,,1.44743E+12,big pink,TRUE,TRUE,FALSE,FALSE,,, FALSE, FALSE,phone,big,pink,,,,
9311-a,1.44743E+12,59,filler,violin,target,1,2,1,clarinet,distractor,1,2,tennisball,distractor,3,3,1,1,0,violin,,1.44743E+12,violin,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,violin, , ,,,,
9311-a,1.44743E+12,60,filler,tomato,target,1,1,1,lemon,distractor,3,2,tophat,distractor,2,3,1,1,0,tomato,,1.44743E+12,tomato,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,tomato, , ,,,,
9311-a,1.44743E+12,61,colorAndSize,big_purple_bracelet,target,1,1,2,small_green_bracelet,distractor,3,1,small_green_bracelet,distractor,2,3,1,1,0,purple,,1.44743E+12,purple,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,bracelet,big,purple,,,,
9311-a,1.44743E+12,62,colorAndSize,small_white_weddingcake,target,1,3,1,big_pink_weddingcake,distractor,1,3,big_pink_weddingcake,distractor,2,2,1,1,0,white,,1.44743E+12,white,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,weddingcake,small,white,,,,
9311-a,1.44743E+12,63,sizeOnly,small_black_turtle,target,1,3,1,big_black_turtle,distractor,2,3,big_brown_turtle,distractor,1,2,1,1,0,little one,,1.44743E+12,little one,TRUE,FALSE,FALSE,FALSE,,,TRUE, FALSE,turtle,small,black,,,,
9311-a,1.44743E+12,64,colorOnly,small_yellow_balloon,target,1,3,3,small_pink_balloon,distractor,2,1,big_pink_balloon,distractor,1,2,1,1,0,yellow,,1.44743E+12,yellow,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,balloon,small,yellow,,,,
9311-a,1.44743E+12,65,sizeOnly,small_red_pepper,target,1,2,2,big_green_pepper,distractor,3,1,big_red_pepper,distractor,1,3,1,1,0,little red,,1.44743E+12,little red,TRUE,TRUE,FALSE,FALSE,,, FALSE, FALSE,pepper,small,red,,,,
9311-a,1.44743E+12,66,filler,clarinet,target,1,1,2,piano,distractor,3,1,hotdog,distractor,2,3,1,1,0,clarinet,,1.44743E+12,clarinet,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,clarinet, , ,,,,
9311-a,1.44743E+12,67,filler,feather,target,1,2,2,hotdog,distractor,1,1,ketchup,distractor,3,3,1,1,0,feather,,1.44743E+12,feather,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,feather, , ,,,,
9311-a,1.44743E+12,68,filler,bear,target,1,1,1,camera,distractor,3,2,bison,distractor,2,3,1,1,0,bear,,1.44743E+12,bear,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,bear, , ,,,,
9311-a,1.44743E+12,69,filler,artichoke,target,1,1,1,horse,distractor,3,3,tennisball,distractor,2,2,1,1,0,green,,1.44743E+12,green,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,artichoke, , ,,,,
9311-a,1.44743E+12,70,colorAndSize,big_green_framee,target,1,3,2,small_pink_framee,distractor,2,1,small_pink_framee,distractor,1,3,1,1,0,green,,1.44743E+12,green,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,framee,big,green,,,,
9311-a,1.44743E+12,71,filler,elephant,target,1,3,2,camera,distractor,2,3,firetruck,distractor,1,1,1,1,0,elephant,,1.44743E+12,elephant,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,elephant, , ,,,,
9311-a,1.44743E+12,72,filler,lobster,target,1,1,2,santahat,distractor,3,3,lion,distractor,2,1,1,1,0,lobster,,1.44743E+12,lobster,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,lobster, , ,,,,
9311-a,1.44743E+12,73,colorOnly,big_red_chair,target,1,2,2,big_green_chair,distractor,1,3,small_green_chair,distractor,3,1,1,1,0,red,,1.44743E+12,red,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,chair,big,red,,,,
9311-a,1.44743E+12,74,filler,eggplant,target,1,2,3,tennisball,distractor,1,2,trumpet,distractor,3,1,1,1,0,eggplant,,1.44743E+12,eggplant,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,eggplant, , ,,,,
9311-a,1.44743E+12,75,filler,zucchini,target,1,1,2,violin,distractor,3,1,cherries,distractor,2,3,1,1,0,zucchini,,1.44743E+12,zucchini,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,zucchini, , ,,,,
9311-a,1.44743E+12,76,filler,banana,target,1,3,2,lion,distractor,2,3,tire,distractor,1,1,1,1,0,banana,,1.44743E+12,banana,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,banana, , ,,,,
9311-a,1.44743E+12,77,filler,tooth,target,1,2,2,coconut,distractor,3,3,crocodile,distractor,1,1,1,1,0,tooth,,1.44743E+12,tooth,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,tooth, , ,,,,
9311-a,1.44743E+12,78,filler,artichoke,target,1,2,3,fireextinguisher,distractor,3,1,rubberduck,distractor,1,2,1,1,0,green,,1.44743E+12,green,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,artichoke, , ,,,,
9311-a,1.44743E+12,79,colorOnly,big_black_comb,target,1,3,2,big_blue_comb,distractor,2,1,small_blue_comb,distractor,1,3,1,1,0,black,,1.44743E+12,black,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,comb,big,black,,,,
9311-a,1.44743E+12,80,filler,lobster,target,1,2,3,violin,distractor,1,2,kitten,distractor,3,1,1,1,0,lobster,,1.44743E+12,lobster,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,lobster, , ,,,,
9311-a,1.44743E+12,81,colorOnly,small_orange_coathanger,target,1,3,1,big_purple_coathanger,distractor,1,3,small_purple_coathanger,distractor,2,2,1,1,0,orange,,1.44743E+12,orange,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,coathanger,small,orange,,,,
9311-a,1.44743E+12,82,colorOnly,small_blue_golfball,target,1,1,1,big_pink_golfball,distractor,3,2,small_pink_golfball,distractor,2,3,1,1,0,white,,1.44743E+12,white,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,golfball,small,blue,,,,
9311-a,1.44743E+12,83,filler,television,target,1,2,1,iguana,distractor,1,3,car,distractor,3,2,1,1,0,tv,,1.44743E+12,tv,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,television, , ,,,,
9311-a,1.44743E+12,84,filler,cactus,target,1,1,3,kiwi,distractor,3,1,tophat,distractor,2,2,1,1,0,cactus,,1.44743E+12,cactus,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,cactus, , ,,,,
9311-a,1.44743E+12,85,filler,toilet,target,1,2,2,horse,distractor,3,1,watermelon,distractor,1,3,1,1,0,toilet,,1.44743E+12,toilet,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,toilet, , ,,,,
9311-a,1.44743E+12,86,filler,banana,target,1,3,3,tennisball,distractor,1,1,cactus,distractor,2,2,1,1,0,banana,,1.44743E+12,banana,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,banana, , ,,,,
9311-a,1.44743E+12,87,filler,elephant,target,1,3,2,lobster,distractor,2,3,raspberry,distractor,1,1,1,1,0,elephant,,1.44743E+12,elephant,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,elephant, , ,,,,
9311-a,1.44743E+12,88,colorAndSize,big_brown_jacket,target,1,2,2,small_green_jacket,distractor,1,1,small_green_jacket,distractor,3,3,1,1,0,brown,,1.44743E+12,brown,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,jacket,big,brown,,,,
9311-a,1.44743E+12,89,filler,baseball,target,1,3,2,lemon,distractor,2,1,mailbox,distractor,1,3,1,1,0,ball,,1.44743E+12,ball,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE, FALSE, FALSE,baseball, , ,,,,
9311-a,1.44743E+12,90,colorAndSize,big_pink_hairdryer,target,1,3,3,small_purple_hairdryer,distractor,2,1,small_purple_hairdryer,distractor,1,2,1,1,0,pink,,1.44743E+12,pink,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,hairdryer,big,pink,,,,
9311-a,1.44743E+12,91,filler,pumpkin,target,1,2,3,mailbox,distractor,3,1,tire,distractor,1,2,1,1,0,pumpkin,,1.44743E+12,pumpkin,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,pumpkin, , ,,,,
9311-a,1.44743E+12,92,colorOnly,small_blue_candle,target,1,1,3,small_red_candle,distractor,2,1,big_red_candle,distractor,3,2,1,1,0,blue,,1.44743E+12,blue,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,candle,small,blue,,,,
9311-a,1.44743E+12,93,filler,ketchup,target,1,2,1,grapefruit,distractor,1,2,violin,distractor,3,3,1,1,0,ketchup,,1.44743E+12,ketchup,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,ketchup, , ,,,,
9311-a,1.44743E+12,94,colorAndSize,small_blue_guitar,target,1,1,3,big_green_guitar,distractor,3,1,big_green_guitar,distractor,2,2,1,1,0,blue,,1.44743E+12,blue,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,guitar,small,blue,,,,
9311-a,1.44743E+12,95,filler,motorcycle,target,1,3,3,pumpkin,distractor,1,1,raspberry,distractor,2,2,1,1,0,bike,,1.44743E+12,bike,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,motorcycle, , ,,,,
9311-a,1.44743E+12,96,filler,violin,target,1,1,2,garlic,distractor,2,1,rubberduck,distractor,3,3,1,1,0,violin,,1.44743E+12,violin,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,violin, , ,,,,
9311-a,1.44743E+12,97,filler,fox,target,1,2,2,sheep,distractor,1,1,basketball,distractor,3,3,1,1,0,fox,,1.44743E+12,fox,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,fox, , ,,,,
9311-a,1.44743E+12,98,colorAndSize,small_purple_rock,target,1,3,2,big_green_rock,distractor,2,3,big_green_rock,distractor,1,1,1,1,0,purple,,1.44743E+12,purple,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,rock,small,purple,,,,
9311-a,1.44743E+12,99,filler,kiwi,target,1,1,2,firehydrant,distractor,2,3,elephant,distractor,3,1,1,1,0,kiwi,,1.44743E+12,kiwi,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,kiwi, , ,,,,
9311-a,1.44743E+12,100,sizeOnly,big_red_yarn,target,1,2,3,small_red_yarn,distractor,1,2,small_purple_yarn,distractor,3,1,1,1,0,big red,,1.44743E+12,big red,TRUE,TRUE,FALSE,FALSE,,, FALSE, FALSE,yarn,big,red,,,,
9311-a,1.44743E+12,101,filler,trumpet,target,1,1,3,baseball,distractor,3,2,smokedetector,distractor,2,1,1,1,0,trumpet,,1.44743E+12,trumpet,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,trumpet, , ,,,,
9311-a,1.44743E+12,102,filler,bulldozer,target,1,2,2,tire,distractor,3,1,mailbox,distractor,1,3,1,1,0,bulldozer,,1.44743E+12,bulldozer,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,bulldozer, , ,,,,
9311-a,1.44743E+12,103,filler,tire,target,1,3,2,elephant,distractor,1,3,car,distractor,2,1,1,1,0,tire,,1.44743E+12,tire,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,tire, , ,,,,
9311-a,1.44743E+12,104,sizeOnly,big_red_flower,target,1,3,2,small_purple_flower,distractor,2,1,small_red_flower,distractor,1,3,1,1,0,big red,,1.44743E+12,big red,TRUE,TRUE,FALSE,FALSE,,, FALSE, FALSE,flower,big,red,,,,
9311-a,1.44743E+12,105,filler,bison,target,1,1,3,trumpet,distractor,3,1,tennisball,distractor,2,2,1,1,0,bison,,1.44743E+12,bison,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,bison, , ,,,,
9311-a,1.44743E+12,106,sizeOnly,small_yellow_napkin,target,1,2,3,big_orange_napkin,distractor,3,2,big_yellow_napkin,distractor,1,1,1,1,0,little yellow,,1.44743E+12,little yellow,TRUE,TRUE,FALSE,FALSE,,, FALSE, FALSE,napkin,small,yellow,,,,
9311-a,1.44743E+12,107,filler,broccoli,target,1,2,3,sheep,distractor,1,1,television,distractor,3,2,1,1,0,broccoli,,1.44743E+12,broccoli,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,broccoli, , ,,,,
9311-a,1.44743E+12,108,filler,motorcycle,target,1,3,1,piano,distractor,2,2,clarinet,distractor,1,3,1,1,0,bike,,1.44743E+12,bike,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,motorcycle, , ,,,,
,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754-2,1.44743E+12,1,sizeOnly,big_purple_bike,target,1,3,2,small_red_bike,distractor,2,1,small_purple_bike,distractor,1,3,1,1,0,The large purple bike,,1.44743E+12,The large purple bike,TRUE,TRUE,TRUE,FALSE,,, FALSE,TRUE,bike,big,purple,,,,
1754-2,1.44743E+12,2,filler,football,target,1,3,3,gloves,distractor,2,1,rhinoceros,distractor,1,2,1,1,0,The ball on the right,,1.44743E+12,The ball on the right,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE, FALSE,TRUE,football, , ,,,,
1754-2,1.44743E+12,3,filler,carrot,target,1,2,3,binoculars,distractor,1,1,car,distractor,3,2,1,1,0,the vegetable,,1.44743E+12,the vegetable,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE,TRUE,carrot, , ,,,,
1754-2,1.44743E+12,4,filler,fireextinguisher,target,1,3,1,smokedetector,distractor,2,2,horse,distractor,1,3,1,1,0,what puts out a fire,,1.44743E+12,what puts out a fire,FALSE,FALSE,FALSE,TRUE,,, FALSE, FALSE,fireextinguisher, , ,,,,
1754-2,1.44743E+12,5,filler,tophat,target,1,3,2,camera,distractor,2,1,grapefruit,distractor,1,3,1,1,0,what you wear on your head,,1.44743E+12,what you wear on your head,FALSE,FALSE,FALSE,TRUE,,, FALSE, FALSE,tophat, , ,,,,
1754-2,1.44743E+12,6,sizeOnly,big_brown_turtle,target,1,1,1,small_black_turtle,distractor,3,2,small_brown_turtle,distractor,2,3,1,1,0,the largest,,1.44743E+12,the largest,TRUE,FALSE,FALSE,FALSE,,, FALSE,TRUE,turtle,big,brown,,,,
1754-2,1.44743E+12,7,colorOnly,small_green_folder,target,1,2,1,small_blue_folder,distractor,3,3,big_blue_folder,distractor,1,2,1,1,0,the one that's colored unlike the others,,1.44743E+12,the one that's colored unlike the others,FALSE,TRUE,FALSE,FALSE,,,TRUE,TRUE,folder,small,green,,,,"""colored unlike the others"""
1754-2,1.44743E+12,8,filler,artichoke,target,1,1,2,zucchini,distractor,3,3,football,distractor,2,1,1,1,0,the vegetable on the left,,1.44743E+12,the vegetable on the left,FALSE,FALSE,FALSE,TRUE,TRUE,, FALSE,TRUE,artichoke, , ,,,,
1754-2,1.44743E+12,9,filler,feather,target,1,2,3,flamingo,distractor,1,1,dresser,distractor,3,2,1,1,0,the one that weighs the least,,1.44743E+12,the one that weighs the least,FALSE,FALSE,FALSE,TRUE,,,TRUE,TRUE,feather, , ,,,,
1754-2,1.44743E+12,10,filler,toilet,target,1,1,1,cherries,distractor,2,3,eggplant,distractor,3,2,1,1,0,where you go to the bathroom,,1.44743E+12,where you go to the bathroom,FALSE,FALSE,FALSE,TRUE,,, FALSE, FALSE,toilet, , ,,,,
1754-2,1.44743E+12,11,filler,ketchup,target,1,1,2,orange,distractor,2,1,violin,distractor,3,3,1,1,0,what you dip fries in,,1.44743E+12,what you dip fries in,FALSE,FALSE,FALSE,TRUE,,, FALSE, FALSE,ketchup, , ,,,,
1754-2,1.44743E+12,12,colorOnly,big_purple_coathanger,target,1,2,1,big_orange_coathanger,distractor,3,3,small_orange_coathanger,distractor,1,2,1,1,0,the oddly colored hanger,,1.44743E+12,the oddly colored hanger,FALSE,FALSE,TRUE,TRUE,,, FALSE,TRUE,coathanger,big,purple,,,,
1754-2,1.44743E+12,13,filler,firetruck,target,1,3,3,snowflake,distractor,1,1,santahat,distractor,2,2,1,1,0,the vehicle,,1.44743E+12,the vehicle,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE,TRUE,firetruck, , ,,,,
1754-2,1.44743E+12,14,filler,banana,target,1,2,2,firehydrant,distractor,3,3,lion,distractor,1,1,1,1,0,the fruit,,1.44743E+12,the fruit,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE,TRUE,banana, , ,,,,
1754-2,1.44743E+12,15,colorAndSize,big_purple_flower,target,1,3,1,small_red_flower,distractor,1,2,small_red_flower,distractor,2,3,1,1,0,the biggest one,,1.44743E+12,the biggest one,TRUE,FALSE,FALSE,FALSE,,,TRUE,TRUE,flower,big,purple,,,,
1754-2,1.44743E+12,16,sizeOnly,big_red_toothbrush,target,1,1,2,small_blue_toothbrush,distractor,2,1,small_red_toothbrush,distractor,3,3,1,1,0,the biggest one,,1.44743E+12,the biggest one,TRUE,FALSE,FALSE,FALSE,,,TRUE,TRUE,toothbrush,big,red,,,,
1754-2,1.44743E+12,17,filler,tophat,target,1,1,1,horse,distractor,3,3,schoolbus,distractor,2,2,1,1,0,wear on head,,1.44743E+12,wear on head,FALSE,FALSE,FALSE,TRUE,,, FALSE, FALSE,tophat, , ,,,,
1754-2,1.44743E+12,18,filler,artichoke,target,1,2,1,pumpkin,distractor,3,2,car,distractor,1,3,1,1,0,green vegetable,,1.44743E+12,green vegetable,FALSE,TRUE,TRUE,FALSE,TRUE,, FALSE, FALSE,artichoke, , ,,,,
1754-2,1.44743E+12,19,filler,car,target,1,3,3,binoculars,distractor,2,1,cactus,distractor,1,2,1,1,0,automobile,,1.44743E+12,automobile,FALSE,FALSE,TRUE,FALSE,,, FALSE, FALSE,car, , ,,,,
1754-2,1.44743E+12,20,filler,cherries,target,1,1,1,toilet,distractor,2,2,polarbear,distractor,3,3,1,1,0,fruit,,1.44743E+12,fruit,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE, FALSE,cherries, , ,,,,
1754-2,1.44743E+12,21,filler,strawberry,target,1,3,1,schoolbus,distractor,2,3,eggplant,distractor,1,2,1,1,0,fruit,,1.44743E+12,fruit,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE, FALSE,strawberry, , ,,,,
1754-2,1.44743E+12,22,filler,trumpet,target,1,3,1,rhinoceros,distractor,2,2,motorcycle,distractor,1,3,1,1,0,musical instrument,,1.44743E+12,musical instrument,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE, FALSE,trumpet, , ,,,,
1754-2,1.44743E+12,23,filler,firehydrant,target,1,3,2,clarinet,distractor,1,1,dresser,distractor,2,3,1,1,0,fire hose attaches,,1.44743E+12,fire hose attaches,FALSE,FALSE,FALSE,TRUE,,, FALSE, FALSE,firehydrant, , ,,,,
1754-2,1.44743E+12,24,colorOnly,small_pink_weddingcake,target,1,3,3,small_white_weddingcake,distractor,2,1,big_white_weddingcake,distractor,1,2,1,1,0,smallest colored one,,1.44743E+12,smallest colored one,TRUE,TRUE,FALSE,FALSE,,,TRUE, FALSE,weddingcake,small,pink,,,,
1754-2,1.44743E+12,25,filler,smokedetector,target,1,1,1,car,distractor,2,2,tire,distractor,3,3,1,1,0,detects fires,,1.44743E+12,detects fires,FALSE,FALSE,FALSE,TRUE,,, FALSE, FALSE,smokedetector, , ,,,,
1754-2,1.44743E+12,26,filler,orange,target,1,1,3,ketchup,distractor,3,2,bear,distractor,2,1,1,1,0,fruit,,1.44743E+12,fruit,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE, FALSE,orange, , ,,,,
1754-2,1.44743E+12,27,filler,football,target,1,1,1,pumpkin,distractor,2,3,eggplant,distractor,3,2,1,1,0,sport equipment,,1.44743E+12,sport equipment,FALSE,FALSE,FALSE,FALSE,TRUE,, FALSE, FALSE,football, , ,,,,
1754-2,1.44743E+12,28,colorOnly,small_black_book,target,1,3,2,small_blue_book,distractor,2,1,big_blue_book,distractor,1,3,1,1,0,darkest,,1.44743E+12,darkest,FALSE,TRUE,FALSE,FALSE,,, FALSE, FALSE,book,small,black,,,,
