gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
8258-f,1450000000000,38,subSuperTrial,distr23,picnicTable,target,3,4,table,furniture,crocodile,distrClass3,4,2,NA,animal,wardrobe,distrClass2,2,3,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,picnicTable,NA,NA,,,,
5239-5,1450000000000,72,subSuperTrial,distr23,poloShirt,target,3,3,shirt,clothing,bathrobe,distrClass2,2,2,NA,clothing,bookcase,distrClass3,4,4,NA,furniture,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,poloShirt,NA,NA,,,,
1223-7,1450000000000,17,subSuperTrial,distr23,bedsideTable,target,3,2,table,furniture,bison,distrClass3,4,3,NA,animal,bookcase,distrClass2,2,4,NA,furniture,1,1,0,nightstand,,1450000000000,nightstand,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,bedsideTable,NA,NA,,,,
5239-5,1450000000000,10,subSuperTrial,distr23,picnicTable,target,4,4,table,furniture,cookies,distrClass3,2,2,NA,snack,bookcase,distrClass2,3,3,NA,furniture,1,1,0,picnic table,,1450000000000,picnic table,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,picnicTable,NA,NA,,,,
9551-7,1450000000000,11,subSuperTrial,distr23,clownFish,target,4,3,fish,animal,kitten,distrClass2,3,4,NA,animal,bookcase,distrClass3,2,2,NA,furniture,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
3695-5,1450000000000,27,subSuperTrial,distr23,bedsideTable,target,2,2,table,furniture,iguana,distrClass3,4,4,NA,animal,bookcase,distrClass2,3,3,NA,furniture,1,1,0,end table,,1450000000000,end table,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,bedsideTable,NA,NA,,,,
5975-e,1450000000000,20,subSuperTrial,distr23,parrot,target,3,3,bird,animal,ambulance,distrClass3,4,2,NA,vehicle,chick,distrClass2,2,4,NA,animal,1,1,0,wings,,1450000000000,wings,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,parrot,NA,NA,,,,
6456-4,1450000000000,33,subSuperTrial,distr23,polarBear,target,2,2,bear,animal,rabbit,distrClass2,4,4,NA,animal,chips,distrClass3,3,3,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,polarBear,NA,NA,,,,
5934-3,1450000000000,52,subSuperTrial,distr23,tulip,target,4,3,flower,plant,ivy,distrClass2,3,4,NA,plant,chips,distrClass3,2,2,NA,snack,2,1,1,tulip,you already got identifying dogs down,1449261723120___1449261728491,tulip,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,tulip,NA,NA,,,,
2919-a,1450000000000,29,subSuperTrial,distr23,eagle,target,2,4,bird,animal,snake,distrClass2,4,3,NA,animal,cookies,distrClass3,3,2,NA,snack,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,eagle,NA,NA,,,,
7830-a,1450000000000,14,subSuperTrial,distr23,convertible,target,2,3,car,vehicle,motorcycle,distrClass2,4,2,NA,vehicle,cookies,distrClass3,3,4,NA,snack,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
5076-0,1450000000000,29,subSuperTrial,distr23,convertible,target,4,4,car,vehicle,firetruck,distrClass2,3,3,NA,vehicle,cookies,distrClass3,2,2,NA,snack,1,1,0,Convertible,,1450000000000,Convertible,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,convertible,NA,NA,,,,
4452-5,1450000000000,71,subSuperTrial,distr23,swordFish,target,2,3,fish,animal,pig,distrClass2,4,4,NA,animal,cookies,distrClass3,3,2,NA,snack,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,swordFish,NA,NA,,,,
6456-4,1450000000000,53,subSuperTrial,distr23,gummyBears,target,3,2,candy,snack,rabbit,distrClass3,2,4,NA,animal,cookies,distrClass2,4,3,NA,snack,1,1,0,gummi bears,,1450000000000,gummi bears,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,gummyBears,NA,NA,,,,
7830-a,1450000000000,58,subSuperTrial,distr23,dressShirt,target,4,4,shirt,clothing,bathrobe,distrClass2,2,2,NA,clothing,cow,distrClass3,3,3,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dressShirt,NA,NA,,,,
4517-f,1450000000000,65,subSuperTrial,distr23,diningTable,target,3,2,table,furniture,wardrobe,distrClass2,2,3,NA,furniture,cow,distrClass3,4,4,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
5512-7,1450000000000,16,subSuperTrial,distr23,dalmatian,target,4,2,dog,animal,ivy,distrClass3,2,4,NA,plant,cow,distrClass2,3,3,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
4452-5,1450000000000,56,subSuperTrial,distr23,polarBear,target,3,2,bear,animal,ivy,distrClass3,4,3,NA,plant,cow,distrClass2,2,4,NA,animal,2,1,1,polar bear,lol,1449254889822___1449254890790,polar bear,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,polarBear,NA,NA,,,,
3293-5,1450000000000,26,subSuperTrial,distr23,suv,target,4,4,car,vehicle,ambulance,distrClass2,3,3,NA,vehicle,crocodile,distrClass3,2,2,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
1223-7,1450000000000,31,subSuperTrial,distr23,clownFish,target,3,3,fish,animal,bed,distrClass3,4,2,NA,furniture,crocodile,distrClass2,2,4,NA,animal,1,1,0,clown fish,,1450000000000,clown fish,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,clownFish,NA,NA,,,,
5239-5,1450000000000,53,subSuperTrial,distr23,minivan,target,3,3,car,vehicle,train,distrClass2,4,2,NA,vehicle,crocodile,distrClass3,2,4,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,minivan,NA,NA,,,,
8430-f,1450000000000,21,subSuperTrial,distr23,germanShepherd,target,3,2,dog,animal,gloves,distrClass3,2,3,NA,clothing,crocodile,distrClass2,4,4,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,germanShepherd,NA,NA,,,,
2195-2,1450000000000,66,subSuperTrial,distr23,coffeeTable,target,3,2,table,furniture,wardrobe,distrClass2,4,4,NA,furniture,crocodile,distrClass3,2,3,NA,animal,1,1,0,TABLE,,1450000000000,TABLE,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
9551-7,1450000000000,7,subSuperTrial,distr23,dressShirt,target,2,2,shirt,clothing,lion,distrClass3,3,3,NA,animal,dress,distrClass2,4,4,NA,clothing,1,1,0,a shirt,,1450000000000,a shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dressShirt,NA,NA,,,,
8684-3,1450000000000,52,subSuperTrial,distr23,skittles,target,2,3,candy,snack,pretzels,distrClass2,3,2,NA,snack,dress,distrClass3,4,4,NA,clothing,2,2,0,more candy___sweet,,1449255190097___1449255193313,more candy,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,TRUE,,,,,,skittles,NA,NA,,,,
5239-5,1450000000000,68,subSuperTrial,distr23,dressShirt,target,4,4,shirt,clothing,train,distrClass3,2,3,NA,vehicle,dress,distrClass2,3,2,NA,clothing,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,dressShirt,NA,NA,,,,
5076-0,1450000000000,4,subSuperTrial,distr23,swordFish,target,4,2,fish,animal,lion,distrClass2,2,3,NA,animal,dress,distrClass3,3,4,NA,clothing,1,1,0,It swims in the ocean,,1450000000000,It swims in the ocean,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,swordFish,NA,NA,,,,
5512-7,1450000000000,27,subSuperTrial,distr23,tShirt,target,2,4,shirt,clothing,train,distrClass3,3,3,NA,vehicle,dress,distrClass2,4,2,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
2195-2,1450000000000,14,subSuperTrial,distr23,diningTable,target,3,4,table,furniture,bed,distrClass2,4,3,NA,furniture,elephant,distrClass3,2,2,NA,animal,1,1,0,TABLE,,1450000000000,TABLE,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
2195-2,1450000000000,35,subSuperTrial,distr23,polarBear,target,2,2,bear,animal,ambulance,distrClass3,3,3,NA,vehicle,elephant,distrClass2,4,4,NA,animal,1,1,0,POLAR BEAR,,1450000000000,POLAR BEAR,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,polarBear,NA,NA,,,,
5975-e,1450000000000,55,subSuperTrial,distr23,pigeon,target,4,4,bird,animal,cookies,distrClass3,2,2,NA,snack,elephant,distrClass2,3,3,NA,animal,1,1,0,feathers,,1450000000000,feathers,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,pigeon,NA,NA,,,,
4842-f,1450000000000,54,subSuperTrial,distr23,diningTable,target,2,3,table,furniture,bookcase,distrClass2,3,4,NA,furniture,elephant,distrClass3,4,2,NA,animal,1,1,0,coffee blank,,1450000000000,coffee blank,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,diningTable,NA,NA,,,,
4393-a,1450000000000,45,subSuperTrial,distr23,minivan,target,2,2,car,vehicle,iguana,distrClass3,3,4,NA,animal,firetruck,distrClass2,4,3,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,minivan,NA,NA,,,,
9551-7,1450000000000,71,subSuperTrial,distr23,rose,target,3,4,flower,plant,ivy,distrClass2,2,3,NA,plant,firetruck,distrClass3,4,2,NA,vehicle,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,rose,NA,NA,,,,
3158-b,1450000000000,65,subSuperTrial,distr23,hummingBird,target,4,4,bird,animal,rhino,distrClass2,2,2,NA,animal,firetruck,distrClass3,3,3,NA,vehicle,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
8684-3,1450000000000,24,subSuperTrial,distr23,grizzlyBear,target,4,3,bear,animal,horse,distrClass2,2,2,NA,animal,firetruck,distrClass3,3,4,NA,vehicle,2,1,1,big and furry,,,,,,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,
9551-7,1450000000000,41,subSuperTrial,distr23,convertible,target,4,2,car,vehicle,iguana,distrClass3,2,3,NA,animal,firetruck,distrClass2,3,4,NA,vehicle,1,1,0,convertibel,,1450000000000,convertibel,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,convertible,NA,NA,,,,
6456-4,1450000000000,27,subSuperTrial,distr23,grizzlyBear,target,4,3,bear,animal,sheep,distrClass2,2,2,NA,animal,firetruck,distrClass3,3,4,NA,vehicle,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
8258-f,1450000000000,25,subSuperTrial,distr23,hawaiiShirt,target,2,2,shirt,clothing,bed,distrClass3,4,4,NA,furniture,gloves,distrClass2,3,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hawaiiShirt,NA,NA,,,,
9551-7,1450000000000,58,subSuperTrial,distr23,poloShirt,target,4,4,shirt,clothing,ivy,distrClass3,2,2,NA,plant,gloves,distrClass2,3,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,poloShirt,NA,NA,,,,
5076-0,1450000000000,13,subSuperTrial,distr23,picnicTable,target,4,3,table,furniture,lamp,distrClass2,3,4,NA,furniture,gloves,distrClass3,2,2,NA,clothing,1,1,0,Somewhere you can sit,,1450000000000,Somewhere you can sit,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,picnicTable,NA,NA,,,,
4452-5,1450000000000,57,subSuperTrial,distr23,tShirt,target,2,4,shirt,clothing,rabbit,distrClass3,3,3,NA,animal,gloves,distrClass2,4,2,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
7111-e,1450000000000,24,subSuperTrial,distr23,pandaBear,target,4,3,bear,animal,bison,distrClass2,2,4,NA,animal,grasses,distrClass3,3,2,NA,plant,1,1,0,bamboo eater,,1450000000000,bamboo eater,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,pandaBear,NA,NA,,,,
4393-a,1450000000000,4,subSuperTrial,distr23,polarBear,target,2,3,bear,animal,lamp,distrClass3,4,4,NA,furniture,horse,distrClass2,3,2,NA,animal,1,1,0,Bear,,1450000000000,Bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,polarBear,NA,NA,,,,
8684-3,1450000000000,36,subSuperTrial,distr23,tulip,target,3,4,flower,plant,rosemary,distrClass2,4,3,NA,plant,horse,distrClass3,2,2,NA,animal,1,1,0,red,,1450000000000,red,FALSE,TRUE,FALSE,,,x,,,,,,,,tulip,NA,NA,,,,
7830-a,1450000000000,6,subSuperTrial,distr23,hummingBird,target,3,4,bird,animal,wardrobe,distrClass3,4,2,NA,furniture,horse,distrClass2,2,3,NA,animal,1,1,0,fly,,1450000000000,fly,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,hummingBird,NA,NA,,,,
3158-b,1450000000000,11,subSuperTrial,distr23,diningTable,target,3,4,table,furniture,bookcase,distrClass2,2,3,NA,furniture,iguana,distrClass3,4,2,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
7830-a,1450000000000,43,subSuperTrial,distr23,jellyBeans,target,3,2,candy,snack,chips,distrClass2,4,3,NA,snack,iguana,distrClass3,2,4,NA,animal,1,1,0,bean,,1450000000000,bean,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,jellyBeans,NA,NA,,,,
0198-d,1450000000000,14,subSuperTrial,distr23,blackBear,target,4,2,bear,animal,gloves,distrClass3,2,3,NA,clothing,iguana,distrClass2,3,4,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
3293-5,1450000000000,8,subSuperTrial,distr23,tulip,target,2,2,flower,plant,rabbit,distrClass3,3,3,NA,animal,ivy,distrClass2,4,4,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tulip,NA,NA,,,,
2919-a,1450000000000,69,subSuperTrial,distr23,sunflower,target,3,4,flower,plant,rhino,distrClass3,2,2,NA,animal,ivy,distrClass2,4,3,NA,plant,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,sunflower,NA,NA,,,,
3504-8,1450000000000,3,subSuperTrial,distr23,rose,target,4,2,flower,plant,kitten,distrClass3,3,3,NA,animal,ivy,distrClass2,2,4,NA,plant,1,1,0,flower!,,1450000000000,flower!,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,rose,NA,NA,,,,
5975-e,1450000000000,43,subSuperTrial,distr23,mnMs,target,3,4,candy,snack,popcorn,distrClass2,2,3,NA,snack,ivy,distrClass3,4,2,NA,plant,1,1,0,colors,,1450000000000,colors,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,mnMs,NA,NA,,,,
4517-f,1450000000000,71,subSuperTrial,distr23,skittles,target,2,2,candy,snack,pretzels,distrClass2,3,3,NA,snack,ivy,distrClass3,4,4,NA,plant,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,skittles,NA,NA,,,,
1223-7,1450000000000,61,subSuperTrial,distr23,polarBear,target,2,3,bear,animal,bathrobe,distrClass3,3,2,NA,clothing,kitten,distrClass2,4,4,NA,animal,1,1,0,polar bear,,1450000000000,polar bear,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,polarBear,NA,NA,,,,
4517-f,1450000000000,27,subSuperTrial,distr23,hummingBird,target,4,4,bird,animal,bookcase,distrClass3,3,3,NA,furniture,kitten,distrClass2,2,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
8684-3,1450000000000,10,subSuperTrial,distr23,tShirt,target,2,4,shirt,clothing,socks,distrClass2,3,2,NA,clothing,kitten,distrClass3,4,3,NA,animal,1,1,0,has 2 sleeves,,1450000000000,has 2 sleeves,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,tShirt,NA,NA,,,,
3504-8,1450000000000,46,subSuperTrial,distr23,parrot,target,3,3,bird,animal,ivy,distrClass3,4,4,NA,plant,kitten,distrClass2,2,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,parrot,NA,NA,,,,
3158-b,1450000000000,52,subSuperTrial,distr23,tulip,target,2,4,flower,plant,rosemary,distrClass2,4,2,NA,plant,kitten,distrClass3,3,3,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tulip,NA,NA,,,,
0198-d,1450000000000,4,subSuperTrial,distr23,picnicTable,target,4,4,table,furniture,cookies,distrClass3,3,2,NA,snack,lamp,distrClass2,2,3,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,picnicTable,NA,NA,,,,
2919-a,1450000000000,51,subSuperTrial,distr23,tShirt,target,4,2,shirt,clothing,socks,distrClass2,2,4,NA,clothing,lamp,distrClass3,3,3,NA,furniture,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
4452-5,1450000000000,44,subSuperTrial,distr23,coffeeTable,target,3,4,table,furniture,crocodile,distrClass3,4,3,NA,animal,lamp,distrClass2,2,2,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
5628-2,1450000000000,41,subSuperTrial,distr23,coffeeTable,target,2,4,table,furniture,crocodile,distrClass3,4,2,NA,animal,lamp,distrClass2,3,3,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
5239-5,1450000000000,46,subSuperTrial,distr23,diningTable,target,2,4,table,furniture,elephant,distrClass3,3,3,NA,animal,lamp,distrClass2,4,2,NA,furniture,1,1,0,coffee table,,1450000000000,coffee table,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,diningTable,NA,NA,,,,
8935-b,1450000000000,29,subSuperTrial,distr23,sportsCar,target,3,3,car,vehicle,firetruck,distrClass2,4,2,NA,vehicle,lamp,distrClass3,2,4,NA,furniture,1,1,0,Silver,,1450000000000,Silver,FALSE,TRUE,FALSE,,,x,,,,,,,,sportsCar,NA,NA,,,,
3504-8,1450000000000,38,subSuperTrial,distr23,swordFish,target,3,3,fish,animal,lamp,distrClass3,4,4,NA,furniture,lion,distrClass2,2,2,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,swordFish,NA,NA,,,,
3695-5,1450000000000,72,subSuperTrial,distr23,dalmatian,target,3,3,dog,animal,train,distrClass3,4,4,NA,vehicle,lion,distrClass2,2,2,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
4517-f,1450000000000,29,subSuperTrial,distr23,pandaBear,target,2,4,bear,animal,gloves,distrClass3,3,3,NA,clothing,lobster,distrClass2,4,2,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pandaBear,NA,NA,,,,
8430-f,1450000000000,40,subSuperTrial,distr23,clownFish,target,2,3,fish,animal,socks,distrClass3,4,2,NA,clothing,lobster,distrClass2,3,4,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
5934-3,1450000000000,49,subSuperTrial,distr23,suv,target,3,4,car,vehicle,train,distrClass2,2,3,NA,vehicle,lobster,distrClass3,4,2,NA,animal,2,2,0,thanks,,,,,,,,,x,,,,,,,,,,,,,,
8286-0,1450000000000,5,subSuperTrial,distr23,mnMs,target,3,2,candy,snack,cookies,distrClass2,2,4,NA,snack,lobster,distrClass3,4,3,NA,animal,1,1,0,m&m,,1450000000000,m&m,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,mnMs,NA,NA,,,,
8430-f,1450000000000,24,subSuperTrial,distr23,sportsCar,target,4,2,car,vehicle,rhino,distrClass3,3,4,NA,animal,motorcycle,distrClass2,2,3,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sportsCar,NA,NA,,,,
4517-f,1450000000000,43,subSuperTrial,distr23,dressShirt,target,2,2,shirt,clothing,bathrobe,distrClass2,4,4,NA,clothing,pig,distrClass3,3,3,NA,animal,1,1,0,tshirt,,1450000000000,tshirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dressShirt,NA,NA,,,,
9807-5,1450000000000,62,subSuperTrial,distr23,catfish,target,3,3,fish,animal,lamp,distrClass3,2,4,NA,furniture,pig,distrClass2,4,2,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
0198-d,1450000000000,8,subSuperTrial,distr23,hawaiiShirt,target,3,2,shirt,clothing,socks,distrClass2,4,4,NA,clothing,pig,distrClass3,2,3,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hawaiiShirt,NA,NA,,,,
3293-5,1450000000000,14,subSuperTrial,distr23,pug,target,3,3,dog,animal,pottedPlant,distrClass3,2,2,NA,plant,pig,distrClass2,4,4,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pug,NA,NA,,,,
7111-e,1450000000000,13,subSuperTrial,distr23,clownFish,target,4,2,fish,animal,grasses,distrClass3,2,3,NA,plant,pig,distrClass2,3,4,NA,animal,1,1,0,clown orang,,1450000000000,clown orang,FALSE,TRUE,TRUE,,,FALSE,,,,,TRUE,,,clownFish,NA,NA,,,,
8286-0,1450000000000,57,subSuperTrial,distr23,pandaBear,target,4,2,bear,animal,pottedPlant,distrClass3,2,3,NA,plant,pig,distrClass2,3,4,NA,animal,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,pandaBear,NA,NA,,,,
5076-0,1450000000000,26,subSuperTrial,distr23,jellyBeans,target,4,4,candy,snack,lion,distrClass3,3,2,NA,animal,popcorn,distrClass2,2,3,NA,snack,1,1,0,Very colorful,,1450000000000,Very colorful,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,jellyBeans,NA,NA,,,,
9807-5,1450000000000,13,subSuperTrial,distr23,hummingBird,target,4,2,bird,animal,rhino,distrClass2,3,4,NA,animal,popcorn,distrClass3,2,3,NA,snack,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
2919-a,1450000000000,10,subSuperTrial,distr23,skittles,target,4,4,candy,snack,squirrel,distrClass3,2,2,NA,animal,popcorn,distrClass2,3,3,NA,snack,1,1,0,M7M,,1450000000000,M7M,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,skittles,NA,NA,,,,
4452-5,1450000000000,45,subSuperTrial,distr23,mnMs,target,2,3,candy,snack,iguana,distrClass3,4,4,NA,animal,popcorn,distrClass2,3,2,NA,snack,1,1,0,m and m,,1450000000000,m and m,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,mnMs,NA,NA,,,,
2195-2,1450000000000,71,subSuperTrial,distr23,jellyBeans,target,3,4,candy,snack,train,distrClass3,4,2,NA,vehicle,popcorn,distrClass2,2,3,NA,snack,1,1,0,JELLY BEANS,,1450000000000,JELLY BEANS,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,jellyBeans,NA,NA,,,,
6456-4,1450000000000,69,subSuperTrial,distr23,bedsideTable,target,3,3,table,furniture,bookcase,distrClass2,2,4,NA,furniture,popcorn,distrClass3,4,2,NA,snack,1,1,0,end table,,1450000000000,end table,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,bedsideTable,NA,NA,,,,
8430-f,1450000000000,49,subSuperTrial,distr23,sunflower,target,2,2,flower,plant,dress,distrClass3,3,3,NA,clothing,pottedPlant,distrClass2,4,4,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
5076-0,1450000000000,69,subSuperTrial,distr23,pug,target,2,4,dog,animal,iguana,distrClass2,4,3,NA,animal,pottedPlant,distrClass3,3,2,NA,plant,1,1,0,Dog,,1450000000000,Dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pug,NA,NA,,,,
8935-b,1450000000000,27,subSuperTrial,distr23,daisy,target,3,3,flower,plant,elephant,distrClass3,4,4,NA,animal,pottedPlant,distrClass2,2,2,NA,plant,1,1,0,White,,1450000000000,White,FALSE,TRUE,FALSE,,,x,,,,,,,,daisy,NA,NA,,,,
3158-b,1450000000000,67,subSuperTrial,distr23,gummyBears,target,3,3,candy,snack,ambulance,distrClass3,2,4,NA,vehicle,pretzels,distrClass2,4,2,NA,snack,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,gummyBears,NA,NA,,,,
3158-b,1450000000000,63,subSuperTrial,distr23,tShirt,target,2,2,shirt,clothing,dress,distrClass2,4,3,NA,clothing,pretzels,distrClass3,3,4,NA,snack,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
