,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,noLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
268,5512-7,1450000000000,39,subSuperTrial,distr22,hawaiiShirt,target,2,4,shirt,clothing,bathrobe,distrClass2,4,3,NA,clothing,dress,distrClass2,3,2,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
269,0198-d,1450000000000,70,subSuperTrial,distr22,dressShirt,target,3,2,shirt,clothing,gloves,distrClass2,2,3,NA,clothing,dress,distrClass2,4,4,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
270,9807-5,1450000000000,51,subSuperTrial,distr22,dressShirt,target,2,2,shirt,clothing,socks,distrClass2,3,3,NA,clothing,dress,distrClass2,4,4,NA,clothing,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
272,5934-3,1450000000000,47,subSuperTrial,distr22,catfish,target,2,2,fish,animal,chick,distrClass2,3,3,NA,animal,elephant,distrClass2,4,4,NA,animal,1,1,0,catfish,,1450000000000,catfish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,catfish,NA,NA,NA,NA,NA,
273,4842-f,1450000000000,5,subSuperTrial,distr22,sportsCar,target,4,3,car,vehicle,ambulance,distrClass2,3,4,NA,vehicle,firetruck,distrClass2,2,2,NA,vehicle,1,1,0,fastest one in the group,,1450000000000,fastest one in the group,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,sportsCar,NA,NA,NA,NA,NA,
274,3293-5,1450000000000,12,subSuperTrial,distr22,daisy,target,2,2,flower,plant,rosemary,distrClass2,4,3,NA,plant,grasses,distrClass2,3,4,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,daisy,NA,NA,NA,NA,NA,
275,9551-7,1450000000000,66,subSuperTrial,distr22,eagle,target,3,3,bird,animal,snake,distrClass2,2,2,NA,animal,horse,distrClass2,4,4,NA,animal,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,eagle,NA,NA,NA,NA,NA,
276,8430-f,1450000000000,31,subSuperTrial,distr22,goldFish,target,4,3,fish,animal,lobster,distrClass2,3,2,NA,animal,iguana,distrClass2,2,4,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
278,5934-3,1450000000000,6,subSuperTrial,distr22,rose,target,3,2,flower,plant,rosemary,distrClass2,4,3,NA,plant,ivy,distrClass2,2,4,NA,plant,1,1,0,the rose,,1450000000000,the rose,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,rose,NA,NA,NA,NA,NA,
280,8258-f,1450000000000,44,subSuperTrial,distr22,pug,target,3,2,dog,animal,snake,distrClass2,4,3,NA,animal,lion,distrClass2,2,4,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
282,6456-4,1450000000000,36,subSuperTrial,distr22,swordFish,target,2,2,fish,animal,elephant,distrClass2,4,4,NA,animal,pig,distrClass2,3,3,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,swordFish,NA,NA,NA,NA,NA,
283,7111-e,1450000000000,22,subSuperTrial,distr22,pug,target,2,4,dog,animal,sheep,distrClass2,3,3,NA,animal,pig,distrClass2,4,2,NA,animal,1,1,0,smoosh face ,,1450000000000,smoosh face ,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
285,5628-2,1450000000000,65,subSuperTrial,distr22,daisy,target,2,3,flower,plant,ivy,distrClass2,3,4,NA,plant,pottedPlant,distrClass2,4,2,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,daisy,NA,NA,NA,NA,NA,
286,5076-0,1450000000000,39,subSuperTrial,distr22,catfish,target,4,2,fish,animal,bison,distrClass2,3,4,NA,animal,rabbit,distrClass2,2,3,NA,animal,1,1,0,Lives underwater,,1450000000000,Lives underwater,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,catfish,NA,NA,NA,NA,NA,
287,3504-8,1450000000000,68,subSuperTrial,distr22,pug,target,3,4,dog,animal,pig,distrClass2,2,2,NA,animal,rabbit,distrClass2,4,3,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
288,6456-4,1450000000000,13,subSuperTrial,distr22,husky,target,3,3,dog,animal,squirrel,distrClass2,2,4,NA,animal,rabbit,distrClass2,4,2,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
289,5239-5,1450000000000,51,subSuperTrial,distr22,germanShepherd,target,4,3,dog,animal,chick,distrClass2,2,2,NA,animal,rhino,distrClass2,3,4,NA,animal,1,1,0,german shepard,,1450000000000,german shepard,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
290,5239-5,1450000000000,66,subSuperTrial,distr22,pigeon,target,3,4,bird,animal,sheep,distrClass2,2,2,NA,animal,rhino,distrClass2,4,3,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pigeon,NA,NA,NA,NA,NA,
291,5975-e,1450000000000,18,subSuperTrial,distr22,tulip,target,4,2,flower,plant,grasses,distrClass2,3,4,NA,plant,rosemary,distrClass2,2,3,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tulip,NA,NA,NA,NA,NA,
292,0198-d,1450000000000,65,subSuperTrial,distr22,daisy,target,4,2,flower,plant,ivy,distrClass2,2,3,NA,plant,rosemary,distrClass2,3,4,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,daisy,NA,NA,NA,NA,NA,
293,3504-8,1450000000000,1,subSuperTrial,distr22,tulip,target,2,2,flower,plant,pottedPlant,distrClass2,4,3,NA,plant,rosemary,distrClass2,3,4,NA,plant,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tulip,NA,NA,NA,NA,NA,
294,4393-a,1450000000000,31,subSuperTrial,distr22,pandaBear,target,3,3,bear,animal,iguana,distrClass2,2,4,NA,animal,sheep,distrClass2,4,2,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pandaBear,NA,NA,NA,NA,NA,
295,7111-e,1450000000000,6,subSuperTrial,distr22,eagle,target,2,4,bird,animal,rhino,distrClass2,4,2,NA,animal,sheep,distrClass2,3,3,NA,animal,1,1,0,FREEDOM FLY,,1450000000000,FREEDOM FLY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,eagle,NA,NA,NA,NA,NA,
296,3293-5,1450000000000,65,subSuperTrial,distr22,goldFish,target,3,4,fish,animal,rabbit,distrClass2,2,3,NA,animal,snake,distrClass2,4,2,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
297,7830-a,1450000000000,68,subSuperTrial,distr22,hawaiiShirt,target,4,3,shirt,clothing,gloves,distrClass2,3,4,NA,clothing,socks,distrClass2,2,2,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
298,4517-f,1450000000000,58,subSuperTrial,distr22,clownFish,target,4,4,fish,animal,iguana,distrClass2,3,2,NA,animal,squirrel,distrClass2,2,3,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,clownFish,NA,NA,NA,NA,NA,
299,5512-7,1450000000000,12,subSuperTrial,distr22,diningTable,target,2,4,table,furniture,bookcase,distrClass2,3,3,NA,furniture,wardrobe,distrClass2,4,2,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,diningTable,NA,NA,NA,NA,NA,
300,3158-b,1450000000000,8,subSuperTrial,distr22,coffeeTable,target,4,2,table,furniture,bookcase,distrClass2,3,4,NA,furniture,wardrobe,distrClass2,2,3,NA,furniture,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,coffeeTable,NA,NA,NA,NA,NA,
303,8286-0,1450000000000,18,subSuperTrial,distr22,hummingBird,target,4,3,bird,animal,snake,distrClass2,3,4,NA,animal,chick,distrClass2,2,2,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,hummingBird,NA,NA,NA,NA,NA,
304,5628-2,1450000000000,10,subSuperTrial,distr22,skittles,target,4,3,candy,snack,pretzels,distrClass2,2,2,NA,snack,chips,distrClass2,3,4,NA,snack,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,skittles,NA,NA,NA,NA,NA,
305,7111-e,1450000000000,56,subSuperTrial,distr22,jellyBeans,target,2,4,candy,snack,popcorn,distrClass2,4,3,NA,snack,chips,distrClass2,3,2,NA,snack,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
306,4452-5,1450000000000,61,subSuperTrial,distr22,gummyBears,target,2,4,candy,snack,chips,distrClass2,3,3,NA,snack,cookies,distrClass2,4,2,NA,snack,1,1,0,gummy bears,,1450000000000,gummy bears,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,gummyBears,NA,NA,NA,NA,NA,
307,8684-3,1450000000000,63,subSuperTrial,distr22,jellyBeans,target,3,2,candy,snack,chips,distrClass2,4,4,NA,snack,cookies,distrClass2,2,3,NA,snack,1,1,0,sweet,,1450000000000,sweet,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
308,2919-a,1450000000000,13,subSuperTrial,distr22,pigeon,target,2,4,bird,animal,crocodile,distrClass2,4,3,NA,animal,cow,distrClass2,3,2,NA,animal,1,1,0,pigeon,,1450000000000,pigeon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pigeon,NA,NA,NA,NA,NA,
309,3293-5,1450000000000,60,subSuperTrial,distr22,dalmatian,target,3,3,dog,animal,pig,distrClass2,2,2,NA,animal,cow,distrClass2,4,4,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dalmatian,NA,NA,NA,NA,NA,
310,3293-5,1450000000000,56,subSuperTrial,distr22,polarBear,target,4,3,bear,animal,kitten,distrClass2,3,4,NA,animal,crocodile,distrClass2,2,2,NA,animal,1,1,0,polar,,1450000000000,polar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,polarBear,NA,NA,NA,NA,NA,
311,4452-5,1450000000000,24,subSuperTrial,distr22,parrot,target,2,2,bird,animal,lion,distrClass2,3,4,NA,animal,crocodile,distrClass2,4,3,NA,animal,1,1,0,parrot,,1450000000000,parrot,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
312,8430-f,1450000000000,22,subSuperTrial,distr22,tShirt,target,3,4,shirt,clothing,bathrobe,distrClass2,2,2,NA,clothing,dress,distrClass2,4,3,NA,clothing,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tShirt,NA,NA,NA,NA,NA,
313,7830-a,1450000000000,25,subSuperTrial,distr22,swordFish,target,4,3,fish,animal,kitten,distrClass2,3,2,NA,animal,elephant,distrClass2,2,4,NA,animal,1,1,0,sword,,1450000000000,sword,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,swordFish,NA,NA,NA,NA,NA,
314,3293-5,1450000000000,49,subSuperTrial,distr22,eagle,target,4,2,bird,animal,pig,distrClass2,3,4,NA,animal,elephant,distrClass2,2,3,NA,animal,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,eagle,NA,NA,NA,NA,NA,
316,5239-5,1450000000000,71,subSuperTrial,distr22,sportsCar,target,4,3,car,vehicle,motorcycle,distrClass2,2,4,NA,vehicle,firetruck,distrClass2,3,2,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,sportsCar,NA,NA,NA,NA,NA,
317,0198-d,1450000000000,9,subSuperTrial,distr22,convertible,target,3,2,car,vehicle,motorcycle,distrClass2,2,3,NA,vehicle,firetruck,distrClass2,4,4,NA,vehicle,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
318,5076-0,1450000000000,23,subSuperTrial,distr22,hawaiiShirt,target,4,4,shirt,clothing,bathrobe,distrClass2,2,2,NA,clothing,gloves,distrClass2,3,3,NA,clothing,1,1,0,Short sleeves,,1450000000000,Short sleeves,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
319,8258-f,1450000000000,61,subSuperTrial,distr22,poloShirt,target,4,2,shirt,clothing,socks,distrClass2,3,4,NA,clothing,gloves,distrClass2,2,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
320,2195-2,1450000000000,5,subSuperTrial,distr22,tShirt,target,2,4,shirt,clothing,socks,distrClass2,3,2,NA,clothing,gloves,distrClass2,4,3,NA,clothing,1,1,0,SHIRT,,1450000000000,SHIRT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tShirt,NA,NA,NA,NA,NA,
321,2195-2,1450000000000,28,subSuperTrial,distr22,dressShirt,target,2,4,shirt,clothing,socks,distrClass2,4,2,NA,clothing,gloves,distrClass2,3,3,NA,clothing,1,1,0,SHIRT,,1450000000000,SHIRT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
322,8258-f,1450000000000,19,subSuperTrial,distr22,dressShirt,target,3,2,shirt,clothing,dress,distrClass2,4,4,NA,clothing,gloves,distrClass2,2,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
323,5934-3,1450000000000,41,subSuperTrial,distr22,dressShirt,target,2,4,shirt,clothing,dress,distrClass2,4,3,NA,clothing,gloves,distrClass2,3,2,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dressShirt,NA,NA,NA,NA,NA,
324,4842-f,1450000000000,19,subSuperTrial,distr22,hawaiiShirt,target,4,2,shirt,clothing,dress,distrClass2,3,4,NA,clothing,gloves,distrClass2,2,3,NA,clothing,1,1,0,cheesy taste in vaca clothes,,1450000000000,cheesy taste in vaca clothes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
325,3695-5,1450000000000,34,subSuperTrial,distr22,poloShirt,target,2,4,shirt,clothing,dress,distrClass2,3,2,NA,clothing,gloves,distrClass2,4,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
326,2195-2,1450000000000,30,subSuperTrial,distr22,tulip,target,3,3,flower,plant,pottedPlant,distrClass2,2,2,NA,plant,grasses,distrClass2,4,4,NA,plant,1,1,0,ROSE,,1450000000000,ROSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,tulip,NA,NA,NA,NA,NA,
328,8935-b,1450000000000,19,subSuperTrial,distr22,parrot,target,2,2,bird,animal,kitten,distrClass2,4,4,NA,animal,iguana,distrClass2,3,3,NA,animal,1,1,0,Rainbow,,1450000000000,Rainbow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
329,5628-2,1450000000000,9,subSuperTrial,distr22,eagle,target,2,4,bird,animal,lion,distrClass2,3,2,NA,animal,iguana,distrClass2,4,3,NA,animal,1,1,0,eagle,,1450000000000,eagle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,eagle,NA,NA,NA,NA,NA,
330,4842-f,1450000000000,60,subSuperTrial,distr22,pigeon,target,4,2,bird,animal,squirrel,distrClass2,2,4,NA,animal,iguana,distrClass2,3,3,NA,animal,1,1,0,sends messages,,1450000000000,sends messages,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pigeon,NA,NA,NA,NA,NA,
331,4452-5,1450000000000,27,subSuperTrial,distr22,pug,target,4,4,dog,animal,chick,distrClass2,2,2,NA,animal,iguana,distrClass2,3,3,NA,animal,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
334,9807-5,1450000000000,48,subSuperTrial,distr22,polarBear,target,4,4,bear,animal,crocodile,distrClass2,2,3,NA,animal,kitten,distrClass2,3,2,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,polarBear,NA,NA,NA,NA,NA,
335,4517-f,1450000000000,44,subSuperTrial,distr22,dalmatian,target,3,2,dog,animal,rabbit,distrClass2,4,3,NA,animal,kitten,distrClass2,2,4,NA,animal,1,1,0,dog ,,1450000000000,dog ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,dalmatian,NA,NA,NA,NA,NA,
336,5934-3,1450000000000,17,subSuperTrial,distr22,blackBear,target,2,2,bear,animal,horse,distrClass2,4,4,NA,animal,lion,distrClass2,3,3,NA,animal,1,1,0,the bear,,1450000000000,the bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,blackBear,NA,NA,NA,NA,NA,
337,7830-a,1450000000000,64,subSuperTrial,distr22,germanShepherd,target,2,3,dog,animal,horse,distrClass2,4,4,NA,animal,lion,distrClass2,3,2,NA,animal,1,1,0,doggy,,1450000000000,doggy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
338,9807-5,1450000000000,18,subSuperTrial,distr22,clownFish,target,4,3,fish,animal,pig,distrClass2,3,2,NA,animal,lion,distrClass2,2,4,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,clownFish,NA,NA,NA,NA,NA,
339,8684-3,1450000000000,47,subSuperTrial,distr22,parrot,target,2,4,bird,animal,rabbit,distrClass2,3,3,NA,animal,lion,distrClass2,4,2,NA,animal,1,1,0,flies,,1450000000000,flies,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
340,5975-e,1450000000000,63,subSuperTrial,distr22,clownFish,target,3,2,fish,animal,kitten,distrClass2,2,3,NA,animal,lion,distrClass2,4,4,NA,animal,1,1,0,fins,,1450000000000,fins,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,clownFish,NA,NA,NA,NA,NA,
341,8258-f,1450000000000,26,subSuperTrial,distr22,goldFish,target,3,2,fish,animal,lobster,distrClass2,4,4,NA,animal,lion,distrClass2,2,3,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
342,4517-f,1450000000000,51,subSuperTrial,distr22,catfish,target,4,4,fish,animal,cow,distrClass2,3,2,NA,animal,lobster,distrClass2,2,3,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,catfish,NA,NA,NA,NA,NA,
343,3158-b,1450000000000,61,subSuperTrial,distr22,pandaBear,target,4,4,bear,animal,crocodile,distrClass2,2,2,NA,animal,lobster,distrClass2,3,3,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pandaBear,NA,NA,NA,NA,NA,
344,3695-5,1450000000000,8,subSuperTrial,distr22,minivan,target,2,3,car,vehicle,train,distrClass2,3,4,NA,vehicle,motorcycle,distrClass2,4,2,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,minivan,NA,NA,NA,NA,NA,
345,5512-7,1450000000000,64,subSuperTrial,distr22,pandaBear,target,3,3,bear,animal,kitten,distrClass2,4,4,NA,animal,pig,distrClass2,2,2,NA,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pandaBear,NA,NA,NA,NA,NA,
346,5628-2,1450000000000,43,subSuperTrial,distr22,pigeon,target,3,3,bird,animal,rhino,distrClass2,2,2,NA,animal,pig,distrClass2,4,4,NA,animal,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,pigeon,NA,NA,NA,NA,NA,
347,7830-a,1450000000000,16,subSuperTrial,distr22,dalmatian,target,3,3,dog,animal,sheep,distrClass2,2,2,NA,animal,pig,distrClass2,4,4,NA,animal,1,1,0,spots,,1450000000000,spots,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,dalmatian,NA,NA,NA,NA,NA,
349,4452-5,1450000000000,46,subSuperTrial,distr22,goldFish,target,3,3,fish,animal,iguana,distrClass2,4,4,NA,animal,pig,distrClass2,2,2,NA,animal,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
