,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,alt3Name,alt3TargetStatus,alt3SpLocs,alt3LisLocs,alt3Basiclevel,alt3superdomain,alt4Name,alt4TargetStatus,alt4SpLocs,alt4LisLocs,alt4Basiclevel,alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
1535,6456-4,1450000000000,46,subSuperTrial,distr22,poloShirt,target,3,3,shirt,clothing,socks,distrClass2,2,2,NA,clothing,bathrobe,distrClass2,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,poloShirt,NA,NA,,NA,NA,
1536,6456-4,1450000000000,47,subSuperTrial,distr33,picnicTable,target,3,3,table,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,grasses,distrClass3,2,4,NA,plant,pottedPlant,distrClass3,4,2,NA,plant,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
1541,6456-4,1450000000000,52,subSuperTrial,distr33,dressShirt,target,3,4,shirt,clothing,lamp,distrClass3,4,2,NA,furniture,horse,distrClass3,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
1542,6456-4,1450000000000,53,subSuperTrial,distr23,gummyBears,target,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rabbit,distrClass3,2,4,NA,animal,cookies,distrClass2,4,3,NA,snack,1,1,0,gummi bears,,1450000000000,gummi bears,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,gummyBears,NA,NA,,NA,NA,
1548,6456-4,1450000000000,59,subSuperTrial,distr23,germanShepherd,target,3,4,dog,animal,lion,distrClass2,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ambulance,distrClass3,4,2,NA,vehicle,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
1551,6456-4,1450000000000,62,subSuperTrial,distr22,pug,target,3,2,dog,animal,bison,distrClass2,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rabbit,distrClass2,4,3,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
1552,6456-4,1450000000000,63,subSuperTrial,distr12,clownFish,target,3,4,fish,animal,horse,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,2,3,fish,animal,1,1,0,clown fish,,1450000000000,clown fish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,clownFish,NA,NA,,NA,NA,
1554,6456-4,1450000000000,65,subSuperTrial,distr22,jellyBeans,target,4,4,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,3,2,NA,snack,chips,distrClass2,2,3,NA,snack,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,jellyBeans,NA,NA,,NA,NA,
1556,6456-4,1450000000000,67,subSuperTrial,distr33,minivan,target,3,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bathrobe,distrClass3,2,4,NA,clothing,horse,distrClass3,4,2,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,minivan,NA,NA,,NA,NA,
1557,6456-4,1450000000000,68,subSuperTrial,distr22,blackBear,target,2,4,bear,animal,kitten,distrClass2,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA,squirrel,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,blackBear,NA,NA,,NA,NA,
1558,6456-4,1450000000000,69,subSuperTrial,distr23,bedsideTable,target,3,3,table,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass2,2,4,NA,furniture,popcorn,distrClass3,4,2,NA,snack,1,1,0,end table,,1450000000000,end table,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
1559,6456-4,1450000000000,70,subSuperTrial,distr12,tulip,target,4,3,flower,plant,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass2,2,4,NA,plant,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,3,2,flower,plant,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
1564,5934-3,1450000000000,3,subSuperTrial,distr33,pandaBear,target,3,4,bear,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,4,2,NA,furniture,train,distrClass3,2,3,NA,vehicle,1,1,0,the panda,,1450000000000,the panda,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,pandaBear,NA,NA,,NA,NA,
1565,5934-3,1450000000000,4,subSuperTrial,distr23,clownFish,target,3,3,fish,animal,rhino,distrClass2,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,4,4,NA,plant,1,1,0,the fish,,1450000000000,the fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,clownFish,NA,NA,,NA,NA,
1566,5934-3,1450000000000,5,subSuperTrial,distr22,tShirt,target,3,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,socks,distrClass2,2,4,NA,clothing,bathrobe,distrClass2,4,3,NA,clothing,1,1,0,the t-shirt,,1450000000000,the t-shirt,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,tShirt,NA,NA,,NA,NA,
1567,5934-3,1450000000000,6,subSuperTrial,distr22,rose,target,3,2,flower,plant,rosemary,distrClass2,4,3,NA,plant,ivy,distrClass2,2,4,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,the rose,,1450000000000,the rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,TRUE,rose,NA,NA,,NA,NA,
1572,5934-3,1450000000000,11,subSuperTrial,distr23,pigeon,target,3,2,bird,animal,lobster,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,4,4,NA,plant,2,2,0,looked like a nose lol___the bird,,1449261160039___1449261162927,looked like a nose lol,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,pigeon,NA,NA,,NA,NA,
1577,5934-3,1450000000000,16,subSuperTrial,distr23,goldFish,target,2,2,fish,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,4,3,NA,animal,dress,distrClass3,3,4,NA,clothing,blackStimulus,NA,5,5,NA,NA,2,2,0,heh,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1578,5934-3,1450000000000,17,subSuperTrial,distr22,blackBear,target,2,2,bear,animal,horse,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,the bear,,1450000000000,the bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,blackBear,NA,NA,,NA,NA,
1581,5934-3,1450000000000,20,subSuperTrial,distr12,grizzlyBear,target,3,3,bear,animal,squirrel,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,koalaBear,distrClass1,2,4,bear,animal,2,2,0,cool :D feels like meeting a minor celeb,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1582,5934-3,1450000000000,21,subSuperTrial,distr22,diningTable,target,2,3,table,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lamp,distrClass2,4,4,NA,furniture,bookcase,distrClass2,3,2,NA,furniture,2,1,1,table,ha! lol you should create an account!,1449261277640___1449261287041,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
1584,5934-3,1450000000000,23,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass3,3,4,NA,snack,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,2,3,NA,snack,1,1,0,non-edible,,1450000000000,non-edible,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
1592,5934-3,1450000000000,31,subSuperTrial,distr12,gummyBears,target,4,4,candy,snack,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass2,2,2,NA,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,3,3,candy,snack,3,2,1,i lost mine April 2014 and haven't gotten a new one yet___gummies,i'll live. lol i suppose! ,1449261430356___1449261439198___1449261441668,i lost mine April 2014 and haven't gotten a new one yet,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,gummyBears,NA,NA,,NA,NA,
1593,5934-3,1450000000000,32,subSuperTrial,distr23,mnMs,target,3,2,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,4,4,NA,snack,socks,distrClass3,2,3,NA,clothing,3,2,1,but working for myself is pretty nice___m&ms,i've applied everywhere.~~~~~~ no one is hiring~~~ lol,1449261450138___1449261457254___1449261458177,but working for myself is pretty nice,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
1594,5934-3,1450000000000,33,subSuperTrial,distr33,minivan,target,3,2,car,vehicle,blackStimulus,NA,1,1,NA,NA,bison,distrClass3,4,4,NA,animal,ivy,distrClass3,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,4,3,1,yeah,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1599,5934-3,1450000000000,38,subSuperTrial,distr23,eagle,target,3,2,bird,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,2,4,NA,animal,bathrobe,distrClass3,4,3,NA,clothing,3,2,1,crushing disappointment___bald eagle,ooo yeah.~~~~~~,1449261550235___1449261556851___1449261557767,crushing disappointment,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,eagle,NA,NA,,NA,NA,bald eagle -> being even more specific
1600,5934-3,1450000000000,39,subSuperTrial,distr12,picnicTable,target,4,3,table,furniture,bookcase,distrClass2,2,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,sideTable,distrClass1,3,2,table,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,picnic table,,1450000000000,picnic table,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
1602,5934-3,1450000000000,41,subSuperTrial,distr22,dressShirt,target,2,4,shirt,clothing,blackStimulus,NA,5,5,NA,NA,dress,distrClass2,4,3,NA,clothing,gloves,distrClass2,3,2,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
1603,5934-3,1450000000000,42,subSuperTrial,distr33,coffeeTable,target,4,3,table,furniture,bison,distrClass3,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,elephant,distrClass3,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,2,2,0,what's your dream job?___table,,1449261601742___1449261604671,what's your dream job?,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,coffeeTable,NA,NA,,NA,NA,
1607,5934-3,1450000000000,46,subSuperTrial,distr12,pug,target,4,3,dog,animal,blackStimulus,NA,1,1,NA,NA,lobster,distrClass2,2,2,NA,animal,greyhound,distrClass1,3,4,dog,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
1608,5934-3,1450000000000,47,subSuperTrial,distr22,catfish,target,2,2,fish,animal,chick,distrClass2,3,3,NA,animal,elephant,distrClass2,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,catfish,,1450000000000,catfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
1610,5934-3,1450000000000,49,subSuperTrial,distr23,suv,target,3,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,train,distrClass2,2,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,lobster,distrClass3,4,2,NA,animal,2,2,0,thanks,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1612,5934-3,1450000000000,51,subSuperTrial,distr12,germanShepherd,target,3,3,dog,animal,lion,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,greyhound,distrClass1,2,2,dog,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,German Shepherd,,1450000000000,German Shepherd,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
1613,5934-3,1450000000000,52,subSuperTrial,distr23,tulip,target,4,3,flower,plant,blackStimulus,NA,5,5,NA,NA,ivy,distrClass2,3,4,NA,plant,blackStimulus,NA,1,1,NA,NA,chips,distrClass3,2,2,NA,snack,2,1,1,tulip,you already got identifying dogs down,1449261723120___1449261728491,tulip,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
1614,5934-3,1450000000000,53,subSuperTrial,distr22,polarBear,target,3,4,bear,animal,blackStimulus,NA,1,1,NA,NA,snake,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,pig,distrClass2,2,2,NA,animal,2,2,0,heh,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1615,5934-3,1450000000000,54,subSuperTrial,distr22,jellyBeans,target,2,3,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,chips,distrClass2,3,2,NA,snack,pretzels,distrClass2,4,4,NA,snack,4,4,0,i'd like to specialize in large animals___horses,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1617,5934-3,1450000000000,56,subSuperTrial,distr12,convertible,target,4,3,car,vehicle,sedan,distrClass1,3,4,car,vehicle,ambulance,distrClass2,2,2,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,3,3,0,yeah,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1619,5934-3,1450000000000,58,subSuperTrial,distr33,dalmatian,target,3,4,dog,animal,blackStimulus,NA,5,5,NA,NA,chips,distrClass3,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass3,2,2,NA,plant,1,1,0,dalmatian,,1450000000000,dalmatian,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
1620,5934-3,1450000000000,59,subSuperTrial,distr33,sunflower,target,2,4,flower,plant,gloves,distrClass3,4,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,3,3,NA,snack,blackStimulus,NA,1,1,NA,NA,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
1621,5934-3,1450000000000,60,subSuperTrial,distr33,husky,target,3,4,dog,animal,motorcycle,distrClass3,2,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,4,2,NA,clothing,1,1,0,Husky,,1450000000000,Husky,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,husky,NA,NA,,NA,NA,
1622,5934-3,1450000000000,61,subSuperTrial,distr23,daisy,target,3,4,flower,plant,horse,distrClass3,2,3,NA,animal,rosemary,distrClass2,4,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,daisy,,1450000000000,daisy,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
1623,5934-3,1450000000000,62,subSuperTrial,distr23,hawaiiShirt,target,4,3,shirt,clothing,blackStimulus,NA,5,5,NA,NA,socks,distrClass2,2,4,NA,clothing,lamp,distrClass3,3,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
1624,5934-3,1450000000000,63,subSuperTrial,distr12,parrot,target,4,3,bird,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,sparrow,distrClass1,2,4,bird,animal,lobster,distrClass2,3,2,NA,animal,3,2,1,macaw___parrot,,,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1626,5934-3,1450000000000,65,subSuperTrial,distr12,sportsCar,target,2,2,car,vehicle,blackStimulus,NA,1,1,NA,NA,sedan,distrClass1,3,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,train,distrClass2,4,4,NA,vehicle,1,1,0,silver car,,1450000000000,silver car,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,sportsCar,NA,NA,,NA,NA,
1627,5934-3,1450000000000,66,subSuperTrial,distr12,swordFish,target,4,2,fish,animal,discusFish,distrClass1,2,4,fish,animal,bison,distrClass2,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,2,2,0,my aunt has an African grey,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
1629,5934-3,1450000000000,68,subSuperTrial,distr33,poloShirt,target,2,2,shirt,clothing,pretzels,distrClass3,4,3,NA,snack,pig,distrClass3,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,2,2,0,sure thing :) it'll probs be something like TrippyHippy___shirt,,1449261964457___1449261968135,sure thing :) it'll probs be something like TrippyHippy,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,poloShirt,NA,NA,,NA,NA,
1630,5934-3,1450000000000,69,subSuperTrial,distr33,skittles,target,2,3,candy,snack,blackStimulus,NA,5,5,NA,NA,ambulance,distrClass3,4,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,iguana,distrClass3,3,4,NA,animal,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
1631,5934-3,1450000000000,70,subSuperTrial,distr22,hummingBird,target,2,2,bird,animal,blackStimulus,NA,1,1,NA,NA,rabbit,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass2,4,3,NA,animal,2,1,1,hummingbird,awesome,1449261984697___1449261985511,hummingbird,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
1634,7830-a,1450000000000,1,subSuperTrial,distr12,catfish,target,2,4,fish,animal,blackStimulus,NA,5,5,NA,NA,discusFish,distrClass1,3,2,fish,animal,sheep,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,cat,,1450000000000,cat,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,catfish,NA,NA,,NA,NA,
1637,7830-a,1450000000000,4,subSuperTrial,distr12,skittles,target,4,4,candy,snack,pretzels,distrClass2,2,3,NA,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
1639,7830-a,1450000000000,6,subSuperTrial,distr23,hummingBird,target,3,4,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass3,4,2,NA,furniture,horse,distrClass2,2,3,NA,animal,1,1,0,fly,,1450000000000,fly,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
1640,7830-a,1450000000000,7,subSuperTrial,distr33,tulip,target,4,3,flower,plant,blackStimulus,NA,1,1,NA,NA,bathrobe,distrClass3,3,2,NA,clothing,bookcase,distrClass3,2,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,1,1,0,red,,1450000000000,red,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
1643,7830-a,1450000000000,10,subSuperTrial,distr12,daisy,target,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA,lily,distrClass1,2,2,flower,plant,blackStimulus,NA,5,5,NA,NA,ivy,distrClass2,3,3,NA,plant,1,1,0,yellow,,1450000000000,yellow,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
1645,7830-a,1450000000000,12,subSuperTrial,distr12,gummyBears,target,3,4,candy,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,2,3,candy,snack,blackStimulus,NA,5,5,NA,NA,chips,distrClass2,4,2,NA,snack,1,1,0,gummy,,1450000000000,gummy,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,gummyBears,NA,NA,,NA,NA,
1647,7830-a,1450000000000,14,subSuperTrial,distr23,convertible,target,2,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,motorcycle,distrClass2,4,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,3,4,NA,snack,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,convertible,NA,NA,,NA,NA,
1648,7830-a,1450000000000,15,subSuperTrial,distr12,goldFish,target,2,2,fish,animal,blackStimulus,NA,5,5,NA,NA,snake,distrClass2,4,4,NA,animal,discusFish,distrClass1,3,3,fish,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,goldfish,,1450000000000,goldfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,goldFish,NA,NA,,NA,NA,
1649,7830-a,1450000000000,16,subSuperTrial,distr22,dalmatian,target,3,3,dog,animal,sheep,distrClass2,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,spots,,1450000000000,spots,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
1650,7830-a,1450000000000,17,subSuperTrial,distr22,mnMs,target,4,2,candy,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,popcorn,distrClass2,2,4,NA,snack,chips,distrClass2,3,3,NA,snack,1,1,0,mmmmmm,,1450000000000,mmmmmm,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
1651,7830-a,1450000000000,18,subSuperTrial,distr22,sunflower,target,3,2,flower,plant,grasses,distrClass2,4,4,NA,plant,ivy,distrClass2,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,yellow,,1450000000000,yellow,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
1655,7830-a,1450000000000,22,subSuperTrial,distr22,bedsideTable,target,4,3,table,furniture,wardrobe,distrClass2,2,2,NA,furniture,bed,distrClass2,3,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,2 draws,,1450000000000,2 draws,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
1658,7830-a,1450000000000,25,subSuperTrial,distr22,swordFish,target,4,3,fish,animal,kitten,distrClass2,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA,elephant,distrClass2,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,sword,,1450000000000,sword,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,swordFish,NA,NA,,NA,NA,
1659,7830-a,1450000000000,26,subSuperTrial,distr22,suv,target,3,2,car,vehicle,firetruck,distrClass2,2,4,NA,vehicle,motorcycle,distrClass2,4,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,white,,1450000000000,white,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,suv,NA,NA,,NA,NA,
1661,7830-a,1450000000000,28,subSuperTrial,distr33,tShirt,target,4,3,shirt,clothing,pretzels,distrClass3,2,4,NA,snack,blackStimulus,NA,5,5,NA,NA,ivy,distrClass3,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
1664,7830-a,1450000000000,31,subSuperTrial,distr12,grizzlyBear,target,3,3,bear,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,snake,distrClass2,2,4,NA,animal,koalaBear,distrClass1,4,2,bear,animal,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
1668,7830-a,1450000000000,35,subSuperTrial,distr12,coffeeTable,target,4,3,table,furniture,blackStimulus,NA,5,5,NA,NA,sideTable,distrClass1,3,4,table,furniture,bookcase,distrClass2,2,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,coffee,,1450000000000,coffee,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,coffeeTable,NA,NA,,NA,NA,
