"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"786","5512-7",1.45e+12,66,"subSuperTrial","distr33","eagle","target",4,2,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"socks","distrClass3",2,3,NA,"clothing","motorcycle","distrClass3",3,4,NA,"vehicle",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"eagle",NA,NA,"",NA,NA,""
"789","5512-7",1.45e+12,69,"subSuperTrial","distr33","gummyBears","target",4,2,"candy","snack","firetruck","distrClass3",2,4,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass3",3,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"gummyBears",NA,NA,"",NA,NA,""
"790","5512-7",1.45e+12,70,"subSuperTrial","distr33","blackBear","target",2,3,"bear","animal","bathrobe","distrClass3",3,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"socks","distrClass3",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"blackBear",NA,NA,"",NA,NA,""
"793","3293-5",1.45e+12,1,"subSuperTrial","distr23","clownFish","target",2,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"bison","distrClass2",3,3,NA,"animal","pottedPlant","distrClass3",4,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"clownFish",NA,NA,"",NA,NA,""
"795","3293-5",1.45e+12,3,"subSuperTrial","distr12","germanShepherd","target",4,3,"dog","animal","greyhound","distrClass1",3,2,"dog","animal","lion","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,5,3,2,"dog___black___pointy","there are 2___tell me about the ears","1449256239712___1449256256785___1449256259118___1449256278376___1449256287527","dog",FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,"germanShepherd",NA,NA,"",NA,NA,""
"800","3293-5",1.45e+12,8,"subSuperTrial","distr23","tulip","target",2,2,"flower","plant","rabbit","distrClass3",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"ivy","distrClass2",4,4,NA,"plant",1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tulip",NA,NA,"",NA,NA,""
"804","3293-5",1.45e+12,12,"subSuperTrial","distr22","daisy","target",2,2,"flower","plant","rosemary","distrClass2",4,3,NA,"plant","grasses","distrClass2",3,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"daisy",NA,NA,"",NA,NA,""
"806","3293-5",1.45e+12,14,"subSuperTrial","distr23","pug","target",3,3,"dog","animal","blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass3",2,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",4,4,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pug",NA,NA,"",NA,NA,""
"809","3293-5",1.45e+12,17,"subSuperTrial","distr33","hawaiiShirt","target",3,2,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass3",2,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass3",4,4,NA,"animal",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"810","3293-5",1.45e+12,18,"subSuperTrial","distr12","coffeeTable","target",4,4,"table","furniture","sideTable","distrClass1",2,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bed","distrClass2",3,3,NA,"furniture",3,2,1,"short table___yes","coffee table?","1449256575620___1449256583966___1449256600567","short table",FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,"coffeeTable",NA,NA,"",NA,NA,""
"814","3293-5",1.45e+12,22,"subSuperTrial","distr12","rose","target",4,2,"flower","plant","lily","distrClass1",3,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rosemary","distrClass2",2,4,NA,"plant",1,1,0,"red flower","","1.45E+12","red flower",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"rose",NA,NA,"",NA,NA,""
"818","3293-5",1.45e+12,26,"subSuperTrial","distr23","suv","target",4,4,"car","vehicle","ambulance","distrClass2",3,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"crocodile","distrClass3",2,2,NA,"animal",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"824","3293-5",1.45e+12,32,"subSuperTrial","distr33","sunflower","target",2,4,"flower","plant","blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass3",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"socks","distrClass3",4,2,NA,"clothing",1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sunflower",NA,NA,"",NA,NA,""
"828","3293-5",1.45e+12,36,"subSuperTrial","distr33","convertible","target",2,2,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"socks","distrClass3",3,4,NA,"clothing","horse","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"convertible",NA,NA,"",NA,NA,""
"845","3293-5",1.45e+12,53,"subSuperTrial","distr22","diningTable","target",4,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bed","distrClass2",3,3,NA,"furniture","bookcase","distrClass2",2,4,NA,"furniture",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"diningTable",NA,NA,"",NA,NA,""
"847","3293-5",1.45e+12,55,"subSuperTrial","distr33","grizzlyBear","target",2,2,"bear","animal","chips","distrClass3",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"motorcycle","distrClass3",3,4,NA,"vehicle",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"849","3293-5",1.45e+12,57,"subSuperTrial","distr33","tShirt","target",4,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"pig","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"ambulance","distrClass3",3,2,NA,"vehicle",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tShirt",NA,NA,"",NA,NA,""
"850","3293-5",1.45e+12,58,"subSuperTrial","distr23","skittles","target",4,2,"candy","snack","bison","distrClass3",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",3,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"skittles",NA,NA,"",NA,NA,""
"852","3293-5",1.45e+12,60,"subSuperTrial","distr22","dalmatian","target",3,3,"dog","animal","blackStimulus",NA,5,5,NA,NA,"pig","distrClass2",2,2,NA,"animal","cow","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dalmatian",NA,NA,"",NA,NA,""
"853","3293-5",1.45e+12,61,"subSuperTrial","distr33","blackBear","target",3,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"grasses","distrClass3",2,3,NA,"plant","bookcase","distrClass3",4,2,NA,"furniture",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"blackBear",NA,NA,"",NA,NA,""
"855","3293-5",1.45e+12,63,"subSuperTrial","distr33","husky","target",3,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"chips","distrClass3",2,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass3",4,2,NA,"plant",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"husky",NA,NA,"",NA,NA,""
"857","3293-5",1.45e+12,65,"subSuperTrial","distr22","goldFish","target",3,4,"fish","animal","rabbit","distrClass2",2,3,NA,"animal","snake","distrClass2",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"goldFish",NA,NA,"",NA,NA,""
"858","3293-5",1.45e+12,66,"subSuperTrial","distr23","dressShirt","target",3,3,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"ambulance","distrClass3",4,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"bathrobe","distrClass2",2,2,NA,"clothing",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dressShirt",NA,NA,"",NA,NA,""
"860","3293-5",1.45e+12,68,"subSuperTrial","distr22","sportsCar","target",3,2,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"ambulance","distrClass2",2,4,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"firetruck","distrClass2",4,3,NA,"vehicle",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sportsCar",NA,NA,"",NA,NA,""
"861","3293-5",1.45e+12,69,"subSuperTrial","distr33","poloShirt","target",3,3,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass3",4,2,NA,"animal","grasses","distrClass3",2,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"poloShirt",NA,NA,"",NA,NA,""
"866","5975-e",1.45e+12,2,"subSuperTrial","distr23","rose","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass2",3,4,NA,"plant","sheep","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"its a flower","","1.45E+12","its a flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"rose",NA,NA,"",NA,NA,""
"870","5975-e",1.45e+12,6,"subSuperTrial","distr12","daisy","target",4,2,"flower","plant","lily","distrClass1",3,4,"flower","plant","rosemary","distrClass2",2,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"fower with yellow center","","1.45E+12","fower with yellow center",FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,"daisy",NA,NA,"",NA,NA,""
"882","5975-e",1.45e+12,18,"subSuperTrial","distr22","tulip","target",4,2,"flower","plant","grasses","distrClass2",3,4,NA,"plant","rosemary","distrClass2",2,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tulip",NA,NA,"",NA,NA,""
"928","5975-e",1.45e+12,64,"subSuperTrial","distr23","sunflower","target",2,4,"flower","plant","pottedPlant","distrClass2",3,3,NA,"plant","blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",4,2,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sunflower",NA,NA,"",NA,NA,""
"937","9551-7",1.45e+12,1,"subSuperTrial","distr33","gummyBears","target",3,4,"candy","snack","cow","distrClass3",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"ambulance","distrClass3",4,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"it's candy","","1.45E+12","it's candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"gummyBears",NA,NA,"",NA,NA,""
"939","9551-7",1.45e+12,3,"subSuperTrial","distr33","skittles","target",2,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass3",3,3,NA,"furniture","gloves","distrClass3",4,4,NA,"clothing",1,1,0,"it's candy","","1.45E+12","it's candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"skittles",NA,NA,"",NA,NA,""
"942","9551-7",1.45e+12,6,"subSuperTrial","distr12","blackBear","target",3,4,"bear","animal","bison","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"koalaBear","distrClass1",2,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"a bear","","1.45E+12","a bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"blackBear",NA,NA,"",NA,NA,""
"943","9551-7",1.45e+12,7,"subSuperTrial","distr23","dressShirt","target",2,2,"shirt","clothing","lion","distrClass3",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"dress","distrClass2",4,4,NA,"clothing",1,1,0,"a shirt","","1.45E+12","a shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dressShirt",NA,NA,"",NA,NA,""
"945","9551-7",1.45e+12,9,"subSuperTrial","distr23","pug","target",2,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"kitten","distrClass2",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"bathrobe","distrClass3",3,3,NA,"clothing",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pug",NA,NA,"",NA,NA,""
"947","9551-7",1.45e+12,11,"subSuperTrial","distr23","clownFish","target",4,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass3",2,2,NA,"furniture",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"clownFish",NA,NA,"",NA,NA,""
"952","9551-7",1.45e+12,16,"subSuperTrial","distr33","tShirt","target",4,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"grasses","distrClass3",2,2,NA,"plant","train","distrClass3",3,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tShirt",NA,NA,"",NA,NA,""
"958","9551-7",1.45e+12,22,"subSuperTrial","distr33","goldFish","target",4,3,"fish","animal","ambulance","distrClass3",2,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"socks","distrClass3",3,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"goldFish",NA,NA,"",NA,NA,""
"960","9551-7",1.45e+12,24,"subSuperTrial","distr22","catfish","target",4,4,"fish","animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",2,3,NA,"animal","snake","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"catfish",NA,NA,"",NA,NA,""
"961","9551-7",1.45e+12,25,"subSuperTrial","distr22","hummingBird","target",2,4,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"snake","distrClass2",3,2,NA,"animal","elephant","distrClass2",4,3,NA,"animal",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hummingBird",NA,NA,"",NA,NA,""
"962","9551-7",1.45e+12,26,"subSuperTrial","distr33","mnMs","target",3,2,"candy","snack","gloves","distrClass3",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"bison","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"mnMs",NA,NA,"",NA,NA,""
"965","9551-7",1.45e+12,29,"subSuperTrial","distr33","husky","target",2,3,"dog","animal","motorcycle","distrClass3",3,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass3",4,4,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"husky",NA,NA,"",NA,NA,""
"970","9551-7",1.45e+12,34,"subSuperTrial","distr33","picnicTable","target",2,3,"table","furniture","sheep","distrClass3",4,4,NA,"animal","chick","distrClass3",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"picnicTable",NA,NA,"",NA,NA,""
"971","9551-7",1.45e+12,35,"subSuperTrial","distr23","hawaiiShirt","target",2,4,"shirt","clothing","socks","distrClass2",4,2,NA,"clothing","pretzels","distrClass3",3,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"978","9551-7",1.45e+12,42,"subSuperTrial","distr22","tulip","target",4,3,"flower","plant","grasses","distrClass2",2,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass2",3,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"red flower","","1.45E+12","red flower",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tulip",NA,NA,"",NA,NA,""
"979","9551-7",1.45e+12,43,"subSuperTrial","distr33","swordFish","target",4,3,"fish","animal","blackStimulus",NA,5,5,NA,NA,"cookies","distrClass3",2,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass3",3,2,NA,"vehicle",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"swordFish",NA,NA,"",NA,NA,""
"985","9551-7",1.45e+12,49,"subSuperTrial","distr12","polarBear","target",2,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"elephant","distrClass2",3,4,NA,"animal","koalaBear","distrClass1",4,3,"bear","animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear polar","","1.45E+12","bear polar",FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,"polarBear",NA,NA,"",NA,NA,""
"988","9551-7",1.45e+12,52,"subSuperTrial","distr23","sportsCar","target",2,2,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"dress","distrClass3",4,4,NA,"clothing","train","distrClass2",3,3,NA,"vehicle",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sportsCar",NA,NA,"",NA,NA,""
"990","9551-7",1.45e+12,54,"subSuperTrial","distr12","parrot","target",3,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sparrow","distrClass1",2,4,"bird","animal","elephant","distrClass2",4,3,NA,"animal",1,1,0,"red bird","","1.45E+12","red bird",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"parrot",NA,NA,"",NA,NA,""
"991","9551-7",1.45e+12,55,"subSuperTrial","distr22","diningTable","target",2,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass2",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"bed","distrClass2",3,3,NA,"furniture",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"diningTable",NA,NA,"",NA,NA,""
"994","9551-7",1.45e+12,58,"subSuperTrial","distr23","poloShirt","target",4,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"ivy","distrClass3",2,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,"gloves","distrClass2",3,3,NA,"clothing",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"poloShirt",NA,NA,"",NA,NA,""
"999","9551-7",1.45e+12,63,"subSuperTrial","distr23","grizzlyBear","target",2,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass3",3,4,NA,"furniture","rabbit","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"1005","9551-7",1.45e+12,69,"subSuperTrial","distr33","coffeeTable","target",4,3,"table","furniture","dress","distrClass3",2,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"kitten","distrClass3",3,4,NA,"animal",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"coffeeTable",NA,NA,"",NA,NA,""
"1036","8935-b",1.45e+12,28,"subSuperTrial","distr12","hawaiiShirt","target",3,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"socks","distrClass2",2,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"campShirt","distrClass1",4,2,"shirt","clothing",1,1,0,"Flowers","","1.45E+12","Flowers",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"1119","7111-e",1.45e+12,62,"subSuperTrial","distr23","catfish","target",4,4,"fish","animal","pretzels","distrClass3",2,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"lobster","distrClass2",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"catfish",NA,NA,"",NA,NA,""
"1130","5239-5",1.45e+12,1,"subSuperTrial","distr22","daisy","target",2,4,"flower","plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"ivy","distrClass2",4,2,NA,"plant","grasses","distrClass2",3,3,NA,"plant",3,2,1,"hi___first one is flower","hello","1449257918150___1449257922061___1449257926628","hi",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"daisy",NA,NA,"",NA,NA,""
"1132","5239-5",1.45e+12,3,"subSuperTrial","distr33","blackBear","target",3,4,"bear","animal","pottedPlant","distrClass3",2,3,NA,"plant","blackStimulus",NA,5,5,NA,NA,"bed","distrClass3",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"blackBear",NA,NA,"",NA,NA,""
"1133","5239-5",1.45e+12,4,"subSuperTrial","distr12","tulip","target",3,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lily","distrClass1",4,2,"flower","plant","grasses","distrClass2",2,4,NA,"plant",1,1,0,"red flower","","1.45E+12","red flower",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tulip",NA,NA,"",NA,NA,""
"1150","5239-5",1.45e+12,21,"subSuperTrial","distr33","rose","target",2,4,"flower","plant","dress","distrClass3",4,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"chick","distrClass3",3,3,NA,"animal",1,1,0,"red flower","","1.45E+12","red flower",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"rose",NA,NA,"",NA,NA,""
"1151","5239-5",1.45e+12,22,"subSuperTrial","distr33","hawaiiShirt","target",3,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"bison","distrClass3",2,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass3",4,2,NA,"animal",1,1,0,"blue shirt","","1.45E+12","blue shirt",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"1168","5239-5",1.45e+12,39,"subSuperTrial","distr33","catfish","target",3,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"ambulance","distrClass3",2,4,NA,"vehicle","bed","distrClass3",4,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,2,2,0,"fish___scary guy","","1449258330896___1449258333806","fish",FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,"catfish",NA,NA,"",NA,NA,""
"1173","5239-5",1.45e+12,44,"subSuperTrial","distr22","grizzlyBear","target",4,3,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",2,2,NA,"animal","rabbit","distrClass2",3,4,NA,"animal",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"1182","5239-5",1.45e+12,53,"subSuperTrial","distr23","minivan","target",3,3,"car","vehicle","train","distrClass2",4,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass3",2,4,NA,"animal",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"minivan",NA,NA,"",NA,NA,""
