"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"30"	"2298-c"	1455301186261	56	"subSuperTrial"	"basic33"	"dalmatian"	"target"	2	4	"dog"	"animal"	"bookcase"	"distractor"	3	2	NA	"furniture"	"cookies"	"distractor"	4	3	NA	"snack"	"Dalmation"	""	"1455301185059"	"Dalmation"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"105"	"1997-d"	1455301066551	13	"subSuperTrial"	"basic23"	"dalmatian"	"target"	4	4	"dog"	"animal"	"popcorn"	"distractor"	2	3	NA	"snack"	"elephant"	"distractor"	3	2	NA	"animal"	"dalmation"	""	"1455301064853"	"dalmation"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"183"	"3791-8"	1455301367141	29	"subSuperTrial"	"basic12"	"dalmatian"	"target"	4	4	"dog"	"animal"	"greyhound"	"distractor"	2	2	"dog"	"animal"	"kitten"	"distractor"	3	3	NA	"animal"	"dalmation"	""	"1455301365286"	"dalmation"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"291"	"9165-a"	1455301209580	21	"subSuperTrial"	"basic23"	"dalmatian"	"target"	3	3	"dog"	"animal"	"lobster"	"distractor"	4	2	NA	"animal"	"bookcase"	"distractor"	2	4	NA	"furniture"	"dalmatian"	""	"1455301207847"	"dalmatian"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"579"	"5222-f"	1455301518952	34	"subSuperTrial"	"basic12"	"dalmatian"	"target"	3	3	"dog"	"animal"	"greyhound"	"distractor"	4	4	"dog"	"animal"	"lion"	"distractor"	2	2	NA	"animal"	"dalmation"	""	"1455301517532"	"dalmation"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"699"	"3084-5"	1455301642798	15	"subSuperTrial"	"basic22"	"dalmatian"	"target"	4	4	"dog"	"animal"	"iguana"	"distractor"	2	3	NA	"animal"	"rabbit"	"distractor"	3	2	NA	"animal"	"dalmation"	""	"1455301634258"	"dalmation"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"758"	"3197-1"	1455301928861	64	"subSuperTrial"	"basic12"	"dalmatian"	"target"	2	3	"dog"	"animal"	"crocodile"	"distractor"	3	2	NA	"animal"	"greyhound"	"distractor"	4	4	"dog"	"animal"	"dalmation"	""	"1455301927083"	"dalmation"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"898"	"8344-c"	1455302096968	57	"subSuperTrial"	"basic23"	"dalmatian"	"target"	2	3	"dog"	"animal"	"kitten"	"distractor"	3	4	NA	"animal"	"popcorn"	"distractor"	4	2	NA	"snack"	"dalm"	""	"1455302095445"	"dalm"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"977"	"0327-7"	1455302047960	69	"subSuperTrial"	"basic33"	"dalmatian"	"target"	4	4	"dog"	"animal"	"bed"	"distractor"	3	2	NA	"furniture"	"bathrobe"	"distractor"	2	3	NA	"clothing"	"dalamtion"	""	"1455302046279"	"dalamtion"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1069"	"3676-c"	1455302157069	34	"subSuperTrial"	"basic23"	"dalmatian"	"target"	3	2	"dog"	"animal"	"lobster"	"distractor"	4	4	NA	"animal"	"firetruck"	"distractor"	2	3	NA	"vehicle"	"dalmatian"	""	"1455302154210"	"dalmatian"	"dalmatian"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
