"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"467"	"4886-d"	1455301248218	19	"subSuperTrial"	"basic23"	"sunflower"	"target"	2	3	"flower"	"plant"	"squirrel"	"distractor"	3	4	NA	"animal"	"pottedPlant"	"distractor"	4	2	NA	"plant"	"sun___flowe"	""	"1455301246510___1455301249167"	"sun"	"sunflower"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"559"	"0842-a"	1455301773184	58	"subSuperTrial"	"basic22"	"sunflower"	"target"	3	2	"flower"	"plant"	"pottedPlant"	"distractor"	2	4	NA	"plant"	"ivy"	"distractor"	4	3	NA	"plant"	"sunflower"	""	"1455301770725"	"sunflower"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"810"	"4205-4"	1455301664941	29	"subSuperTrial"	"basic33"	"sunflower"	"target"	4	2	"flower"	"plant"	"sheep"	"distractor"	2	3	NA	"animal"	"chips"	"distractor"	3	4	NA	"snack"	"sunflower"	""	"1455301663864"	"sunflower"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"879"	"8344-c"	1455301775549	19	"subSuperTrial"	"basic33"	"sunflower"	"target"	2	3	"flower"	"plant"	"lamp"	"distractor"	4	4	NA	"furniture"	"snake"	"distractor"	3	2	NA	"animal"	"sunflower"	""	"1455301774128"	"sunflower"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"978"	"0327-7"	1455302054498	70	"subSuperTrial"	"basic12"	"sunflower"	"target"	4	4	"flower"	"plant"	"pottedPlant"	"distractor"	3	3	NA	"plant"	"lily"	"distractor"	2	2	"flower"	"plant"	"sunflower"	""	"1455302052101"	"sunflower"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1057"	"3676-c"	1455301910518	12	"subSuperTrial"	"basic33"	"sunflower"	"target"	4	2	"flower"	"plant"	"bathrobe"	"distractor"	2	3	NA	"clothing"	"horse"	"distractor"	3	4	NA	"animal"	"dandelion"	""	"1455301908533"	"dandelion"	"sunflower"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1094"	"6426-3"	1455302293544	15	"subSuperTrial"	"basic23"	"sunflower"	"target"	4	4	"flower"	"plant"	"train"	"distractor"	2	2	NA	"vehicle"	"rosemary"	"distractor"	3	3	NA	"plant"	"sunflower with stem and one leaf___ facing left"	""	"1455302291086"	"sunflower with stem and one leaf  facing left"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1177"	"1897-b"	1455302233781	18	"subSuperTrial"	"basic12"	"sunflower"	"target"	4	4	"flower"	"plant"	"lily"	"distractor"	3	3	"flower"	"plant"	"ivy"	"distractor"	2	2	NA	"plant"	"sunflower"	""	"1455302231347"	"sunflower"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1272"	"1511-d"	1455302590849	65	"subSuperTrial"	"basic23"	"sunflower"	"target"	4	2	"flower"	"plant"	"pottedPlant"	"distractor"	2	4	NA	"plant"	"train"	"distractor"	3	3	NA	"vehicle"	"sunflower"	""	"1455302589468"	"sunflower"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1308"	"6588-d"	1455303180888	68	"subSuperTrial"	"basic23"	"sunflower"	"target"	3	2	"flower"	"plant"	"socks"	"distractor"	2	4	NA	"clothing"	"rosemary"	"distractor"	4	3	NA	"plant"	"sunflower"	""	"1455303179214"	"sunflower"	"sunflower"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
