"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"88"	"4633-0"	1455301311309	35	"subSuperTrial"	"basic12"	"hummingBird"	"target"	4	4	"bird"	"animal"	"crocodile"	"distractor"	3	3	NA	"animal"	"sparrow"	"distractor"	2	2	"bird"	"animal"	"hummingbird"	""	"1455301309528"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"284"	"9165-a"	1455301138666	11	"subSuperTrial"	"basic12"	"hummingBird"	"target"	2	3	"bird"	"animal"	"sparrow"	"distractor"	3	4	"bird"	"animal"	"iguana"	"distractor"	4	2	NA	"animal"	"hummingbird"	""	"1455301136947"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"412"	"9973-0"	1455301380065	56	"subSuperTrial"	"basic22"	"hummingBird"	"target"	2	3	"bird"	"animal"	"crocodile"	"distractor"	4	2	NA	"animal"	"squirrel"	"distractor"	3	4	NA	"animal"	"humming"	""	"1455301377890"	"humming"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"432"	"4855-c"	1455301273886	24	"subSuperTrial"	"basic12"	"hummingBird"	"target"	2	4	"bird"	"animal"	"sparrow"	"distractor"	4	3	"bird"	"animal"	"elephant"	"distractor"	3	2	NA	"animal"	"hummingbird"	""	"1455301272382"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"483"	"4886-d"	1455301404092	50	"subSuperTrial"	"basic12"	"hummingBird"	"target"	3	4	"bird"	"animal"	"lobster"	"distractor"	2	2	NA	"animal"	"sparrow"	"distractor"	4	3	"bird"	"animal"	"humming"	""	"1455301402611"	"humming"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"612"	"8691-9"	1455301404789	16	"subSuperTrial"	"basic23"	"hummingBird"	"target"	3	3	"bird"	"animal"	"gloves"	"distractor"	2	4	NA	"clothing"	"pig"	"distractor"	4	2	NA	"animal"	"hummingbird"	""	"1455301403078"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"646"	"4810-9"	1455301505887	20	"subSuperTrial"	"basic33"	"hummingBird"	"target"	2	2	"bird"	"animal"	"bookcase"	"distractor"	4	3	NA	"furniture"	"dress"	"distractor"	3	4	NA	"clothing"	"dog___hello??___hummingbird"	"?___I clicked dog now have bird case dress"	"1455301457140___1455301473480___1455301483681___1455301499245___1455301504491"	"dog"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"712"	"3084-5"	1455302245067	49	"subSuperTrial"	"basic12"	"hummingBird"	"target"	4	2	"bird"	"animal"	"sparrow"	"distractor"	3	4	"bird"	"animal"	"elephant"	"distractor"	2	3	NA	"animal"	"hummingbird"	""	"1455302243002"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"747"	"3197-1"	1455301769718	45	"subSuperTrial"	"basic33"	"hummingBird"	"target"	4	4	"bird"	"animal"	"popcorn"	"distractor"	2	3	NA	"snack"	"gloves"	"distractor"	3	2	NA	"clothing"	"hummingbird"	""	"1455301768178"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"816"	"4205-4"	1455301750689	44	"subSuperTrial"	"basic12"	"hummingBird"	"target"	2	2	"bird"	"animal"	"rhino"	"distractor"	4	4	NA	"animal"	"sparrow"	"distractor"	3	3	"bird"	"animal"	"hummingbird"	""	"1455301748935"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1004"	"7949-f"	1455302047810	53	"subSuperTrial"	"basic12"	"hummingBird"	"target"	4	2	"bird"	"animal"	"elephant"	"distractor"	3	3	NA	"animal"	"sparrow"	"distractor"	2	4	"bird"	"animal"	"hum"	""	"1455302046361"	"hum"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1093"	"6426-3"	1455302253005	13	"subSuperTrial"	"basic33"	"hummingBird"	"target"	3	4	"bird"	"animal"	"dress"	"distractor"	4	2	NA	"clothing"	"grasses"	"distractor"	2	3	NA	"plant"	"humming bird in flight ___facing right"	""	"1455302217324"	"humming bird in flight  facing right"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1396"	"2785-6"	1455302749967	30	"subSuperTrial"	"basic12"	"hummingBird"	"target"	3	2	"bird"	"animal"	"sparrow"	"distractor"	4	4	"bird"	"animal"	"kitten"	"distractor"	2	3	NA	"animal"	"hummingbird"	""	"1455302748556"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1437"	"1448-1"	1455302836684	29	"subSuperTrial"	"basic22"	"hummingBird"	"target"	4	3	"bird"	"animal"	"hamster"	"distractor"	2	2	NA	"animal"	"rabbit"	"distractor"	3	4	NA	"animal"	"Hummingbird"	""	"1455302835415"	"Hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1544"	"0422-5"	1455303475189	37	"subSuperTrial"	"basic33"	"hummingBird"	"target"	3	4	"bird"	"animal"	"chips"	"distractor"	4	2	NA	"snack"	"ambulance"	"distractor"	2	3	NA	"vehicle"	"humming bird"	""	"1455303473378"	"humming bird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1576"	"9867-6"	1455303799073	13	"subSuperTrial"	"basic22"	"hummingBird"	"target"	4	2	"bird"	"animal"	"bison"	"distractor"	3	3	NA	"animal"	"kitten"	"distractor"	2	4	NA	"animal"	"Hummingbird "	""	"1455303797949"	"Hummingbird "	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1615"	"1625-9"	1455304764111	67	"subSuperTrial"	"basic12"	"hummingBird"	"target"	2	2	"bird"	"animal"	"sparrow"	"distractor"	4	4	"bird"	"animal"	"squirrel"	"distractor"	3	3	NA	"animal"	"hummingbird"	""	"1455304753114"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1690"	"7569-e"	1455305409339	72	"subSuperTrial"	"basic12"	"hummingBird"	"target"	3	2	"bird"	"animal"	"bison"	"distractor"	4	3	NA	"animal"	"sparrow"	"distractor"	2	4	"bird"	"animal"	"it's a hummingbird"	""	"1455305407016"	"it's a hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1701"	"4509-7"	1455304664716	22	"subSuperTrial"	"basic23"	"hummingBird"	"target"	2	3	"bird"	"animal"	"ivy"	"distractor"	4	2	NA	"plant"	"snake"	"distractor"	3	4	NA	"animal"	"hummingbird"	""	"1455304662502"	"hummingbird"	"hummingBird"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
