gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,onlySubAttr,onlyBasicAttr,onlySuperAttr,onlyOtherAttr,oneMentioned,theMentioned,fullSentence,noLevelMentioned,subAllAttr,basicAllAttr,superAllAttr,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,
99,1997-d,1455300985951,3,subSuperTrial,basic22,hawaiiShirt,target,2,2,shirt,clothing,dress,distractor,4,4,NA,clothing,socks,distractor,3,3,NA,clothing,shirt,,1455300983836,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
102,1997-d,1455301034882,9,subSuperTrial,basic33,poloShirt,target,2,3,shirt,clothing,motorcycle,distractor,3,2,NA,vehicle,grasses,distractor,4,4,NA,plant,shirt,,1455301033202,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
104,1997-d,1455301060116,12,subSuperTrial,basic12,dressShirt,target,3,4,shirt,clothing,bathrobe,distractor,2,3,NA,clothing,campShirt,distractor,4,2,shirt,clothing,long sleeve shirt,,1455301058481,long sleeve shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
129,1997-d,1455301347202,55,subSuperTrial,basic22,tShirt,target,2,4,shirt,clothing,gloves,distractor,4,3,NA,clothing,dress,distractor,3,2,NA,clothing,shirt,,1455301345764,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
141,8691-5,1455301041993,12,subSuperTrial,basic12,hawaiiShirt,target,4,4,shirt,clothing,campShirt,distractor,2,3,shirt,clothing,bathrobe,distractor,3,2,NA,clothing,flowery shirt,,1455301040355,flowery shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
143,8691-5,1455301056502,14,subSuperTrial,basic23,tShirt,target,3,3,shirt,clothing,wardrobe,distractor,2,4,NA,furniture,dress,distractor,4,2,NA,clothing,blue shirt,,1455301054003,blue shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
144,8691-5,1455301070680,16,subSuperTrial,basic12,dressShirt,target,2,2,shirt,clothing,campShirt,distractor,4,4,shirt,clothing,socks,distractor,3,3,NA,clothing,long sleeve shirt,,1455301068600,long sleeve shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
147,8691-5,1455301140939,28,subSuperTrial,basic33,poloShirt,target,2,3,shirt,clothing,pretzels,distractor,4,4,NA,snack,firetruck,distractor,3,2,NA,vehicle,shirt,,1455301139675,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
190,3791-8,1455301478141,44,subSuperTrial,basic33,dressShirt,target,3,2,shirt,clothing,bookcase,distractor,2,3,NA,furniture,crocodile,distractor,4,4,NA,animal,shirt,,1455301476684,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
208,5664-b,1455301079283,6,subSuperTrial,basic22,tShirt,target,4,4,shirt,clothing,socks,distractor,3,2,NA,clothing,bathrobe,distractor,2,3,NA,clothing,shirt,,1455301077311,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
212,5664-b,1455301106353,10,subSuperTrial,basic33,hawaiiShirt,target,2,2,shirt,clothing,bed,distractor,3,3,NA,furniture,chips,distractor,4,4,NA,snack,shirt,,1455301104798,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
226,5664-b,1455301310233,40,subSuperTrial,basic12,poloShirt,target,3,2,shirt,clothing,campShirt,distractor,2,4,shirt,clothing,dress,distractor,4,3,NA,clothing,blue shirt with fewer buttons,,1455301307112,blue shirt with fewer buttons,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
227,5664-b,1455301315673,41,subSuperTrial,basic33,dressShirt,target,3,3,shirt,clothing,chips,distractor,2,2,NA,snack,crocodile,distractor,4,4,NA,animal,blue shirt,,1455301314176,blue shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
296,9165-a,1455301306239,35,subSuperTrial,basic23,tShirt,target,3,4,shirt,clothing,bed,distractor,2,2,NA,furniture,socks,distractor,4,3,NA,clothing,shirt,,1455301305026,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
298,9165-a,1455301323187,38,subSuperTrial,basic33,hawaiiShirt,target,4,2,shirt,clothing,ambulance,distractor,2,4,NA,vehicle,wardrobe,distractor,3,3,NA,furniture,shirt,,1455301322077,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
300,9165-a,1455301345523,40,subSuperTrial,basic12,poloShirt,target,2,4,shirt,clothing,campShirt,distractor,4,3,shirt,clothing,gloves,distractor,3,2,NA,clothing,blue shirt___not the button up,,1455301342777,blue shirt not the button up,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
305,9165-a,1455301430406,55,subSuperTrial,basic23,dressShirt,target,4,4,shirt,clothing,rosemary,distractor,3,3,NA,plant,gloves,distractor,2,2,NA,clothing,shirt,,1455301428764,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
327,1749-c,1455301139850,23,subSuperTrial,basic33,dressShirt,target,2,2,shirt,clothing,pottedPlant,distractor,3,3,NA,plant,hamster,distractor,4,4,NA,animal,shirt,,1455301137995,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
332,1749-c,1455301216691,35,subSuperTrial,basic23,tShirt,target,4,2,shirt,clothing,socks,distractor,2,3,NA,clothing,horse,distractor,3,4,NA,animal,shirt,,1455301215465,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
339,1749-c,1455301311069,51,subSuperTrial,basic22,hawaiiShirt,target,2,4,shirt,clothing,socks,distractor,4,3,NA,clothing,gloves,distractor,3,2,NA,clothing,shirt,,1455301309460,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
340,1749-c,1455301317774,52,subSuperTrial,basic22,poloShirt,target,3,2,shirt,clothing,bathrobe,distractor,4,4,NA,clothing,gloves,distractor,2,3,NA,clothing,shirt,,1455301316341,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
354,4242-5,1455301159558,7,subSuperTrial,basic12,dressShirt,target,4,2,shirt,clothing,campShirt,distractor,2,3,shirt,clothing,socks,distractor,3,4,NA,clothing,the blue shirt with long sleeves,,1455301156492,the blue shirt with long sleeves,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
357,4242-5,1455301207642,13,subSuperTrial,basic23,tShirt,target,4,4,shirt,clothing,dress,distractor,2,3,NA,clothing,horse,distractor,3,2,NA,animal,the blue shirt,,1455301205859,the blue shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
371,4242-5,1455301499323,44,subSuperTrial,basic22,hawaiiShirt,target,4,3,shirt,clothing,bathrobe,distractor,2,4,NA,clothing,socks,distractor,3,2,NA,clothing,the blue shirt,,1455301498105,the blue shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
386,4242-5,1455301777735,71,subSuperTrial,basic23,poloShirt,target,4,2,shirt,clothing,bathrobe,distractor,3,3,NA,clothing,chips,distractor,2,4,NA,snack,the blue shirt,,1455301776730,the blue shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
407,9973-0,1455301318744,46,subSuperTrial,basic23,poloShirt,target,4,3,shirt,clothing,ambulance,distractor,3,2,NA,vehicle,bathrobe,distractor,2,4,NA,clothing,shirt,,1455301317349,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
408,9973-0,1455301323275,47,subSuperTrial,basic23,dressShirt,target,3,4,shirt,clothing,lamp,distractor,4,3,NA,furniture,socks,distractor,2,2,NA,clothing,shirt,,1455301321955,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
420,9973-0,1455301453821,70,subSuperTrial,basic33,hawaiiShirt,target,2,2,shirt,clothing,popcorn,distractor,3,4,NA,snack,ivy,distractor,4,3,NA,plant,shirt,,1455301452783,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
425,4855-c,1455301133565,4,subSuperTrial,basic12,poloShirt,target,3,2,shirt,clothing,socks,distractor,2,3,NA,clothing,campShirt,distractor,4,4,shirt,clothing,bright blue shirt,,1455301130654,bright blue shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
446,4855-c,1455301489743,51,subSuperTrial,basic22,dressShirt,target,3,2,shirt,clothing,gloves,distractor,2,3,NA,clothing,bathrobe,distractor,4,4,NA,clothing,blue shirt,,1455301488145,blue shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
453,4855-c,1455301575235,65,subSuperTrial,basic22,tShirt,target,2,4,shirt,clothing,bathrobe,distractor,4,2,NA,clothing,gloves,distractor,3,3,NA,clothing,shirt ,,1455301573702,shirt ,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
511,6879-8,1455301336130,34,subSuperTrial,basic23,hawaiiShirt,target,4,3,shirt,clothing,crocodile,distractor,3,4,NA,animal,socks,distractor,2,2,NA,clothing,shirt,,1455301335074,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
514,6879-8,1455301354331,39,subSuperTrial,basic22,tShirt,target,4,2,shirt,clothing,gloves,distractor,2,4,NA,clothing,bathrobe,distractor,3,3,NA,clothing,shirt,,1455301353234,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
534,0842-a,1455301340453,8,subSuperTrial,basic33,hawaiiShirt,target,4,2,shirt,clothing,bison,distractor,3,3,NA,animal,bed,distractor,2,4,NA,furniture,shirt,,1455301338144,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
542,0842-a,1455301500606,25,subSuperTrial,basic22,tShirt,target,4,4,shirt,clothing,socks,distractor,3,2,NA,clothing,dress,distractor,2,3,NA,clothing,shirt,,1455301498948,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
549,0842-a,1455301603301,40,subSuperTrial,basic22,poloShirt,target,4,2,shirt,clothing,socks,distractor,2,3,NA,clothing,dress,distractor,3,4,NA,clothing,shirt,,1455301601712,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
563,0842-a,1455301830983,65,subSuperTrial,basic23,dressShirt,target,3,2,shirt,clothing,hamster,distractor,4,4,NA,animal,dress,distractor,2,3,NA,clothing,shirt,,1455301828614,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
567,5222-f,1455301251462,2,subSuperTrial,basic12,tShirt,target,3,4,shirt,clothing,campShirt,distractor,4,3,shirt,clothing,dress,distractor,2,2,NA,clothing,blue shirt no buttons,,1455301248016,blue shirt no buttons,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
580,5222-f,1455301536112,37,subSuperTrial,basic23,poloShirt,target,2,4,shirt,clothing,socks,distractor,4,3,NA,clothing,snake,distractor,3,2,NA,animal,shirt,,1455301534664,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
605,8691-9,1455301297825,3,subSuperTrial,basic12,hawaiiShirt,target,2,4,shirt,clothing,dress,distractor,4,3,NA,clothing,campShirt,distractor,3,2,shirt,clothing,floral shirt,,1455301295866,floral shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
618,8691-9,1455301513969,30,subSuperTrial,basic33,poloShirt,target,3,4,shirt,clothing,kitten,distractor,4,3,NA,animal,pretzels,distractor,2,2,NA,snack,shirt,,1455301512654,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
652,4810-9,1455301617963,30,subSuperTrial,basic23,poloShirt,target,3,3,shirt,clothing,lobster,distractor,2,2,NA,animal,bathrobe,distractor,4,4,NA,clothing,blue shirt,,1455301616231,blue shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
673,5895-f,1455301777844,37,subSuperTrial,basic23,tShirt,target,2,4,shirt,clothing,dress,distractor,3,2,NA,clothing,horse,distractor,4,3,NA,animal,shirt,,1455301775026,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
678,5895-f,1455301881561,50,subSuperTrial,basic12,dressShirt,target,3,3,shirt,clothing,campShirt,distractor,4,2,shirt,clothing,bathrobe,distractor,2,4,NA,clothing,long sleeved shirt,,1455301879889,long sleeved shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
689,5895-f,1455302048451,70,subSuperTrial,basic22,poloShirt,target,4,2,shirt,clothing,socks,distractor,3,3,NA,clothing,gloves,distractor,2,4,NA,clothing,shirt,,1455302046753,shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
709,3084-5,1455302143182,42,subSuperTrial,basic22,hawaiiShirt,target,3,4,shirt,clothing,bathrobe,distractor,4,2,NA,clothing,dress,distractor,2,3,NA,clothing,flowered shirt,,1455302140966,flowered shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
710,3084-5,1455302184510,45,subSuperTrial,basic33,dressShirt,target,3,3,shirt,clothing,ambulance,distractor,4,2,NA,vehicle,pretzels,distractor,2,4,NA,snack,blue button down shirt,,1455302182261,blue button down shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
