gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,onlySubAttr,onlyBasicAttr,onlySuperAttr,onlyOtherAttr,oneMentioned,theMentioned,fullSentence,noLevelMentioned,subAllAttr,basicAllAttr,superAllAttr,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,
307,9165-a,1455301449376,58,subSuperTrial,basic23,mnMs,target,3,4,candy,snack,rabbit,distractor,2,3,NA,animal,pretzels,distractor,4,2,NA,snack,candy,,1455301447906,candy,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
331,1749-c,1455301203519,33,subSuperTrial,basic23,mnMs,target,3,3,candy,snack,lion,distractor,2,4,NA,animal,popcorn,distractor,4,2,NA,snack,candy,,1455301202536,candy,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
335,1749-c,1455301261669,43,subSuperTrial,basic33,jellyBeans,target,2,2,candy,snack,wardrobe,distractor,4,3,NA,furniture,lobster,distractor,3,4,NA,animal,candy,,1455301260419,candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
353,4242-5,1455301133939,5,subSuperTrial,basic23,skittles,target,4,4,candy,snack,crocodile,distractor,2,3,NA,animal,popcorn,distractor,3,2,NA,snack,the candy,,1455301132187,the candy,skittles,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
374,4242-5,1455301573032,51,subSuperTrial,basic33,jellyBeans,target,4,3,candy,snack,pottedPlant,distractor,3,2,NA,plant,snake,distractor,2,4,NA,animal,the candy,,1455301571345,the candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
378,4242-5,1455301683728,59,subSuperTrial,basic33,mnMs,target,3,3,candy,snack,grasses,distractor,4,2,NA,plant,horse,distractor,2,4,NA,animal,the candy,,1455301682479,the candy,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
384,4242-5,1455301750918,68,subSuperTrial,basic23,gummyBears,target,3,3,candy,snack,grasses,distractor,2,4,NA,plant,cookies,distractor,4,2,NA,snack,the candy,,1455301750110,the candy,gummyBears,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
532,0842-a,1455301259313,2,subSuperTrial,basic12,jellyBeans,target,3,2,candy,snack,popcorn,distractor,4,4,NA,snack,candyCorn,distractor,2,3,candy,snack,multicolor candies___there are some black ones among them,beans or corns,1455301236571___1455301249649___1455301253790,multicolor candies,jellyBeans,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
568,5222-f,1455301269325,4,subSuperTrial,basic22,mnMs,target,2,4,candy,snack,pretzels,distractor,3,2,NA,snack,cookies,distractor,4,3,NA,snack,candy ,,1455301266735,candy ,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
589,5222-f,1455301592089,47,subSuperTrial,basic22,skittles,target,3,2,candy,snack,popcorn,distractor,4,3,NA,snack,chips,distractor,2,4,NA,snack,candy,,1455301590626,candy,skittles,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
669,5895-f,1455301731423,32,subSuperTrial,basic23,jellyBeans,target,2,2,candy,snack,chips,distractor,3,4,NA,snack,kitten,distractor,4,3,NA,animal,colored candy,,1455301730222,colored candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
799,4205-4,1455301511981,5,subSuperTrial,basic22,mnMs,target,4,2,candy,snack,chips,distractor,3,3,NA,snack,cookies,distractor,2,4,NA,snack,choc candy,,1455301510269,choc candy,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
804,4205-4,1455301572903,15,subSuperTrial,basic33,gummyBears,target,4,3,candy,snack,bed,distractor,3,2,NA,furniture,sheep,distractor,2,4,NA,animal,candy,,1455301571712,candy,gummyBears,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
850,9554-c,1455301778387,35,subSuperTrial,basic33,jellyBeans,target,4,2,candy,snack,bathrobe,distractor,3,4,NA,clothing,ambulance,distractor,2,3,NA,vehicle,candy,,1455301777289,candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
864,9554-c,1455301956513,62,subSuperTrial,basic33,gummyBears,target,3,2,candy,snack,rhino,distractor,4,3,NA,animal,bathrobe,distractor,2,4,NA,clothing,candy,,1455301955429,candy,gummyBears,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
869,9554-c,1455301993416,70,subSuperTrial,basic33,skittles,target,2,2,candy,snack,lion,distractor,3,3,NA,animal,wardrobe,distractor,4,4,NA,furniture,candy,,1455301992107,candy,skittles,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
910,3908-9,1455301689171,7,subSuperTrial,basic23,jellyBeans,target,3,2,candy,snack,chips,distractor,2,4,NA,snack,ivy,distractor,4,3,NA,plant,colored candy,,1455301687701,colored candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1647,0244-4,1455304390210,52,subSuperTrial,basic33,skittles,target,4,4,candy,snack,dress,distractor,2,2,NA,clothing,motorcycle,distractor,3,3,NA,vehicle,candy,,1455304386385,candy,skittles,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1662,7569-e,1455304548527,16,subSuperTrial,basic23,jellyBeans,target,3,3,candy,snack,chips,distractor,4,4,NA,snack,hamster,distractor,2,2,NA,animal,the object is candy,,1455304544901,the object is candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1805,6625-1,1455305785390,9,subSuperTrial,basic33,mnMs,target,3,2,candy,snack,gloves,distractor,2,4,NA,clothing,rabbit,distractor,4,3,NA,animal,candy,,1455305783426,candy,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1850,7082-7,1455305863753,38,subSuperTrial,basic23,gummyBears,target,4,2,candy,snack,dress,distractor,2,3,NA,clothing,cookies,distractor,3,4,NA,snack,candy,,1455305862644,candy,gummyBears,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1862,7082-7,1455305942824,55,subSuperTrial,basic22,jellyBeans,target,2,2,candy,snack,popcorn,distractor,4,3,NA,snack,pretzels,distractor,3,4,NA,snack,candy,,1455305941182,candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1866,7082-7,1455306002814,66,subSuperTrial,basic33,skittles,target,2,3,candy,snack,elephant,distractor,4,2,NA,animal,ivy,distractor,3,4,NA,plant,candy,,1455306001900,candy,skittles,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1868,7082-7,1455306024484,70,subSuperTrial,basic22,mnMs,target,2,4,candy,snack,popcorn,distractor,3,2,NA,snack,cookies,distractor,4,3,NA,snack,candy,,1455306023491,candy,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2083,6344-9,1455311636333,9,subSuperTrial,basic22,jellyBeans,target,2,2,candy,snack,chips,distractor,3,3,NA,snack,popcorn,distractor,4,4,NA,snack,candy,,1455311631567,candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2108,6344-9,1455312100772,60,subSuperTrial,basic22,mnMs,target,3,2,candy,snack,popcorn,distractor,2,3,NA,snack,cookies,distractor,4,4,NA,snack,dog___candy,,1455312093750___1455312098974,dog,mnMs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2177,9173-f,1455315378042,46,subSuperTrial,basic33,jellyBeans,target,2,4,candy,snack,hamster,distractor,4,3,NA,animal,motorcycle,distractor,3,2,NA,vehicle,candy,,1455315376138,candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
