"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"609"	"8691-9"	1455301360665	11	"subSuperTrial"	"basic22"	"gummyBears"	"target"	3	3	"candy"	"snack"	"pretzels"	"distractor"	2	4	NA	"snack"	"popcorn"	"distractor"	4	2	NA	"snack"	"gummy"	""	"1455301358841"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"687"	"5895-f"	1455302007952	64	"subSuperTrial"	"basic33"	"gummyBears"	"target"	4	2	"candy"	"snack"	"rosemary"	"distractor"	3	4	NA	"plant"	"lamp"	"distractor"	2	3	NA	"furniture"	"gummy"	""	"1455302006460"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"723"	"3084-5"	1455302445646	66	"subSuperTrial"	"basic23"	"gummyBears"	"target"	3	2	"candy"	"snack"	"pottedPlant"	"distractor"	4	3	NA	"plant"	"chips"	"distractor"	2	4	NA	"snack"	"candy/gummy bears"	""	"1455302443020"	"candy/gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"748"	"3197-1"	1455301783113	47	"subSuperTrial"	"basic22"	"gummyBears"	"target"	4	4	"candy"	"snack"	"chips"	"distractor"	3	2	NA	"snack"	"cookies"	"distractor"	2	3	NA	"snack"	"gummy bears"	""	"1455301781841"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"769"	"5611-0"	1455301558022	14	"subSuperTrial"	"basic23"	"gummyBears"	"target"	4	4	"candy"	"snack"	"cookies"	"distractor"	3	2	NA	"snack"	"bison"	"distractor"	2	3	NA	"animal"	"gummy"	""	"1455301556896"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"894"	"8344-c"	1455302036875	48	"subSuperTrial"	"basic33"	"gummyBears"	"target"	3	2	"candy"	"snack"	"ambulance"	"distractor"	2	3	NA	"vehicle"	"kitten"	"distractor"	4	4	NA	"animal"	"gummy___bear"	""	"1455302035692___1455302037162"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"920"	"3908-9"	1455301926632	27	"subSuperTrial"	"basic12"	"gummyBears"	"target"	3	3	"candy"	"snack"	"candyCorn"	"distractor"	4	4	"candy"	"snack"	"chips"	"distractor"	2	2	NA	"snack"	"gummy candy"	""	"1455301925370"	"gummy candy"	"gummyBears"	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"959"	"0327-7"	1455301861033	33	"subSuperTrial"	"basic33"	"gummyBears"	"target"	2	2	"candy"	"snack"	"horse"	"distractor"	4	3	NA	"animal"	"motorcycle"	"distractor"	3	4	NA	"vehicle"	"gummy"	""	"1455301859931"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1005"	"7949-f"	1455302058057	54	"subSuperTrial"	"basic12"	"gummyBears"	"target"	2	4	"candy"	"snack"	"candyCorn"	"distractor"	3	2	"candy"	"snack"	"popcorn"	"distractor"	4	3	NA	"snack"	"gummy"	""	"1455302056595"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1071"	"3676-c"	1455302171974	36	"subSuperTrial"	"basic23"	"gummyBears"	"target"	3	2	"candy"	"snack"	"rosemary"	"distractor"	4	4	NA	"plant"	"chips"	"distractor"	2	3	NA	"snack"	"gummi"	""	"1455302169113"	"gummi"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1096"	"6426-3"	1455302368453	17	"subSuperTrial"	"basic33"	"gummyBears"	"target"	2	4	"candy"	"snack"	"squirrel"	"distractor"	3	3	NA	"animal"	"ambulance"	"distractor"	4	2	NA	"vehicle"	"gummy bears___ only one green on in the pile "	""	"1455302366911"	"gummy bears  only one green on in the pile "	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1133"	"1984-6"	1455302053152	21	"subSuperTrial"	"basic22"	"gummyBears"	"target"	4	2	"candy"	"snack"	"pretzels"	"distractor"	2	4	NA	"snack"	"chips"	"distractor"	3	3	NA	"snack"	"gummy"	""	"1455302052216"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1165"	"3909-d"	1455302057536	8	"subSuperTrial"	"basic22"	"gummyBears"	"target"	2	4	"candy"	"snack"	"pretzels"	"distractor"	3	3	NA	"snack"	"cookies"	"distractor"	4	2	NA	"snack"	"gummies___gummy bears"	""	"1455302008108___1455302047765"	"gummies"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1192"	"1897-b"	1455302485943	45	"subSuperTrial"	"basic22"	"gummyBears"	"target"	2	3	"candy"	"snack"	"chips"	"distractor"	3	4	NA	"snack"	"pretzels"	"distractor"	4	2	NA	"snack"	"gummy bears"	""	"1455302483655"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1219"	"9617-1"	1455302415097	30	"subSuperTrial"	"basic23"	"gummyBears"	"target"	3	3	"candy"	"snack"	"popcorn"	"distractor"	2	2	NA	"snack"	"bathrobe"	"distractor"	4	4	NA	"clothing"	"Gummy bears"	""	"1455302413740"	"Gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1248"	"1511-d"	1455302324274	18	"subSuperTrial"	"basic12"	"gummyBears"	"target"	2	2	"candy"	"snack"	"cookies"	"distractor"	3	4	NA	"snack"	"candyCorn"	"distractor"	4	3	"candy"	"snack"	"gummy"	""	"1455302322785"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1310"	"6588-d"	1455303200411	70	"subSuperTrial"	"basic23"	"gummyBears"	"target"	4	2	"candy"	"snack"	"chips"	"distractor"	3	4	NA	"snack"	"bison"	"distractor"	2	3	NA	"animal"	"gummy bears"	""	"1455303198901"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1335"	"0585-7"	1455302667374	49	"subSuperTrial"	"basic33"	"gummyBears"	"target"	4	4	"candy"	"snack"	"hamster"	"distractor"	3	2	NA	"animal"	"bed"	"distractor"	2	3	NA	"furniture"	"bears"	""	"1455302665326"	"bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1372"	"3747-d"	1455302714279	47	"subSuperTrial"	"basic22"	"gummyBears"	"target"	4	4	"candy"	"snack"	"pretzels"	"distractor"	2	2	NA	"snack"	"chips"	"distractor"	3	3	NA	"snack"	"gummy bears"	""	"1455302712843"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1418"	"2785-6"	1455303038492	70	"subSuperTrial"	"basic33"	"gummyBears"	"target"	3	2	"candy"	"snack"	"grasses"	"distractor"	2	4	NA	"plant"	"wardrobe"	"distractor"	4	3	NA	"furniture"	"gummy bears!"	""	"1455303037415"	"gummy bears!"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1427"	"1448-1"	1455302716068	13	"subSuperTrial"	"basic33"	"gummyBears"	"target"	2	2	"candy"	"snack"	"lion"	"distractor"	3	3	NA	"animal"	"grasses"	"distractor"	4	4	NA	"plant"	"Gummy bears"	""	"1455302714518"	"Gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1488"	"2719-8"	1455303023393	58	"subSuperTrial"	"basic23"	"gummyBears"	"target"	3	2	"candy"	"snack"	"bookcase"	"distractor"	2	3	NA	"furniture"	"pretzels"	"distractor"	4	4	NA	"snack"	"bears"	""	"1455303022286"	"bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1512"	"7734-1"	1455303827256	40	"subSuperTrial"	"basic23"	"gummyBears"	"target"	4	2	"candy"	"snack"	"bison"	"distractor"	2	3	NA	"animal"	"chips"	"distractor"	3	4	NA	"snack"	"well thats gummy"	""	"1455303825707"	"well thats gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1535"	"0422-5"	1455303271481	16	"subSuperTrial"	"basic23"	"gummyBears"	"target"	4	4	"candy"	"snack"	"popcorn"	"distractor"	3	3	NA	"snack"	"cow"	"distractor"	2	2	NA	"animal"	"click on the gummy bears"	""	"1455303265303"	"click on the gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1566"	"8837-a"	1455303259526	5	"subSuperTrial"	"basic23"	"gummyBears"	"target"	3	4	"candy"	"snack"	"pretzels"	"distractor"	2	2	NA	"snack"	"bathrobe"	"distractor"	4	3	NA	"clothing"	"gummi bears"	""	"1455303256500"	"gummi bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1592"	"1625-9"	1455303817585	23	"subSuperTrial"	"basic33"	"gummyBears"	"target"	3	2	"candy"	"snack"	"bathrobe"	"distractor"	4	3	NA	"clothing"	"lamp"	"distractor"	2	4	NA	"furniture"	"gummy bears"	""	"1455303815021"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1624"	"0244-4"	1455303811867	8	"subSuperTrial"	"basic23"	"gummyBears"	"target"	2	2	"candy"	"snack"	"pretzels"	"distractor"	4	3	NA	"snack"	"squirrel"	"distractor"	3	4	NA	"animal"	"gummy bears"	""	"1455303807575"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1712"	"4509-7"	1455304862670	47	"subSuperTrial"	"basic33"	"gummyBears"	"target"	4	4	"candy"	"snack"	"motorcycle"	"distractor"	2	3	NA	"vehicle"	"crocodile"	"distractor"	3	2	NA	"animal"	"gummy bears"	""	"1455304860228"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1740"	"5699-7"	1455305665913	26	"subSuperTrial"	"basic33"	"gummyBears"	"target"	4	2	"candy"	"snack"	"lamp"	"distractor"	3	4	NA	"furniture"	"iguana"	"distractor"	2	3	NA	"animal"	"gummy bears"	""	"1455305663450"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1763"	"7960-f"	1455303810428	2	"subSuperTrial"	"basic12"	"gummyBears"	"target"	2	3	"candy"	"snack"	"cookies"	"distractor"	4	2	NA	"snack"	"candyCorn"	"distractor"	3	4	"candy"	"snack"	"gummy bears"	""	"1455303805119"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1806"	"6625-1"	1455305808295	11	"subSuperTrial"	"basic22"	"gummyBears"	"target"	2	4	"candy"	"snack"	"cookies"	"distractor"	3	2	NA	"snack"	"chips"	"distractor"	4	3	NA	"snack"	"gummy bears"	""	"1455305806401"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1878"	"4123-8"	1455306408935	12	"subSuperTrial"	"basic33"	"gummyBears"	"target"	4	2	"candy"	"snack"	"kitten"	"distractor"	2	4	NA	"animal"	"grasses"	"distractor"	3	3	NA	"plant"	"gummy bears"	""	"1455306407763"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"1989"	"6517-b"	1455307190129	37	"subSuperTrial"	"basic23"	"gummyBears"	"target"	3	4	"candy"	"snack"	"popcorn"	"distractor"	4	2	NA	"snack"	"lion"	"distractor"	2	3	NA	"animal"	"gummy"	""	"1455307188727"	"gummy"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2009"	"3188-4"	1455304034396	4	"subSuperTrial"	"basic22"	"gummyBears"	"target"	3	4	"candy"	"snack"	"popcorn"	"distractor"	2	2	NA	"snack"	"cookies"	"distractor"	4	3	NA	"snack"	"gummy bears"	""	"1455304031469"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2059"	"8883-2"	1455308839868	33	"subSuperTrial"	"basic22"	"gummyBears"	"target"	3	4	"candy"	"snack"	"chips"	"distractor"	4	3	NA	"snack"	"pretzels"	"distractor"	2	2	NA	"snack"	"bears"	""	"1455308837162"	"bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2097"	"6344-9"	1455311933418	39	"subSuperTrial"	"basic12"	"gummyBears"	"target"	3	3	"candy"	"snack"	"candyCorn"	"distractor"	2	2	"candy"	"snack"	"popcorn"	"distractor"	4	4	NA	"snack"	"gummy bear"	""	"1455311931057"	"gummy bear"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2118"	"0189-3"	1455315669527	7	"subSuperTrial"	"basic12"	"gummyBears"	"target"	3	2	"candy"	"snack"	"chips"	"distractor"	4	3	NA	"snack"	"candyCorn"	"distractor"	2	4	"candy"	"snack"	"gummy bears"	""	"1455315667139"	"gummy bears"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"2172"	"9173-f"	1455315337524	40	"subSuperTrial"	"basic33"	"gummyBears"	"target"	3	2	"candy"	"snack"	"gloves"	"distractor"	4	4	NA	"clothing"	"lobster"	"distractor"	2	3	NA	"animal"	"gummies"	""	"1455315335668"	"gummies"	"gummyBears"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
