gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,onlySubAttr,onlyBasicAttr,onlySuperAttr,onlyOtherAttr,oneMentioned,theMentioned,fullSentence,noLevelMentioned,subAllAttr,basicAllAttr,superAllAttr,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,
11,2298-c,1455301040577,25,subSuperTrial,basic23,eagle,target,3,3,bird,animal,lobster,distractor,2,2,NA,animal,rosemary,distractor,4,4,NA,plant,Bird,,1455301039269,Bird,eagle,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
22,2298-c,1455301122822,43,subSuperTrial,basic22,pigeon,target,2,4,bird,animal,lion,distractor,4,2,NA,animal,rhino,distractor,3,3,NA,animal,Bird,,1455301121291,Bird,pigeon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
35,2298-c,1455301254920,70,subSuperTrial,basic23,hummingBird,target,3,2,bird,animal,rhino,distractor,2,4,NA,animal,gloves,distractor,4,3,NA,clothing,Bird,,1455301252871,Bird,hummingBird,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
40,2662-0,1455301073182,12,subSuperTrial,basic22,pigeon,target,2,4,bird,animal,rhino,distractor,3,2,NA,animal,snake,distractor,4,3,NA,animal,bird,,1455301071775,bird,pigeon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
46,2662-0,1455301173325,23,subSuperTrial,basic33,parrot,target,4,2,bird,animal,ambulance,distractor,2,3,NA,vehicle,rosemary,distractor,3,4,NA,plant,bird,,1455301172013,bird,parrot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
62,2662-0,1455301507896,56,subSuperTrial,basic23,eagle,target,4,4,bird,animal,pottedPlant,distractor,3,3,NA,plant,iguana,distractor,2,2,NA,animal,bird,,1455301505560,bird,eagle,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
94,4633-0,1455301428384,45,subSuperTrial,basic33,pigeon,target,2,2,bird,animal,bed,distractor,3,3,NA,furniture,chips,distractor,4,4,NA,snack,bird,,1455301412925,bird,pigeon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
97,4633-0,1455301463080,49,subSuperTrial,basic33,parrot,target,2,2,bird,animal,dress,distractor,4,4,NA,clothing,motorcycle,distractor,3,3,NA,vehicle,bird,,1455301461722,bird,parrot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
108,1997-d,1455301111704,19,subSuperTrial,basic23,parrot,target,3,2,bird,animal,rhino,distractor,4,4,NA,animal,firetruck,distractor,2,3,NA,vehicle,bird,,1455301110042,bird,parrot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
110,1997-d,1455301134990,23,subSuperTrial,basic22,hummingBird,target,3,4,bird,animal,crocodile,distractor,4,2,NA,animal,lion,distractor,2,3,NA,animal,bird,,1455301133325,bird,hummingBird,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
