gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,onlySubAttr,onlyBasicAttr,onlySuperAttr,onlyOtherAttr,oneMentioned,theMentioned,fullSentence,noLevelMentioned,subAllAttr,basicAllAttr,superAllAttr,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,
4,2298-c,1455300994225,15,subSuperTrial,basic12,grizzlyBear,target,4,3,bear,animal,koalaBear,distractor,2,2,bear,animal,cow,distractor,3,4,NA,animal,Brown bear,,1455300993391,Brown bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
16,2298-c,1455301070657,31,subSuperTrial,basic12,blackBear,target,3,3,bear,animal,lion,distractor,2,2,NA,animal,koalaBear,distractor,4,4,bear,animal,Bear,,1455301069742,Bear,blackBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
24,2298-c,1455301142916,47,subSuperTrial,basic22,polarBear,target,4,4,bear,animal,crocodile,distractor,3,2,NA,animal,hamster,distractor,2,3,NA,animal,Bear,,1455301141603,Bear,polarBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
57,2662-0,1455301427495,47,subSuperTrial,basic33,pandaBear,target,3,2,bear,animal,bookcase,distractor,2,4,NA,furniture,bathrobe,distractor,4,3,NA,clothing,bear,,1455301426127,bear,pandaBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
65,2662-0,1455301542879,60,subSuperTrial,basic22,blackBear,target,3,4,bear,animal,iguana,distractor,4,3,NA,animal,rhino,distractor,2,2,NA,animal,bear,,1455301540039,bear,blackBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
68,2662-0,1455301575085,64,subSuperTrial,basic23,grizzlyBear,target,4,4,bear,animal,train,distractor,3,3,NA,vehicle,hamster,distractor,2,2,NA,animal,bear,,1455301573146,bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
81,4633-0,1455301185010,25,subSuperTrial,basic22,polarBear,target,4,2,bear,animal,crocodile,distractor,2,3,NA,animal,cow,distractor,3,4,NA,animal,bear,,1455301183627,bear,polarBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
83,4633-0,1455301209447,28,subSuperTrial,basic33,blackBear,target,2,2,bear,animal,lamp,distractor,3,4,NA,furniture,rosemary,distractor,4,3,NA,plant,bear,,1455301207987,bear,blackBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
111,1997-d,1455301163028,27,subSuperTrial,basic22,blackBear,target,4,3,bear,animal,crocodile,distractor,3,2,NA,animal,horse,distractor,2,4,NA,animal,bear,,1455301161440,bear,blackBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
115,1997-d,1455301216703,35,subSuperTrial,basic12,grizzlyBear,target,3,4,bear,animal,koalaBear,distractor,2,3,bear,animal,rhino,distractor,4,2,NA,animal,bear,,1455301214836,bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
