"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"29"	"2298-c"	1455301181222	55	"subSuperTrial"	"basic12"	"pandaBear"	"target"	4	2	"bear"	"animal"	"bison"	"distractor"	2	4	NA	"animal"	"koalaBear"	"distractor"	3	3	"bear"	"animal"	"Panda"	""	"1455301180090"	"Panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"89"	"4633-0"	1455301325130	36	"subSuperTrial"	"basic33"	"pandaBear"	"target"	3	3	"bear"	"animal"	"train"	"distractor"	2	4	NA	"vehicle"	"gloves"	"distractor"	4	2	NA	"clothing"	"panda"	""	"1455301323382"	"panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"122"	"1997-d"	1455301278812	45	"subSuperTrial"	"basic23"	"pandaBear"	"target"	3	4	"bear"	"animal"	"hamster"	"distractor"	4	2	NA	"animal"	"firetruck"	"distractor"	2	3	NA	"vehicle"	"panda"	""	"1455301277452"	"panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"240"	"5664-b"	1455301521025	70	"subSuperTrial"	"basic22"	"pandaBear"	"target"	2	3	"bear"	"animal"	"squirrel"	"distractor"	3	4	NA	"animal"	"sheep"	"distractor"	4	2	NA	"animal"	"panda"	""	"1455301518691"	"panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"283"	"9165-a"	1455301130982	10	"subSuperTrial"	"basic22"	"pandaBear"	"target"	2	4	"bear"	"animal"	"horse"	"distractor"	4	3	NA	"animal"	"crocodile"	"distractor"	3	2	NA	"animal"	"panda"	""	"1455301129087"	"panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"333"	"1749-c"	1455301243730	40	"subSuperTrial"	"basic22"	"pandaBear"	"target"	3	4	"bear"	"animal"	"lobster"	"distractor"	2	3	NA	"animal"	"pig"	"distractor"	4	2	NA	"animal"	"panda"	""	"1455301241288"	"panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"359"	"4242-5"	1455301237337	16	"subSuperTrial"	"basic23"	"pandaBear"	"target"	2	3	"bear"	"animal"	"squirrel"	"distractor"	4	2	NA	"animal"	"ambulance"	"distractor"	3	4	NA	"vehicle"	"the panda bear"	""	"1455301234600"	"the panda bear"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"424"	"4855-c"	1455301113712	2	"subSuperTrial"	"basic12"	"pandaBear"	"target"	3	3	"bear"	"animal"	"iguana"	"distractor"	4	2	NA	"animal"	"koalaBear"	"distractor"	2	4	"bear"	"animal"	"panda"	""	"1455301112008"	"panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"505"	"6879-8"	1455301257455	18	"subSuperTrial"	"basic23"	"pandaBear"	"target"	3	4	"bear"	"animal"	"wardrobe"	"distractor"	4	3	NA	"furniture"	"hamster"	"distractor"	2	2	NA	"animal"	"panda?"	""	"1455301253951"	"panda?"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"564"	"0842-a"	1455301837899	66	"subSuperTrial"	"basic22"	"pandaBear"	"target"	2	4	"bear"	"animal"	"iguana"	"distractor"	3	2	NA	"animal"	"rabbit"	"distractor"	4	3	NA	"animal"	"panda"	""	"1455301835380"	"panda"	"pandaBear"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
