gameid,time,roundNum,name
3409-2,1447111574974,1,egg
3409-2,1447111576795,2,toilet
3409-2,1447111577809,3,rhinoceros
3409-2,1447111578770,4,artichoke
3409-2,1447111579677,5,carrot
3409-2,1447111580524,6,rhinoceros
