gameid,time,roundNum,name
1232-8,1447103378324,1,piano
1232-8,1447103383674,2,dresser
1232-8,1447103384851,3,motorcycle
1232-8,1447103386197,4,motorcycle
1232-8,1447103390343,5,elephant
