condition,target,priorWeight,label,prob
item12,poloShirt,0.01,type,0.5262
item12,poloShirt,0.01,basicLevel,0.2876
item12,poloShirt,0.01,superDomain,0.1862
item12,dressShirt,0.01,type,0.5238
item12,dressShirt,0.01,basicLevel,0.2891
item12,dressShirt,0.01,superDomain,0.1872
item12,hawaiiShirt,0.01,type,0.5055
item12,hawaiiShirt,0.01,basicLevel,0.3002
item12,hawaiiShirt,0.01,superDomain,0.1944
item12,tShirt,0.01,type,0.5326
item12,tShirt,0.01,basicLevel,0.2837
item12,tShirt,0.01,superDomain,0.1837
item22,poloShirt,0.01,type,0.4087
item22,poloShirt,0.01,basicLevel,0.4467
item22,poloShirt,0.01,superDomain,0.1446
item22,dressShirt,0.01,type,0.4063
item22,dressShirt,0.01,basicLevel,0.4485
item22,dressShirt,0.01,superDomain,0.1452
item22,hawaiiShirt,0.01,type,0.3888
item22,hawaiiShirt,0.01,basicLevel,0.4617
item22,hawaiiShirt,0.01,superDomain,0.1495
item22,tShirt,0.01,type,0.4149
item22,tShirt,0.01,basicLevel,0.4420
item22,tShirt,0.01,superDomain,0.1431
item23,poloShirt,0.01,type,0.3811
item23,poloShirt,0.01,basicLevel,0.4166
item23,poloShirt,0.01,superDomain,0.2023
item23,dressShirt,0.01,type,0.3788
item23,dressShirt,0.01,basicLevel,0.4181
item23,dressShirt,0.01,superDomain,0.2031
item23,hawaiiShirt,0.01,type,0.3617
item23,hawaiiShirt,0.01,basicLevel,0.4296
item23,hawaiiShirt,0.01,superDomain,0.2086
item23,tShirt,0.01,type,0.3872
item23,tShirt,0.01,basicLevel,0.4125
item23,tShirt,0.01,superDomain,0.2003
item33,poloShirt,0.01,type,0.3170
item33,poloShirt,0.01,basicLevel,0.3465
item33,poloShirt,0.01,superDomain,0.3365
item33,dressShirt,0.01,type,0.3149
item33,dressShirt,0.01,basicLevel,0.3476
item33,dressShirt,0.01,superDomain,0.3376
item33,hawaiiShirt,0.01,type,0.2993
item33,hawaiiShirt,0.01,basicLevel,0.3555
item33,hawaiiShirt,0.01,superDomain,0.3452
item33,tShirt,0.01,type,0.3226
item33,tShirt,0.01,basicLevel,0.3436
item33,tShirt,0.01,superDomain,0.3338
