condition,target,priorWeight,label,prob
item12,coffeeTable,0.01,type,0.5231
item12,coffeeTable,0.01,basicLevel,0.2939
item12,coffeeTable,0.01,superDomain,0.1830
item12,diningTable,0.01,type,0.5214
item12,diningTable,0.01,basicLevel,0.2950
item12,diningTable,0.01,superDomain,0.1836
item12,picnicTable,0.01,type,0.5213
item12,picnicTable,0.01,basicLevel,0.2950
item12,picnicTable,0.01,superDomain,0.1837
item12,bedsideTable,0.01,type,0.5183
item12,bedsideTable,0.01,basicLevel,0.2969
item12,bedsideTable,0.01,superDomain,0.1848
item22,coffeeTable,0.01,type,0.4043
item22,coffeeTable,0.01,basicLevel,0.4543
item22,coffeeTable,0.01,superDomain,0.1414
item22,diningTable,0.01,type,0.4026
item22,diningTable,0.01,basicLevel,0.4556
item22,diningTable,0.01,superDomain,0.1418
item22,picnicTable,0.01,type,0.4025
item22,picnicTable,0.01,basicLevel,0.4556
item22,picnicTable,0.01,superDomain,0.1418
item22,bedsideTable,0.01,type,0.3996
item22,bedsideTable,0.01,basicLevel,0.4579
item22,bedsideTable,0.01,superDomain,0.1425
item23,coffeeTable,0.01,type,0.3776
item23,coffeeTable,0.01,basicLevel,0.4243
item23,coffeeTable,0.01,superDomain,0.1981
item23,diningTable,0.01,type,0.3760
item23,diningTable,0.01,basicLevel,0.4254
item23,diningTable,0.01,superDomain,0.1986
item23,picnicTable,0.01,type,0.3759
item23,picnicTable,0.01,basicLevel,0.4255
item23,picnicTable,0.01,superDomain,0.1987
item23,bedsideTable,0.01,type,0.3730
item23,bedsideTable,0.01,basicLevel,0.4274
item23,bedsideTable,0.01,superDomain,0.1996
item33,coffeeTable,0.01,type,0.3151
item33,coffeeTable,0.01,basicLevel,0.3542
item33,coffeeTable,0.01,superDomain,0.3307
item33,diningTable,0.01,type,0.3137
item33,diningTable,0.01,basicLevel,0.3549
item33,diningTable,0.01,superDomain,0.3314
item33,picnicTable,0.01,type,0.3136
item33,picnicTable,0.01,basicLevel,0.3550
item33,picnicTable,0.01,superDomain,0.3315
item33,bedsideTable,0.01,type,0.3110
item33,bedsideTable,0.01,basicLevel,0.3563
item33,bedsideTable,0.01,superDomain,0.3327
