condition,target,priorWeight,label,prob
item12,blackBear,0.01,type,0.5244
item12,blackBear,0.01,basicLevel,0.2855
item12,blackBear,0.01,superDomain,0.1900
item12,polarBear,0.01,type,0.5249
item12,polarBear,0.01,basicLevel,0.2853
item12,polarBear,0.01,superDomain,0.1898
item12,pandaBear,0.01,type,0.5159
item12,pandaBear,0.01,basicLevel,0.2906
item12,pandaBear,0.01,superDomain,0.1934
item12,grizzlyBear,0.01,type,0.5191
item12,grizzlyBear,0.01,basicLevel,0.2887
item12,grizzlyBear,0.01,superDomain,0.1921
item22,blackBear,0.01,type,0.4079
item22,blackBear,0.01,basicLevel,0.4442
item22,blackBear,0.01,superDomain,0.1478
item22,polarBear,0.01,type,0.4084
item22,polarBear,0.01,basicLevel,0.4439
item22,polarBear,0.01,superDomain,0.1477
item22,pandaBear,0.01,type,0.3998
item22,pandaBear,0.01,basicLevel,0.4504
item22,pandaBear,0.01,superDomain,0.1499
item22,grizzlyBear,0.01,type,0.4028
item22,grizzlyBear,0.01,basicLevel,0.4481
item22,grizzlyBear,0.01,superDomain,0.1491
item23,blackBear,0.01,type,0.3799
item23,blackBear,0.01,basicLevel,0.4137
item23,blackBear,0.01,superDomain,0.2065
item23,polarBear,0.01,type,0.3803
item23,polarBear,0.01,basicLevel,0.4134
item23,polarBear,0.01,superDomain,0.2063
item23,pandaBear,0.01,type,0.3719
item23,pandaBear,0.01,basicLevel,0.4190
item23,pandaBear,0.01,superDomain,0.2091
item23,grizzlyBear,0.01,type,0.3749
item23,grizzlyBear,0.01,basicLevel,0.4170
item23,grizzlyBear,0.01,superDomain,0.2081
item33,blackBear,0.01,type,0.3149
item33,blackBear,0.01,basicLevel,0.3429
item33,blackBear,0.01,superDomain,0.3423
item33,polarBear,0.01,type,0.3153
item33,polarBear,0.01,basicLevel,0.3427
item33,polarBear,0.01,superDomain,0.3421
item33,pandaBear,0.01,type,0.3076
item33,pandaBear,0.01,basicLevel,0.3465
item33,pandaBear,0.01,superDomain,0.3459
item33,grizzlyBear,0.01,type,0.3103
item33,grizzlyBear,0.01,basicLevel,0.3452
item33,grizzlyBear,0.01,superDomain,0.3445
