condition,target,priorWeight,label,prob
item12,eagle,0.01,type,0.5400
item12,eagle,0.01,basicLevel,0.2775
item12,eagle,0.01,superDomain,0.1826
item12,parrot,0.01,type,0.5340
item12,parrot,0.01,basicLevel,0.2811
item12,parrot,0.01,superDomain,0.1849
item12,pigeon,0.01,type,0.5356
item12,pigeon,0.01,basicLevel,0.2801
item12,pigeon,0.01,superDomain,0.1843
item12,hummingBird,0.01,type,0.5187
item12,hummingBird,0.01,basicLevel,0.2903
item12,hummingBird,0.01,superDomain,0.1910
item22,eagle,0.01,type,0.4227
item22,eagle,0.01,basicLevel,0.4344
item22,eagle,0.01,superDomain,0.1429
item22,parrot,0.01,type,0.4169
item22,parrot,0.01,basicLevel,0.4388
item22,parrot,0.01,superDomain,0.1443
item22,pigeon,0.01,type,0.4184
item22,pigeon,0.01,basicLevel,0.4376
item22,pigeon,0.01,superDomain,0.1439
item22,hummingBird,0.01,type,0.4020
item22,hummingBird,0.01,basicLevel,0.4500
item22,hummingBird,0.01,superDomain,0.1480
item23,eagle,0.01,type,0.3945
item23,eagle,0.01,basicLevel,0.4055
item23,eagle,0.01,superDomain,0.2001
item23,parrot,0.01,type,0.3888
item23,parrot,0.01,basicLevel,0.4093
item23,parrot,0.01,superDomain,0.2019
item23,pigeon,0.01,type,0.3903
item23,pigeon,0.01,basicLevel,0.4082
item23,pigeon,0.01,superDomain,0.2014
item23,hummingBird,0.01,type,0.3743
item23,hummingBird,0.01,basicLevel,0.4190
item23,hummingBird,0.01,superDomain,0.2067
item33,eagle,0.01,type,0.3287
item33,eagle,0.01,basicLevel,0.3379
item33,eagle,0.01,superDomain,0.3334
item33,parrot,0.01,type,0.3235
item33,parrot,0.01,basicLevel,0.3405
item33,parrot,0.01,superDomain,0.3360
item33,pigeon,0.01,type,0.3249
item33,pigeon,0.01,basicLevel,0.3398
item33,pigeon,0.01,superDomain,0.3353
item33,hummingBird,0.01,type,0.3102
item33,hummingBird,0.01,basicLevel,0.3472
item33,hummingBird,0.01,superDomain,0.3426
