condition,target,priorWeight,label,prob
item12,rose,0.01,type,0.5466
item12,rose,0.01,basicLevel,0.2697
item12,rose,0.01,superDomain,0.1837
item12,tulip,0.01,type,0.5365
item12,tulip,0.01,basicLevel,0.2757
item12,tulip,0.01,superDomain,0.1878
item12,daisy,0.01,type,0.5392
item12,daisy,0.01,basicLevel,0.2741
item12,daisy,0.01,superDomain,0.1867
item12,sunflower,0.01,type,0.5275
item12,sunflower,0.01,basicLevel,0.2810
item12,sunflower,0.01,superDomain,0.1915
item22,rose,0.01,type,0.4305
item22,rose,0.01,basicLevel,0.4248
item22,rose,0.01,superDomain,0.1447
item22,tulip,0.01,type,0.4205
item22,tulip,0.01,basicLevel,0.4323
item22,tulip,0.01,superDomain,0.1472
item22,daisy,0.01,type,0.4232
item22,daisy,0.01,basicLevel,0.4303
item22,daisy,0.01,superDomain,0.1466
item22,sunflower,0.01,type,0.4118
item22,sunflower,0.01,basicLevel,0.4388
item22,sunflower,0.01,superDomain,0.1495
item23,rose,0.01,type,0.4015
item23,rose,0.01,basicLevel,0.3961
item23,rose,0.01,superDomain,0.2024
item23,tulip,0.01,type,0.3917
item23,tulip,0.01,basicLevel,0.4026
item23,tulip,0.01,superDomain,0.2057
item23,daisy,0.01,type,0.3943
item23,daisy,0.01,basicLevel,0.4009
item23,daisy,0.01,superDomain,0.2048
item23,sunflower,0.01,type,0.3832
item23,sunflower,0.01,basicLevel,0.4082
item23,sunflower,0.01,superDomain,0.2086
item33,rose,0.01,type,0.3339
item33,rose,0.01,basicLevel,0.3294
item33,rose,0.01,superDomain,0.3366
item33,tulip,0.01,type,0.3249
item33,tulip,0.01,basicLevel,0.3339
item33,tulip,0.01,superDomain,0.3412
item33,daisy,0.01,type,0.3272
item33,daisy,0.01,basicLevel,0.3327
item33,daisy,0.01,superDomain,0.3400
item33,sunflower,0.01,type,0.3170
item33,sunflower,0.01,basicLevel,0.3378
item33,sunflower,0.01,superDomain,0.3452
