condition,target,domain,priorWeight,label,prob
item12,blackBear,bear,0.01,type,0.5244
item12,blackBear,bear,0.01,basicLevel,0.2855
item12,blackBear,bear,0.01,superDomain,0.19
item12,polarBear,bear,0.01,type,0.5249
item12,polarBear,bear,0.01,basicLevel,0.2853
item12,polarBear,bear,0.01,superDomain,0.1898
item12,pandaBear,bear,0.01,type,0.5159
item12,pandaBear,bear,0.01,basicLevel,0.2906
item12,pandaBear,bear,0.01,superDomain,0.1934
item12,grizzlyBear,bear,0.01,type,0.5191
item12,grizzlyBear,bear,0.01,basicLevel,0.2887
item12,grizzlyBear,bear,0.01,superDomain,0.1921
item22,blackBear,bear,0.01,type,0.4079
item22,blackBear,bear,0.01,basicLevel,0.4442
item22,blackBear,bear,0.01,superDomain,0.1478
item22,polarBear,bear,0.01,type,0.4084
item22,polarBear,bear,0.01,basicLevel,0.4439
item22,polarBear,bear,0.01,superDomain,0.1477
item22,pandaBear,bear,0.01,type,0.3998
item22,pandaBear,bear,0.01,basicLevel,0.4504
item22,pandaBear,bear,0.01,superDomain,0.1499
item22,grizzlyBear,bear,0.01,type,0.4028
item22,grizzlyBear,bear,0.01,basicLevel,0.4481
item22,grizzlyBear,bear,0.01,superDomain,0.1491
item23,blackBear,bear,0.01,type,0.3799
item23,blackBear,bear,0.01,basicLevel,0.4137
item23,blackBear,bear,0.01,superDomain,0.2065
item23,polarBear,bear,0.01,type,0.3803
item23,polarBear,bear,0.01,basicLevel,0.4134
item23,polarBear,bear,0.01,superDomain,0.2063
item23,pandaBear,bear,0.01,type,0.3719
item23,pandaBear,bear,0.01,basicLevel,0.419
item23,pandaBear,bear,0.01,superDomain,0.2091
item23,grizzlyBear,bear,0.01,type,0.3749
item23,grizzlyBear,bear,0.01,basicLevel,0.417
item23,grizzlyBear,bear,0.01,superDomain,0.2081
item33,blackBear,bear,0.01,type,0.3149
item33,blackBear,bear,0.01,basicLevel,0.3429
item33,blackBear,bear,0.01,superDomain,0.3423
item33,polarBear,bear,0.01,type,0.3153
item33,polarBear,bear,0.01,basicLevel,0.3427
item33,polarBear,bear,0.01,superDomain,0.3421
item33,pandaBear,bear,0.01,type,0.3076
item33,pandaBear,bear,0.01,basicLevel,0.3465
item33,pandaBear,bear,0.01,superDomain,0.3459
item33,grizzlyBear,bear,0.01,type,0.3103
item33,grizzlyBear,bear,0.01,basicLevel,0.3452
item33,grizzlyBear,bear,0.01,superDomain,0.3445
item12,eagle,bird,0.01,type,0.54
item12,eagle,bird,0.01,basicLevel,0.2775
item12,eagle,bird,0.01,superDomain,0.1826
item12,parrot,bird,0.01,type,0.534
item12,parrot,bird,0.01,basicLevel,0.2811
item12,parrot,bird,0.01,superDomain,0.1849
item12,pigeon,bird,0.01,type,0.5356
item12,pigeon,bird,0.01,basicLevel,0.2801
item12,pigeon,bird,0.01,superDomain,0.1843
item12,hummingBird,bird,0.01,type,0.5187
item12,hummingBird,bird,0.01,basicLevel,0.2903
item12,hummingBird,bird,0.01,superDomain,0.191
item22,eagle,bird,0.01,type,0.4227
item22,eagle,bird,0.01,basicLevel,0.4344
item22,eagle,bird,0.01,superDomain,0.1429
item22,parrot,bird,0.01,type,0.4169
item22,parrot,bird,0.01,basicLevel,0.4388
item22,parrot,bird,0.01,superDomain,0.1443
item22,pigeon,bird,0.01,type,0.4184
item22,pigeon,bird,0.01,basicLevel,0.4376
item22,pigeon,bird,0.01,superDomain,0.1439
item22,hummingBird,bird,0.01,type,0.402
item22,hummingBird,bird,0.01,basicLevel,0.45
item22,hummingBird,bird,0.01,superDomain,0.148
item23,eagle,bird,0.01,type,0.3945
item23,eagle,bird,0.01,basicLevel,0.4055
item23,eagle,bird,0.01,superDomain,0.2001
item23,parrot,bird,0.01,type,0.3888
item23,parrot,bird,0.01,basicLevel,0.4093
item23,parrot,bird,0.01,superDomain,0.2019
item23,pigeon,bird,0.01,type,0.3903
item23,pigeon,bird,0.01,basicLevel,0.4082
item23,pigeon,bird,0.01,superDomain,0.2014
item23,hummingBird,bird,0.01,type,0.3743
item23,hummingBird,bird,0.01,basicLevel,0.419
item23,hummingBird,bird,0.01,superDomain,0.2067
item33,eagle,bird,0.01,type,0.3287
item33,eagle,bird,0.01,basicLevel,0.3379
item33,eagle,bird,0.01,superDomain,0.3334
item33,parrot,bird,0.01,type,0.3235
item33,parrot,bird,0.01,basicLevel,0.3405
item33,parrot,bird,0.01,superDomain,0.336
item33,pigeon,bird,0.01,type,0.3249
item33,pigeon,bird,0.01,basicLevel,0.3398
item33,pigeon,bird,0.01,superDomain,0.3353
item33,hummingBird,bird,0.01,type,0.3102
item33,hummingBird,bird,0.01,basicLevel,0.3472
item33,hummingBird,bird,0.01,superDomain,0.3426
item12,gummyBears,candy,0.01,type,0.5179
item12,gummyBears,candy,0.01,basicLevel,0.2897
item12,gummyBears,candy,0.01,superDomain,0.1924
item12,jellyBeans,candy,0.01,type,0.5243
item12,jellyBeans,candy,0.01,basicLevel,0.2858
item12,jellyBeans,candy,0.01,superDomain,0.1899
item12,skittles,candy,0.01,type,0.5278
item12,skittles,candy,0.01,basicLevel,0.2837
item12,skittles,candy,0.01,superDomain,0.1885
item12,mnMs,candy,0.01,type,0.5219
item12,mnMs,candy,0.01,basicLevel,0.2872
item12,mnMs,candy,0.01,superDomain,0.1908
item22,gummyBears,candy,0.01,type,0.4016
item22,gummyBears,candy,0.01,basicLevel,0.4492
item22,gummyBears,candy,0.01,superDomain,0.1492
item22,jellyBeans,candy,0.01,type,0.4078
item22,jellyBeans,candy,0.01,basicLevel,0.4446
item22,jellyBeans,candy,0.01,superDomain,0.1477
item22,skittles,candy,0.01,type,0.4112
item22,skittles,candy,0.01,basicLevel,0.442
item22,skittles,candy,0.01,superDomain,0.1468
item22,mnMs,candy,0.01,type,0.4055
item22,mnMs,candy,0.01,basicLevel,0.4463
item22,mnMs,candy,0.01,superDomain,0.1482
item23,gummyBears,candy,0.01,type,0.3737
item23,gummyBears,candy,0.01,basicLevel,0.418
item23,gummyBears,candy,0.01,superDomain,0.2083
item23,jellyBeans,candy,0.01,type,0.3798
item23,jellyBeans,candy,0.01,basicLevel,0.414
item23,jellyBeans,candy,0.01,superDomain,0.2063
item23,skittles,candy,0.01,type,0.383
item23,skittles,candy,0.01,basicLevel,0.4118
item23,skittles,candy,0.01,superDomain,0.2052
item23,mnMs,candy,0.01,type,0.3775
item23,mnMs,candy,0.01,basicLevel,0.4155
item23,mnMs,candy,0.01,superDomain,0.207
item33,gummyBears,candy,0.01,type,0.3093
item33,gummyBears,candy,0.01,basicLevel,0.346
item33,gummyBears,candy,0.01,superDomain,0.3447
item33,jellyBeans,candy,0.01,type,0.3148
item33,jellyBeans,candy,0.01,basicLevel,0.3432
item33,jellyBeans,candy,0.01,superDomain,0.342
item33,skittles,candy,0.01,type,0.3178
item33,skittles,candy,0.01,basicLevel,0.3417
item33,skittles,candy,0.01,superDomain,0.3405
item33,mnMs,candy,0.01,type,0.3128
item33,mnMs,candy,0.01,basicLevel,0.3442
item33,mnMs,candy,0.01,superDomain,0.343
item12,convertible,car,0.01,type,0.516
item12,convertible,car,0.01,basicLevel,0.296
item12,convertible,car,0.01,superDomain,0.1879
item12,minivan,car,0.01,type,0.5252
item12,minivan,car,0.01,basicLevel,0.2904
item12,minivan,car,0.01,superDomain,0.1844
item12,sportsCar,car,0.01,type,0.5227
item12,sportsCar,car,0.01,basicLevel,0.292
item12,sportsCar,car,0.01,superDomain,0.1853
item12,suv,car,0.01,type,0.5371
item12,suv,car,0.01,basicLevel,0.2831
item12,suv,car,0.01,superDomain,0.1797
item22,convertible,car,0.01,type,0.3982
item22,convertible,car,0.01,basicLevel,0.4568
item22,convertible,car,0.01,superDomain,0.145
item22,minivan,car,0.01,type,0.407
item22,minivan,car,0.01,basicLevel,0.4501
item22,minivan,car,0.01,superDomain,0.1429
item22,sportsCar,car,0.01,type,0.4046
item22,sportsCar,car,0.01,basicLevel,0.452
item22,sportsCar,car,0.01,superDomain,0.1435
item22,suv,car,0.01,type,0.4186
item22,suv,car,0.01,basicLevel,0.4413
item22,suv,car,0.01,superDomain,0.1401
item23,convertible,car,0.01,type,0.3713
item23,convertible,car,0.01,basicLevel,0.4259
item23,convertible,car,0.01,superDomain,0.2028
item23,minivan,car,0.01,type,0.3799
item23,minivan,car,0.01,basicLevel,0.4201
item23,minivan,car,0.01,superDomain,0.2
item23,sportsCar,car,0.01,type,0.3775
item23,sportsCar,car,0.01,basicLevel,0.4217
item23,sportsCar,car,0.01,superDomain,0.2008
item23,suv,car,0.01,type,0.3912
item23,suv,car,0.01,basicLevel,0.4124
item23,suv,car,0.01,superDomain,0.1964
item33,convertible,car,0.01,type,0.3087
item33,convertible,car,0.01,basicLevel,0.3541
item33,convertible,car,0.01,superDomain,0.3372
item33,minivan,car,0.01,type,0.3166
item33,minivan,car,0.01,basicLevel,0.3501
item33,minivan,car,0.01,superDomain,0.3334
item33,sportsCar,car,0.01,type,0.3144
item33,sportsCar,car,0.01,basicLevel,0.3512
item33,sportsCar,car,0.01,superDomain,0.3344
item33,suv,car,0.01,type,0.327
item33,suv,car,0.01,basicLevel,0.3447
item33,suv,car,0.01,superDomain,0.3283
item12,dalmatian,dog,0.01,type,0.5177
item12,dalmatian,dog,0.01,basicLevel,0.2921
item12,dalmatian,dog,0.01,superDomain,0.1901
item12,pug,dog,0.01,type,0.5349
item12,pug,dog,0.01,basicLevel,0.2817
item12,pug,dog,0.01,superDomain,0.1834
item12,germanShepherd,dog,0.01,type,0.5069
item12,germanShepherd,dog,0.01,basicLevel,0.2987
item12,germanShepherd,dog,0.01,superDomain,0.1944
item12,husky,dog,0.01,type,0.5288
item12,husky,dog,0.01,basicLevel,0.2854
item12,husky,dog,0.01,superDomain,0.1858
item22,dalmatian,dog,0.01,type,0.4007
item22,dalmatian,dog,0.01,basicLevel,0.4522
item22,dalmatian,dog,0.01,superDomain,0.1472
item22,pug,dog,0.01,type,0.4173
item22,pug,dog,0.01,basicLevel,0.4396
item22,pug,dog,0.01,superDomain,0.1431
item22,germanShepherd,dog,0.01,type,0.3904
item22,germanShepherd,dog,0.01,basicLevel,0.46
item22,germanShepherd,dog,0.01,superDomain,0.1497
item22,husky,dog,0.01,type,0.4114
item22,husky,dog,0.01,basicLevel,0.4441
item22,husky,dog,0.01,superDomain,0.1445
item23,dalmatian,dog,0.01,type,0.3732
item23,dalmatian,dog,0.01,basicLevel,0.4212
item23,dalmatian,dog,0.01,superDomain,0.2056
item23,pug,dog,0.01,type,0.3895
item23,pug,dog,0.01,basicLevel,0.4102
item23,pug,dog,0.01,superDomain,0.2003
item23,germanShepherd,dog,0.01,type,0.3632
item23,germanShepherd,dog,0.01,basicLevel,0.4279
item23,germanShepherd,dog,0.01,superDomain,0.2089
item23,husky,dog,0.01,type,0.3837
item23,husky,dog,0.01,basicLevel,0.4142
item23,husky,dog,0.01,superDomain,0.2022
item33,dalmatian,dog,0.01,type,0.3096
item33,dalmatian,dog,0.01,basicLevel,0.3493
item33,dalmatian,dog,0.01,superDomain,0.3411
item33,pug,dog,0.01,type,0.3245
item33,pug,dog,0.01,basicLevel,0.3418
item33,pug,dog,0.01,superDomain,0.3337
item33,germanShepherd,dog,0.01,type,0.3004
item33,germanShepherd,dog,0.01,basicLevel,0.354
item33,germanShepherd,dog,0.01,superDomain,0.3456
item33,husky,dog,0.01,type,0.3191
item33,husky,dog,0.01,basicLevel,0.3445
item33,husky,dog,0.01,superDomain,0.3364
item12,clownFish,fish,0.01,type,0.5154
item12,clownFish,fish,0.01,basicLevel,0.2923
item12,clownFish,fish,0.01,superDomain,0.1923
item12,goldFish,fish,0.01,type,0.5219
item12,goldFish,fish,0.01,basicLevel,0.2883
item12,goldFish,fish,0.01,superDomain,0.1897
item12,swordFish,fish,0.01,type,0.5228
item12,swordFish,fish,0.01,basicLevel,0.2878
item12,swordFish,fish,0.01,superDomain,0.1894
item12,catfish,fish,0.01,type,0.5293
item12,catfish,fish,0.01,basicLevel,0.2839
item12,catfish,fish,0.01,superDomain,0.1868
item22,clownFish,fish,0.01,type,0.3988
item22,clownFish,fish,0.01,basicLevel,0.4523
item22,clownFish,fish,0.01,superDomain,0.1488
item22,goldFish,fish,0.01,type,0.4051
item22,goldFish,fish,0.01,basicLevel,0.4476
item22,goldFish,fish,0.01,superDomain,0.1473
item22,swordFish,fish,0.01,type,0.406
item22,swordFish,fish,0.01,basicLevel,0.4469
item22,swordFish,fish,0.01,superDomain,0.1471
item22,catfish,fish,0.01,type,0.4123
item22,catfish,fish,0.01,basicLevel,0.4422
item22,catfish,fish,0.01,superDomain,0.1455
item23,clownFish,fish,0.01,type,0.3712
item23,clownFish,fish,0.01,basicLevel,0.421
item23,clownFish,fish,0.01,superDomain,0.2078
item23,goldFish,fish,0.01,type,0.3773
item23,goldFish,fish,0.01,basicLevel,0.4169
item23,goldFish,fish,0.01,superDomain,0.2058
item23,swordFish,fish,0.01,type,0.3782
item23,swordFish,fish,0.01,basicLevel,0.4163
item23,swordFish,fish,0.01,superDomain,0.2055
item23,catfish,fish,0.01,type,0.3843
item23,catfish,fish,0.01,basicLevel,0.4122
item23,catfish,fish,0.01,superDomain,0.2035
item33,clownFish,fish,0.01,type,0.3074
item33,clownFish,fish,0.01,basicLevel,0.3486
item33,clownFish,fish,0.01,superDomain,0.3441
item33,goldFish,fish,0.01,type,0.3129
item33,goldFish,fish,0.01,basicLevel,0.3458
item33,goldFish,fish,0.01,superDomain,0.3413
item33,swordFish,fish,0.01,type,0.3137
item33,swordFish,fish,0.01,basicLevel,0.3454
item33,swordFish,fish,0.01,superDomain,0.3409
item33,catfish,fish,0.01,type,0.3193
item33,catfish,fish,0.01,basicLevel,0.3425
item33,catfish,fish,0.01,superDomain,0.3381
item12,rose,flower,0.01,type,0.5466
item12,rose,flower,0.01,basicLevel,0.2697
item12,rose,flower,0.01,superDomain,0.1837
item12,tulip,flower,0.01,type,0.5365
item12,tulip,flower,0.01,basicLevel,0.2757
item12,tulip,flower,0.01,superDomain,0.1878
item12,daisy,flower,0.01,type,0.5392
item12,daisy,flower,0.01,basicLevel,0.2741
item12,daisy,flower,0.01,superDomain,0.1867
item12,sunflower,flower,0.01,type,0.5275
item12,sunflower,flower,0.01,basicLevel,0.281
item12,sunflower,flower,0.01,superDomain,0.1915
item22,rose,flower,0.01,type,0.4305
item22,rose,flower,0.01,basicLevel,0.4248
item22,rose,flower,0.01,superDomain,0.1447
item22,tulip,flower,0.01,type,0.4205
item22,tulip,flower,0.01,basicLevel,0.4323
item22,tulip,flower,0.01,superDomain,0.1472
item22,daisy,flower,0.01,type,0.4232
item22,daisy,flower,0.01,basicLevel,0.4303
item22,daisy,flower,0.01,superDomain,0.1466
item22,sunflower,flower,0.01,type,0.4118
item22,sunflower,flower,0.01,basicLevel,0.4388
item22,sunflower,flower,0.01,superDomain,0.1495
item23,rose,flower,0.01,type,0.4015
item23,rose,flower,0.01,basicLevel,0.3961
item23,rose,flower,0.01,superDomain,0.2024
item23,tulip,flower,0.01,type,0.3917
item23,tulip,flower,0.01,basicLevel,0.4026
item23,tulip,flower,0.01,superDomain,0.2057
item23,daisy,flower,0.01,type,0.3943
item23,daisy,flower,0.01,basicLevel,0.4009
item23,daisy,flower,0.01,superDomain,0.2048
item23,sunflower,flower,0.01,type,0.3832
item23,sunflower,flower,0.01,basicLevel,0.4082
item23,sunflower,flower,0.01,superDomain,0.2086
item33,rose,flower,0.01,type,0.3339
item33,rose,flower,0.01,basicLevel,0.3294
item33,rose,flower,0.01,superDomain,0.3366
item33,tulip,flower,0.01,type,0.3249
item33,tulip,flower,0.01,basicLevel,0.3339
item33,tulip,flower,0.01,superDomain,0.3412
item33,daisy,flower,0.01,type,0.3272
item33,daisy,flower,0.01,basicLevel,0.3327
item33,daisy,flower,0.01,superDomain,0.34
item33,sunflower,flower,0.01,type,0.317
item33,sunflower,flower,0.01,basicLevel,0.3378
item33,sunflower,flower,0.01,superDomain,0.3452
item12,poloShirt,shirt,0.01,type,0.5262
item12,poloShirt,shirt,0.01,basicLevel,0.2876
item12,poloShirt,shirt,0.01,superDomain,0.1862
item12,dressShirt,shirt,0.01,type,0.5238
item12,dressShirt,shirt,0.01,basicLevel,0.2891
item12,dressShirt,shirt,0.01,superDomain,0.1872
item12,hawaiiShirt,shirt,0.01,type,0.5055
item12,hawaiiShirt,shirt,0.01,basicLevel,0.3002
item12,hawaiiShirt,shirt,0.01,superDomain,0.1944
item12,tShirt,shirt,0.01,type,0.5326
item12,tShirt,shirt,0.01,basicLevel,0.2837
item12,tShirt,shirt,0.01,superDomain,0.1837
item22,poloShirt,shirt,0.01,type,0.4087
item22,poloShirt,shirt,0.01,basicLevel,0.4467
item22,poloShirt,shirt,0.01,superDomain,0.1446
item22,dressShirt,shirt,0.01,type,0.4063
item22,dressShirt,shirt,0.01,basicLevel,0.4485
item22,dressShirt,shirt,0.01,superDomain,0.1452
item22,hawaiiShirt,shirt,0.01,type,0.3888
item22,hawaiiShirt,shirt,0.01,basicLevel,0.4617
item22,hawaiiShirt,shirt,0.01,superDomain,0.1495
item22,tShirt,shirt,0.01,type,0.4149
item22,tShirt,shirt,0.01,basicLevel,0.442
item22,tShirt,shirt,0.01,superDomain,0.1431
item23,poloShirt,shirt,0.01,type,0.3811
item23,poloShirt,shirt,0.01,basicLevel,0.4166
item23,poloShirt,shirt,0.01,superDomain,0.2023
item23,dressShirt,shirt,0.01,type,0.3788
item23,dressShirt,shirt,0.01,basicLevel,0.4181
item23,dressShirt,shirt,0.01,superDomain,0.2031
item23,hawaiiShirt,shirt,0.01,type,0.3617
item23,hawaiiShirt,shirt,0.01,basicLevel,0.4296
item23,hawaiiShirt,shirt,0.01,superDomain,0.2086
item23,tShirt,shirt,0.01,type,0.3872
item23,tShirt,shirt,0.01,basicLevel,0.4125
item23,tShirt,shirt,0.01,superDomain,0.2003
item33,poloShirt,shirt,0.01,type,0.317
item33,poloShirt,shirt,0.01,basicLevel,0.3465
item33,poloShirt,shirt,0.01,superDomain,0.3365
item33,dressShirt,shirt,0.01,type,0.3149
item33,dressShirt,shirt,0.01,basicLevel,0.3476
item33,dressShirt,shirt,0.01,superDomain,0.3376
item33,hawaiiShirt,shirt,0.01,type,0.2993
item33,hawaiiShirt,shirt,0.01,basicLevel,0.3555
item33,hawaiiShirt,shirt,0.01,superDomain,0.3452
item33,tShirt,shirt,0.01,type,0.3226
item33,tShirt,shirt,0.01,basicLevel,0.3436
item33,tShirt,shirt,0.01,superDomain,0.3338
item12,coffeeTable,table,0.01,type,0.5231
item12,coffeeTable,table,0.01,basicLevel,0.2939
item12,coffeeTable,table,0.01,superDomain,0.183
item12,diningTable,table,0.01,type,0.5214
item12,diningTable,table,0.01,basicLevel,0.295
item12,diningTable,table,0.01,superDomain,0.1836
item12,picnicTable,table,0.01,type,0.5213
item12,picnicTable,table,0.01,basicLevel,0.295
item12,picnicTable,table,0.01,superDomain,0.1837
item12,bedsideTable,table,0.01,type,0.5183
item12,bedsideTable,table,0.01,basicLevel,0.2969
item12,bedsideTable,table,0.01,superDomain,0.1848
item22,coffeeTable,table,0.01,type,0.4043
item22,coffeeTable,table,0.01,basicLevel,0.4543
item22,coffeeTable,table,0.01,superDomain,0.1414
item22,diningTable,table,0.01,type,0.4026
item22,diningTable,table,0.01,basicLevel,0.4556
item22,diningTable,table,0.01,superDomain,0.1418
item22,picnicTable,table,0.01,type,0.4025
