condition,target,domain,priorWeight,label,prob
item22,picnicTable,table,0.01,basicLevel,0.4556
item22,picnicTable,table,0.01,superDomain,0.1418
item22,bedsideTable,table,0.01,type,0.3996
item22,bedsideTable,table,0.01,basicLevel,0.4579
item22,bedsideTable,table,0.01,superDomain,0.1425
item23,coffeeTable,table,0.01,type,0.3776
item23,coffeeTable,table,0.01,basicLevel,0.4243
item23,coffeeTable,table,0.01,superDomain,0.1981
item23,diningTable,table,0.01,type,0.376
item23,diningTable,table,0.01,basicLevel,0.4254
item23,diningTable,table,0.01,superDomain,0.1986
item23,picnicTable,table,0.01,type,0.3759
item23,picnicTable,table,0.01,basicLevel,0.4255
item23,picnicTable,table,0.01,superDomain,0.1987
item23,bedsideTable,table,0.01,type,0.373
item23,bedsideTable,table,0.01,basicLevel,0.4274
item23,bedsideTable,table,0.01,superDomain,0.1996
item33,coffeeTable,table,0.01,type,0.3151
item33,coffeeTable,table,0.01,basicLevel,0.3542
item33,coffeeTable,table,0.01,superDomain,0.3307
item33,diningTable,table,0.01,type,0.3137
item33,diningTable,table,0.01,basicLevel,0.3549
item33,diningTable,table,0.01,superDomain,0.3314
item33,picnicTable,table,0.01,type,0.3136
item33,picnicTable,table,0.01,basicLevel,0.355
item33,picnicTable,table,0.01,superDomain,0.3315
item33,bedsideTable,table,0.01,type,0.311
item33,bedsideTable,table,0.01,basicLevel,0.3563
item33,bedsideTable,table,0.01,superDomain,0.3327
