condition,target,priorWeight,label,prob
item12,convertible,0.01,type,0.5160
item12,convertible,0.01,basicLevel,0.2960
item12,convertible,0.01,superDomain,0.1879
item12,minivan,0.01,type,0.5252
item12,minivan,0.01,basicLevel,0.2904
item12,minivan,0.01,superDomain,0.1844
item12,sportsCar,0.01,type,0.5227
item12,sportsCar,0.01,basicLevel,0.2920
item12,sportsCar,0.01,superDomain,0.1853
item12,suv,0.01,type,0.5371
item12,suv,0.01,basicLevel,0.2831
item12,suv,0.01,superDomain,0.1797
item22,convertible,0.01,type,0.3982
item22,convertible,0.01,basicLevel,0.4568
item22,convertible,0.01,superDomain,0.1450
item22,minivan,0.01,type,0.4070
item22,minivan,0.01,basicLevel,0.4501
item22,minivan,0.01,superDomain,0.1429
item22,sportsCar,0.01,type,0.4046
item22,sportsCar,0.01,basicLevel,0.4520
item22,sportsCar,0.01,superDomain,0.1435
item22,suv,0.01,type,0.4186
item22,suv,0.01,basicLevel,0.4413
item22,suv,0.01,superDomain,0.1401
item23,convertible,0.01,type,0.3713
item23,convertible,0.01,basicLevel,0.4259
item23,convertible,0.01,superDomain,0.2028
item23,minivan,0.01,type,0.3799
item23,minivan,0.01,basicLevel,0.4201
item23,minivan,0.01,superDomain,0.2000
item23,sportsCar,0.01,type,0.3775
item23,sportsCar,0.01,basicLevel,0.4217
item23,sportsCar,0.01,superDomain,0.2008
item23,suv,0.01,type,0.3912
item23,suv,0.01,basicLevel,0.4124
item23,suv,0.01,superDomain,0.1964
item33,convertible,0.01,type,0.3087
item33,convertible,0.01,basicLevel,0.3541
item33,convertible,0.01,superDomain,0.3372
item33,minivan,0.01,type,0.3166
item33,minivan,0.01,basicLevel,0.3501
item33,minivan,0.01,superDomain,0.3334
item33,sportsCar,0.01,type,0.3144
item33,sportsCar,0.01,basicLevel,0.3512
item33,sportsCar,0.01,superDomain,0.3344
item33,suv,0.01,type,0.3270
item33,suv,0.01,basicLevel,0.3447
item33,suv,0.01,superDomain,0.3283
