object,color_fidelity,size_fidelity,type_fidelity,color_cost,size_cost,type_cost,speaker-opt,context,small_green_tv,big_red_fan,small_green_desk,small_gray_couch,brown_tv,chair,blue_couch,big_green_couch,small_blue_couch,big_green_fan,tv,small_blue_fan,small_blue_desk,small_brown_tv,fan,small_fan,desk,big_gray_couch,small_brown_chair,small_chair,big_green_desk,small_red_fan,big_gray_desk,big_gray_chair,gray_chair,small_couch,big_red_chair,red_fan,small_blue_tv,red_chair,big_brown_chair,gray_desk,gray_fan,small_red_chair,small_green_chair,big_blue_couch,big_chair,big_red_desk,small_green_couch,red_couch,green_tv,brown_desk,small_blue_chair,small_brown_desk,red_desk,blue_desk,green_couch,small_red_desk,big_red_couch,big_red_tv,big_gray_fan,brown_fan,big_tv,small_tv,big_gray_tv,big_blue_fan,big_desk,blue_tv,big_brown_fan,small_desk,small_red_couch,big_blue_chair,green_chair,blue_chair,brown_couch,big_fan,big_blue_tv,green_fan,big_blue_desk,big_brown_couch,small_gray_tv,big_couch,small_brown_couch,big_green_tv,couch,blue_fan,green_desk,big_green_chair,small_brown_fan,small_gray_desk,small_red_tv,small_gray_chair,brown_chair,small_green_fan,gray_couch,small_gray_fan,big_brown_desk,big_brown_tv,gray_tv,red_tv
o1,0.9,0.7,0.7,0.1,0.1,0.1,5,lowvariation_exp1,0,0,0,0,0,0.002771550956858021,0,0.0010195966171871048,0,0.13749029609871197,0.0054035926551034745,0,0,0,0.3737373734745829,0,0.0027715509568580327,0,0,0,0.0010195966171871048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016810306302902803,0,0,0,0.003277444617918228,0,0,0,0,0,0.0016810306302902803,0,0,0,0,0,0.003277444617918228,0,0,0,0.0016810306302902803,0,0,0,0,0,0.0016810306302902803,0,0,0.226683175692806,0,0.22668317569280505,0,0,0,0.0016810306302902803,0,0.001987870646277567,0.002771550956858021,0,0.0016810306302902803,0.0010195966171871048,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.1,0.1,10,lowvariation_exp1,0,0,0,0,0,0.000029380191842324856,0,0.00000397617658452705,0,0.07230244539985697,0.00011167966358088996,0,0,0,0.5342468251494152,0,0.000029380191842325107,0,0,0,0.00000397617658452705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010808368556464294,0,0,0,0.000041084652228351916,0,0,0,0,0,0.000010808368556464294,0,0,0,0,0,0.000041084652228351916,0,0,0,0.000010808368556464294,0,0,0,0,0,0.000010808368556464294,0,0,0.19653842348358475,0,0.19653842348358314,0,0,0,0.000010808368556464294,0,0.00001511419890248922,0.000029380191842324856,0,0.000010808368556464294,0.00000397617658452705,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.1,0.1,15,lowvariation_exp1,0,0,0,0,0,2.7259747047894125e-7,0,1.3571828899641815e-8,0,0.03327893043915882,0.0000020202309778859,0,0,0,0.6684251860999217,0,2.7259747047894475e-7,0,0,0,1.3571828899641815e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.082471724402353e-8,0,0,0,4.507744616324907e-7,0,0,0,0,0,6.082471724402353e-8,0,0,0,0,0,4.507744616324907e-7,0,0,0,6.082471724402353e-8,0,0,0,0,0,6.082471724402353e-8,0,0,0.14914581882172023,0,0.1491458188217184,0,0,0,6.082471724402353e-8,0,1.0058137781488054e-7,2.7259747047894125e-7,0,6.082471724402353e-8,1.3571828899641815e-8,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.1,0.1,18,lowvariation_exp1,0,0,0,0,0,1.5837550895545838e-8,0,4.327408449147639e-10,0,0.020121718527964745,1.7520361756538263e-7,0,0,0,0.7364193720961573,0,1.5837550895546086e-8,0,0,0,4.327408449147639e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6179295551865454e-9,0,0,0,2.896096319595707e-8,0,0,0,0,0,2.6179295551865454e-9,0,0,0,0,0,2.896096319595707e-8,0,0,0,2.6179295551865454e-9,0,0,0,0,0,2.6179295551865454e-9,0,0,0.1217293034723343,0,0.12172930347233249,0,0,0,2.6179295551865454e-9,0,4.787215018118027e-9,1.5837550895545838e-8,0,2.6179295551865454e-9,4.327408449147639e-10,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.1,0.2,10,lowvariation_exp1,0,0,0,0,0,0.000029380191842324876,0,0.00000397617658452709,0,0.07230244539985707,0.00011167966358089004,0,0,0,0.5342468251494151,0,0.000029380191842325134,0,0,0,0.00000397617658452709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010808368556464285,0,0,0,0.00004108465222835191,0,0,0,0,0,0.000010808368556464285,0,0,0,0,0,0.00004108465222835191,0,0,0,0.000010808368556464285,0,0,0,0,0,0.000010808368556464285,0,0,0.19653842348358477,0,0.1965384234835832,0,0,0,0.000010808368556464285,0,0.000015114198902489207,0.000029380191842324876,0,0.000010808368556464285,0.00000397617658452709,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.1,0.2,15,lowvariation_exp1,0,0,0,0,0,2.7259747047894157e-7,0,1.3571828899642015e-8,0,0.033278930439158895,0.0000020202309778859026,0,0,0,0.6684251860999216,0,2.7259747047894517e-7,0,0,0,1.3571828899642015e-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.082471724402345e-8,0,0,0,4.5077446163249066e-7,0,0,0,0,0,6.082471724402345e-8,0,0,0,0,0,4.5077446163249066e-7,0,0,0,6.082471724402345e-8,0,0,0,0,0,6.082471724402345e-8,0,0,0.14914581882172032,0,0.1491458188217185,0,0,0,6.082471724402345e-8,0,1.0058137781488043e-7,2.7259747047894157e-7,0,6.082471724402345e-8,1.3571828899642015e-8,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.1,0.2,18,lowvariation_exp1,0,0,0,0,0,1.583755089554586e-8,0,4.327408449147717e-10,0,0.020121718527964794,1.7520361756538284e-7,0,0,0,0.736419372096157,0,1.583755089554611e-8,0,0,0,4.327408449147717e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.617929555186541e-9,0,0,0,2.896096319595707e-8,0,0,0,0,0,2.617929555186541e-9,0,0,0,0,0,2.896096319595707e-8,0,0,0,2.617929555186541e-9,0,0,0,0,0,2.617929555186541e-9,0,0,0.12172930347233434,0,0.12172930347233259,0,0,0,2.617929555186541e-9,0,4.787215018118018e-9,1.583755089554586e-8,0,2.617929555186541e-9,4.327408449147717e-10,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.2,0.1,5,lowvariation_exp1,0,0,0,0,0,0.0032550979663347667,0,0.0007263105305271052,0,0.09794133112885635,0.006346346769849335,0,0,0,0.4389425932545581,0,0.0032550979663347667,0,0,0,0.0007263105305271052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011974836208135371,0,0,0,0.0038492538930818463,0,0,0,0,0,0.0019743167169502807,0,0,0,0,0,0.0023346905031723583,0,0,0,0.0011974836208135371,0,0,0,0,0,0.0019743167169502807,0,0,0.16147795591283037,0,0.2662321406626606,0,0,0,0.0011974836208135371,0,0.001416061371113947,0.0032550979663347667,0,0.0019743167169502807,0.0007263105305271052,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.2,0.1,10,lowvariation_exp1,0,0,0,0,0,0.000035397966567391155,0,0.000001762360981574068,0,0.03204661712987105,0.00013455436298407048,0,0,0,0.6436735116252872,0,0.000035397966567391155,0,0,0,0.000001762360981574068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004790593831398068,0,0,0,0.00004949978386175897,0,0,0,0,0,0.000013022184159417305,0,0,0,0,0,0.000018209952825171124,0,0,0,0.000004790593831398068,0,0,0,0,0,0.000013022184159417305,0,0,0.08711173700771317,0,0.23679425175356944,0,0,0,0.000004790593831398068,0,0.000006699067269082247,0.000035397966567391155,0,0.000013022184159417305,0.000001762360981574068,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.2,0.1,15,lowvariation_exp1,0,0,0,0,0,3.176093493334288e-7,0,3.5283211622584594e-9,0,0.008651653022895778,0.0000023538158489227015,0,0,0,0.7787969861285724,0,3.176093493334288e-7,0,0,0,3.5283211622584594e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5812838389536396e-8,0,0,0,5.252073073300301e-7,0,0,0,0,0,7.086822498140694e-8,0,0,0,0,0,1.1718959059567575e-7,0,0,0,1.5812838389536396e-8,0,0,0,0,0,7.086822498140694e-8,0,0,0.03877401879306951,0,0.17377309623798168,0,0,0,1.5812838389536396e-8,0,2.6148532117341864e-8,3.176093493334288e-7,0,7.086822498140694e-8,3.5283211622584594e-9,0,0,0,0,0,0,0,0,0,0,0,0
