object,color_fidelity,size_fidelity,type_fidelity,color_cost,size_cost,type_cost,speaker-opt,context,small_green_tv,big_red_fan,small_green_desk,small_gray_couch,brown_tv,chair,blue_couch,big_green_couch,small_blue_couch,big_green_fan,tv,small_blue_fan,small_blue_desk,small_brown_tv,fan,small_fan,desk,big_gray_couch,small_brown_chair,small_chair,big_green_desk,small_red_fan,big_gray_desk,big_gray_chair,gray_chair,small_couch,big_red_chair,red_fan,small_blue_tv,red_chair,big_brown_chair,gray_desk,gray_fan,small_red_chair,small_green_chair,big_blue_couch,big_chair,big_red_desk,small_green_couch,red_couch,green_tv,brown_desk,small_blue_chair,small_brown_desk,red_desk,blue_desk,green_couch,small_red_desk,big_red_couch,big_red_tv,big_gray_fan,brown_fan,big_tv,small_tv,big_gray_tv,big_blue_fan,big_desk,blue_tv,big_brown_fan,small_desk,small_red_couch,big_blue_chair,green_chair,blue_chair,brown_couch,big_fan,big_blue_tv,green_fan,big_blue_desk,big_brown_couch,small_gray_tv,big_couch,small_brown_couch,big_green_tv,couch,blue_fan,green_desk,big_green_chair,small_brown_fan,small_gray_desk,small_red_tv,small_gray_chair,brown_chair,small_green_fan,gray_couch,small_gray_fan,big_brown_desk,big_brown_tv,gray_tv,red_tv
o1,0.9,0.7,0.7,0.1,0.2,0.1,18,lowvariation_exp1,0,0,0,0,0,1.7964620155726296e-8,0,8.113866103662902e-11,0,0.0037728107210137606,1.9873441671820534e-7,0,0,0,0.8353245007564004,0,1.7964620155726296e-8,0,0,0,8.113866103662902e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.908602950061102e-10,0,0,0,3.285057813488448e-8,0,0,0,0,0,2.9695317390646813e-9,0,0,0,0,0,5.430164043132795e-9,0,0,0,4.908602950061102e-10,0,0,0,0,0,2.9695317390646813e-9,0,0,0.02282417481209103,0,0.13807821127928369,0,0,0,4.908602950061102e-10,0,8.976000791906781e-10,1.7964620155726296e-8,0,2.9695317390646813e-9,8.113866103662902e-11,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.2,0.2,10,lowvariation_exp1,0,0,0,0,0,0.000035397966567391155,0,0.000001762360981574068,0,0.03204661712987105,0.00013455436298407048,0,0,0,0.6436735116252872,0,0.000035397966567391155,0,0,0,0.000001762360981574068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004790593831398068,0,0,0,0.00004949978386175897,0,0,0,0,0,0.000013022184159417305,0,0,0,0,0,0.000018209952825171124,0,0,0,0.000004790593831398068,0,0,0,0,0,0.000013022184159417305,0,0,0.08711173700771317,0,0.23679425175356944,0,0,0,0.000004790593831398068,0,0.000006699067269082247,0.000035397966567391155,0,0.000013022184159417305,0.000001762360981574068,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.2,0.2,15,lowvariation_exp1,0,0,0,0,0,3.176093493334288e-7,0,3.5283211622584594e-9,0,0.008651653022895778,0.0000023538158489227015,0,0,0,0.7787969861285724,0,3.176093493334288e-7,0,0,0,3.5283211622584594e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5812838389536396e-8,0,0,0,5.252073073300301e-7,0,0,0,0,0,7.086822498140694e-8,0,0,0,0,0,1.1718959059567575e-7,0,0,0,1.5812838389536396e-8,0,0,0,0,0,7.086822498140694e-8,0,0,0.03877401879306951,0,0.17377309623798168,0,0,0,1.5812838389536396e-8,0,2.6148532117341864e-8,3.176093493334288e-7,0,7.086822498140694e-8,3.5283211622584594e-9,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.1,0.2,0.2,18,lowvariation_exp1,0,0,0,0,0,1.7964620155726296e-8,0,8.113866103662902e-11,0,0.0037728107210137606,1.9873441671820534e-7,0,0,0,0.8353245007564004,0,1.7964620155726296e-8,0,0,0,8.113866103662902e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.908602950061102e-10,0,0,0,3.285057813488448e-8,0,0,0,0,0,2.9695317390646813e-9,0,0,0,0,0,5.430164043132795e-9,0,0,0,4.908602950061102e-10,0,0,0,0,0,2.9695317390646813e-9,0,0,0.02282417481209103,0,0.13807821127928369,0,0,0,4.908602950061102e-10,0,8.976000791906781e-10,1.7964620155726296e-8,0,2.9695317390646813e-9,8.113866103662902e-11,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.1,0.1,5,lowvariation_exp1,0,0,0,0,0,0.0032550979663347624,0,0.0007263105305271042,0,0.09794133112885622,0.006346346769849327,0,0,0,0.43894259325455753,0,0.0032550979663347624,0,0,0,0.0007263105305271042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019743167169502785,0,0,0,0.0023346905031723553,0,0,0,0,0,0.0011974836208135356,0,0,0,0,0,0.0038492538930818563,0,0,0,0.0019743167169502785,0,0,0,0,0,0.0011974836208135356,0,0,0.2662321406626615,0,0.16147795591283015,0,0,0,0.0019743167169502785,0,0.0014160613711139453,0.0032550979663347624,0,0.0011974836208135356,0.0007263105305271042,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.1,0.1,10,lowvariation_exp1,0,0,0,0,0,0.00003539796656739108,0,0.0000017623609815740642,0,0.03204661712987098,0.00013455436298407018,0,0,0,0.6436735116252857,0,0.00003539796656739108,0,0,0,0.0000017623609815740642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000013022184159417276,0,0,0,0.000018209952825171087,0,0,0,0,0,0.000004790593831398058,0,0,0,0,0,0.00004949978386175924,0,0,0,0.000013022184159417276,0,0,0,0,0,0.000004790593831398058,0,0,0.23679425175357108,0,0.08711173700771299,0,0,0,0.000013022184159417276,0,0.000006699067269082232,0.00003539796656739108,0,0.000004790593831398058,0.0000017623609815740642,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.1,0.1,15,lowvariation_exp1,0,0,0,0,0,3.176093493334281e-7,0,3.528321162258451e-9,0,0.008651653022895757,0.000002353815848922696,0,0,0,0.7787969861285706,0,3.176093493334281e-7,0,0,0,3.528321162258451e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.086822498140677e-8,0,0,0,1.1718959059567547e-7,0,0,0,0,0,1.581283838953636e-8,0,0,0,0,0,5.252073073300351e-7,0,0,0,7.086822498140677e-8,0,0,0,0,0,1.581283838953636e-8,0,0,0.1737730962379836,0,0.038774018793069416,0,0,0,7.086822498140677e-8,0,2.61485321173418e-8,3.176093493334281e-7,0,1.581283838953636e-8,3.528321162258451e-9,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.1,0.1,18,lowvariation_exp1,0,0,0,0,0,1.7964620155726257e-8,0,8.113866103662882e-11,0,0.0037728107210137523,1.9873441671820489e-7,0,0,0,0.8353245007563985,0,1.7964620155726257e-8,0,0,0,8.113866103662882e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9695317390646747e-9,0,0,0,5.430164043132783e-9,0,0,0,0,0,4.908602950061091e-10,0,0,0,0,0,3.285057813488486e-8,0,0,0,2.9695317390646747e-9,0,0,0,0,0,4.908602950061091e-10,0,0,0.13807821127928563,0,0.022824174812090977,0,0,0,2.9695317390646747e-9,0,8.976000791906761e-10,1.7964620155726257e-8,0,4.908602950061091e-10,8.113866103662882e-11,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.1,0.2,10,lowvariation_exp1,0,0,0,0,0,0.000035397966567391155,0,0.000001762360981574068,0,0.03204661712987105,0.00013455436298407048,0,0,0,0.6436735116252872,0,0.000035397966567391155,0,0,0,0.000001762360981574068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000013022184159417305,0,0,0,0.000018209952825171124,0,0,0,0,0,0.000004790593831398068,0,0,0,0,0,0.00004949978386175897,0,0,0,0.000013022184159417305,0,0,0,0,0,0.000004790593831398068,0,0,0.23679425175356944,0,0.08711173700771317,0,0,0,0.000013022184159417305,0,0.000006699067269082247,0.000035397966567391155,0,0.000004790593831398068,0.000001762360981574068,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.1,0.2,15,lowvariation_exp1,0,0,0,0,0,3.176093493334288e-7,0,3.5283211622584594e-9,0,0.008651653022895778,0.0000023538158489227015,0,0,0,0.7787969861285724,0,3.176093493334288e-7,0,0,0,3.5283211622584594e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.086822498140694e-8,0,0,0,1.1718959059567575e-7,0,0,0,0,0,1.5812838389536396e-8,0,0,0,0,0,5.252073073300301e-7,0,0,0,7.086822498140694e-8,0,0,0,0,0,1.5812838389536396e-8,0,0,0.17377309623798168,0,0.03877401879306951,0,0,0,7.086822498140694e-8,0,2.6148532117341864e-8,3.176093493334288e-7,0,1.5812838389536396e-8,3.5283211622584594e-9,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.1,0.2,18,lowvariation_exp1,0,0,0,0,0,1.7964620155726293e-8,0,8.1138661036629e-11,0,0.00377281072101376,1.987344167182053e-7,0,0,0,0.8353245007564003,0,1.7964620155726293e-8,0,0,0,8.1138661036629e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.969531739064681e-9,0,0,0,5.430164043132794e-9,0,0,0,0,0,4.908602950061101e-10,0,0,0,0,0,3.2850578134884477e-8,0,0,0,2.969531739064681e-9,0,0,0,0,0,4.908602950061101e-10,0,0,0.13807821127928366,0,0.022824174812091026,0,0,0,2.969531739064681e-9,0,8.97600079190678e-10,1.7964620155726293e-8,0,4.908602950061101e-10,8.1138661036629e-11,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.2,0.1,5,lowvariation_exp1,0,0,0,0,0,0.003823008465429223,0,0.0005173879334848354,0,0.06976859178778189,0.007453581328921604,0,0,0,0.5155240386633139,0,0.0038230084654292374,0,0,0,0.0005173879334848354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014064062178558003,0,0,0,0.002742019334009573,0,0,0,0,0,0.0014064062178558003,0,0,0,0,0,0.002742019334009573,0,0,0,0.0014064062178558003,0,0,0,0,0,0.0014064062178558003,0,0,0.18965069525390477,0,0.18965069525390477,0,0,0,0.0014064062178558003,0,0.0010087325402767312,0.003823008465429223,0,0.0014064062178558003,0.0005173879334848354,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.2,0.1,10,lowvariation_exp1,0,0,0,0,0,0.00004264832727542107,0,7.811313615851754e-7,0,0.01420402399654628,0.00016211435473151853,0,0,0,0.7755134332378183,0,0.00004264832727542139,0,0,0,7.811313615851754e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005771823451386902,0,0,0,0.000021939792114310712,0,0,0,0,0,0.000005771823451386902,0,0,0,0,0,0.000021939792114310712,0,0,0,0.000005771823451386902,0,0,0,0,0,0.000005771823451386902,0,0,0.10495433014103787,0,0.10495433014103787,0,0,0,0.000005771823451386902,0,0.0000029692279799426365,0.00004264832727542107,0,0.000005771823451386902,7.811313615851754e-7,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.2,0.1,15,lowvariation_exp1,0,0,0,0,0,3.700536861430461e-7,0,9.172713800105039e-10,0,0.002249203896904865,0.00000274248296916901,0,0,0,0.907393614447494,0,3.7005368614305046e-7,0,0,0,9.172713800105039e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8423888171784086e-8,0,0,0,1.3654018708371957e-7,0,0,0,0,0,1.8423888171784086e-8,0,0,0,0,0,1.3654018708371957e-7,0,0,0,1.8423888171784086e-8,0,0,0,0,0,1.8423888171784086e-8,0,0,0.04517646791906044,0,0.04517646791906044,0,0,0,1.8423888171784086e-8,0,6.797935629298061e-9,3.700536861430461e-7,0,1.8423888171784086e-8,9.172713800105039e-10,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.2,0.1,18,lowvariation_exp1,0,0,0,0,0,2.0377366391307717e-8,0,1.521345255984262e-11,0,0.0007073998533879785,2.254255302324832e-7,0,0,0,0.9475131263559667,0,2.0377366391308e-8,0,0,0,1.521345255984262e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.567855034828863e-10,0,0,0,6.159464620606105e-9,0,0,0,0,0,5.567855034828863e-10,0,0,0,0,0,6.159464620606105e-9,0,0,0,5.567855034828863e-10,0,0,0,0,0,5.567855034828863e-10,0,0,0.025889585679716793,0,0.025889585679716793,0,0,0,5.567855034828863e-10,0,1.6829950171735883e-10,2.0377366391307717e-8,0,5.567855034828863e-10,1.521345255984262e-11,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.2,0.2,10,lowvariation_exp1,0,0,0,0,0,0.00004264832727542107,0,7.811313615851754e-7,0,0.01420402399654628,0.00016211435473151853,0,0,0,0.7755134332378183,0,0.00004264832727542139,0,0,0,7.811313615851754e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005771823451386902,0,0,0,0.000021939792114310712,0,0,0,0,0,0.000005771823451386902,0,0,0,0,0,0.000021939792114310712,0,0,0,0.000005771823451386902,0,0,0,0,0,0.000005771823451386902,0,0,0.10495433014103787,0,0.10495433014103787,0,0,0,0.000005771823451386902,0,0.0000029692279799426365,0.00004264832727542107,0,0.000005771823451386902,7.811313615851754e-7,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.2,0.2,15,lowvariation_exp1,0,0,0,0,0,3.700536861430461e-7,0,9.172713800105039e-10,0,0.002249203896904865,0.00000274248296916901,0,0,0,0.907393614447494,0,3.7005368614305046e-7,0,0,0,9.172713800105039e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8423888171784086e-8,0,0,0,1.3654018708371957e-7,0,0,0,0,0,1.8423888171784086e-8,0,0,0,0,0,1.3654018708371957e-7,0,0,0,1.8423888171784086e-8,0,0,0,0,0,1.8423888171784086e-8,0,0,0.04517646791906044,0,0.04517646791906044,0,0,0,1.8423888171784086e-8,0,6.797935629298061e-9,3.700536861430461e-7,0,1.8423888171784086e-8,9.172713800105039e-10,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.7,0.2,0.2,0.2,18,lowvariation_exp1,0,0,0,0,0,2.0377366391307717e-8,0,1.521345255984262e-11,0,0.0007073998533879785,2.254255302324832e-7,0,0,0,0.9475131263559667,0,2.0377366391308e-8,0,0,0,1.521345255984262e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.567855034828863e-10,0,0,0,6.159464620606105e-9,0,0,0,0,0,5.567855034828863e-10,0,0,0,0,0,6.159464620606105e-9,0,0,0,5.567855034828863e-10,0,0,0,0,0,5.567855034828863e-10,0,0,0.025889585679716793,0,0.025889585679716793,0,0,0,5.567855034828863e-10,0,1.6829950171735883e-10,2.0377366391307717e-8,0,5.567855034828863e-10,1.521345255984262e-11,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.8,0.1,0.1,0.1,10,lowvariation_exp1,0,0,0,0,0,4.570360013283253e-8,0,6.185309668909773e-9,0,0.07232940059389234,5.096874223616587e-7,0,0,0,0.5344459985902996,0,4.570360013283253e-8,0,0,0,6.185309668909773e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6813414876389553e-8,0,0,0,1.8750352411052057e-7,0,0,0,0,0,1.6813414876389553e-8,0,0,0,0,0,1.8750352411052057e-7,0,0,0,1.6813414876389553e-8,0,0,0,0,0,1.6813414876389553e-8,0,0,0.19661169529771358,0,0.19661169529771358,0,0,0,1.6813414876389553e-8,0,6.897869166745393e-8,4.570360013283253e-8,0,1.6813414876389553e-8,6.185309668909773e-9,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.8,0.1,0.1,0.1,15,lowvariation_exp1,0,0,0,0,0,1.6715698200682582e-11,0,8.322256091339627e-13,0,0.033279071702533095,6.225221077451844e-10,0,0,0,0.6684280234506406,0,1.6715698200682582e-11,0,0,0,8.322256091339627e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.729776416511147e-12,0,0,0,1.3890345759712186e-10,0,0,0,0,0,3.729776416511147e-12,0,0,0,0,0,1.3890345759712186e-10,0,0,0,3.729776416511147e-12,0,0,0,0,0,3.729776416511147e-12,0,0,0.14914645192024067,0,0.14914645192024067,0,0,0,3.729776416511147e-12,0,3.099355073881613e-11,1.6715698200682582e-11,0,3.729776416511147e-12,8.322256091339627e-13,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.8,0.1,0.1,0.1,18,lowvariation_exp1,0,0,0,0,0,1.3957549685787134e-13,0,3.813722136587424e-15,0,0.020121724613098045,1.0716315516056615e-11,0,0,0,0.7364195948012908,0,1.3957549685787134e-13,0,0,0,3.813722136587424e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3071674453581838e-14,0,0,0,1.7713950406359084e-12,0,0,0,0,0,2.3071674453581838e-14,0,0,0,0,0,1.7713950406359084e-12,0,0,0,2.3071674453581838e-14,0,0,0,0,0,2.3071674453581838e-14,0,0,0.12172934028524543,0,0.12172934028524543,0,0,0,2.3071674453581838e-14,0,2.928096308183443e-13,1.3957549685787134e-13,0,2.3071674453581838e-14,3.813722136587424e-15,0,0,0,0,0,0,0,0,0,0,0,0
o1,0.9,0.7,0.8,0.1,0.1,0.2,10,lowvariation_exp1,0,0,0,0,0,4.5703600132832496e-8,0,6.185309668909828e-9,0,0.07232940059389294,5.096874223616583e-7,0,0,0,0.5344459985902992,0,4.5703600132832496e-8,0,0,0,6.185309668909828e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681341487638954e-8,0,0,0,1.8750352411052044e-7,0,0,0,0,0,1.681341487638954e-8,0,0,0,0,0,1.8750352411052044e-7,0,0,0,1.681341487638954e-8,0,0,0,0,0,1.681341487638954e-8,0,0,0.1966116952977134,0,0.1966116952977134,0,0,0,1.681341487638954e-8,0,6.897869166745453e-8,4.5703600132832496e-8,0,1.681341487638954e-8,6.185309668909828e-9,0,0,0,0,0,0,0,0,0,0,0,0
