gameid,time,roundNum,name
6484-7,1447116632143,1,cactus
6484-7,1447116634481,2,camera
6484-7,1447116635384,3,basketball
6484-7,1447116636734,4,bison
6484-7,1447116637544,5,camera
6484-7,1447116638392,6,broccoli
