gameid,time,roundNum,name
4958-c,1447279663734,1,violin,target,1,3
4958-c,1447279664304,2,big_black_book,distractor,3,3
4958-c,1447279664712,3,tire,distractor,2,3
4958-c,1447279665187,4,binoculars,target,3,3
4958-c,1447279665399,5,garlic,distractor,3,3
4958-c,1447279665599,6,tomato,distractor,2,3
4958-c,1447279665815,7,toilet,distractor,2,3
