gameid,time,roundNum,name
0041-b,1447116606746,1,broccoli
0041-b,1447116609466,2,banana
0041-b,1447116610739,3,bulldozer
0041-b,1447116613312,4,artichoke
0041-b,1447116614573,5,cactus
0041-b,1447116615456,6,cactus
