Utterance	condition	target	MAP	credHigh	credLow	EmpProportion	EmpYMin	EmpYMax	ModelType
sub	item22	catfish	0.484009144315144	0.484009144315144	0.484009144315144	0.428571428571429	0.142857142857143	0.714285714285714	det-nocost
sub	item22	clownfish	0.483978624941488	0.483978624941488	0.483978624941488	0	0	0	det-nocost
sub	item22	coffeetable	0.483772957566396	0.483772957566396	0.483772957566396	0.25	0	0.625	det-nocost
sub	item22	convertible	0.483772957566396	0.483772957566396	0.483772957566396	0.333333333333333	0.0833333333333333	0.583333333333333	det-nocost
sub	item22	daisy	0.483952318972187	0.483952318972187	0.483952318972187	0.3	0	0.6	det-nocost
sub	item22	dalmatian	0.484009144315144	0.484009144315144	0.484009144315144	0.538461538461538	0.230769230769231	0.769230769230769	det-nocost
sub	item22	diningtable	0.483932406781342	0.483932406781342	0.483932406781342	0	0	0	det-nocost
sub	item22	dressshirt	0.483869973454378	0.483869973454378	0.483869973454378	0.0909090909090909	0	0.272727272727273	det-nocost
sub	item22	eagle	0.483978624941488	0.483978624941488	0.483978624941488	0.888888888888889	0.722222222222222	1	det-nocost
sub	item22	germanshepherd	0.483978624941488	0.483978624941488	0.483978624941488	0.166666666666667	0	0.416666666666667	det-nocost
sub	item22	goldfish	0.483952318972187	0.483952318972187	0.483952318972187	0.368421052631579	0.157894736842105	0.578947368421053	det-nocost
sub	item22	grizzlybear	0.483932406781342	0.483932406781342	0.483932406781342	0.111111111111111	0	0.277777777777778	det-nocost
sub	item22	gummybears	0.483932406781342	0.483932406781342	0.483932406781342	1	1	1	det-nocost
sub	item22	hawaiishirt	0.483869973454378	0.483869973454378	0.483869973454378	0.4	0.1	0.7	det-nocost
sub	item22	hummingbird	0.483978624941488	0.483978624941488	0.483978624941488	0.25	0.0625	0.5	det-nocost
sub	item22	husky	0.483869973454378	0.483869973454378	0.483869973454378	0.294117647058824	0.117647058823529	0.529411764705882	det-nocost
sub	item22	jellybeans	0.483952318972187	0.483952318972187	0.483952318972187	0.555555555555556	0.222222222222222	0.888888888888889	det-nocost
sub	item22	minivan	0.483952318972187	0.483952318972187	0.483952318972187	0.6	0.2	1	det-nocost
sub	item22	mnms	0.483869973454378	0.483869973454378	0.483869973454378	0.692307692307692	0.461538461538462	0.923076923076923	det-nocost
sub	item22	pandabear	0.484009144315144	0.484009144315144	0.484009144315144	0.8125	0.625	1	det-nocost
sub	item22	parrot	0.483932406781342	0.483932406781342	0.483932406781342	0.583333333333333	0.333333333333333	0.833333333333333	det-nocost
sub	item22	picnictable	0.483952318972187	0.483952318972187	0.483952318972187	0.666666666666667	0.444444444444444	0.888888888888889	det-nocost
sub	item22	pigeon	0.483978624941488	0.483978624941488	0.483978624941488	0.6	0.4	0.8	det-nocost
sub	item22	polarbear	0.483869973454378	0.483869973454378	0.483869973454378	0.428571428571429	0.238095238095238	0.619047619047619	det-nocost
sub	item22	poloshirt	0.483952318972187	0.483952318972187	0.483952318972187	0.111111111111111	0	0.333333333333333	det-nocost
sub	item22	pug	0.484009144315144	0.484009144315144	0.484009144315144	0.333333333333333	0.166666666666667	0.541666666666667	det-nocost
sub	item22	rose	0.483869973454378	0.483869973454378	0.483869973454378	0.777777777777778	0.444444444444444	1	det-nocost
sub	item22	skittles	0.483869973454378	0.483869973454378	0.483869973454378	0.818181818181818	0.545454545454545	1	det-nocost
sub	item22	sportscar	0.499388080044193	0.499388080044193	0.499388080044193	0.333333333333333	0.133333333333333	0.6	det-nocost
sub	item22	sunflower	0.483670701746593	0.483670701746593	0.483670701746593	0.333333333333333	0	0.666666666666667	det-nocost
sub	item22	suv	0.483772957566396	0.483772957566396	0.483772957566396	0.545454545454545	0.272727272727273	0.818181818181818	det-nocost
sub	item22	swordfish	0.483952318972187	0.483952318972187	0.483952318972187	0.666666666666667	0.416666666666667	0.916666666666667	det-nocost
sub	item22	tshirt	0.483978624941488	0.483978624941488	0.483978624941488	0.166666666666667	0	0.416666666666667	det-nocost
sub	item22	tulip	0.483932406781342	0.483932406781342	0.483932406781342	0.6	0.3	0.9	det-nocost
sub	item23	bedsidetable	0.458636228693876	0.458636228693876	0.458636228693876	0.928571428571429	0.785714285714286	1	det-nocost
sub	item23	blackbear	0.458251740364818	0.458251740364818	0.458251740364818	0.285714285714286	0	0.574999999999997	det-nocost
sub	item23	catfish	0.458004643164488	0.458004643164488	0.458004643164488	0.571428571428571	0.142857142857143	0.857142857142857	det-nocost
sub	item23	clownfish	0.458527968894373	0.458527968894373	0.458527968894373	0.416666666666667	0.166666666666667	0.666666666666667	det-nocost
sub	item23	coffeetable	0.458479381987301	0.458479381987301	0.458479381987301	0.0952380952380952	0	0.238095238095238	det-nocost
sub	item23	convertible	0.458636228693876	0.458636228693876	0.458636228693876	0.266666666666667	0.0666666666666667	0.533333333333333	det-nocost
sub	item23	daisy	0.458004643164488	0.458004643164488	0.458004643164488	0.266666666666667	0.0666666666666667	0.466666666666667	det-nocost
sub	item23	dalmatian	0.458361064893409	0.458361064893409	0.458361064893409	0.380952380952381	0.19047619047619	0.571428571428571	det-nocost
sub	item23	diningtable	0.458527968894373	0.458527968894373	0.458527968894373	0	0	0	det-nocost
sub	item23	dressshirt	0.458636228693876	0.458636228693876	0.458636228693876	0.142857142857143	0	0.357142857142857	det-nocost
sub	item23	eagle	0.458527968894373	0.458527968894373	0.458527968894373	0.733333333333333	0.466666666666667	0.933333333333333	det-nocost
sub	item23	germanshepherd	0.458361064893409	0.458361064893409	0.458361064893409	0.0833333333333333	0	0.25	det-nocost
sub	item23	goldfish	0.458004643164488	0.458004643164488	0.458004643164488	0.5	0.125	0.875	det-nocost
sub	item23	grizzlybear	0.458580661731263	0.458580661731263	0.458580661731263	0	0	0	det-nocost
sub	item23	gummybears	0.458479381987301	0.458479381987301	0.458479381987301	0.8125	0.625	0.939062499999999	det-nocost
sub	item23	hawaiishirt	0.458679326942719	0.458679326942719	0.458679326942719	0.2	0	0.5	det-nocost
sub	item23	hummingbird	0.458527968894373	0.458527968894373	0.458527968894373	0.363636363636364	0.0909090909090909	0.636363636363636	det-nocost
sub	item23	husky	0.458361064893409	0.458361064893409	0.458361064893409	0.5	0.214285714285714	0.785714285714286	det-nocost
sub	item23	jellybeans	0.458527968894373	0.458527968894373	0.458527968894373	0.8	0.6	0.95	det-nocost
sub	item23	minivan	0.458361064893409	0.458361064893409	0.458361064893409	0.866666666666667	0.666666666666667	1	det-nocost
sub	item23	mnms	0.458619823615879	0.458619823615879	0.458619823615879	0.733333333333333	0.531666666666667	0.933333333333333	det-nocost
sub	item23	pandabear	0.458479381987301	0.458479381987301	0.458479381987301	0.818181818181818	0.545454545454545	1	det-nocost
sub	item23	parrot	0.458636228693876	0.458636228693876	0.458636228693876	0.545454545454545	0.272727272727273	0.818181818181818	det-nocost
sub	item23	picnictable	0.458361064893409	0.458361064893409	0.458361064893409	0.625	0.375	0.875	det-nocost
sub	item23	pigeon	0.458251740364818	0.458251740364818	0.458251740364818	0.4375	0.2484375	0.6875	det-nocost
