Item,Color,utterance,Typicality,YMin,YMax
apple,blue,apple,0.4705,0.397475,0.549
apple,blue,avocado,0.01,0.000769230769230769,0.0230769230769231
apple,blue,banana,0.0136363636363636,0.00181818181818182,0.03
apple,blue,carrot,0.0346153846153846,0.00692307692307692,0.0807692307692308
apple,blue,cup,0.0221052631578947,0.00421052631578947,0.0479078947368421
apple,blue,fruit,0.435833333333333,0.249145833333333,0.630854166666667
apple,blue,pear,0.00428571428571429,0,0.0114285714285714
apple,blue,pepper,0.043,0.004,0.095
apple,blue,tomato,0.0335714285714286,0.005,0.0764285714285714
apple,blue,vegetable,0.075,0.00642857142857142,0.163589285714286
apple,green,apple,0.961833333333333,0.933970833333333,0.981
apple,green,avocado,0.022,0.01,0.0353333333333333
apple,green,banana,0.011,0,0.031
apple,green,carrot,0.0229411764705882,0.00352941176470588,0.0558970588235294
apple,green,cup,0.0236363636363636,0.00454545454545455,0.0509090909090909
apple,green,fruit,0.929375,0.88371875,0.9675
apple,green,pear,0.110833333333333,0.0166666666666667,0.243354166666667
apple,green,pepper,0.0138888888888889,0.00277777777777778,0.0311111111111111
apple,green,tomato,0.0991666666666667,0.00666666666666667,0.270854166666667
apple,green,vegetable,0.0744444444444445,0.00777777777777777,0.187777777777778
apple,red,apple,0.954166666666667,0.910329166666667,0.984166666666667
apple,red,avocado,0.114166666666667,0.0149791666666667,0.290875
apple,red,banana,0.0845454545454545,0.00997727272727272,0.213681818181818
apple,red,carrot,0.0106666666666667,0.00333333333333333,0.0206666666666667
apple,red,cup,0.0846666666666667,0.00733333333333333,0.224
apple,red,fruit,0.955,0.908333333333333,0.994166666666667
apple,red,pear,0.0138461538461538,0.00153846153846154,0.0284615384615385
apple,red,pepper,0.0264705882352941,0.00823529411764706,0.0476470588235294
apple,red,tomato,0.041,0.004975,0.102
apple,red,vegetable,0.182,0.0633166666666667,0.3347
avocado,black,apple,0.02,0.005,0.0425
avocado,black,avocado,0.8155,0.757333333333333,0.864695833333333
avocado,black,banana,0.00833333333333333,0,0.0217083333333333
avocado,black,carrot,0.0864285714285714,0.00855357142857142,0.233589285714286
avocado,black,cup,0.0864285714285714,0.00714285714285715,0.233571428571429
avocado,black,fruit,0.483,0.30995,0.679025
avocado,black,pear,0.0946153846153846,0.01,0.248461538461538
avocado,black,pepper,0.08,0.0177777777777778,0.170013888888889
avocado,black,tomato,0.06875,0.00875,0.1775
avocado,black,vegetable,0.295454545454545,0.12,0.487318181818182
avocado,green,apple,0.022,0.01,0.038
avocado,green,avocado,0.966333333333333,0.942470833333333,0.985504166666667
avocado,green,banana,0.0366666666666667,0.00416666666666667,0.0858541666666667
avocado,green,carrot,0.0666666666666667,0.00416666666666667,0.175875
avocado,green,cup,0.078,0.00600000000000001,0.214683333333333
avocado,green,fruit,0.503125,0.30996875,0.680046875
avocado,green,pear,0.0111111111111111,0.00111111111111111,0.0266666666666667
avocado,green,pepper,0.0746153846153846,0.00461538461538462,0.180769230769231
avocado,green,tomato,0.104,0,0.3041
avocado,green,vegetable,0.443076923076923,0.261538461538462,0.655519230769231
avocado,red,apple,0.04875,0.0075,0.10375
avocado,red,avocado,0.7015,0.6344375,0.771675
avocado,red,banana,0.0646153846153846,0.0138461538461538,0.143115384615385
avocado,red,carrot,0.00833333333333333,0.00166666666666667,0.0211111111111111
avocado,red,cup,0.00888888888888889,0.00111111111111111,0.0177777777777778
avocado,red,fruit,0.307333333333333,0.149283333333333,0.477366666666667
avocado,red,pear,0.110909090909091,0,0.302727272727273
avocado,red,pepper,0.133846153846154,0.0292307692307692,0.288538461538461
avocado,red,tomato,0.0510526315789474,0.00684210526315789,0.132644736842105
avocado,red,vegetable,0.236428571428571,0.107125,0.392160714285714
banana,blue,apple,0.00833333333333333,0.00333333333333333,0.0141666666666667
banana,blue,avocado,0.0161538461538462,0.00690384615384616,0.0269230769230769
banana,blue,banana,0.411833333333333,0.3341625,0.490020833333333
banana,blue,carrot,0.01,0,0.0242857142857143
banana,blue,cup,0.0264285714285714,0.00857142857142857,0.0557142857142857
banana,blue,fruit,0.580833333333333,0.3890625,0.741666666666667
banana,blue,pear,0.0122222222222222,0.00555555555555556,0.0194444444444444
banana,blue,pepper,0.0731578947368421,0.0110526315789474,0.165302631578947
banana,blue,tomato,0.0133333333333333,0.0025,0.0266666666666667
banana,blue,vegetable,0.0538461538461538,0.00615384615384616,0.122326923076923
banana,brown,apple,0.02,0.00545454545454545,0.0372727272727273
banana,brown,avocado,0.0480952380952381,0.00522619047619047,0.127142857142857
banana,brown,banana,0.663,0.5975,0.720504166666667
banana,brown,carrot,0.0123076923076923,0.00307692307692308,0.0230961538461538
banana,brown,cup,0.00888888888888889,0.00222222222222222,0.0177777777777778
banana,brown,fruit,0.726111111111111,0.614402777777778,0.831125
banana,brown,pear,0.0382352941176471,0.00294117647058824,0.0917647058823529
banana,brown,pepper,0.0245454545454545,0.00545454545454545,0.0545454545454545
banana,brown,tomato,0.00555555555555556,0,0.0133333333333333
banana,brown,vegetable,0.0154545454545455,0.00181818181818182,0.0336363636363636
banana,yellow,apple,0.02,0.00725,0.0363636363636364
banana,yellow,avocado,0.02375,0.008125,0.0475
banana,yellow,banana,0.979166666666667,0.964991666666667,0.990166666666667
banana,yellow,carrot,0.01,0.00230769230769231,0.02
banana,yellow,cup,0.004375,0.000625,0.00875
banana,yellow,fruit,0.975,0.955714285714286,0.991428571428571
banana,yellow,pear,0.04,0.0025,0.105
banana,yellow,pepper,0.086,0.004,0.245
banana,yellow,tomato,0.0178571428571429,0.00714285714285714,0.0321428571428571
banana,yellow,vegetable,0.055,0.00777777777777778,0.138888888888889
carrot,orange,apple,0.0125,0.00125,0.031875
carrot,orange,avocado,0.034375,0.010609375,0.06753125
carrot,orange,banana,0.0785714285714286,0.000714285714285709,0.222160714285714
carrot,orange,carrot,0.975833333333333,0.948333333333333,0.991666666666667
carrot,orange,cup,0.00555555555555556,0.00111111111111111,0.0111111111111111
carrot,orange,fruit,0.0186666666666667,0.00665,0.0353333333333333
carrot,orange,pear,0.02,0.001,0.05
carrot,orange,pepper,0.111666666666667,0.015,0.278354166666667
carrot,orange,tomato,0.0466666666666667,0.00277777777777777,0.130013888888889
carrot,orange,vegetable,0.878,0.722975,0.981
carrot,pink,apple,0.0454545454545455,0.01,0.0918181818181818
carrot,pink,avocado,0.06125,0.0175,0.117515625
carrot,pink,banana,0.0213333333333333,0.00466666666666667,0.04535
carrot,pink,carrot,0.494666666666667,0.426,0.569008333333333
carrot,pink,cup,0.015,0.002,0.035
carrot,pink,fruit,0.0505555555555556,0.00222222222222222,0.134444444444444
carrot,pink,pear,0.0126666666666667,0.00266666666666667,0.0240166666666667
carrot,pink,pepper,0.0288888888888889,0,0.0666666666666667
carrot,pink,tomato,0.0183333333333333,0.000833333333333332,0.0450208333333333
carrot,pink,vegetable,0.372142857142857,0.261428571428571,0.504303571428572
carrot,purple,apple,0.0657142857142857,0.00214285714285714,0.188571428571429
carrot,purple,avocado,0.025,0.00625,0.053125
carrot,purple,banana,0.0277777777777778,0.00888888888888889,0.0555555555555556
carrot,purple,carrot,0.479166666666667,0.402808333333333,0.560675
carrot,purple,cup,0.0125,0.00333333333333333,0.0233333333333333
carrot,purple,fruit,0.068421052631579,0.0205131578947368,0.138460526315789
carrot,purple,pear,0.035,0.00783928571428572,0.0692857142857143
carrot,purple,pepper,0.0171428571428571,0.00714285714285714,0.0285714285714286
carrot,purple,tomato,0.0428571428571429,0.005,0.112875
carrot,purple,vegetable,0.496666666666667,0.31995,0.6647
cup,black,apple,0.01,0.00230769230769231,0.0223076923076923
cup,black,avocado,0.0721052631578947,0.00735526315789474,0.182684210526316
cup,black,banana,0.0677777777777778,0,0.176722222222222
cup,black,carrot,0.0225,0.00833333333333333,0.0391666666666667
cup,black,cup,0.901833333333333,0.8573125,0.9418375
cup,black,fruit,0.0858333333333333,0.005,0.237520833333333
cup,black,pear,0.0941666666666667,0.00747916666666666,0.259166666666667
cup,black,pepper,0.012,0.00133333333333333,0.0306833333333333
cup,black,tomato,0.00882352941176471,0.00410294117647059,0.0141176470588235
cup,black,vegetable,0.00363636363636364,0,0.00818181818181818
cup,blue,apple,0.0188888888888889,0.00441666666666667,0.0388888888888889
cup,blue,avocado,0.0172727272727273,0.00545454545454545,0.0318181818181818
cup,blue,banana,0.0253846153846154,0.00615384615384615,0.0507692307692308
cup,blue,carrot,0.0227272727272727,0.00181818181818182,0.0609090909090909
cup,blue,cup,0.9165,0.865829166666667,0.9545
cup,blue,fruit,0.0146666666666667,0.00533333333333333,0.026
cup,blue,pear,0.00846153846153846,0.00153846153846154,0.0176923076923077
cup,blue,pepper,0.0878571428571429,0.00357142857142857,0.227160714285714
cup,blue,tomato,0.0135714285714286,0.00428571428571429,0.0242857142857143
cup,blue,vegetable,0.0175,0.002,0.045
cup,brown,apple,0.0271428571428571,0.01,0.0471428571428571
cup,brown,avocado,0.00882352941176471,0.00294117647058824,0.0158823529411765
cup,brown,banana,0.0205882352941176,0.0111764705882353,0.0311764705882353
cup,brown,carrot,0.0222222222222222,0.00222222222222222,0.0555555555555556
cup,brown,cup,0.885166666666667,0.830325,0.9338375
cup,brown,fruit,0.0144444444444444,0,0.0388888888888889
cup,brown,pear,0.0275,0.003125,0.059390625
cup,brown,pepper,0.0958333333333333,0.005,0.337520833333333
cup,brown,tomato,0.126,0.00900000000000001,0.323025
cup,brown,vegetable,0.01375,0.005,0.025
cup,green,apple,0.0176923076923077,0.00230769230769231,0.0415576923076923
cup,green,avocado,0.0133333333333333,0.00444444444444445,0.0272361111111111
cup,green,banana,0.0818181818181818,0.00363636363636363,0.235454545454545
cup,green,carrot,0.01,0.0025,0.01753125
cup,green,cup,0.916833333333333,0.874333333333333,0.954166666666667
cup,green,fruit,0.0136842105263158,0.0031578947368421,0.0268421052631579
cup,green,pear,0.0264705882352941,0.00882352941176471,0.0482352941176471
cup,green,pepper,0.0758333333333333,0.00833333333333333,0.201666666666667
cup,green,tomato,0.042,0.004,0.107025
cup,green,vegetable,0.0925,0.00664583333333334,0.255
cup,orange,apple,0.0728571428571429,0,0.217142857142857
cup,orange,avocado,0.0146153846153846,0.00307692307692308,0.03
cup,orange,banana,0.00692307692307692,0.00230769230769231,0.0115384615384615
cup,orange,carrot,0.0752941176470588,0.0135294117647059,0.18
cup,orange,cup,0.925833333333333,0.8975,0.953841666666667
cup,orange,fruit,0.018,0,0.036
cup,orange,pear,0.0121428571428571,0.00428571428571429,0.0214285714285714
cup,orange,pepper,0.0773333333333333,0.00600000000000001,0.21335
cup,orange,tomato,0.0125,0,0.025
cup,orange,vegetable,0.03,0.00625,0.0625624999999999
cup,pink,apple,0.066,0.014,0.155
cup,pink,avocado,0.0569230769230769,0.00230769230769231,0.162307692307692
cup,pink,banana,0.0075,0.00166666666666667,0.0141666666666667
cup,pink,carrot,0.0128571428571429,0.00214285714285714,0.0264285714285714
cup,pink,cup,0.893166666666667,0.844825,0.934666666666667
cup,pink,fruit,0.0805882352941176,0.00529411764705882,0.205911764705882
cup,pink,pear,0.0133333333333333,0,0.0266666666666667
cup,pink,pepper,0.0106666666666667,0.00266666666666667,0.0226666666666667
cup,pink,tomato,0.013125,0.005625,0.023125
