object,color_fidelity,size_fidelity,color_cost,size_cost,speaker-opt,context,big_red,yellow,small_yellow,big_yellow,small,big,small_red,red
o1,0.7,0.7,0.2,0.2,18,size_0_2_1_1,0.2568214621255917,1.7540900908031118e-7,1.4536740693109897e-14,0,1.402657544040118e-9,0.7372826778461226,4.7928270788650595e-9,0.005895678423777404
o1,0.7,0.75,0.1,0.1,5,size_0_2_1_1,0.4888776480770516,0.0036978469304217577,0.000021278879298342263,0,0.0003361779447513872,0.4393550977078658,0.0008306034996455151,0.06688134696096588
o1,0.7,0.75,0.1,0.1,10,size_0_2_1_1,0.547512926350201,0.000031325057295575486,1.0372692811536917e-9,0,2.5890023804698104e-7,0.4422067359591956,0.000001580452789938463,0.010247172243010643
o1,0.7,0.75,0.1,0.1,11,size_0_2_1_1,0.5545726566174822,0.000011945537596014377,1.4099551757435363e-10,0,6.111816868601996e-8,0.4384423805963622,4.4707904880457626e-7,0.006972508910346585
o1,0.7,0.75,0.1,0.1,15,size_0_2_1_1,0.578566367195896,2.503798814720738e-7,4.77088439435188e-14,0,1.8813096929906318e-10,0.41995199531942384,2.837487190701137e-9,0.0014813840791327885
o1,0.7,0.75,0.1,0.1,18,size_0_2_1_1,0.5946822477270434,1.3733475874668263e-8,1.1851677499722165e-16,0,2.448011790759264e-12,0.4048561421289228,6.353043735739292e-11,0.0004615963445792977
o1,0.7,0.75,0.1,0.2,10,size_0_2_1_1,0.538010924348777,0.0000836725631688222,1.0192676335008518e-9,0,2.5440706453144277e-7,0.43453230657514963,0.000001553024276655207,0.02737128806229573
o1,0.7,0.75,0.1,0.2,11,size_0_2_1_1,0.5469169102618583,0.000035390975091415196,1.3904910729438785e-10,0,6.027444660272378e-8,0.43238978565258307,4.4090722666780257e-7,0.020657411789744895
o1,0.7,0.75,0.1,0.2,15,size_0_2_1_1,0.5755970974757708,0.000001116365903678248,4.746399662135285e-14,0,1.871654593381837e-10,0.4177967529577724,2.8229248772410166e-9,0.006605030190415336
o1,0.7,0.75,0.1,0.2,18,size_0_2_1_1,0.5932992859819499,8.288947477624367e-8,1.1824115862125283e-16,0,2.4423188233449907e-12,0.4039146299869857,6.338269431503698e-11,0.002786001075764561
o1,0.7,0.75,0.2,0.1,5,size_0_2_1_1,0.38037935142221657,0.00287717105207226,0.000016556384482563627,0,0.0004312540740992819,0.5636112624905445,0.0006462648102790508,0.052038139766305794
o1,0.7,0.75,0.2,0.1,10,size_0_2_1_1,0.31111583723489533,0.000017799984179205404,5.894123870196245e-10,0,3.9990301085821673e-7,0.6830422654913822,8.980680990121982e-7,0.005822798729020861
o1,0.7,0.75,0.2,0.1,11,size_0_2_1_1,0.29518777779950317,0.0000063583673942656914,7.50490544671269e-11,0,9.773141388333181e-8,0.7010942029723811,2.3797111044435535e-7,0.003711325083147935
o1,0.7,0.75,0.2,0.1,15,size_0_2_1_1,0.23498494525744376,1.0169188199866354e-7,1.937696471486733e-14,0,3.424434559308381e-10,0.7644132868609653,1.152446478019771e-9,0.0006016646947996622
o1,0.7,0.75,0.2,0.1,18,size_0_2_1_1,0.19533766911635395,4.511090042584743e-9,3.8929681636925483e-17,0,4.86457159493613e-12,0.8045107039394496,2.086809821340378e-11,0.00015162240737365347
o1,0.7,0.75,0.2,0.2,10,size_0_2_1_1,0.30802456594813143,0.00004790461268614672,5.835559394525356e-10,0,3.959295432715335e-7,0.6762555041303219,8.891448241551295e-7,0.015670739650937394
o1,0.7,0.75,0.2,0.2,11,size_0_2_1_1,0.29300464273337695,0.00001896032069602854,7.449401040768707e-11,0,9.700861675974705e-8,0.6959090853818876,2.362111355571544e-7,0.011066978269793172
o1,0.7,0.75,0.2,0.2,15,size_0_2_1_1,0.23449364274757198,4.5479851886104207e-7,1.9336451688010666e-14,0,3.4172748100230003e-10,0.7628150646173966,1.1500369626079553e-9,0.002690836344728723
o1,0.7,0.75,0.2,0.2,18,size_0_2_1_1,0.19518822081828513,2.7269625108952523e-8,3.889989744480654e-17,0,4.86084982458334e-12,0.8038951915499248,2.0852132517816205e-11,0.0009165603364519314
o1,0.7,0.8,0.1,0.1,5,size_0_2_1_1,0.477355524200349,0.002371409373606335,0.000003632735474153199,0,0.00006136270174128316,0.4771563687402209,0.00016105369367668416,0.042890648554931604
o1,0.7,0.8,0.1,0.1,10,size_0_2_1_1,0.49819064866224544,0.000012294892336784008,2.8852218698001804e-11,0,8.232289063404956e-9,0.49777503939072554,5.670913786178892e-8,0.004021952084413034
o1,0.7,0.8,0.1,0.1,11,size_0_2_1_1,0.49898285671531584,0.000004262336172210072,2.7361987088066467e-12,0,1.3741152812514036e-9,0.4985249786426283,1.1480712618034099e-8,0.002487889448319441
o1,0.7,0.8,0.1,0.1,15,size_0_2_1_1,0.5001314341523041,6.131657522095359e-8,2.2042437487702163e-16,0,1.0623600041697556e-12,0.49950572217472533,1.920747877219554e-11,0.00036278233612551677
o1,0.7,0.8,0.1,0.1,18,size_0_2_1_1,0.5003327832809782,2.5436154009995507e-9,1.8718434304188372e-19,0,4.919081663838107e-15,0.4995817206278093,1.586800806112421e-13,0.00008549354743344332
o1,0.7,0.8,0.1,0.2,10,size_0_2_1_1,0.49476097878146924,0.000033190903962807595,2.8653592758860216e-11,0,8.17561591242073e-9,0.49434823066883454,5.6318737876137504e-8,0.010857535122726034
o1,0.7,0.8,0.1,0.2,11,size_0_2_1_1,0.49650298026409995,0.000012741127580494528,2.722600176006376e-12,0,1.36728611651886e-9,0.49604737778271774,1.1423655048858147e-8,0.007436888031937719
o1,0.7,0.8,0.1,0.2,15,size_0_2_1_1,0.4995004108976781,2.744551034564365e-7,2.2014626217116969e-16,0,1.0610196087824022e-12,0.49887548839019047,1.918324441110493e-11,0.0016238262367835603
o1,0.7,0.8,0.1,0.2,18,size_0_2_1_1,0.5001168702654574,1.5381335951998387e-8,1.87103565732631e-19,0,4.916958889174761e-15,0.4993661317249754,1.5861160399757026e-13,0.0005169826280675776
o1,0.7,0.8,0.2,0.1,5,size_0_2_1_1,0.36451003591780234,0.0018108149421693154,0.0000027739671398621897,0,0.00007725369331275092,0.6007247191999524,0.00012298105854148192,0.03275142122108184
o1,0.7,0.8,0.2,0.1,10,size_0_2_1_1,0.2685203815555404,0.0000066268389226546415,1.555109232643146e-11,0,1.2061373818878313e-8,0.7293051521340913,3.0565726950561525e-8,0.0021677968287936943
o1,0.7,0.8,0.2,0.1,11,size_0_2_1_1,0.2496004005181603,0.0000021320989316746223,1.368696908970281e-12,0,2.064936743926933e-9,0.7491529715229206,5.7428635656116635e-9,0.0012444880508183942
o1,0.7,0.8,0.2,0.1,15,size_0_2_1_1,0.18258812113944195,2.2385472097500225e-8,8.047259123063876e-17,0,1.7382082342092787e-12,0.8172794117915712,7.012271617730208e-12,0.00013244467476436155
o1,0.7,0.8,0.2,0.1,18,size_0_2_1_1,0.14203058453814965,7.220617843091093e-10,5.313643748124769e-20,0,8.447671440985408e-15,0.8579451454955,4.50448688490573e-14,0.000024269244234977207
o1,0.7,0.8,0.2,0.2,10,size_0_2_1_1,0.2675208507108745,0.000017946562572217385,1.5493205486116163e-11,0,1.2016476984264869e-8,0.726590412230515,3.0451950161254993e-8,0.005870748012117952
o1,0.7,0.8,0.2,0.2,11,size_0_2_1_1,0.24897834461921992,0.000006389216137003641,1.3652858327688078e-12,0,2.0597904938414527e-9,0.7472859271424722,5.728551160061078e-9,0.0037293312324639173
o1,0.7,0.8,0.2,0.2,15,size_0_2_1_1,0.1825039486546526,1.0027847628634078e-7,8.043549364773466e-17,0,1.7374069262969954e-12,0.8169026488431989,7.009038985057249e-12,0.0005933022149259625
o1,0.7,0.8,0.2,0.2,18,size_0_2_1_1,0.142013180144985,4.367683962075139e-9,5.312992615516766e-20,0,8.446636265388699e-15,0.8578400131067607,4.50393490618221e-14,0.00014680238051681353
o1,0.7,0.85,0.1,0.1,5,size_0_2_1_1,0.45813631493863605,0.0015213460328260017,4.530421875120861e-7,0,0.000008145845103215907,0.5127951642674224,0.000022652747845143646,0.027515923125979634
o1,0.7,0.85,0.1,0.1,10,size_0_2_1_1,0.4431707985016658,0.000004886947936643702,4.3337014649692306e-13,0,1.4010511620731516e-10,0.5552256762743508,1.0834864416884473e-9,0.0015986370520218232
o1,0.7,0.85,0.1,0.1,11,size_0_2_1_1,0.43793012130456627,0.000001542119579850614,2.6960097453991736e-14,0,1.5533737502983543e-11,0.5611682143024531,1.4739487971615222e-10,0.0009001221104453174
o1,0.7,0.85,0.1,0.1,15,size_0_2_1_1,0.4162264650440979,1.5241564734163873e-8,4.0249591111854353e-19,0,2.339666617480287e-15,0.5836833422958534,5.031624327212528e-14,0.00009017741843120276
o1,0.7,0.85,0.1,0.1,18,size_0_2_1_1,0.3999240324413448,4.768890383628495e-10,9.649296276574791e-23,0,3.175167556096328e-18,0.6000599383473882,1.261338708855503e-16,0.000016028734377745087
o1,0.7,0.85,0.1,0.2,10,size_0_2_1_1,0.4419530824552882,0.000013247600577451847,4.3217936004800934e-13,0,1.397201444339898e-10,0.5537000630849308,1.0805093077470128e-9,0.004333605638542001
o1,0.7,0.85,0.1,0.2,11,size_0_2_1_1,0.4371401719379073,0.00000462442651571592,2.6911466152163525e-14,0,1.5505717356605468e-11,0.5601559649642331,1.471290051251718e-10,0.0026992385086821572
o1,0.7,0.85,0.1,0.2,15,size_0_2_1_1,0.41609580147606046,6.828651056280292e-8,4.023695579039267e-19,0,2.3389321394642762e-15,0.5835001099583804,5.030044778474516e-14,0.0004040202789957506
o1,0.7,0.85,0.1,0.2,18,size_0_2_1_1,0.39989166446381275,2.884777062499599e-9,9.64851530774138e-23,0,3.1749105729100796e-18,0.600011372307275,1.2612366220098323e-16,0.00009696034413488925
o1,0.7,0.85,0.2,0.1,5,size_0_2_1_1,0.343774188196945,0.0011415805303961846,3.3995168065163396e-7,0,0.000010077711825543147,0.6344095456687426,0.00001699806312437262,0.020647269877285768
o1,0.7,0.85,0.2,0.1,10,size_0_2_1_1,0.2267978731700282,0.000002500953136061114,2.217822741326589e-13,0,1.94902010065417e-10,0.7723815037965888,5.544869414101985e-10,0.0008181213306363441
o1,0.7,0.85,0.2,0.1,11,size_0_2_1_1,0.20611635756318086,7.258145883612621e-7,1.268904972832529e-14,0,2.196380269457418e-11,0.7934592647158054,6.93729301835992e-11,0.0004236518150758632
o1,0.7,0.85,0.2,0.1,15,size_0_2_1_1,0.137268626032485,5.0265632422536875e-9,1.3274038376459836e-19,0,3.458098006345656e-15,0.8627016290484291,1.6593951036605156e-14,0.000029739892502741896
o1,0.7,0.85,0.2,0.1,18,size_0_2_1_1,0.09923448823762848,1.183320726668581e-10,2.3943121697733774e-23,0,4.766305192147135e-18,0.9007615343805494,3.1298019402209104e-17,0.000003977263490174748
o1,0.7,0.85,0.2,0.2,10,size_0_2_1_1,0.22647852478024422,0.000006788722954461433,2.214699880819278e-13,0,1.9462757343949046e-10,0.7712939327974042,5.537061822724667e-10,0.0022207529508420903
o1,0.7,0.85,0.2,0.2,11,size_0_2_1_1,0.2059411997894264,0.0000021786145637510702,1.2678266568134968e-14,0,2.1945137845123847e-11,0.7927849826742652,6.931397703619525e-11,0.0012716388304728579
o1,0.7,0.85,0.2,0.2,15,size_0_2_1_1,0.13725441161430052,2.2525160780865158e-8,1.3272663825421398e-19,0,3.457739913949699e-15,0.8626122947112373,1.6592232702516833e-14,0.00013327114928122529
o1,0.7,0.85,0.2,0.2,18,size_0_2_1_1,0.09923249521487988,7.158529459080299e-10,2.3942640824732576e-23,0,4.766209465803965e-18,0.9007434435105198,3.1297390813643124e-17,0.000024060558747328316
o1,0.7,0.9,0.1,0.1,5,size_0_2_1_1,0.4336986254813668,0.0009775440847697068,3.164398208050179e-8,0,6.032243099170542e-7,0.5476410083485025,0.0000017730914182118025,0.01768041412565062
o1,0.7,0.9,0.1,0.1,10,size_0_2_1_1,0.385187969132406,0.0000019569031247466254,2.050590222857075e-15,0,7.451681655568425e-13,0.6141699243418195,6.438117197208272e-12,0.0006401496154644473
o1,0.7,0.9,0.1,0.1,11,size_0_2_1_1,0.3743219866070678,5.619939121426036e-7,7.448556600282694e-17,0,4.8807332670354765e-14,0.6253494203216983,5.231667297071301e-13,0.00032803107674971867
o1,0.7,0.9,0.1,0.1,15,size_0_2_1_1,0.3318468281692721,3.799991192386433e-9,1.28898221002324e-22,0,8.929148372164719e-19,0.6681306852081548,2.2676024481052747e-17,0.00002248282258202901
o1,0.7,0.9,0.1,0.1,18,size_0_2_1_1,0.301581828968686,8.912900813896e-11,6.117532336911684e-27,0,2.484574439208093e-22,0.698415175223932,1.2049256960329511e-20,0.0000029957182528575435
o1,0.7,0.9,0.1,0.2,10,size_0_2_1_1,0.3847634519349196,0.0000053135516564374,2.048330259191643e-15,0,7.443469127487362e-13,0.6134930452179754,6.431021722560348e-12,0.001738189288271135
o1,0.7,0.9,0.1,0.2,11,size_0_2_1_1,0.3740756372004018,0.0000016872118945797024,7.443654543858942e-17,0,4.877521150762717e-14,0.6249378643240102,5.228224223512616e-13,0.000984811263121794
o1,0.7,0.9,0.1,0.2,15,size_0_2_1_1,0.3318208494411146,1.7029045765987896e-8,1.2888813016655525e-22,0,8.928449351114781e-19,0.6680783803977101,2.2674249281696444e-17,0.00010075313212963547
o1,0.7,0.9,0.1,0.2,18,size_0_2_1_1,0.3015772667768096,5.39190921336633e-10,6.117439793682446e-27,0,2.4845368537031453e-22,0.6984046099188239,1.2049074684684949e-20,0.00001812276517545112
o1,0.7,0.9,0.2,0.1,5,size_0_2_1_1,0.3200097852278582,0.0007212927462491049,2.3348895556438954e-8,0,7.338398450704443e-7,0.6662211487729147,0.0000013082969845743566,0.013045707767252612
o1,0.7,0.9,0.2,0.1,10,size_0_2_1_1,0.18741048961049162,9.521174131038344e-7,9.977002099046078e-16,0,9.855302434092942e-13,0.8122770979876139,3.1324205135902568e-12,0.00031146028036228954
o1,0.7,0.9,0.2,0.1,11,size_0_2_1_1,0.1661213828330548,2.494088222685364e-7,3.30561539749499e-17,0,6.50712582672543e-14,0.833732789945056,2.3217760030330473e-13,0.00014557781276973582
o1,0.7,0.9,0.2,0.1,15,size_0_2_1_1,0.09976685201669681,1.142434179790281e-9,3.875212492130454e-23,0,1.2030962147329385e-18,0.9002263875765246,6.8173488088129975e-18,0.000006759264344436605
o1,0.7,0.9,0.2,0.1,18,size_0_2_1_1,0.06662214636892257,1.9689401865678172e-11,1.3514180750215704e-27,0,3.320439181776898e-22,0.9333771918302038,2.6617895500964427e-21,6.617811842458572e-7
o1,0.7,0.9,0.2,0.2,10,size_0_2_1_1,0.18730993928507822,0.000002586734870867507,9.971649192654328e-16,0,9.850014822557175e-13,0.8118412913969633,3.130739893137126e-12,0.0008461825789709029
o1,0.7,0.9,0.2,0.2,11,size_0_2_1_1,0.1660728460570857,7.490465921043308e-7,3.304649574123824e-17,0,6.505224597015784e-14,0.8334891927575396,2.3210976344823764e-13,0.00043721213848548624
o1,0.7,0.9,0.2,0.2,15,size_0_2_1_1,0.09976450379628182,5.119914266476583e-9,3.8751212809425204e-23,0,1.2030678973606368e-18,0.9002051988756749,6.817188348326163e-18,0.000030292208129067438
o1,0.7,0.9,0.2,0.2,18,size_0_2_1_1,0.0666219237277076,1.1911354201159392e-10,1.3514135587851658e-27,0,3.320428085367485e-22,0.9333740726236949,2.66178065479525e-21,0.00000400352948402969
o1,0.7,0.999,0.1,0.1,5,size_0_2_1_1,0.37526782109941603,0.0004078317840653181,9.216608768220304e-19,0,1.9522147353998206e-17,0.6169480712551834,6.361888535208335e-17,0.007376275861335144
o1,0.7,0.999,0.1,0.1,10,size_0_2_1_1,0.2700373339273479,3.189358204689444e-7,1.62885890214367e-36,0,7.307962890483922e-34,0.7298580156345467,7.760921160993181e-33,0.00010433150228500339
o1,0.7,0.999,0.1,0.1,11,size_0_2_1_1,0.25090755234450207,7.568697876659137e-8,4.550083361715137e-40,0,3.759443028438951e-37,0.7490481941213853,5.056524781030557e-36,0.00004417784713375714
o1,0.7,0.999,0.1,0.1,15,size_0_2_1_1,0.1837062297209371,2.3579962751496974e-10,2.721531499615118e-54,0,2.58632243289854e-50,0.8162923749239269,8.950722116501466e-49,0.000001395119336315681
o1,0.7,0.999,0.1,0.1,18,size_0_2_1_1,0.14310684147742225,3.060296272269629e-12,5.7608660065182325e-65,0,3.419250630816677e-60,0.8568930556597909,2.4040385345099886e-58,1.028597265179553e-7
o1,0.7,0.999,0.1,0.2,10,size_0_2_1_1,0.26998878482859157,8.668015778791601e-7,1.6285660551119107e-36,0,7.306649016557916e-34,0.7297267969309543,7.759525851232019e-33,0.000283551438876244
o1,0.7,0.999,0.1,0.2,11,size_0_2_1_1,0.250885300968517,2.273560855295149e-7,4.5496798441059144e-40,0,3.7591096276323686e-37,0.7489817658578959,5.056076350391289e-36,0.0001327058175016744
o1,0.7,0.999,0.1,0.2,15,size_0_2_1_1,0.1837053372450043,1.0567754794046726e-9,2.721518277954779e-54,0,2.5863098681067218e-50,0.8162884092375144,8.95067863237952e-49,0.00000625246070572417
o1,0.7,0.999,0.1,0.2,18,size_0_2_1_1,0.14310676714478965,1.8513703967485092e-11,5.760863014206005e-65,0,3.4192488547876194e-60,0.8568926105719363,2.404037285802955e-58,6.222647605022923e-7
o1,0.7,0.999,0.2,0.1,5,size_0_2_1_1,0.26800492409535215,0.00029126112122238566,6.582223133619142e-19,0,2.2986681339331938e-17,0.7264359017326025,4.543468312807718e-17,0.00526791305082294
o1,0.7,0.999,0.2,0.1,10,size_0_2_1_1,0.11979819990650308,1.4149131389425866e-7,7.22619948658626e-37,0,8.81286862520651e-34,0.8801553734238132,3.4430216414201615e-33,0.00004628517836962247
o1,0.7,0.999,0.2,0.1,11,size_0_2_1_1,0.10031419035909418,3.02600616233022e-8,1.8191478264876365e-40,0,4.51539841669208e-37,0.8996681168396985,2.0216258327023824e-36,0.000017662541145616407
o1,0.7,0.999,0.2,0.1,15,size_0_2_1_1,0.04781431138967505,6.13729694017293e-11,7.083491658234908e-55,0,3.0168826061538525e-50,0.952185325432957,2.3296576011111154e-49,3.6311599488861555e-7
o1,0.7,0.999,0.2,0.1,18,size_0_2_1_1,0.026864394725951524,5.744869091362048e-13,1.081445001263866e-65,0,3.8830918796707374e-60,0.9731355859643741,4.512924711406083e-59,1.930909987289269e-8
o1,0.7,0.999,0.2,0.2,10,size_0_2_1_1,0.1197886438749038,3.845825877126404e-7,7.225623068988356e-37,0,8.812165642598149e-34,0.8800851654192899,3.442746999366862e-33,0.00012580612321851447
o1,0.7,0.999,0.2,0.2,11,size_0_2_1_1,0.10031063341314275,9.090302565258739e-8,1.8190833230462967e-40,0,4.5152383094524915e-37,0.8996362163592726,2.0215541497849803e-36,0.000053059324559123055
o1,0.7,0.999,0.2,0.2,15,size_0_2_1_1,0.047814250929957156,2.7505421838392765e-10,7.083482701378958e-55,0,3.016878791399174e-50,0.9521841214240608,2.329654655331121e-49,0.0000016273709277944248
o1,0.7,0.999,0.2,0.2,18,size_0_2_1_1,0.02686439210648403,3.4754429343140513e-12,1.0814448958153995e-65,0,3.8830915010420614e-60,0.9731354910768047,4.512924271364144e-59,1.1681323569602735e-7
o1,0.75,0.7,0.1,0.1,10,size_0_2_1_1,0.6395057364369182,0.000016345015414402184,4.230449399340242e-9,0,0.000004675291686838641,0.32706363177074166,0.000042579322772045765,0.03336702793201754
o1,0.75,0.7,0.1,0.1,11,size_0_2_1_1,0.659137516188689,0.0000058515512097171535,6.630897237041929e-10,0,0.000001476851146734204,0.3152409463478852,0.00001677512506945642,0.025597433272910263
o1,0.75,0.7,0.1,0.1,15,size_0_2_1_1,0.7258649938276135,9.379230029313695e-8,3.9054307614872297e-13,0,1.434835959746336e-8,0.2654835203921942,3.9435496224107175e-7,0.008650983284179563
o1,0.75,0.7,0.1,0.1,18,size_0_2_1_1,0.7668621354758132,4.152320778184776e-9,1.4510855023511764e-15,0,4.3636808001101126e-10,0.22936933389344313,2.326778509345172e-8,0.0037685027742681396
o1,0.75,0.7,0.1,0.2,10,size_0_2_1_1,0.6048124581406512,0.000042020005045995334,4.000946910203326e-9,0,0.0000044216564395436906,0.30932038264708156,0.00004026938837985771,0.08578044416145506
o1,0.75,0.7,0.1,0.2,11,size_0_2_1_1,0.6269658700723427,0.000016721021642924992,6.307251754719022e-10,0,0.000001404767960309033,0.2998544451729424,0.000015956353001356567,0.07314560198138494
o1,0.75,0.7,0.1,0.2,15,size_0_2_1_1,0.7046409542595514,4.0805710014315564e-7,3.791237326458657e-13,0,1.3928818561013166e-8,0.25772087473578953,3.8282416051673016e-7,0.037637366194200814
o1,0.75,0.7,0.1,0.2,18,size_0_2_1_1,0.7525415471847297,2.4650977844007987e-8,1.4239875442006478e-15,0,4.2821922596264825e-10,0.2250860297044187,2.2833276261480228e-8,0.02237237519837712
o1,0.75,0.7,0.2,0.1,5,size_0_2_1_1,0.4123286175919335,0.002084557710481087,0.000033536250744625217,0,0.0018381157329072694,0.48616604582358575,0.0033645007585829468,0.09418462613176484
o1,0.75,0.7,0.2,0.1,10,size_0_2_1_1,0.40941585599361957,0.000010464188350211118,2.7083620417835225e-9,0,0.000008136233556145779,0.5691764865279191,0.00002725956764277645,0.021361794780550097
o1,0.75,0.7,0.2,0.1,11,size_0_2_1_1,0.4039332405301498,0.0000035859528311123155,4.063552358646197e-10,0,0.0000027189061507946478,0.5803635321697358,0.00001028014710615309,0.015686641887671052
o1,0.75,0.7,0.2,0.1,15,size_0_2_1_1,0.37720379086942024,4.8740208614243324e-8,2.029500390207374e-13,0,3.341674708409687e-8,0.6183003426754083,2.0493092788660744e-7,0.004495579367084766
o1,0.75,0.7,0.2,0.1,18,size_0_2_1_1,0.3553192271413786,1.923943485398801e-9,6.723484644232178e-16,0,1.2231633406507892e-9,0.6429346543424279,1.0780935756551922e-8,0.0017461045881503616
o1,0.75,0.7,0.2,0.2,10,size_0_2_1_1,0.3949132344666024,0.00002743702759700401,2.612424502787149e-9,0,0.000007848026066883232,0.5490147095831555,0.000026293959724260675,0.05601047432442948
o1,0.75,0.7,0.2,0.2,11,size_0_2_1_1,0.39161847582526726,0.000010444365989631905,3.939666314761784e-10,0,0.0000026360145089536633,0.5626699144506648,0.000009966734937900445,0.045688562214664746
o1,0.75,0.7,0.2,0.2,15,size_0_2_1_1,0.37139064366653496,2.1507207061802822e-7,1.998223439121089e-13,0,3.2901756316390914e-8,0.6087716184298652,2.0177270498677028e-7,0.01983728815686825
o1,0.75,0.7,0.2,0.2,18,size_0_2_1_1,0.35221368081301707,1.1537451552753653e-8,6.664720323430691e-16,0,1.2124726993024316e-9,0.6373153036215706,1.0686708670321754e-8,0.01047099212877873
o1,0.75,0.75,0.1,0.1,5,size_0_2_1_1,0.5096875271083312,0.0016908513922194194,0.000008631603026441293,0,0.00031438749334715817,0.4108768883093176,0.0010255532103988663,0.07639616088335921
o1,0.75,0.75,0.1,0.1,10,size_0_2_1_1,0.597966193450865,0.000006580812220965115,1.71495029425786e-10,0,2.2750929355004306e-7,0.3885903808357667,0.000002420945522302832,0.013434196274836411
o1,0.75,0.75,0.1,0.1,11,size_0_2_1_1,0.6105697491894145,0.00000214535139590353,1.9456632656671244e-11,0,5.297732734306226e-8,0.3800425637301201,7.141254440675915e-7,0.009384774606841386
o1,0.75,0.75,0.1,0.1,15,size_0_2_1_1,0.6547772155184576,2.3905501533434783e-8,3.1802108660875022e-15,0,1.5366583647963375e-10,0.34301781829161,5.334038385583794e-9,0.002204936796723452
o1,0.75,0.75,0.1,0.1,18,size_0_2_1_1,0.6842721990051607,8.130440138107296e-10,4.55893841676062e-18,0,1.9046247097766685e-12,0.3149899094090722,1.3439527155812855e-10,0.000737890636423152
o1,0.75,0.75,0.1,0.2,10,size_0_2_1_1,0.5844678825541729,0.000017484692549959445,1.6762375166831384e-10,0,2.2237356646403063e-7,0.3798184572229716,0.0000023662958185538456,0.035693586693296836
o1,0.75,0.75,0.1,0.2,11,size_0_2_1_1,0.5992952401682252,0.000006325981425725187,1.9097355144641156e-11,0,5.199907161414539e-8,0.373024867031423,7.009387217118082e-7,0.02767281386203538
