gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
7479-f,1448898589046,1,colorSizeTrial,colorOnly4Distr4Same,small_red_candle,target,3,4,NA,NA,small_blue_candle,distractor,1,5,NA,NA,small_blue_candle,distractor,2,3,NA,NA,small_blue_candle,distractor,4,1,NA,NA,small_blue_candle,distractor,5,2,NA,NA
7479-f,1448898596555,2,subSuperTrial,distr12,wardrobe,target,2,2,furniture,object,blackStimulus,NA,1,1,NA,NA,baseballmitt,distrClass2,3,3,NA,object,armchair,distrClass1,4,4,furniture,object,blackStimulus,NA,5,5,NA,NA
7479-f,1448898600971,3,subSuperTrial,distr23,tent,target,2,3,house,place,bread,distrClass3,4,4,NA,food,blackStimulus,NA,5,5,NA,NA,hospital,distrClass2,3,2,NA,place,blackStimulus,NA,1,1,NA,NA
7479-f,1448898607371,4,colorSizeTrial,sizeOnly4Distr1Same,big_green_jacket,target,5,5,NA,NA,small_brown_jacket,distractor,4,3,NA,NA,small_green_jacket,distractor,2,4,NA,NA,small_brown_jacket,distractor,3,2,NA,NA,small_brown_jacket,distractor,1,1,NA,NA
7479-f,1448898613045,5,subSuperTrial,distr33,igloo,target,3,2,house,place,record,distrClass3,4,4,NA,object,toilet,distrClass3,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
7479-f,1448898619538,6,subSuperTrial,distr22,pineapple,target,3,3,fruit,food,blackStimulus,NA,5,5,NA,NA,muffin,distrClass2,4,2,NA,food,blackStimulus,NA,1,1,NA,NA,fries,distrClass2,2,4,NA,food
7479-f,1448898625292,7,subSuperTrial,distr33,saxophone,target,2,4,instrument,object,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass3,3,3,NA,animal,crocodile,distrClass3,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA
7479-f,1448898630354,8,colorSizeTrial,colorOnly4Distr3Same,small_red_bucket,target,2,2,NA,NA,big_pink_bucket,distractor,1,5,NA,NA,small_pink_bucket,distractor,4,4,NA,NA,small_pink_bucket,distractor,5,1,NA,NA,small_pink_bucket,distractor,3,3,NA,NA
7479-f,1448898636739,9,colorSizeTrial,colorOnly4Distr3Same,small_blue_butterfly,target,5,2,NA,NA,big_purple_butterfly,distractor,1,5,NA,NA,small_purple_butterfly,distractor,4,4,NA,NA,small_purple_butterfly,distractor,3,3,NA,NA,small_purple_butterfly,distractor,2,1,NA,NA
7479-f,1448898646230,10,subSuperTrial,distr23,bed,target,4,3,furniture,object,trafficcone,distrClass2,2,2,NA,object,crocodile,distrClass3,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
7479-f,1448898650529,11,subSuperTrial,distr23,husky,target,4,2,dog,animal,flamingo,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,baseball,distrClass3,2,3,NA,object
7479-f,1448898656836,12,colorSizeTrial,colorOnly4Distr2Same,big_red_pepper,target,1,3,NA,NA,small_green_pepper,distractor,3,1,NA,NA,big_green_pepper,distractor,5,2,NA,NA,big_green_pepper,distractor,4,5,NA,NA,small_green_pepper,distractor,2,4,NA,NA
7479-f,1448898665556,13,colorSizeTrial,sizeOnly2Distr2Same,big_yellow_shoe,target,4,4,NA,NA,small_yellow_shoe,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,small_yellow_shoe,distractor,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA
7479-f,1448898673563,14,colorSizeTrial,colorOnly4Distr1Same,big_purple_flower,target,5,2,NA,NA,small_red_flower,distractor,3,3,NA,NA,small_red_flower,distractor,4,1,NA,NA,big_red_flower,distractor,2,4,NA,NA,small_red_flower,distractor,1,5,NA,NA
7479-f,1448898679652,15,subSuperTrial,distr12,rose,target,2,3,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bambus,distrClass2,4,4,NA,plant,dandelion,distrClass1,3,2,flower,plant
7479-f,1448898684715,16,subSuperTrial,distr23,germanShepherd,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass2,4,3,NA,animal,laptop,distrClass3,2,4,NA,object,blackStimulus,NA,1,1,NA,NA
7479-f,1448898689883,17,subSuperTrial,distr22,tulip,target,4,2,flower,plant,blackStimulus,NA,1,1,NA,NA,fir,distrClass2,2,4,NA,plant,rosemary,distrClass2,3,3,NA,plant,blackStimulus,NA,5,5,NA,NA
7479-f,1448898699361,18,subSuperTrial,distr33,bookcase,target,3,2,furniture,object,hotdog,distrClass3,4,4,NA,food,blackStimulus,NA,1,1,NA,NA,chive,distrClass3,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA
7479-f,1448898708379,19,colorSizeTrial,sizeOnly4Distr2Same,big_purple_stapler,target,5,4,NA,NA,small_purple_stapler,distractor,1,5,NA,NA,small_purple_stapler,distractor,2,1,NA,NA,small_red_stapler,distractor,3,3,NA,NA,small_red_stapler,distractor,4,2,NA,NA
7479-f,1448898713951,20,colorSizeTrial,sizeOnly4Distr3Same,big_black_avocado,target,4,3,NA,NA,small_black_avocado,distractor,2,4,NA,NA,small_green_avocado,distractor,1,1,NA,NA,small_black_avocado,distractor,3,2,NA,NA,small_black_avocado,distractor,5,5,NA,NA
7479-f,1448898720751,21,subSuperTrial,distr23,pug,target,2,2,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lion,distrClass2,4,4,NA,animal,rice,distrClass3,3,3,NA,food
7479-f,1448898729314,22,colorSizeTrial,sizeOnly4Distr2Same,small_blue_guitar,target,1,2,NA,NA,big_green_guitar,distractor,3,5,NA,NA,big_blue_guitar,distractor,4,3,NA,NA,big_blue_guitar,distractor,2,1,NA,NA,big_green_guitar,distractor,5,4,NA,NA
7479-f,1448898740611,23,colorSizeTrial,colorOnly4Distr2Same,big_purple_hairdryer,target,1,5,NA,NA,small_pink_hairdryer,distractor,2,4,NA,NA,small_pink_hairdryer,distractor,3,2,NA,NA,big_pink_hairdryer,distractor,5,1,NA,NA,big_pink_hairdryer,distractor,4,3,NA,NA
7479-f,1448898749148,24,subSuperTrial,distr23,ambulance,target,3,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pencil,distrClass2,2,4,NA,object,bear,distrClass3,4,2,NA,animal
