gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
2291-3,1448895850099,1,subSuperTrial,distr12,saxophone,target,2,2,instrument,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,teddybear,distrClass2,3,3,NA,object,violin,distrClass1,4,4,instrument,object
2291-3,1448895857455,2,colorSizeTrial,colorOnly2Distr1Same,small_orange_cap,target,2,2,NA,NA,big_blue_cap,distractor,4,3,NA,NA,small_blue_cap,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
2291-3,1448895865046,3,subSuperTrial,distr12,lamp,target,4,3,furniture,object,blackStimulus,NA,1,1,NA,NA,firehydrant,distrClass2,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,dresser,distrClass1,3,2,furniture,object
2291-3,1448895871676,4,subSuperTrial,distr23,pineapple,target,4,4,fruit,food,cookies,distrClass2,3,2,NA,food,smokedetector,distrClass3,2,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
2291-3,1448895877185,5,colorSizeTrial,colorOnly4Distr2Same,big_white_teacup,target,2,2,NA,NA,small_pink_teacup,distractor,5,1,NA,NA,big_pink_teacup,distractor,1,3,NA,NA,big_pink_teacup,distractor,3,4,NA,NA,small_pink_teacup,distractor,4,5,NA,NA
2291-3,1448895884102,6,subSuperTrial,distr33,trailer,target,4,3,house,place,teddybear,distrClass3,2,4,NA,object,blackStimulus,NA,5,5,NA,NA,flamingo,distrClass3,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA
2291-3,1448895889664,7,colorSizeTrial,colorOnly2Distr2Same,small_yellow_napkin,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_orange_napkin,distractor,4,2,NA,NA,small_orange_napkin,distractor,2,4,NA,NA
2291-3,1448895896080,8,subSuperTrial,distr22,daisy,target,3,2,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,ivy,distrClass2,2,4,NA,plant,rosemary,distrClass2,4,3,NA,plant
2291-3,1448895903562,9,subSuperTrial,distr33,ambulance,target,2,4,vehicle,object,chocolate,distrClass3,4,2,NA,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,fir,distrClass3,3,3,NA,plant
2291-3,1448895909744,10,subSuperTrial,distr12,wardrobe,target,3,3,furniture,object,chair2,distrClass1,2,2,furniture,object,washingmachine,distrClass2,4,4,NA,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
