gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
3276-c,1448896425717,1,colorSizeTrial,colorOnly4Distr2Same,small_red_yarn,distractor,4,2,NA,NA,big_red_yarn,distractor,2,1,NA,NA,small_red_yarn,distractor,5,3,NA,NA,big_red_yarn,distractor,3,5,NA,NA,small_purple_yarn,target,1,4,NA,NA
3276-c,1448896440422,2,subSuperTrial,distr22,moviecamera,distrClass2,4,4,NA,object,backpack,distrClass2,2,2,NA,object,wardrobe,target,3,3,furniture,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
3276-c,1448896450567,3,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass3,3,3,NA,animal,pancake,distrClass2,4,2,NA,food,lime,target,2,4,fruit,food
3276-c,1448896475067,4,colorSizeTrial,sizeOnly4Distr2Same,small_orange_cap,distractor,2,3,NA,NA,small_orange_cap,distractor,5,2,NA,NA,small_blue_cap,distractor,1,4,NA,NA,big_orange_cap,target,3,5,NA,NA,small_blue_cap,distractor,4,1,NA,NA
3276-c,1448896490323,5,blackStimulus,undefined,blackStimulus,NA,5,5,NA,NA,big_black_avocado,distractor,3,2,NA,NA,big_green_avocado,distractor,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_green_avocado,target,2,3,NA,NA
3276-c,1448896501002,6,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,pasta,distrClass3,4,4,NA,food,germanShepherd,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,baseball,distrClass3,2,3,NA,object
3276-c,1448896513104,7,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,postoffice,distrClass2,3,3,NA,place,blackStimulus,NA,5,5,NA,NA,temple,distrClass2,4,2,NA,place,trailer,target,2,4,house,place
3276-c,1448896526523,8,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,small_yellow_napkin,distractor,3,3,NA,NA,small_yellow_napkin,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_orange_napkin,target,2,2,NA,NA
3276-c,1448896542048,9,blackStimulus,undefined,blackStimulus,NA,5,5,NA,NA,bed,target,4,3,furniture,object,hospital,distrClass3,2,4,NA,place,blackStimulus,NA,1,1,NA,NA,horse,distrClass3,3,2,NA,animal
3276-c,1448896548622,10,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,big_blue_toothbrush,distractor,3,2,NA,NA,small_blue_toothbrush,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_toothbrush,target,2,3,NA,NA
3276-c,1448896562333,11,blackStimulus,undefined,blackStimulus,NA,5,5,NA,NA,bike2,target,3,4,vehicle,object,ivy,distrClass3,4,3,NA,plant,blackStimulus,NA,1,1,NA,NA,hotdog,distrClass3,2,2,NA,food
3276-c,1448896580572,12,colorSizeTrial,sizeOnly4Distr3Same,small_blue_binder,distractor,1,1,NA,NA,small_green_binder,distractor,5,3,NA,NA,big_green_binder,target,4,2,NA,NA,small_green_binder,distractor,3,5,NA,NA,small_green_binder,distractor,2,4,NA,NA
3276-c,1448896599222,13,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,peas,distrClass1,2,3,vegetable,food,blackStimulus,NA,5,5,NA,NA,cookies,distrClass2,3,4,NA,food,mushroom,target,4,2,vegetable,food
3276-c,1448896615122,14,colorSizeTrial,colorOnly4Distr3Same,big_blue_book,distractor,3,1,NA,NA,small_blue_book,distractor,1,5,NA,NA,big_blue_book,distractor,4,4,NA,NA,big_black_book,target,5,2,NA,NA,big_blue_book,distractor,2,3,NA,NA
3276-c,1448896630587,15,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,airport,distrClass2,3,4,NA,place,museum,distrClass2,4,3,NA,place,blackStimulus,NA,5,5,NA,NA,igloo,target,2,2,house,place
3276-c,1448896647847,16,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,temple,distrClass3,2,3,NA,place,pizza,distrClass3,3,2,NA,food,blackStimulus,NA,5,5,NA,NA,saxophone,target,4,4,instrument,object
3276-c,1448896662957,17,colorSizeTrial,sizeOnly4Distr1Same,big_red_pepper,distractor,2,1,NA,NA,big_green_pepper,distractor,4,4,NA,NA,big_red_pepper,distractor,5,5,NA,NA,small_green_pepper,target,3,2,NA,NA,big_red_pepper,distractor,1,3,NA,NA
3276-c,1448896672153,18,colorSizeTrial,sizeOnly4Distr4Same,big_purple_bracelet,distractor,1,1,NA,NA,big_purple_bracelet,distractor,3,2,NA,NA,big_purple_bracelet,distractor,4,3,NA,NA,small_purple_bracelet,target,2,5,NA,NA,big_purple_bracelet,distractor,5,4,NA,NA
3276-c,1448896682002,19,blackStimulus,undefined,blackStimulus,NA,1,1,NA,NA,church,distrClass3,4,4,NA,place,blackStimulus,NA,5,5,NA,NA,flamingo,distrClass3,2,3,NA,animal,banjo,target,3,2,instrument,object
