gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
9272-f,1448895355468,1,subSuperTrial,distr23,cottage,target,2,2,house,place,trafficcone,distrClass3,3,3,NA,object,blackStimulus,NA,1,1,NA,NA,hospital,distrClass2,4,4,NA,place,blackStimulus,NA,5,5,NA,NA
9272-f,1448895365124,2,subSuperTrial,distr33,tent,target,3,4,house,place,cookies,distrClass3,2,2,NA,food,lion,distrClass3,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
9272-f,1448895379254,3,colorSizeTrial,sizeOnly4Distr2Same,small_pink_balloon,target,4,4,NA,NA,big_pink_balloon,distractor,5,1,NA,NA,big_yellow_balloon,distractor,2,5,NA,NA,big_pink_balloon,distractor,1,3,NA,NA,big_yellow_balloon,distractor,3,2,NA,NA
9272-f,1448895386663,4,subSuperTrial,distr33,bathrobe,target,3,4,clothing,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,museum,distrClass3,4,3,NA,place,egg,distrClass3,2,2,NA,food
9272-f,1448895395688,5,subSuperTrial,distr33,clarinet,target,2,2,instrument,object,blackStimulus,NA,5,5,NA,NA,iguana,distrClass3,3,4,NA,animal,muffin,distrClass3,4,3,NA,food,blackStimulus,NA,1,1,NA,NA
9272-f,1448895401062,6,subSuperTrial,distr23,rose,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,cigar,distrClass3,3,4,NA,object,fir,distrClass2,4,3,NA,plant
9272-f,1448895422036,7,colorSizeTrial,sizeOnly2Distr2Same,big_black_comb,target,2,3,NA,NA,small_black_comb,distractor,4,2,NA,NA,small_black_comb,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
9272-f,1448895431279,8,subSuperTrial,distr22,bookcase,target,4,4,furniture,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,tv,distrClass2,3,2,NA,object,smokedetector,distrClass2,2,3,NA,object
9272-f,1448895443547,9,subSuperTrial,distr12,pineapple,target,3,3,fruit,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pancake,distrClass2,2,2,NA,food,orange,distrClass1,4,4,fruit,food
9272-f,1448895453931,10,colorSizeTrial,sizeOnly4Distr2Same,small_green_guitar,target,3,3,NA,NA,big_blue_guitar,distractor,2,2,NA,NA,big_blue_guitar,distractor,1,4,NA,NA,big_green_guitar,distractor,4,1,NA,NA,big_green_guitar,distractor,5,5,NA,NA
