gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain
9807-d,1448991474359,1,subSuperTrial,distr33,firetruck,target,2,3,vehicle,object,blackStimulus,NA,5,5,NA,NA,fries,distrClass3,4,4,NA,food,flamingo,distrClass3,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA
9807-d,1448991479137,2,subSuperTrial,distr23,bed,target,3,2,furniture,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,2,4,NA,plant,tennisball,distrClass2,4,3,NA,object
9807-d,1448991486262,3,subSuperTrial,distr12,germanShepherd,target,2,4,dog,animal,blackStimulus,NA,1,1,NA,NA,greyhound,distrClass1,3,3,dog,animal,horse,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA
9807-d,1448991494383,4,colorSizeTrial,colorOnly4Distr4Same,small_pink_phone,target,2,5,NA,NA,small_white_phone,distractor,3,1,NA,NA,small_white_phone,distractor,1,3,NA,NA,small_white_phone,distractor,5,4,NA,NA,small_white_phone,distractor,4,2,NA,NA
9807-d,1448991501621,5,subSuperTrial,distr22,pineapple,target,3,3,fruit,food,sandwich,distrClass2,2,4,NA,food,blackStimulus,NA,1,1,NA,NA,hotdog,distrClass2,4,2,NA,food,blackStimulus,NA,5,5,NA,NA
9807-d,1448991509194,6,colorSizeTrial,sizeOnly4Distr1Same,small_pink_hairdryer,target,5,4,NA,NA,big_purple_hairdryer,distractor,4,3,NA,NA,big_purple_hairdryer,distractor,2,1,NA,NA,big_purple_hairdryer,distractor,1,5,NA,NA,big_pink_hairdryer,distractor,3,2,NA,NA
9807-d,1448991513591,7,subSuperTrial,distr23,boat,target,2,3,vehicle,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,binoculars,distrClass2,4,4,NA,object,cheese,distrClass3,3,2,NA,food
9807-d,1448991518062,8,subSuperTrial,distr12,pug,target,3,3,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,collie,distrClass1,4,4,dog,animal,lion,distrClass2,2,2,NA,animal
9807-d,1448991523240,9,subSuperTrial,distr23,sunflower,target,4,3,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bambus,distrClass2,3,2,NA,plant,ketchup,distrClass3,2,4,NA,food
9807-d,1448991528631,10,colorSizeTrial,sizeOnly4Distr3Same,big_green_avocado,target,1,2,NA,NA,small_green_avocado,distractor,5,1,NA,NA,small_black_avocado,distractor,2,4,NA,NA,small_green_avocado,distractor,4,5,NA,NA,small_green_avocado,distractor,3,3,NA,NA
9807-d,1448991533205,11,subSuperTrial,distr33,rose,target,4,4,flower,plant,museum,distrClass3,3,2,NA,place,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lion,distrClass3,2,3,NA,animal
9807-d,1448991537960,12,subSuperTrial,distr23,lime,target,3,4,fruit,food,garbagecan,distrClass3,4,2,NA,object,blackStimulus,NA,5,5,NA,NA,muffin,distrClass2,2,3,NA,food,blackStimulus,NA,1,1,NA,NA
9807-d,1448991542538,13,subSuperTrial,distr22,daisy,target,3,4,flower,plant,ivy,distrClass2,2,2,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cherryTree,distrClass2,4,3,NA,plant
